,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_007421,54.773,37.722,47.635,31.698,50.169,40.333,42.259,35.536,15.616,19.609,13.614,15.894,89.276,50.591,70.512,47.085,12.871,8.917,12.307,7.415
NM_001271375,44.816,32.353,38.719,27.771,47.069,40.091,38.503,33.103,66.099,62.741,54.402,52.651,44.057,25.199,35.75,22.932,63.606,50.938,50.852,45.07
NR_110581,41.595,43.346,33.312,38.334,45.475,39.36,29.836,28.998,59.652,58.468,48.972,48.801,40.2,40.679,31.677,33.206,56.983,64.732,49.373,50.365
NR_033794,34.37,36.762,29.3,29.637,44.139,39.524,35.758,35.505,58.421,67.747,50.467,49.354,25.96,23.347,21.928,19.373,62.559,55.998,50.251,48.166
NM_019468,32.159,38.73,28.789,38.257,37.473,44.108,35.721,34.879,54.473,46.742,56.722,43.018,33.196,42.924,25.271,31.043,43.994,56.874,47.535,44.303
NM_007642,14.402,20.701,13.419,18.325,34.466,46.728,27.86,40.861,9.139,4.609,6.694,4.561,21.246,22.638,20.165,19.747,0.093,0.062,0.19,0.089
NM_001110268,8.917,11.51,6.942,15.602,35.282,44.817,29.966,51.607,6.034,9.165,4.862,9.581,31.494,38.617,29.66,40.058,1.233,3.809,1.161,5.331
NR_027298,38.956,40.587,30.058,39.026,40.955,32.684,38.444,30.456,17.001,18.593,17.118,20.195,36.654,37.247,35.285,32.259,19.121,17.513,16.723,15.188
NR_138583,41.42,36.318,34.613,30.838,32.841,38.352,28.645,31.821,14.289,15.026,12.721,14.319,32.933,23.473,23.363,19.836,22.939,31.358,18.553,26.24
NM_026219,37.44,28.015,37.223,26.851,41.274,28.372,35.269,31.482,18.532,15.517,11.709,17.229,34.263,30.266,35.013,29.085,12.926,13.159,16.262,10.29
NM_029720,39.385,36.235,30.387,28.81,35.538,33.067,28.845,30.669,50.025,51.303,49.106,48.142,34.845,29.707,28.661,28.841,60.789,39.158,50.54,35.866
NM_025582,42.392,37.574,31.505,26.54,36.844,28.937,26.866,22.479,62.363,61.325,52.514,61.138,24.618,15.104,13.645,14.933,59.665,69.225,57.685,62.076
NR_138556,30.921,30.073,25.855,26.596,29.654,31.02,24.56,25.282,53.827,44.501,45.548,43.017,22.335,16.271,20.521,14.359,51.323,59.258,43.527,47.846
NM_001347036,31.951,38.457,38.378,44.757,27.537,31.789,34.45,36.72,19.237,14.896,18.041,16.804,25.669,27.319,29.779,29.633,10.044,13.951,11.097,15.327
NR_030568,26.883,27.582,28.158,27.219,29.968,28.598,32,28.924,51.482,43.605,52.91,43.408,31.587,21.536,34.642,22.546,55.076,62.184,55.261,59.687
NM_133977,14.81,24.421,13.272,20.986,23.839,32.942,21.354,27.543,10.361,9.093,8.096,9.327,24.068,19.478,21.122,17.359,0.855,1.143,0.91,1.122
NM_020010,23.614,21.961,27.92,23.907,30.594,22.381,31.373,21.037,52.157,57.041,56.319,55.86,26.053,26.504,26.815,24.445,59.971,72.637,59.116,75.66
NM_019777,18.612,28.363,23.831,26.413,21.112,29.699,33.499,27.306,69.014,56.157,69.296,64.769,21.41,20.05,24.363,18.309,47.959,55.032,55.539,51.649
NM_009982,23.205,28.793,24.117,27.459,25.785,24.402,30.191,32.637,60.609,61.924,77.875,69.101,18.427,25.213,24.907,26.791,48.446,69.014,62.064,92.898
NM_152803,27.51,34.297,23.89,26.342,22.45,27.343,18.526,20.382,14.159,13.028,10.98,12.23,30.007,35.18,26.411,31.278,5.793,14.282,5.257,10.833
NM_013917,44.32,21.768,43.112,24.193,24.812,23.235,20.892,19.882,42.278,68.702,36.113,44.028,19.772,9.912,14.581,8.508,47.52,36.617,39.572,35.419
NM_029186,22.701,27.683,18.686,23.576,22.62,25.129,17.92,21.618,10.657,7.499,7.468,9.216,25.093,20.95,20.018,18.608,3.078,5.013,2.721,4.103
NM_001172117,13.736,13.364,13.882,11.217,20.663,23.518,19.737,20.773,55.223,48.371,52.603,45.168,24.792,25.506,22.926,22.371,50.349,53.987,53.103,48.412
NM_001291292,3.602,2.378,0.763,1.309,16.921,11.645,9.861,9.745,2.753,0,0.807,0,32.627,15.776,18.361,12.749,0.153,0,0.344,0
NM_030682,10.723,19.619,14.784,18.027,12.382,14.084,13.281,12.329,34.324,29.321,33.773,38.648,4.033,8.598,8.566,7.542,16.387,37.405,31.647,49.033
NM_027878,10.96,10.286,12.105,10.859,9.313,8.966,11.549,8.637,26.611,23.466,28.168,25.778,13.372,12.078,17.562,11.428,29.673,32.237,41.439,43.245
NM_153510,1.688,1.321,1.377,1.466,3.327,4.941,4.911,5.318,44.256,42.965,46.464,43.936,1.529,1.759,1.87,1.634,19.129,39.298,18.484,35.749
NM_031181,0.92,1.431,0.814,0.913,2.445,3.185,2.427,2.943,33.741,30.476,35.749,39.187,1.186,2.223,0.62,2.79,31.428,83.605,26.929,73.616
