,x,y,PAM50,Cohort,Class,color
BRCA-A142-01A,9.77714907906357,-10.0249509832516,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A15S-01A,2.67578061435946,21.2279713149947,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1Y3-01A,20.4713430934254,7.56644730685165,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1Y2-01A,2.20308591660881,-14.5264872603935,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A15J-01A,-6.02749540331132,13.9366579982972,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XL-01A,12.6694148397748,2.76878513888415,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A2LH-01A,3.98062796684134,-13.8248622550324,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A576-01A,3.04619660067631,12.4694306081337,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2LO-01A,-5.04820497920736,-9.59438221905885,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AP-01A,-1.30771446380769,-1.29865296539431,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TV-01A,10.031319338809,9.40652074687344,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1AQ-01A,23.9427269966574,-8.0238289364903,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A24K-01A,-3.43185411187699,14.7629647636035,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1AI-01A,26.1411973308717,-2.65792787276924,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1AW-01A,7.34892337246872,-13.481932665735,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A2LL-01A,-1.68674265211236,5.922965288758,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A24T-01A,-14.4379946718948,-10.2439432495837,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AM-01A,-12.8381688222206,-6.87024312339877,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AU-01A,-6.70066578530956,-1.423542784901,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A251-01A,15.0550411679348,-3.0002166266401,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A24N-01A,-3.57929555080866,4.19880738481981,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A24X-01A,-10.4356017205232,-1.33699405286037,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A24L-01A,-7.85353143621957,1.10801491409274,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TW-01A,5.81606074836,6.38145049342939,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TZ-01A,-3.20107326455466,10.5421237250033,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27R-01A,5.91028662686784,1.67178705086242,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1JG-01B,11.9672506429239,-4.38576853563934,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A1JT-01A,1.01254577364197,17.3075043624277,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A27G-01A,-7.86674797472396,-5.70207061161802,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1XV-01A,-5.92881453597612,17.3905994380939,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A090-01A,-1.0164468108895,4.10955984672053,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A09G-01A,6.00364047758355,2.15168948153539,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0FD-01A,-2.94916603099387,1.80020448279509,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A07P-01A,-6.14411364488995,8.2185080879244,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A097-01A,-0.887819881650066,-2.95051023032914,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A27W-01A,2.88535724487375,6.59055864716951,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A15H-01A,-2.46480927920381,9.19270993048128,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A075-01A,6.72019932845886,0.161903830397944,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0AB-01A,-7.87984417049852,12.5616480823629,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A06R-01A,5.15686757289521,-2.8899475894041,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A14Y-01A,22.8989252389698,7.4661570506367,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A08C-01A,-9.77733758257151,10.7580578728053,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A06U-01A,6.45404766944972,7.21017989478047,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A18P-01A,-1.43374171669173,1.0999777190771,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A09E-01A,2.05895202181564,15.7282747921234,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A06T-01A,-3.01276604145422,9.26689392635016,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0TQ-01A,6.33763548310854,3.55559728780609,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A250-01A,0.693276741636692,-3.80437167346918,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A08T-01A,-8.62371317459182,4.99848157860512,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1JB-01A,-7.14730151514348,-10.9619127273684,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0W5-01A,-8.19939585801644,-10.1863907577066,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3Q9-01A,-11.8114035209889,0.638768568633429,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3YJ-01A,-5.92538666862898,11.9825818060504,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0I9-01A,7.17190367455645,9.25345599815839,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0IK-01A,6.37442201622405,2.99527444748915,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0I8-01A,-7.77014120433355,9.89204095255609,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0I6-01A,14.4871852931076,-2.17520492375533,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0IC-01A,-9.23443078971423,25.478255147681,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IE-01A,1.44664236927931,7.96152693860016,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RG-01A,-3.16691730577506,14.3103057399299,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RM-01A,-6.12562705203354,15.7325324002717,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RL-01A,5.75780986191526,30.872459485144,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0IN-01A,-0.466375495795069,-4.61247812165732,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0RT-01A,17.8819037735688,-16.1781798379692,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0RS-01A,9.98143409587073,-6.60814282049383,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A0RP-01A,-15.1496265506157,-2.20720312318905,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IO-01A,-1.21483571633882,12.4197774240911,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IM-01A,-4.55199547889999,7.94666239111422,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IB-01A,-1.11325093826244,18.8892420086392,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0RU-01A,10.2108158520363,-4.54175047011904,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0IQ-01A,23.1539225255567,5.03984517220824,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0IG-01A,3.73199264906842,9.2523116988645,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0I5-01A,-2.80906491529482,4.34640160454395,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RV-01A,-6.41765158759162,0.20006845023161,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RO-01A,-7.92001011216414,12.5757908946414,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RN-01A,-16.9122519430384,0.491215503757142,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IJ-01A,29.2491478668666,-2.0764442941494,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0RE-01A,19.0482976928841,1.39067557020391,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0IA-01A,0.313467965447163,25.3145472534821,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RI-01A,-5.46776545858476,4.07459163137488,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1N3-01A,-6.92672955479726,15.9984101413137,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A12K-01A,25.447795225438,-9.31034429360247,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A12Y-01A,-1.23501014985639,6.22644650980236,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A133-01A,-2.67774337728917,22.3511584020649,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A275-01A,15.2529304188901,-1.84724602150994,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A244-01A,18.4593829780541,-0.77465323290152,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A2JT-01A,1.5206105908091,-17.1800047421477,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A249-01A,-3.16510354670231,9.80280919216023,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1RD-01A,-13.023239388563,7.03392248397209,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A132-01A,-2.18930439250403,-9.07350073315707,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A248-01A,16.0939928962414,-5.65508629953549,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A23E-01A,-12.0412618540449,-7.91418726043467,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1R3-01A,-13.6655781263394,-6.54114720898328,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1R6-01A,-4.80533625503531,14.1579166833669,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1R5-01A,-10.9661863386324,4.75679771865729,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1R4-01A,1.52137444150461,-0.758787295810299,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1RF-01A,0.976617526227465,-2.25526244766997,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A62V-01A,4.83588199294241,16.8489933662051,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1QZ-01A,-3.51571933428079,-8.90729663427714,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A6IX-01A,-8.37159803037055,-8.89808179418988,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A228-01A,3.99552139454101,11.9039909686558,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A229-01A,-6.48960085708,-7.5727159156084,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A62X-01A,21.599698359168,8.89042468456331,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A5UO-01A,0.226148658910144,26.4901539521509,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A5UP-01A,-0.147728540593348,20.8431133227584,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A243-01A,13.3410211693692,-16.493603348406,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0WW-01A,-0.453649416304151,9.23766136254701,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1R7-01A,-2.7874950044007,14.466815887136,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1RG-01A,6.85004156945211,12.1225745816183,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0WX-01A,4.9851403866938,-13.420453553036,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A24A-01A,-10.6387803774763,-0.585178311278065,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2FM-01A,-5.28071582996187,13.7264759177606,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3HO-01A,4.53159398407889,8.7865658340464,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A247-01A,1.84912957981196,11.3796479202428,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1R0-01A,-13.3675455944409,-1.57055515291911,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0X4-01A,-8.46437328838481,22.4628076828148,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2JS-01A,5.8338272637083,11.359042856112,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A3QA-01A,23.442469633333,-7.91929031603542,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1RA-01A,-5.98458671500835,2.0009736562407,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1RB-01A,8.68631109699152,6.76185504015612,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A226-01A,-4.90544178613847,0.7545868704344,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1RH-01A,10.412749549155,3.39123369445322,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A1RE-01A,-3.03738251788962,15.0461709036265,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0CH-01A,-14.3761738759743,5.3066068436452,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1RI-01A,-14.5591564408096,-5.98961455036439,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1FH-01A,-14.7960728807137,-16.419109334108,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A203-01A,9.12717574619298,0.484516509877963,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A1RC-01A,-5.56732780782471,13.7267679775013,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1FM-01A,1.0315303617124,5.58873523064082,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1FL-01A,-10.7700555782712,5.20940972173247,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A208-01A,-5.0267441899576,-20.1814795863405,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A0X7-01A,-13.7646092850646,-2.39908057742064,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1FJ-01A,-3.76565013995768,16.9478201747435,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0U0-01A,24.9551108377918,-3.35144598124824,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0X5-01A,2.95080979793361,18.3237298599433,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1FN-01A,7.63671049175127,1.86179634798428,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1FU-01A,3.38391815591339,-14.0893707418506,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A1FE-01A,-2.13261570720686,-11.997727842692,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0I1-01A,21.5388739380999,16.0281483832352,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0WV-01A,-2.10946254052071,19.7270886008759,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A204-01A,-1.1770066761422,13.7713377414132,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0WS-01A,-3.71227314000001,-3.25835051327405,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IP-01A,-8.06552903592491,4.62773877131721,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0IH-01A,-12.9925454574872,-13.490208812325,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0WY-01A,-3.77351268471289,-4.76507385805254,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0WZ-01A,-9.20613908770076,12.2519368518619,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0X0-01A,-5.820205647652,13.1449424621716,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A209-01A,16.4441970123962,-6.06307963192367,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A1KN-01A,4.67336331387445,4.39946033485847,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0RQ-01A,-13.4230597056494,-2.65852757456331,Normal,TCGA,Normal_TCGA,#CAB2D6
BRCA-A2LE-01A,-11.3535080704469,4.65109322880121,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0I2-01A,24.5285998447925,-1.00179247200263,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A1FR-01A,-5.50971868026985,8.26420847193724,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2IU-01A,-11.0725020788775,11.6998400434138,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0X1-01A,25.1719675335581,4.76479097793562,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0WT-01A,-9.53486643633907,4.98825197881896,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0RH-01A,3.60616162860567,1.04899051317763,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A245-01A,-6.72127305350049,13.4470386180184,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1AZ-01A,16.0388584176787,-11.3038326237745,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0CW-01A,10.4876231052141,14.2882635193075,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A5D8-01A,-2.75654052495472,12.5804306106975,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0CY-01A,10.8465693863182,15.3879277045118,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0J3-01A,3.7212361874603,22.8340462762997,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A6FP-01A,-6.59515261659142,23.7733119176495,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15K-01A,-1.91509506358244,4.03299579813428,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A15O-01A,0.227707307351841,12.4870166961622,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15L-01A,-10.2907745642846,5.68298667657598,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1FV-01A,-12.7188378446741,4.8846249094787,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A25B-01A,6.47396015024302,5.13066414980555,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0EU-01A,-5.45085027966774,8.39416003403031,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3XL-01A,29.6738878255439,5.85326121016601,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0HL-01A,-2.40437243472356,23.1395813192142,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A129-01A,22.3510667760259,-5.35843161246446,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A128-01A,22.7653103479051,-12.2370409768673,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A125-01A,-10.0779581690314,22.7552418402445,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A5RX-01A,-13.1217374511493,-4.2483148709074,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2P5-01A,1.41383908522413,5.86202223817126,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A5RV-01A,-13.623903245071,1.30792726800334,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0SE-01A,-9.49193451195275,0.0604737996095195,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2DH-01A,13.6797361905058,-3.00165949001199,Her2,TCGA,Her2_TCGA,#B2DF8A
BRCA-A12A-01A,-11.7108249904208,-6.37524967988426,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3KC-01A,-8.46981630465762,-8.30363762602843,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A50Y-01A,-6.19654531749932,9.73386611916337,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A574-01A,20.484400831914,12.7642767202853,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A3IZ-01A,-5.80244090616269,15.960788198446,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1KS-01A,-0.487049115992373,4.21684265906929,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0SJ-01A,-2.91751393125281,0.292203194859747,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A03L-01A,1.51004781424986,0.523491055079921,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A12G-01A,-5.96405700472223,-0.636655336956796,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0CU-01A,-6.48066808443336,8.08920848943233,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1BD-01A,-9.08746105391642,7.05774886092039,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0SV-01A,10.099020112498,-1.14832750649002,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A0ER-01A,-5.2099039792599,12.3964083864546,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A5RU-01A,-8.55016502004356,-3.6541333508103,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15C-01A,-14.5452656463544,0.0422298219956043,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A66H-01A,0.176223871783005,1.67545395032236,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1B6-01A,22.6294678449909,-8.90900811500829,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A66I-01A,20.6782535959383,-13.6993008686856,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A0YD-01A,-13.0789598329234,-13.2815279268949,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3XG-01A,-11.5210027949326,-1.1541928234806,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A15I-01A,-17.8005396015006,-3.70843585029358,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A14S-01A,-0.651080972868135,10.0356332394617,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A14U-01A,-15.3060701644504,2.03358329009317,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0D2-01A,24.1168056975377,-4.18579681294852,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A4E4-01A,-4.05885234650924,11.2017133391596,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0GZ-01A,-7.37613939436411,3.53589690601974,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A10F-01A,-7.80636745330197,-8.23916458998837,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1IE-01A,-6.9878235114669,16.4728688269249,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A106-01A,-7.95547103625271,17.4900377893743,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2DI-01A,-5.50860996970019,-16.8648929841831,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A2DC-01A,-7.83648566325411,14.1946796074047,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3XN-01A,-9.59894268565626,-11.381004361196,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A10E-01A,-9.08545512479146,3.95112838689624,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0YM-01A,24.41244578566,-3.33466279486567,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A6HE-01A,0.847928553649039,0.642549434288041,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0ET-01A,-3.92716868524844,14.8122592074723,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A3XU-01A,20.5682315827908,15.5118849752364,Basal,TCGA,Basal_TCGA,#A6CEE3
BRCA-A259-01A,-9.77824984561718,-4.33463597809251,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A1FX-01A,-1.30096355359147,5.01946561050214,LumB,TCGA,LumB_TCGA,#FDBF6F
BRCA-A66N-01A,-7.18267269347021,-5.38450783516531,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A66L-01A,-7.87090814950227,-7.47122565089919,LumA,TCGA,LumA_TCGA,#FB9A99
BRCA-A0CO-01A,-11.2946397596788,-15.0948755952526,LumA,TCGA,LumA_TCGA,#FB9A99
