id	fc	log2fc	pvalue	padj
BUB1B	3.19406319540365	1.67539285714286	7.5815749900762e-25	1.64348980430039e-23
AURKB	3.55352290861584	1.82925	7.96299021287705e-25	1.67222794470418e-23
SPC24	2.53942171604949	1.3445	1.56142204901319e-24	3.17962308162686e-23
SEC61A1	1.74701604352499	0.804892857142857	1.64805341388255e-24	3.25732910037962e-23
HSPE1	2.14431649196349	1.10051785714286	2.84138395430212e-24	5.39266243361781e-23
NOL10	1.69966450217414	0.765249999999999	2.88892630372382e-24	5.39266243361781e-23
DARS	1.61716208628591	0.693464285714284	3.19741731039254e-24	5.80720116914537e-23
HYOU1	2.33339180117953	1.22242857142857	3.35985110401884e-24	5.94163142605437e-23
GARS	2.13314515822241	1.09298214285714	3.56731906008135e-24	6.14676514967864e-23
COPB2	1.73177319846718	0.792250000000001	3.70932538579199e-24	6.23166664813055e-23
CDT1	3.03413591775437	1.60128571428572	5.76208563954016e-24	9.44419890188045e-23
EIF6	1.87560644663408	0.907357142857144	6.18223889114917e-24	9.89158222583868e-23
SLC39A7	1.85540243873764	0.891732142857139	6.87665051228829e-24	1.07467654517622e-22
PRPF19	1.66285308939298	0.733660714285714	7.155431998673e-24	1.09282961434279e-22
GINS1	2.88821586154301	1.53017857142857	1.00242616526419e-23	1.49695640679453e-22
PSMD7	1.59637940461735	0.674803571428573	1.31178546151156e-23	1.91634745681688e-22
ACTL6A	1.95438444418804	0.966714285714287	1.82058270678444e-23	2.58026054697713e-22
GNL3	2.01535741089303	1.01103571428572	1.84304324784081e-23	2.58026054697713e-22
MCM6	2.65191716867434	1.40703571428571	1.94407369648791e-23	2.66615821232627e-22
AURKA	3.45011118857408	1.78664285714286	2.19264439366197e-23	2.94691406508169e-22
MED20	1.66098116568756	0.732035714285715	2.58046011813688e-23	3.40013568507448e-22
ALDOA	2.29529338555069	1.19867857142857	3.50596751734533e-23	4.53078879164627e-22
BYSL	2.14452883489518	1.10066071428571	4.19773305988793e-23	5.32240870989564e-22
MCM2	3.1830519746265	1.67041071428571	6.82692190583657e-23	8.4957250383744e-22
NUF2	3.11299567286307	1.63830357142857	8.83423548365568e-23	1.07938295363939e-21
COPG1	1.68071071525619	0.749071428571428	1.07044093020865e-22	1.28452911625037e-21
TONSL	2.06587075622665	1.04675	1.3872433456542e-22	1.63548689171863e-21
FARSB	1.74450946928108	0.802821428571429	1.53684451220699e-22	1.78061984862603e-21
NDC80	2.78276264020805	1.47651785714286	1.63979522305993e-22	1.86769896592588e-21
SPDL1	1.81057310410924	0.856446428571428	2.13153481221084e-22	2.38731898967614e-21
POLR1B	1.61886439526918	0.694982142857142	2.21368128579602e-22	2.43867840009004e-21
DDX56	1.75423166753393	0.810839285714287	2.4038625387909e-22	2.60547681623787e-21
DDX41	1.56366186663965	0.644928571428573	3.40652265717439e-22	3.63362416765269e-21
CHAF1B	2.15389277064928	1.10694642857143	4.39033820934108e-22	4.60985511980813e-21
TIMELESS	2.51570766591277	1.33096428571428	4.8856358517431e-22	5.05099583441748e-21
DONSON	2.0111958409136	1.00805357142857	6.0878424847454e-22	6.19853052992259e-21
NCAPG	2.88160981439451	1.526875	6.78738428144534e-22	6.80764513004667e-21
PSMG3	2.32837176598153	1.21932142857143	7.09178612001455e-22	7.00835334213202e-21
KARS	1.55848347431297	0.640142857142858	7.32200517085687e-22	7.13099634031278e-21
CLTC	1.65744877789857	0.728964285714286	9.61478748556486e-22	9.23019598614226e-21
MAD2L1	2.6499484331254	1.40596428571429	1.14081392867517e-21	1.07975628178833e-20
NPLOC4	1.58916382398866	0.668267857142857	1.91019238995919e-21	1.78284623062858e-20
NAT10	1.61730220877375	0.693589285714287	2.31187992517329e-21	2.11990097688424e-20
EIF3B	1.9467551307755	0.961071428571432	2.33441476621181e-21	2.11990097688424e-20
CCT8	1.59669558617734	0.675089285714286	3.3077040347278e-21	2.96370281511611e-20
HNRNPL	1.40487953539856	0.49044642857143	3.57812244185475e-21	3.16381352753473e-20
KIF23	2.56529546181042	1.359125	3.71434194297136e-21	3.24160751386591e-20
TUBG1	1.99967820755654	0.999767857142857	4.05816444832401e-21	3.49626475547915e-20
PKMYT1	2.30751381572846	1.20633928571429	4.55013128446886e-21	3.8571293685368e-20
CDK1	3.33209277824887	1.73642857142857	4.59182067682953e-21	3.8571293685368e-20
BUB3	1.70006426767068	0.765589285714286	4.76128658289667e-21	3.95010442432909e-20
EFTUD2	1.56971212229871	0.6505	6.24604868565776e-21	5.07486759815548e-20
YKT6	1.78876552166789	0.83896428571428	6.26806563462656e-21	5.07486759815548e-20
CLNS1A	1.72896745672261	0.789910714285714	6.69412324665984e-21	5.35529859732787e-20
PSMD14	1.76383338262097	0.818714285714286	8.30415018799869e-21	6.5651634427472e-20
DTYMK	2.11432393499784	1.08019642857143	9.76285766824019e-21	7.62865157332257e-20
PSMD4	1.84105881258379	0.880535714285713	1.42615623665105e-20	1.10158274830978e-19
PFDN6	1.77476130053221	0.827625	1.69897806260075e-20	1.29740142962239e-19
COPA	1.83652959258064	0.876982142857144	2.14179893837671e-20	1.61717852425747e-19
PSMC4	1.80225552437859	0.849803571428573	2.46053187095221e-20	1.83719713031098e-19
CDC45	2.79605522775191	1.48339285714286	2.99206789234029e-20	2.20952705895898e-19
MARS	1.75275578926553	0.809625000000002	3.49304798631823e-20	2.5514437465281e-19
NLE1	1.6117666166362	0.688642857142857	3.53723720056675e-20	2.55593913847404e-19
CHEK1	2.29529338555069	1.19867857142857	4.70162629367843e-20	3.36116262697011e-19
KPNB1	1.78823422439562	0.838535714285713	5.42255374545158e-20	3.83574328099312e-19
SPC25	2.31575422038446	1.21148214285714	5.8405851398334e-20	4.08840959788338e-19
SNRPA1	1.68788227739404	0.755214285714286	6.39917670286616e-20	4.43324406631553e-19
POLE2	1.90157709199196	0.927196428571429	6.55540710348409e-20	4.49513629953195e-19
NFS1	1.50133923723917	0.58625	9.16454384280464e-20	6.22078127511588e-19
RAD51	2.04569247768175	1.03258928571429	9.75146778771136e-20	6.55298635334204e-19
PRMT5	1.72134432736759	0.783535714285712	1.37043644751867e-19	9.11815141319353e-19
PSMD3	1.56650955706884	0.647553571428571	1.4719137008896e-19	9.69731379409621e-19
VPS25	1.54846554912016	0.630839285714288	1.71936361305714e-19	1.12175956114019e-18
SSRP1	1.61718210304088	0.693482142857144	1.85105440906652e-19	1.19606592585836e-18
EIF3I	1.64712087105022	0.719946428571427	2.22745775561329e-19	1.42557296359251e-18
PSMD11	1.75966838174914	0.815303571428574	2.98252849355147e-19	1.89081051666659e-18
INCENP	2.04619895678827	1.03294642857143	3.05576666676552e-19	1.91913570099666e-18
RRM1	1.78998367336456	0.839946428571428	3.58619472475709e-19	2.23141005095997e-18
SRSF1	1.41631567630228	0.502142857142854	4.26677615394321e-19	2.63052621600903e-18
HSPA9	1.64282473165781	0.716178571428573	5.66593029726776e-19	3.46136832705812e-18
NOP58	1.71051241039861	0.774428571428571	6.70470543375848e-19	4.0300243196496e-18
PAK1IP1	1.69370025167175	0.760178571428571	6.71670719941601e-19	4.0300243196496e-18
ABCE1	1.61548156306383	0.691964285714286	6.79357962558073e-19	4.04007567114182e-18
WDR55	1.40171828551483	0.487196428571428	9.23994129257376e-19	5.44670223562243e-18
ORC6	2.01112116079694	1.008	1.10819633259007e-18	6.47572117826543e-18
PSMB4	1.87997605383424	0.910714285714286	1.14273543959341e-18	6.61998461557563e-18
XPO1	1.64924253111281	0.721803571428572	1.26578225281024e-18	7.27013396485879e-18
WDHD1	2.03010390774834	1.02155357142857	1.34460897389237e-18	7.61097399291923e-18
NUP85	1.65402626383766	0.725982142857143	1.34777664457945e-18	7.61097399291923e-18
POLR2D	1.58729626470661	0.666571428571427	1.74070671638689e-18	9.74795761176657e-18
SRP54	1.61556154836463	0.692035714285713	1.87536366770145e-18	1.04152428487221e-17
MED14	1.58564677746239	0.665071428571429	2.01399735725104e-18	1.10934936399402e-17
PRPF4	1.52176965540342	0.605749999999998	2.045257642323e-18	1.11740905336671e-17
DPAGT1	1.54639696831531	0.628910714285714	2.49152927153775e-18	1.35024812134949e-17
GPN1	1.63198183581258	0.706625000000001	2.64427436126008e-18	1.42156189661342e-17
WDR3	1.5584256044003	0.640089285714287	3.08130762189858e-18	1.64336406501258e-17
EIF2S3	1.68947081487331	0.756571428571426	3.75700355012595e-18	1.98795778400365e-17
NOP2	1.7722807267723	0.825607142857143	3.92410895605818e-18	2.05530195119833e-17
TARS	1.87874316710687	0.909767857142858	3.95591994795977e-18	2.05530195119833e-17
RSL1D1	1.51511633415258	0.599428571428572	3.97603056035392e-18	2.05530195119833e-17
NOL6	1.59598426571269	0.674446428571427	4.74072221431886e-18	2.431881929788e-17
EIF4A3	1.62992272934355	0.704803571428574	4.88354667282245e-18	2.48616921525507e-17
WDR77	1.5457080556512	0.628267857142857	5.04921970608302e-18	2.55118469359984e-17
YARS	1.51236206925556	0.596803571428573	5.10870317823603e-18	2.56197651923479e-17
NVL	1.57613690807443	0.656392857142858	5.9291042124366e-18	2.95137631907955e-17
NIFK	1.77750934281998	0.829857142857142	6.2369668470801e-18	3.08179538326311e-17
DTL	2.42055736593089	1.27533928571429	8.17822282551671e-18	4.01150783850163e-17
CCT4	1.68266735527219	0.750750000000001	1.13034235382759e-17	5.50427580994304e-17
PSMB5	1.70158002195161	0.766875	2.15069117118178e-17	1.03975860937709e-16
CIAO1	1.31648987753395	0.396696428571429	2.32119002639617e-17	1.11417121267016e-16
SACM1L	0.652259454939936	-0.616482142857143	2.73379046130449e-17	1.30291290070682e-16
SNRNP25	1.77254398590629	0.825821428571427	3.03946302549541e-17	1.43839376981191e-16
PSMA5	1.63014466480525	0.704999999999998	3.47835052552438e-17	1.63458150570097e-16
DHDDS	1.34658338711307	0.429303571428571	3.5602503670366e-17	1.66145017128375e-16
TTC27	1.4468632491556	0.532928571428571	3.6705509312544e-17	1.70111050055377e-16
PCNA	2.14646743577737	1.10196428571429	3.74253810062967e-17	1.72259287919393e-16
RAE1	1.5762344552763	0.656482142857143	6.85040132931032e-17	3.13057354681859e-16
WDR74	1.40302013577553	0.488535714285713	6.89471554954094e-17	3.13057354681859e-16
ARCN1	1.48013846343303	0.565732142857144	6.97436097176154e-17	3.14548360605621e-16
EIF2B2	1.466788351745	0.552660714285715	8.79908640484292e-17	3.94199070936963e-16
NIP7	1.64500194038693	0.718089285714287	9.95192968890059e-17	4.42893824565642e-16
COPB1	1.46671573209912	0.552589285714282	1.10597991328408e-16	4.88959540609805e-16
PSMB2	1.55124716251062	0.633428571428572	1.15973215726617e-16	5.09372555348277e-16
THOC3	1.56703316572641	0.648035714285716	1.19553238126428e-16	5.21686857278958e-16
ESPL1	2.05025530649519	1.03580357142857	1.21286008562141e-16	5.25618702738457e-16
URB1	1.84751910821255	0.885589285714286	1.22018627421427e-16	5.25618702738457e-16
PPP4C	1.58527391692801	0.664732142857143	1.36110289955724e-16	5.82586718791378e-16
DHX37	1.56544348797381	0.646571428571429	1.53373764480057e-16	6.52323859054421e-16
USP39	1.49080264694858	0.576089285714285	1.68840094007977e-16	7.13588321845034e-16
MCM7	2.12082414485618	1.084625	1.83198084288206e-16	7.69431954010464e-16
CENPK	1.82043813576796	0.864285714285714	1.91060990682197e-16	7.974719611083e-16
PHB	1.53795986744792	0.621017857142858	2.03665017474423e-16	8.4483266507909e-16
SF3B3	1.56629628518609	0.647357142857142	2.6630162195827e-16	1.09788153347213e-15
NAA10	1.54152377765105	0.624357142857143	2.73497837523362e-16	1.12067406594938e-15
PSMD12	1.50055895328159	0.585500000000001	3.6186092699977e-16	1.47376086632634e-15
RACGAP1	2.29131938940353	1.19617857142857	4.4879757942974e-16	1.81681911672762e-15
RFC2	1.7859337591427	0.836678571428572	4.73156495246693e-16	1.90395907069328e-15
WDR43	1.68081473453686	0.749160714285714	4.77385354045438e-16	1.90954141618175e-15
RRN3	1.4397887420976	0.525857142857142	5.30090394894371e-16	2.10781506135513e-15
POLR2B	1.41970313218362	0.505589285714284	5.38204802873184e-16	2.12749192665164e-15
DDX10	1.42128554359279	0.507196428571429	9.01004640033398e-16	3.54079016434178e-15
POLR1C	1.51464756801646	0.598982142857143	9.26123982653625e-16	3.61834486246068e-15
CKAP5	1.87059858324101	0.903500000000001	1.0493414816503e-15	4.07605477265318e-15
CSE1L	1.71040655324085	0.774339285714285	1.09946104057563e-15	4.24619436360243e-15
UBE2I	1.31725596639434	0.397535714285713	1.17716635328894e-15	4.52031879662951e-15
SEC13	1.5003732311673	0.58532142857143	1.35713376707958e-15	5.18178347430385e-15
GNL2	1.51408524009258	0.59844642857143	1.39939584010359e-15	5.31296047768142e-15
IMP4	1.49612647946016	0.581232142857142	1.63349459814113e-15	6.16690095477999e-15
SNRPD1	1.64418769307472	0.717374999999999	2.12532521803536e-15	7.97887456156291e-15
PSMB3	1.68179283050743	0.750000000000002	2.62564777497814e-15	9.80241835991838e-15
INTS4	1.42399731748715	0.509946428571428	2.69806834345541e-15	1.00171377171383e-14
PSMC5	1.3519945028656	0.435089285714286	3.26018241828605e-15	1.20375966213639e-14
C1orf109	1.47476199444798	0.560482142857142	5.63578316081695e-15	2.06953348856229e-14
PSMD2	1.61470191388058	0.691267857142858	5.79589497510846e-15	2.11676164308309e-14
EIF1AD	1.39291492272626	0.478107142857145	6.23798022468907e-15	2.26590416810327e-14
COPS6	1.5269772536378	0.610678571428569	6.30828313316007e-15	2.27912164810944e-14
EXOSC2	1.42459671772311	0.51055357142857	7.30661724112787e-15	2.62569346846948e-14
CENPN	1.74013161501296	0.799196428571429	8.26410864128092e-15	2.95397925901105e-14
TICRR	1.4800835026426	0.565678571428571	9.31532844354151e-15	3.31211677992587e-14
TSR1	1.45862309567894	0.544607142857144	1.05679243060635e-14	3.73770796509194e-14
RUVBL1	1.7152827694651	0.778446428571428	1.1067556439362e-14	3.89392561636192e-14
GTPBP4	1.63965564554497	0.713392857142857	1.18132158832128e-14	4.13462555912449e-14
DDB1	1.38782092906903	0.472821428571428	1.30370065376049e-14	4.53931004832668e-14
AARS	1.57943735223584	0.659410714285714	1.34707207193339e-14	4.66614655844969e-14
PDCD11	1.60780148225234	0.685089285714286	1.41325157006366e-14	4.87028233375783e-14
HNRNPK	1.27620239170211	0.351857142857142	1.51937348496675e-14	5.18296133960249e-14
EIF2B4	1.30762279182891	0.386946428571428	1.52559799283526e-14	5.18296133960249e-14
MAD2L2	1.78092282543206	0.832625	1.52712253756145e-14	5.18296133960249e-14
SF3B6	1.56617996730672	0.64725	1.92865472037308e-14	6.51284408085783e-14
TAF6	1.50028037873029	0.585232142857144	2.12172899864685e-14	7.12900943545341e-14
LSM8	1.39431214265509	0.479553571428572	2.25486342001112e-14	7.53864785197747e-14
PFDN2	1.85404796995462	0.890678571428571	2.52580870097122e-14	8.40269033194387e-14
PSMC2	1.43360031265122	0.519642857142857	2.58341581119879e-14	8.55199716810635e-14
SRP72	1.42595511584724	0.511928571428568	2.67148274686454e-14	8.80017846025965e-14
TUBB	1.79900154871721	0.847196428571424	2.87519448921929e-14	9.42502778905054e-14
DHX15	1.40260341219603	0.488107142857143	3.04829118619072e-14	9.94394018019495e-14
ATP2A2	1.74028239246015	0.799321428571428	3.75347371441831e-14	1.20639476062465e-13
EXOSC4	1.82348259404446	0.866696428571429	3.77057259800307e-14	1.20639476062465e-13
POLR3A	1.49183635081316	0.577089285714286	3.77885787487881e-14	1.20639476062465e-13
TIMM10	1.62923693802	0.70419642857143	3.78539462645664e-14	1.20639476062465e-13
SF3B4	1.6602206565747	0.731374999999999	3.78793592993753e-14	1.20639476062465e-13
CDK7	1.52244789886837	0.606392857142857	4.5443327773456e-14	1.44046774829068e-13
U2AF2	1.40232566524241	0.487821428571429	4.81501138753782e-14	1.51910218423728e-13
GINS4	1.91572815813673	0.937892857142857	6.23615206744866e-14	1.95826831276893e-13
PUF60	1.50733490955838	0.591999999999998	7.39924723207903e-14	2.31269494881726e-13
ANAPC11	1.67701181968406	0.745892857142858	8.54960480883773e-14	2.6598770516384e-13
POLR3K	1.56395220997083	0.64519642857143	8.98620147395178e-14	2.78282368225603e-13
MTBP	1.42260556700589	0.508535714285714	1.04220859237555e-13	3.21267969759802e-13
NOP16	1.67077545811981	0.740517857142858	1.10910325561601e-13	3.40327574326007e-13
FBL	1.58223543324217	0.661964285714286	1.5762098068269e-13	4.81460450085306e-13
RPS2	1.64152385346198	0.715035714285717	1.66811500343141e-13	5.07227729550184e-13
NUP88	1.42480833098084	0.510767857142857	1.97204831050248e-13	5.96944353449401e-13
GTF2E2	1.4660441707935	0.551928571428572	2.06940742292894e-13	6.23606183053026e-13
CARS	1.38720266129359	0.472178571428569	2.18034227090137e-13	6.54102681270412e-13
RRS1	1.79806656213102	0.846446428571428	3.18346120503242e-13	9.50793746569684e-13
POLR1A	1.49544145193238	0.580571428571429	3.66771661203103e-13	1.0905776828694e-12
PSMC6	1.43690460516178	0.522964285714286	4.24720475484779e-13	1.25732228865979e-12
ERH	1.51596047882373	0.600232142857143	4.38891542127234e-13	1.2935750715329e-12
ANAPC1	1.36517820361213	0.449089285714286	5.19566163004273e-13	1.5246657709121e-12
CDC123	1.51860851221043	0.60275	5.23539734653303e-13	1.529646529074e-12
UTP15	1.34413549102058	0.426678571428571	5.27622598686801e-13	1.53065346029942e-12
NOP56	1.5891244843176	0.668232142857144	5.28439885103371e-13	1.53065346029942e-12
CHAF1A	1.70263342412878	0.767767857142857	5.56831964752248e-13	1.60597030177472e-12
SNRNP200	1.61312377736435	0.689857142857145	6.13243890767279e-13	1.76111066066501e-12
TCP1	1.45791914811852	0.543910714285714	6.84086282802792e-13	1.95619566827011e-12
PRELID1	1.53150112698379	0.61494642857143	7.1688066823978e-13	2.04128732651327e-12
CPSF4	1.50314287260677	0.587982142857142	1.049678611416e-12	2.97630391085042e-12
CENPW	2.23808969713196	1.16226785714286	1.15298283546704e-12	3.25548094720105e-12
TBL3	1.3549932965676	0.438285714285712	1.2070418278031e-12	3.39385819365557e-12
NCBP1	1.40735095555068	0.492982142857143	1.57124591739755e-12	4.39948856871313e-12
LAS1L	1.35261382062671	0.435750000000001	2.03434729190883e-12	5.67253684714826e-12
TOPBP1	1.66736670098971	0.737571428571429	2.60298728220395e-12	7.22812997372335e-12
NCBP2	1.35914222154456	0.44269642857143	2.70812957045503e-12	7.48914844175219e-12
WDR70	1.32697653266923	0.408142857142856	2.8578292698487e-12	7.8707429071243e-12
PES1	1.4668609749864	0.552732142857142	4.35512834244923e-12	1.19454948821465e-11
LRR1	1.48479921943006	0.570267857142857	5.16821825595028e-12	1.41180596260105e-11
DDX55	1.47026012792008	0.556071428571427	5.21137953434397e-12	1.41783281258265e-11
RPA3	1.61552155521922	0.692	6.23868356676288e-12	1.69048199873575e-11
CPSF1	1.58861315720543	0.667767857142856	6.80192441873803e-12	1.83570008409316e-11
RAN	1.59268867150595	0.671464285714283	7.79743993877909e-12	2.09595185554382e-11
LSM2	1.65755135749664	0.729053571428572	8.20996074492907e-12	2.19804526716826e-11
HIST1H2BC	2.52284849656547	1.33505357142857	8.52465853194345e-12	2.27324227518492e-11
HARS	1.269035249448	0.343732142857143	9.26207236181213e-12	2.46012356803864e-11
SPATA5L1	1.33207800863388	0.413678571428571	9.34551032986064e-12	2.47251296915998e-11
RFC3	1.59988065071948	0.677964285714286	1.31729674695226e-11	3.47146436843889e-11
YRDC	1.45159888839416	0.537642857142858	1.37077667771044e-11	3.5982887789899e-11
SBDS	0.664063384225908	-0.590607142857146	1.39263617426299e-11	3.64144556071879e-11
RANGAP1	1.55609330822578	0.637928571428568	1.40704488265438e-11	3.66486108970443e-11
CRCP	1.33961777925722	0.421821428571428	1.57167358275101e-11	4.0778557822729e-11
SNRPG	1.6880912101174	0.75539285714286	1.62892528038311e-11	4.21014534006711e-11
PSMB7	1.34092834188416	0.423232142857143	1.86330837862744e-11	4.79748364152353e-11
NAA50	1.45113181241934	0.537178571428575	2.23308951669157e-11	5.72761891304098e-11
RFC5	1.65046780869152	0.722875000000001	2.57112614175463e-11	6.56956945725899e-11
FBXO5	1.55767349105069	0.639392857142858	2.60503493904036e-11	6.63099802664818e-11
RPL37	1.62778562639691	0.70291071428571	2.97368665507377e-11	7.54082049890404e-11
RRP12	1.57023680141951	0.650982142857143	3.27498908996146e-11	8.27365664832369e-11
SCFD1	1.30924232079601	0.388732142857144	3.7839449551926e-11	9.5236367411589e-11
LARS	1.35032208957285	0.433303571428573	3.92651724403455e-11	9.84559547757918e-11
DDX18	1.38509232384698	0.469982142857144	4.24973797733187e-11	1.06164458021079e-10
USP5	1.36720743045169	0.451232142857143	4.31594536843551e-11	1.07419084725506e-10
POLA2	1.49318493387659	0.578392857142858	5.08759709802192e-11	1.26157389294123e-10
ECD	1.25869485333435	0.331928571428572	5.22979077310042e-11	1.29206595570716e-10
BMS1	1.4158249037427	0.501642857142858	5.30940584666636e-11	1.30693066994864e-10
CPSF2	1.33245728584487	0.414089285714285	5.4363231407242e-11	1.33328801115572e-10
ATR	1.4094428687706	0.495125	5.62339888923404e-11	1.37415420129646e-10
GGPS1	1.36956172229298	0.453714285714286	6.19673747815121e-11	1.50877086424551e-10
XRCC6	1.33059491788672	0.412071428571427	6.63246999077416e-11	1.60903243097482e-10
POLR2G	1.40775166492494	0.493392857142855	7.27686073076269e-11	1.75901093923472e-10
CDC27	1.34456812807628	0.427142857142857	7.40232876447911e-11	1.7829264981111e-10
GEMIN5	1.37156351105134	0.455821428571428	8.08352191566853e-11	1.94004525976045e-10
CCT2	1.83823527520859	0.878321428571427	1.05744214470187e-10	2.5288296129525e-10
CDC7	1.73662434579684	0.796285714285714	1.19668263260553e-10	2.85166925216637e-10
SF3A3	1.29411361797183	0.371964285714284	1.67440914938957e-10	3.97598214978724e-10
SNRPD2	1.59402976797416	0.67267857142857	1.70522589506906e-10	4.03490070945918e-10
MCM5	1.63479206155858	0.709107142857142	1.83358732316166e-10	4.32340589882329e-10
MED6	1.26766941973201	0.342178571428573	1.93277339749519e-10	4.54134168921946e-10
EIF5A	1.47198998642853	0.557767857142857	2.00835871718738e-10	4.70249845975583e-10
MMS22L	1.23242512543948	0.3015	2.41825765403484e-10	5.64260119274795e-10
HMGCS1	0.538026821369839	-0.894249999999999	2.43362328118151e-10	5.65880569188227e-10
PMPCB	1.34096153732002	0.423267857142856	3.18345756736799e-10	7.37683960438377e-10
BANF1	1.41143306639515	0.497160714285713	3.21547712247138e-10	7.42543170550092e-10
DHX8	1.35487590043058	0.438160714285715	3.23729786164457e-10	7.4502197363875e-10
LSM4	1.48255875976944	0.568089285714288	3.58406264483409e-10	8.2201027212577e-10
PDRG1	1.39936067751744	0.484767857142858	3.78227311249843e-10	8.64519568571069e-10
NUP93	1.31892007612969	0.399357142857145	4.44383810767015e-10	1.01229125706927e-09
DHX33	1.35574822894142	0.439089285714286	4.99943532642469e-10	1.13500693897209e-09
SUPT16H	1.46758740519342	0.553446428571426	5.38727551055953e-10	1.21893910541953e-09
TWISTNB	1.43791873471329	0.523982142857143	5.56163934440888e-10	1.25416833538348e-09
FARSA	1.39811413788359	0.483482142857143	5.58357532165027e-10	1.25490388499966e-09
ETF1	0.771124501852489	-0.374964285714284	6.01965503062388e-10	1.34535693418422e-09
CDC5L	1.32435116164723	0.405285714285715	6.02607793436683e-10	1.34535693418422e-09
THOC5	1.32638537078968	0.4075	6.93496560710889e-10	1.5431446648931e-09
MASTL	1.51682386837449	0.601053571428572	7.45925269965129e-10	1.65432931160583e-09
SUPT5H	1.37647856394533	0.460982142857142	8.4619161668093e-10	1.87052883687363e-09
U2SURP	1.43759840597554	0.523660714285712	9.08500329434618e-10	2.00167941436086e-09
DHX16	1.33334818723643	0.415053571428571	9.56457667105992e-10	2.10045605325238e-09
CSNK2B	1.35067312467414	0.433678571428571	1.0298168951463e-09	2.25419203106944e-09
SMC2	1.51015478584183	0.594696428571428	1.23962391587110e-09	2.70463399826421e-09
PRIM1	1.57732739648568	0.657482142857142	1.3214298059791e-09	2.87378909261474e-09
TRRAP	1.58423429561611	0.663785714285714	1.35738399713712e-09	2.94245821314886e-09
SNRPB	1.57152008880717	0.652160714285717	1.5017229027043e-09	3.2448803556826e-09
VCP	1.27498665151812	0.35048214285714	1.57054485337321e-09	3.38271199188076e-09
ISCU	0.761308753481	-0.393446428571429	1.69760616896926e-09	3.6447007844963e-09
PSMC3	1.27631297100373	0.351982142857141	1.82998858338286e-09	3.91640868800408e-09
MTOR	1.42031830494021	0.506214285714287	1.85021476329876e-09	3.94712482837069e-09
GTF2E1	1.30480958556095	0.383839285714285	2.2639619728828e-09	4.81450141068747e-09
SAE1	1.30013435157897	0.378660714285715	2.59918242978427e-09	5.5099387785963e-09
UBA1	1.30687848137973	0.386125	2.69728535180555e-09	5.69992376230607e-09
ZPR1	1.287132624157	0.364160714285713	2.79776897516538e-09	5.89373276273083e-09
PPP1R8	1.2632210724471	0.337107142857144	3.00245891002508e-09	6.30516371105267e-09
SNRPF	1.47113390745832	0.556928571428571	3.35520442754192e-09	7.02397936233075e-09
HINFP	1.20770479848723	0.272267857142857	3.48022663333298e-09	7.26308166956448e-09
