ID,TMEcluster,Signature,Signature_score
GSM1523908,TMEclusterC,TMEscore,1.16225674820982
GSM1523909,TMEclusterC,TMEscore,1.6562658948284
GSM1523910,TMEclusterC,TMEscore,1.65777305427081
GSM1523911,TMEclusterB,TMEscore,0.783201748489025
GSM1523918,TMEclusterA,TMEscore,-1.98506510750669
GSM1523919,TMEclusterB,TMEscore,-0.149162764611561
GSM1523920,TMEclusterB,TMEscore,-0.392554031416944
GSM1523921,TMEclusterC,TMEscore,0.867977955048973
GSM1523922,TMEclusterB,TMEscore,0.337846422460303
GSM1523923,TMEclusterB,TMEscore,0.370880081022581
GSM1523924,TMEclusterB,TMEscore,-0.648168139151584
GSM1523925,TMEclusterB,TMEscore,-0.163614952239744
GSM1523926,TMEclusterB,TMEscore,0.675446896725595
GSM1523927,TMEclusterB,TMEscore,-0.455360957651223
GSM1523928,TMEclusterB,TMEscore,0.603804202359351
GSM1523929,TMEclusterC,TMEscore,0.92786806717968
GSM1523930,TMEclusterB,TMEscore,-0.270503056966536
GSM1523931,TMEclusterC,TMEscore,1.21264230162981
GSM1523932,TMEclusterB,TMEscore,0.508631801498383
GSM1523933,TMEclusterC,TMEscore,0.773532416493149
GSM1523934,TMEclusterB,TMEscore,-0.115513308395051
GSM1523935,TMEclusterA,TMEscore,-1.07536077506238
GSM1523936,TMEclusterA,TMEscore,-1.0586107716442
GSM1523937,TMEclusterB,TMEscore,0.522991440280547
GSM1523938,TMEclusterA,TMEscore,-2.29346580415327
GSM1523939,TMEclusterA,TMEscore,-2.67408713441577
GSM1523940,TMEclusterB,TMEscore,0.0510895231748588
GSM1523941,TMEclusterC,TMEscore,0.989257979084463
GSM1523942,TMEclusterB,TMEscore,0.0162177004523419
GSM1523943,TMEclusterB,TMEscore,0.589688805755655
GSM1523944,TMEclusterC,TMEscore,1.11719019756718
GSM1523945,TMEclusterA,TMEscore,-1.3240601075448
GSM1523946,TMEclusterB,TMEscore,0.472319048764183
GSM1523947,TMEclusterC,TMEscore,1.34996430681521
GSM1523948,TMEclusterA,TMEscore,-1.65777076126368
GSM1523949,TMEclusterA,TMEscore,-2.10073615447504
GSM1523950,TMEclusterC,TMEscore,1.22436149175449
GSM1523951,TMEclusterC,TMEscore,0.936506835496868
GSM1523952,TMEclusterB,TMEscore,-0.127070476549243
GSM1523953,TMEclusterB,TMEscore,-0.0392436127451932
GSM1523954,TMEclusterB,TMEscore,0.138404626969335
GSM1523955,TMEclusterA,TMEscore,-1.27801415565606
GSM1523956,TMEclusterB,TMEscore,0.194795462813983
GSM1523957,TMEclusterB,TMEscore,0.261322810412321
GSM1523958,TMEclusterB,TMEscore,0.236211148996357
GSM1523959,TMEclusterB,TMEscore,0.210159924401416
GSM1523960,TMEclusterB,TMEscore,-0.180679487936237
GSM1523961,TMEclusterB,TMEscore,0.738708291879074
GSM1523962,TMEclusterA,TMEscore,-2.28839863611639
GSM1523963,TMEclusterB,TMEscore,-0.130334388312091
GSM1523964,TMEclusterC,TMEscore,0.688256005371702
GSM1523965,TMEclusterA,TMEscore,-0.268377093456176
GSM1523966,TMEclusterB,TMEscore,0.387942988046979
GSM1523967,TMEclusterB,TMEscore,0.0290746564920544
GSM1523968,TMEclusterA,TMEscore,-2.79057691709314
GSM1523969,TMEclusterA,TMEscore,-1.77149357158967
GSM1523970,TMEclusterB,TMEscore,-0.32589172136728
GSM1523971,TMEclusterA,TMEscore,-2.05883505848219
GSM1523972,TMEclusterB,TMEscore,0.366715629876278
GSM1523973,TMEclusterB,TMEscore,-0.167747705730499
GSM1523974,TMEclusterB,TMEscore,0.178865187170204
GSM1523975,TMEclusterA,TMEscore,-0.634837478700404
GSM1523976,TMEclusterB,TMEscore,-0.291180658535215
GSM1523977,TMEclusterB,TMEscore,-0.860472341740387
GSM1523978,TMEclusterB,TMEscore,0.801812428121707
GSM1523979,TMEclusterC,TMEscore,1.24047600510371
GSM1523980,TMEclusterA,TMEscore,-0.252487542824808
GSM1523981,TMEclusterA,TMEscore,-0.727917082920247
GSM1523982,TMEclusterA,TMEscore,-0.97988964064069
GSM1523983,TMEclusterC,TMEscore,0.564365476643796
GSM1523984,TMEclusterB,TMEscore,-0.599410694888011
GSM1523985,TMEclusterC,TMEscore,0.581718696125211
GSM1523986,TMEclusterA,TMEscore,-0.286091764945659
GSM1523987,TMEclusterB,TMEscore,-0.411359785780633
GSM1523988,TMEclusterA,TMEscore,-2.5029766761239
GSM1523989,TMEclusterA,TMEscore,-0.65554841869367
GSM1523990,TMEclusterB,TMEscore,-0.818312548573503
GSM1523991,TMEclusterB,TMEscore,-0.660172835302097
GSM1523992,TMEclusterB,TMEscore,-0.588003104443006
GSM1523993,TMEclusterB,TMEscore,0.257308436306269
GSM1523994,TMEclusterB,TMEscore,-0.480111898437299
GSM1523995,TMEclusterB,TMEscore,-0.310759754746864
GSM1523996,TMEclusterA,TMEscore,-0.830833619504845
GSM1523997,TMEclusterB,TMEscore,0.350013405148642
GSM1523998,TMEclusterB,TMEscore,0.258389788102488
GSM1524000,TMEclusterB,TMEscore,-0.318092449850317
GSM1524001,TMEclusterB,TMEscore,0.279011414285963
GSM1524002,TMEclusterC,TMEscore,2.12709879650409
GSM1524003,TMEclusterB,TMEscore,0.17517522076428
GSM1524004,TMEclusterB,TMEscore,0.0644967425748752
GSM1524005,TMEclusterB,TMEscore,0.146424486267794
GSM1524006,TMEclusterA,TMEscore,-2.64578249004672
GSM1524007,TMEclusterB,TMEscore,-0.157241472505259
GSM1524008,TMEclusterC,TMEscore,1.10336832127052
GSM1524009,TMEclusterA,TMEscore,-1.14225651212269
GSM1524010,TMEclusterA,TMEscore,-2.01743588950229
GSM1524011,TMEclusterB,TMEscore,-0.114837034497166
GSM1524012,TMEclusterC,TMEscore,1.03822368060246
GSM1524013,TMEclusterC,TMEscore,0.699684407143393
GSM1524014,TMEclusterB,TMEscore,0.0095495313199898
GSM1524015,TMEclusterB,TMEscore,-0.439462752788586
GSM1524016,TMEclusterB,TMEscore,0.265152749869033
GSM1524017,TMEclusterC,TMEscore,0.763379508508305
GSM1524018,TMEclusterB,TMEscore,0.59957158066078
GSM1524019,TMEclusterB,TMEscore,-0.230663755481391
GSM1524020,TMEclusterB,TMEscore,0.00276237578582761
GSM1524021,TMEclusterB,TMEscore,-0.274180134362018
GSM1524022,TMEclusterA,TMEscore,-1.27647952656255
GSM1524023,TMEclusterB,TMEscore,0.492445254614348
GSM1524024,TMEclusterB,TMEscore,-0.52984357016585
GSM1524025,TMEclusterC,TMEscore,0.588271332544343
GSM1524026,TMEclusterA,TMEscore,-1.08024530880116
GSM1524027,TMEclusterB,TMEscore,-0.101466657912827
GSM1524028,TMEclusterB,TMEscore,0.0795364322895486
GSM1524029,TMEclusterA,TMEscore,-2.53856796944549
GSM1524030,TMEclusterA,TMEscore,-3.06562276146232
GSM1524031,TMEclusterB,TMEscore,0.527560655879525
GSM1524032,TMEclusterC,TMEscore,0.103180428351562
GSM1524033,TMEclusterC,TMEscore,1.20021616571959
GSM1524034,TMEclusterA,TMEscore,-0.832100483077228
GSM1524035,TMEclusterA,TMEscore,-1.69695782583762
GSM1524036,TMEclusterB,TMEscore,-0.1944346235347
GSM1524037,TMEclusterA,TMEscore,-0.883917003179161
GSM1524038,TMEclusterC,TMEscore,0.812204888373946
GSM1524039,TMEclusterA,TMEscore,-0.666184542666951
GSM1524040,TMEclusterB,TMEscore,0.431764763563677
GSM1524041,TMEclusterC,TMEscore,0.343480308571838
GSM1524042,TMEclusterB,TMEscore,0.312588647790081
GSM1524043,TMEclusterC,TMEscore,1.5817568272489
GSM1524044,TMEclusterA,TMEscore,-0.734374919348458
GSM1524045,TMEclusterB,TMEscore,-0.0125381711511849
GSM1524046,TMEclusterA,TMEscore,-1.24669180231124
GSM1524047,TMEclusterB,TMEscore,0.0342400724911901
GSM1524048,TMEclusterB,TMEscore,0.0583940778291008
GSM1524049,TMEclusterB,TMEscore,-0.241616444261604
GSM1524050,TMEclusterB,TMEscore,-0.274180585239489
GSM1524051,TMEclusterB,TMEscore,0.559739823525848
GSM1524052,TMEclusterA,TMEscore,-2.27284640971606
GSM1524053,TMEclusterB,TMEscore,0.406900487133794
GSM1524054,TMEclusterC,TMEscore,0.721598841361625
GSM1524055,TMEclusterB,TMEscore,-0.516053937132397
GSM1524056,TMEclusterC,TMEscore,0.691845797190351
GSM1524057,TMEclusterA,TMEscore,-2.94223358328839
GSM1524058,TMEclusterC,TMEscore,0.391163709645146
GSM1524059,TMEclusterA,TMEscore,-1.21982345569877
GSM1524060,TMEclusterB,TMEscore,0.209588151844438
GSM1524061,TMEclusterC,TMEscore,0.977371460717101
GSM1524062,TMEclusterA,TMEscore,-2.95982303789767
GSM1524068,TMEclusterC,TMEscore,0.840729641272035
GSM1524069,TMEclusterB,TMEscore,0.521245605260238
GSM1524070,TMEclusterB,TMEscore,-0.421313650275913
GSM1524071,TMEclusterB,TMEscore,-0.137599388599368
GSM1524072,TMEclusterB,TMEscore,-0.784631228277536
GSM1523727,TMEclusterB,CD_8_T_effector,-0.988553081702449
GSM1523728,TMEclusterC,CD_8_T_effector,0.421548191438662
GSM1523729,TMEclusterB,CD_8_T_effector,-0.941562230763727
GSM1523744,TMEclusterC,CD_8_T_effector,-0.169622175713069
GSM1523745,TMEclusterB,CD_8_T_effector,-0.305923295013639
GSM1523746,TMEclusterB,CD_8_T_effector,-1.07117282050862
GSM1523747,TMEclusterB,CD_8_T_effector,-0.886865848651939
GSM1523748,TMEclusterB,CD_8_T_effector,-0.799163277335614
GSM1523765,TMEclusterB,CD_8_T_effector,-1.05932611849661
GSM1523768,TMEclusterA,CD_8_T_effector,-0.216572726380926
GSM1523769,TMEclusterA,CD_8_T_effector,0.775011875378891
GSM1523770,TMEclusterC,CD_8_T_effector,1.67888750804115
GSM1523771,TMEclusterA,CD_8_T_effector,0.922969215154008
GSM1523772,TMEclusterA,CD_8_T_effector,0.0985656483383573
GSM1523773,TMEclusterA,CD_8_T_effector,0.0969993897958451
GSM1523774,TMEclusterA,CD_8_T_effector,-0.871790239669139
GSM1523775,TMEclusterB,CD_8_T_effector,-0.398168809021916
GSM1523776,TMEclusterC,CD_8_T_effector,1.30176069159675
GSM1523777,TMEclusterB,CD_8_T_effector,-1.40378367270784
GSM1523778,TMEclusterA,CD_8_T_effector,0.502992884018326
GSM1523779,TMEclusterB,CD_8_T_effector,0.832577728528687
GSM1523780,TMEclusterC,CD_8_T_effector,0.742863522245903
GSM1523781,TMEclusterB,CD_8_T_effector,-2.12335718605909
GSM1523782,TMEclusterC,CD_8_T_effector,-0.788936783003385
GSM1523783,TMEclusterB,CD_8_T_effector,-0.94884821627938
GSM1523784,TMEclusterB,CD_8_T_effector,-0.784098442877909
GSM1523785,TMEclusterB,CD_8_T_effector,0.653219215172611
GSM1523786,TMEclusterB,CD_8_T_effector,0.52153007252446
GSM1523787,TMEclusterB,CD_8_T_effector,-1.01972395035188
GSM1523788,TMEclusterA,CD_8_T_effector,-0.0884848007115099
GSM1523789,TMEclusterB,CD_8_T_effector,-0.692678444644683
GSM1523790,TMEclusterC,CD_8_T_effector,1.61933276221399
GSM1523791,TMEclusterC,CD_8_T_effector,1.45500367603151
GSM1523792,TMEclusterB,CD_8_T_effector,-0.0592143418868501
GSM1523793,TMEclusterB,CD_8_T_effector,0.990690714644589
GSM1523794,TMEclusterC,CD_8_T_effector,1.98491453346004
GSM1523795,TMEclusterB,CD_8_T_effector,-0.589257211886896
GSM1523796,TMEclusterA,CD_8_T_effector,0.102111893584769
GSM1523797,TMEclusterB,CD_8_T_effector,-0.077998967502728
GSM1523798,TMEclusterA,CD_8_T_effector,2.26099694575304
GSM1523799,TMEclusterB,CD_8_T_effector,0.106971636106187
GSM1523800,TMEclusterC,CD_8_T_effector,1.39557838416536
GSM1523801,TMEclusterC,CD_8_T_effector,1.08854077945882
GSM1523802,TMEclusterB,CD_8_T_effector,-0.0332126832195424
GSM1523803,TMEclusterB,CD_8_T_effector,-0.00798785357694936
GSM1523804,TMEclusterB,CD_8_T_effector,-0.478214358724732
GSM1523805,TMEclusterB,CD_8_T_effector,1.28016454226216
GSM1523806,TMEclusterB,CD_8_T_effector,-0.23022682814177
GSM1523807,TMEclusterB,CD_8_T_effector,0.235752411135227
GSM1523808,TMEclusterA,CD_8_T_effector,0.276702905605271
GSM1523809,TMEclusterC,CD_8_T_effector,0.695408017978947
GSM1523810,TMEclusterC,CD_8_T_effector,2.09021667782526
GSM1523811,TMEclusterC,CD_8_T_effector,1.33315596284737
GSM1523812,TMEclusterC,CD_8_T_effector,2.05032918704646
GSM1523813,TMEclusterB,CD_8_T_effector,-0.242729044162021
GSM1523814,TMEclusterB,CD_8_T_effector,0.113992117705003
GSM1523815,TMEclusterB,CD_8_T_effector,0.154741618425123
GSM1523816,TMEclusterB,CD_8_T_effector,-0.598413087793942
GSM1523817,TMEclusterB,CD_8_T_effector,-1.38110129893069
GSM1523818,TMEclusterB,CD_8_T_effector,-0.160419510978548
GSM1523819,TMEclusterB,CD_8_T_effector,-1.52683667474328
GSM1523820,TMEclusterB,CD_8_T_effector,-0.612621366857558
GSM1523821,TMEclusterC,CD_8_T_effector,0.553075952077601
GSM1523822,TMEclusterC,CD_8_T_effector,0.958290492379307
GSM1523823,TMEclusterC,CD_8_T_effector,1.54003299772648
GSM1523824,TMEclusterC,CD_8_T_effector,0.967210611618648
GSM1523825,TMEclusterB,CD_8_T_effector,-1.73298093318973
GSM1523826,TMEclusterB,CD_8_T_effector,0.756073420512455
GSM1523827,TMEclusterA,CD_8_T_effector,0.526251526092994
GSM1523828,TMEclusterA,CD_8_T_effector,-0.528523822213036
GSM1523829,TMEclusterB,CD_8_T_effector,-0.144665854156432
GSM1523830,TMEclusterC,CD_8_T_effector,0.742590776450247
GSM1523831,TMEclusterB,CD_8_T_effector,-0.366421871946229
GSM1523832,TMEclusterB,CD_8_T_effector,0.0229902274785782
GSM1523833,TMEclusterB,CD_8_T_effector,-0.862200898218206
GSM1523834,TMEclusterA,CD_8_T_effector,0.479382269598408
GSM1523835,TMEclusterA,CD_8_T_effector,-1.08203989439395
GSM1523836,TMEclusterC,CD_8_T_effector,0.262818860059346
GSM1523837,TMEclusterB,CD_8_T_effector,-1.18976664031772
GSM1523838,TMEclusterC,CD_8_T_effector,1.60085655831525
GSM1523839,TMEclusterB,CD_8_T_effector,-1.35129325040128
GSM1523840,TMEclusterB,CD_8_T_effector,0.0734710471838324
GSM1523841,TMEclusterB,CD_8_T_effector,-0.0430557401312286
GSM1523842,TMEclusterB,CD_8_T_effector,0.47113228661247
GSM1523843,TMEclusterB,CD_8_T_effector,-0.183816202231058
GSM1523844,TMEclusterA,CD_8_T_effector,-1.23587303747395
GSM1523845,TMEclusterB,CD_8_T_effector,0.78068638166462
GSM1523846,TMEclusterB,CD_8_T_effector,1.1489474214513
GSM1523847,TMEclusterC,CD_8_T_effector,0.743027880008093
GSM1523848,TMEclusterC,CD_8_T_effector,3.12768936757356
GSM1523849,TMEclusterA,CD_8_T_effector,0.517636310667641
GSM1523850,TMEclusterA,CD_8_T_effector,-0.146819404727882
GSM1523851,TMEclusterC,CD_8_T_effector,0.809436399385244
GSM1523852,TMEclusterB,CD_8_T_effector,0.520459109407632
GSM1523853,TMEclusterB,CD_8_T_effector,-0.083893983046787
GSM1523854,TMEclusterB,CD_8_T_effector,1.19992581483887
GSM1523855,TMEclusterB,CD_8_T_effector,-0.963853049729803
GSM1523856,TMEclusterC,CD_8_T_effector,1.0013548297957
GSM1523857,TMEclusterA,CD_8_T_effector,-0.0192351667532638
GSM1523858,TMEclusterA,CD_8_T_effector,-0.821249175209883
GSM1523859,TMEclusterB,CD_8_T_effector,-0.279970319230478
GSM1523860,TMEclusterC,CD_8_T_effector,1.18268673758884
GSM1523861,TMEclusterB,CD_8_T_effector,0.954311632827055
GSM1523862,TMEclusterA,CD_8_T_effector,0.247564708070373
GSM1523863,TMEclusterC,CD_8_T_effector,2.37818100252599
GSM1523864,TMEclusterC,CD_8_T_effector,-0.267058972654806
GSM1523865,TMEclusterB,CD_8_T_effector,-0.423068384266679
GSM1523866,TMEclusterA,CD_8_T_effector,1.15986843037373
GSM1523867,TMEclusterB,CD_8_T_effector,-0.111377925678177
GSM1523868,TMEclusterC,CD_8_T_effector,1.53233972045738
GSM1523869,TMEclusterB,CD_8_T_effector,-0.303018941975723
GSM1523870,TMEclusterC,CD_8_T_effector,1.09074454592818
GSM1523871,TMEclusterB,CD_8_T_effector,-0.0985751662673674
GSM1523872,TMEclusterB,CD_8_T_effector,0.108153435709673
GSM1523873,TMEclusterC,CD_8_T_effector,1.96871549563418
GSM1523874,TMEclusterB,CD_8_T_effector,-0.0241648452063981
GSM1523875,TMEclusterB,CD_8_T_effector,-0.705263897163569
GSM1523876,TMEclusterC,CD_8_T_effector,0.201867874439377
GSM1523877,TMEclusterB,CD_8_T_effector,-2.43323961540344
GSM1523878,TMEclusterC,CD_8_T_effector,1.4485602383582
GSM1523879,TMEclusterB,CD_8_T_effector,-0.469081495304044
GSM1523880,TMEclusterC,CD_8_T_effector,1.13725387045039
GSM1523881,TMEclusterB,CD_8_T_effector,-0.910963382692241
GSM1523882,TMEclusterC,CD_8_T_effector,1.00362288601079
GSM1523883,TMEclusterC,CD_8_T_effector,1.15248862517594
GSM1523884,TMEclusterA,CD_8_T_effector,-0.350997453159335
GSM1523885,TMEclusterC,CD_8_T_effector,1.28157364204933
GSM1523886,TMEclusterA,CD_8_T_effector,1.26515002597212
GSM1523887,TMEclusterC,CD_8_T_effector,0.992563149663012
GSM1523888,TMEclusterC,CD_8_T_effector,2.54837086366349
GSM1523889,TMEclusterB,CD_8_T_effector,-0.835381973325992
GSM1523890,TMEclusterB,CD_8_T_effector,-0.839235107422455
GSM1523891,TMEclusterA,CD_8_T_effector,-0.925834536376749
GSM1523892,TMEclusterB,CD_8_T_effector,0.726138588991138
GSM1523893,TMEclusterB,CD_8_T_effector,-0.922838267455474
GSM1523894,TMEclusterB,CD_8_T_effector,-0.584804014238807
GSM1523895,TMEclusterC,CD_8_T_effector,0.471254419223235
GSM1523896,TMEclusterC,CD_8_T_effector,1.58371705403477
GSM1523897,TMEclusterC,CD_8_T_effector,-1.26162640673391
GSM1523898,TMEclusterB,CD_8_T_effector,-0.422726098226755
GSM1523899,TMEclusterB,CD_8_T_effector,0.201927622333853
GSM1523901,TMEclusterC,CD_8_T_effector,1.23730167099687
GSM1523903,TMEclusterB,CD_8_T_effector,-0.926740625501473
GSM1523904,TMEclusterB,CD_8_T_effector,0.347493319065898
GSM1523905,TMEclusterB,CD_8_T_effector,-0.729344961268763
GSM1523906,TMEclusterC,CD_8_T_effector,1.8556926066384
GSM1523908,TMEclusterC,CD_8_T_effector,1.26884912060936
GSM1523909,TMEclusterC,CD_8_T_effector,2.00360675559287
GSM1523910,TMEclusterC,CD_8_T_effector,1.11492018843799
GSM1523911,TMEclusterB,CD_8_T_effector,-0.0663220542969233
GSM1523918,TMEclusterA,CD_8_T_effector,-0.188963474522683
GSM1523919,TMEclusterB,CD_8_T_effector,0.463623265008665
