,GSM904985,GSM904986,GSM904988,GSM904989
KANSL2,8.777215685,8.641755888,8.597823332,8.519237566
KANSL3,5.9285377515,5.742437253,6.0095931005,5.925002527
KARS,11.45373151,11.61775617,11.47005933,11.986002505
KAT2A,8.759176125,8.626496672,8.267399372,8.406468764
KAT2B,8.89494038,9.062997577,9.340325723,9.17987677
KAT5,9.072806015,9.118549726,8.95469709,9.073459417
KAT6A,7.334442592,7.341625968,7.2226976245,6.938971267
KAT6B,7.40068729,7.287742132,7.38875941,7.32434924
KAT7,8.69352446,8.477569515,8.84935561,8.423036134
KAT8,7.996549901,8.483915148,7.901159292,8.15255573
KATNA1,8.69352446,9.040163273,8.663167416,8.638363172
KATNAL1,6.651468095,7.0392244805,6.7199919585,7.721590414
KATNAL2,4.917819916,4.794793738,4.898670209,6.116525978
KATNB1,6.110803801,6.191059007,6.560962734,6.734247152
KATNBL1,6.844233718,6.9493358875,6.4136487645,6.414150571
KAZALD1,5.843903219,6.052051987,6.003097007,6.048016344
KAZN,7.8081604475,8.019581692,7.888558593,7.1143866515
KBTBD11,8.787400417,9.06195669,9.457400834,9.933606943
KBTBD12,4.745731123,4.720180425,5.24301294,4.760339466
KBTBD2,7.224057697,7.369992164,7.4990296,7.692311245
KBTBD3,7.40141855,6.470194732,7.313847579,7.395544017
KBTBD4,7.450794431,6.9832148545,7.659313565,7.437054307
KBTBD6,7.541775371,7.4715925385,7.62580306,8.084463111
KBTBD7,7.663583559,6.867751504,7.86967381,8.303863997
KBTBD8,5.191536326,4.710949888,4.6578687,5.119341131
KCCAT333,4.203006969,9.779491745,3.892178613,12.0080631
KCMF1,7.291040589,7.6088927355,6.8776826455,7.9226504225
KCNA1,5.3016724575,5.183130962,4.8245929095,5.224431979
KCNA10,6.053612937,5.590012084,5.918725632,5.791929013
KCNA2,4.271295123,4.0277980645,4.507115534,4.7851233925
KCNA3,4.600136556,4.615726548,4.713844995,4.546250847
KCNA4,7.363235341,7.152088719,6.928289925,7.211343283
KCNA5,6.163219194,5.487211652,5.520248407,5.848865113
KCNA6,5.944265904,5.502585667,5.828911193,5.509472936
KCNA7,4.82585424,4.880106383,4.507589042,4.950559875
KCNAB1,5.501181178,6.141299711,5.720685541,5.791929013
KCNAB2,7.2844923265,7.283986978,8.1756472195,7.24417615
KCNAB3,5.861478186,6.434243601,6.164054946,5.509027289
KCNB1,5.6982487245,5.8794340685,5.233632751,5.1863435535
KCNB2,5.0445088005,5.0488148555,5.4013774995,5.0263465335
KCNC1,4.379119411,4.31581236,4.7693495855,4.824249102
KCNC2,5.388792244,5.515710968,5.356681229,5.284449951
KCNC3,6.325083565,6.201675934,6.424535201,6.682658338
KCNC4,6.832357299,7.155396373,6.511857309,5.674497167
KCND1,6.048087047,5.968992096,5.960017429,6.524584955
KCND2,2.823148292,2.986811365,3.151044627,3.057888372
KCND3,5.7007165085,4.931067607,5.809698643,5.30498008
KCNE1,6.449363637,4.7580963945,5.6268791445,4.555432991
KCNE2,6.621810001,6.582147975,6.279691693,6.601253182
KCNE3,6.195999192,9.483364895,7.62626835,9.232152177
KCNE4,6.671384563,8.731006433,6.298340095,7.658671204
KCNE5,5.361438495,5.457272813,5.074084982,5.773058459
KCNF1,6.002096642,7.412959164,7.151754935,6.733595623
KCNG1,5.9478603575,6.1709322575,6.453848835,6.126381276
KCNG2,5.375835443,6.106895351,6.586032505,6.405506057
KCNG3,4.554954565,4.287775774,4.2069228855,4.0506695695
KCNG4,5.234059443,5.265420933,4.896569585,5.078131268
KCNH1,4.157710069,4.670384916,4.884405078,4.235043698
KCNH2,6.7343693685,5.969327716,6.617099473,6.7608515655
KCNH3,7.123704673,7.010744968,7.038363217,6.933997485
KCNH4,5.632649858,5.11485467,6.365302084,5.576720604
KCNH5,4.457449071,4.622535298,4.379989004,4.531755566
KCNH6,5.789625072,5.705970938,6.30465223,5.583447613
KCNH7,4.5183528685,4.4711319805,4.76698632,4.8792416165
KCNH8,3.099576747,3.546240893,3.021893321,3.175219666
KCNIP1,5.377827725,5.245513603,5.542953692,5.228566305
KCNIP2,4.5292225805,4.978280963,5.2219886705,5.321648147
KCNIP2-AS1,6.879536042,6.217524505,6.230520151,6.377954475
KCNIP3,7.004641479,6.836064861,7.149019071,6.909428865
KCNIP4,8.4420601585,8.427350814,7.7263180495,9.0737288825
KCNJ1,11.419923165,4.726184556,10.736898545,4.6968230645
KCNJ10,7.5124836865,4.765247804,7.7288668775,5.5436648425
KCNJ11,4.936149293,5.655240496,6.017343501,4.842342716
KCNJ13,5.4020960915,4.174742646,5.4405803215,4.487790552
KCNJ14,6.646882833,6.353565624,6.367369863,5.874546068
KCNJ15,9.529334885,8.648437974,11.11040953,9.033261815
KCNJ16,10.760231005,9.6535564645,10.5027435565,9.405111144
KCNJ2,6.901401718,9.781173606,5.999438971,8.481967149
KCNJ2-AS1,3.353981028,3.945905618,3.070946991,4.097268589
KCNJ3,6.156511805,6.597934033,6.658851218,6.474318694
KCNJ4,5.504778077,5.2906245675,5.720111509,5.7980056825
KCNJ5,6.3268026715,6.5014706,6.9055099335,6.044638201
KCNJ6,4.7588805425,4.5364790755,4.76392061,4.635205251
KCNJ8,8.293552097,9.493334501,6.731287791,7.2212271355
KCNJ9,5.66884673,5.3364790565,5.6651199385,5.389191657
KCNK1,6.0987707725,5.9867868585,6.1448377835,6.270857468
KCNK10,4.987357903,4.518099043,5.868936908,4.709691969
KCNK12,4.077828021,4.22483734,4.8826301,4.26788959
KCNK13,5.293816006,5.604863591,5.612804426,5.452217815
KCNK15,4.5525033445,4.312974445,4.919429719,4.920522808
KCNK15-AS1,4.602610267,4.722312724,4.846660633,5.597691972
KCNK16,6.918763971,6.938631234,7.26266231,6.91136934
KCNK17,6.043268799,6.784169349,6.543578482,5.911077376
KCNK2,5.509964471,5.291822353,5.003627864,5.150348952
KCNK3,6.283090399,9.816881034,6.746957143,8.808949533
KCNK4,5.859150154,6.340243367,6.294419673,6.146464087
KCNK5,9.916463712,9.284527553,9.764533074,8.265767743
KCNK6,5.733941603,5.511590546,4.855227807,5.153471871
KCNK7,6.281570445,6.247848529,6.374521721,5.739617695
KCNK9,5.127150042,5.9376433905,5.5979591175,5.323698963
KCNMA1,5.0582092225,7.440737111,5.1764777955,5.066838689
KCNMA1-AS1,4.927995262,4.56552175,5.318839838,4.769694193
KCNMB1,5.49309829,5.9088139255,5.284244738,6.060802668
KCNMB2,6.575214856,5.012678522,6.2668671525,5.9656733265
KCNMB2-AS1,3.733752007,3.628410476,3.954455086,3.73320841
KCNMB3,6.090653694,6.228591766,5.89657685,6.233942777
KCNMB4,7.434970016,6.980383991,7.476547186,6.569277306
KCNN1,6.002783238,6.572553481,6.353890992,6.116380978
KCNN2,6.031602768,5.7699848,6.974687853,5.849152584
KCNN3,5.8036395755,7.625820522,6.008118225,6.623900945
KCNN4,5.513338647,5.624931924,5.444508367,5.97059771
KCNQ1,8.51110809,8.258877216,8.5886058725,7.7788525575
KCNQ1-AS1,5.178730625,4.834782413,4.627213621,4.761740685
KCNQ1DN,5.828316317,6.564665897,6.850769981,6.566788241
KCNQ2,5.527075004,5.502509592,6.300208342,5.842040994
KCNQ3,5.277639503,5.796198297,5.732871184,5.373275804
KCNQ4,5.404151588,5.107406168,5.7411262755,5.8628641195
KCNQ5,4.144928148,4.040338075,4.0526435295,4.3064342135
KCNRG,4.720934883,5.224563523,5.316515709,4.831447936
KCNS1,6.569634117,6.744161233,6.880798842,6.500955028
KCNS2,5.348032503,5.09452055,5.156182301,5.758076752
KCNS3,7.636732685,8.364117491,8.098627809,9.724609512
KCNT1,5.708658691,5.678391699,5.732871184,5.725604178
KCNT2,5.5241478385,4.622259654,5.142154877,6.196654903
KCNU1,4.971062591,5.452623096,5.323395046,4.499703141
KCNV1,4.816861835,4.996170305,4.717925939,5.5683796385
KCNV2,3.090555834,3.556291665,3.672020851,3.282309232
KCP,7.008358082,6.608586498,7.181729742,6.697194156
KCTD1,7.4178206555,6.820457671,7.426750262,6.535351293
KCTD10,9.4387278825,9.5837958795,8.628541237,9.7465622065
KCTD11,7.433086388,8.206838656,6.898503042,7.796386081
KCTD12,10.90121689,9.673596327,9.937471029,10.060223045
KCTD13,6.31726004,6.8942130625,5.714935192,6.643194314
KCTD15,7.045979584,7.274563144,6.753909888,7.638933699
KCTD16,5.0442404285,4.7161323295,4.587255259,5.6308837305
KCTD17,7.357192467,7.193254564,7.3544600985,7.214517751
KCTD18,8.326096548,8.2259183915,8.2871069595,8.585952779
KCTD19,6.788987281,6.526856181,6.546856616,6.24732461
KCTD2,8.661223055,8.844034068,8.5809797335,8.50154138
KCTD20,8.940498137,10.2426443,8.63397656,8.994173575
KCTD21,6.881857472,6.616254448,6.479256305,6.182232808
KCTD3,9.569579573,10.42243672,9.083215644,9.609789863
KCTD4,4.62853371,4.240774298,4.7331718765,4.4828254165
KCTD5,6.579126201,6.479447537,6.897312763,7.302970245
KCTD6,8.742974974,8.297173699,9.3246902645,7.8797334335
KCTD9,8.601651098,8.937110371,8.368739855,9.724386867
KDELC1,7.285150328,8.003361376,7.058651613,8.334700007
KDELC2,8.611279701,9.370899026,8.121570979,9.089362143
KDELR1,9.8782334575,9.9305860215,10.203018452,9.7904225685
KDELR2,10.89871042,11.27571861,10.95606148,10.94025029
KDELR3,8.901632154,8.682077711,7.739469008,8.813160806
KDF1,6.846973804,5.359111532,6.716801644,6.382693013
KDM1A,8.661577621,8.304998602,8.688988717,8.673343381
KDM1B,4.497188654,5.1766750795,5.0275553975,5.4652320485
KDM2A,8.131775129,8.340728423,8.192225271,8.212128064
KDM2B,8.50188527,8.868582735,8.008258458,8.980074055
KDM3A,6.3285790695,6.7497500565,6.305554723,6.953028045
KDM3B,9.6619176265,9.857577985,9.6593208395,10.204702485
KDM4A,7.490633653,7.3457199515,7.267651961,7.256360357
KDM4B,6.845582584,7.246770259,6.837795196,6.704515869
KDM4C,5.2739005025,5.1506032605,5.163560512,5.312999927
KDM4D,5.7445730655,5.824756263,5.4993532165,5.6174083445
KDM5A,6.277611267,7.329460327,6.342289204,6.63308957
KDM5B,7.922010215,8.393663108,7.70241504,8.731016364
KDM5C,7.4844938435,7.6112318455,7.393928963,7.035709271
KDM5D,4.728150086,4.422284292,4.285044402,3.956390477
KDM6A,6.430742487,6.3602014645,6.202366639,6.3240327385
KDM6B,7.069875718,7.807770267,6.595508158,6.336352254
KDM7A,7.1150921365,6.682589031,6.631762967,6.7524247295
KDM8,6.812892475,6.148834782,6.679710646,6.745452204
KDR,8.46565171,10.83938469,9.16339798,9.833058104
KDSR,8.3571803345,8.906913732,8.63152504,8.45674326
KEAP1,9.530528471,9.591998077,9.172569532,10.08791969
KEL,5.956561882,6.258251132,6.59530034,6.130235723
KERA,3.310185592,3.292126695,2.948901935,3.842483952
KHDC1,5.7277280805,5.464576662,5.4148077785,5.5904343765
KHDC1L,4.082270092,4.670288794,4.549021909,4.625752572
KHDC3L,6.044028811,5.780900601,6.292923054,5.878314411
KHDRBS1,10.68536548,11.21835167,10.47857285,10.88344589
KHDRBS2,4.484640603,4.021044973,5.473286529,4.512460885
KHDRBS3,7.4770376685,7.2212266305,7.0736948945,5.9896673995
KHK,9.5322767555,9.6009213915,10.717404705,10.4229718735
KHNYN,7.9334466595,8.428904659,8.00479191,8.237800316
KHSRP,7.625356627,7.396653272,7.6997963045,7.2441540705
KIAA0040,7.846009793,8.380076747,6.960539736,7.1849831765
KIAA0087,3.89933816,3.730793796,3.752134966,3.645410775
KIAA0100,8.020174138,7.74964466,8.2797279025,8.05835458
KIAA0101,6.967219429,8.635861396,6.424412895,7.7726458675
KIAA0141,8.381613218,8.120915478,8.3501551915,9.00133135
KIAA0196,8.884096084,8.567807099,9.347394704,8.965628071
KIAA0226L,5.1316642875,5.300431818,5.261333127,5.915277894
KIAA0232,9.343204327,9.6817994875,8.9398299415,9.171063878
KIAA0319,6.20542995,5.796183359,6.35177373,6.695078745
KIAA0319L,9.15483959,9.46515622,9.0965792395,8.942211162
KIAA0355,8.63200241,9.076910172,8.038012694,8.317988875
KIAA0368,7.8952127075,8.3981062785,7.8490772555,7.8586105655
KIAA0391,6.479229954,6.521433736,6.928888507,6.777600185
KIAA0408,4.198504142,3.421992472,4.001291325,3.998734983
KIAA0430,6.6712000045,7.094007397,6.858162646,7.6772185405
KIAA0485,6.1454381475,6.380019979,5.938176341,6.1536673945
KIAA0509,5.423267187,5.475138958,5.817216603,4.645976261
KIAA0513,6.1265049235,6.3548434845,6.090938151,5.5637554045
KIAA0556,7.888549818,7.536159102,7.612793427,7.617572885
KIAA0586,6.770439295,7.288848252,7.055063527,7.0505149035
KIAA0753,8.124171416,8.358810202,8.163488867,7.926171056
KIAA0754,5.7161205535,5.577615009,5.449480844,5.122472369
KIAA0825,4.5093278,4.1881409735,4.2582219095,4.9069860485
KIAA0895,7.582562686,6.503069361,7.633521032,6.881461364
KIAA0895L,6.540876516,7.485153279,6.704595039,6.241250656
KIAA0907,7.5489467485,7.464082975,7.453875157,7.1955079135
KIAA0922,7.728051274,8.598262479,6.834837271,7.521836678
KIAA0930,7.506747488,8.672522355,6.991999526,7.77505219
KIAA1024,3.915599276,3.90766653,3.91252443,4.122670937
KIAA1033,9.562145234,9.888674836,9.461002648,9.740128333
KIAA1107,5.9056118715,6.1490919365,6.0268267315,5.894139685
KIAA1109,4.534681226,4.38753547,4.446122426,4.914630407
KIAA1143,9.4867248295,9.2687377155,9.1257242795,8.8359931985
KIAA1147,6.939644096,8.166929181,7.662822286,7.358689666
KIAA1161,7.1956045465,6.42159864,7.074271477,6.184594022
KIAA1191,11.90189771,11.10652686,12.37401601,12.49852448
KIAA1210,3.622828229,3.84097602,3.840610857,4.012079891
KIAA1211,4.814870442,4.88977588,5.184359663,4.845420308
KIAA1211L,5.712839871,5.896773017,6.20324061,6.009190639
KIAA1217,6.701014407,6.989195339,6.858473033,6.687862524
KIAA1257,4.403696256,3.9779596735,4.177799951,4.6697848255
KIAA1324,5.733941603,4.948505457,5.301598479,4.996268448
KIAA1324L,6.1695983895,6.0660367805,5.636977147,5.9748853655
KIAA1328,6.096672974,5.823193073,6.0687908565,5.8796563135
KIAA1429,6.542342286,6.226570702,6.576891016,6.821619401
KIAA1456,5.116096408,4.903027708,4.71432419,4.94590091
KIAA1462,7.265625881,8.221095285,6.383632491,7.226751235
KIAA1468,8.128783728,8.1128416875,8.148957529,8.1511942285
KIAA1522,9.314284116,8.724874504,9.273743387,8.305933286
KIAA1524,4.1303237655,4.5919909945,4.198019698,4.9248032345
KIAA1549,7.197863998,7.195519079,7.243021724,6.307455248
KIAA1549L,4.778011952,4.306755093,4.53137213,4.15812882
KIAA1551,7.9921572715,8.766932479,7.266986192,8.435892334
KIAA1586,5.977701291,6.49506927,5.670102495,6.961291825
KIAA1614,7.427892976,7.224580366,6.72526179,7.403781317
KIAA1614-AS1,4.845229226,5.427708479,5.717848785,6.15361953
KIAA1644,5.543861975,5.6378664335,5.592843169,5.2768169245
KIAA1652,6.0405933745,6.1619193025,6.2019950795,6.0036911665
KIAA1654,5.947591099,5.199830599,5.827973345,5.601898956
KIAA1656,6.053535906,5.6785240245,6.3583260105,6.1654053235
KIAA1661,4.790769269,4.519704429,4.654150255,5.089098035
KIAA1671,5.838501465,6.579112009,5.924534184,6.063272192
KIAA1683,6.1982751235,6.269107654,6.824078001,6.733261473
KIAA1755,6.046255312,4.911063306,5.957287239,5.674262846
KIAA1804,8.928141121,8.634256793,8.902890874,8.574283252
KIAA1841,5.7537814205,5.633147601,5.02057821,5.2344035085
KIAA1958,8.506455489,7.796792759,8.589046253,8.04669702
KIAA2012,4.383476672,4.143143679,4.082143449,3.710712868
KIAA2013,8.261142016,8.432780481,8.2853931565,8.488021735
KIAA2022,5.427431566,4.794509933,5.201301901,4.46405541
KIAA2026,7.008814585,6.5306405945,7.00253255,6.7243479555
KIDINS220,6.319235549,6.025860604,5.976164938,6.660046307
KIF11,4.513743129,5.706112822,4.382885701,5.675019501
KIF12,8.467861825,7.439951964,8.212769055,7.362473589
KIF13A,5.718828252,5.891850709,5.393944047,5.5732760825
KIF13B,9.568822962,8.572266831,9.486620807,8.553016418
KIF14,4.667567735,5.0945413645,4.22284145,5.8205355615
KIF15,5.660701067,4.814542885,4.083821693,4.83794097
KIF16B,8.245575603,8.3469728655,8.5397177195,7.8990388905
KIF17,6.455362261,6.67614207,6.143577038,6.047240727
KIF18A,5.894404408,5.594377135,5.474410598,6.381548545
KIF18B,6.419939401,6.340243367,6.139962888,6.47581995
KIF19,6.235030775,6.180202998,6.3150418115,5.8967882705
KIF1A,5.972185777,5.795677645,5.520248407,6.169446047
KIF1B,8.304518663,8.84021861,7.819389203,8.520229484
KIF1BP,9.582934925,9.563280189,9.652207049,9.51891814
KIF1C,8.087049247,7.548922523,8.106984126,7.780519177
KIF20A,4.746776686,6.044563969,4.811996939,6.637635699
KIF20B,5.597428103,5.72548125,5.818136915,5.585037076
KIF21A,9.2185762455,8.457299152,8.8966084835,8.7203662945
KIF21B,4.984512006,5.674291272,5.840470817,5.684352996
KIF22,7.2927001615,6.9120704,7.288888415,7.74452908
KIF23,4.701050105,4.6371117035,4.095445256,4.065727559
KIF24,3.253326685,3.016144778,3.603593669,3.545040345
KIF25,6.1468383235,6.327024308,6.2612978955,5.960806287
KIF25-AS1,6.143566587,5.653445564,6.427187787,6.351484332
KIF26A,7.517821166,7.8994540775,7.2098696555,7.285150324
KIF26B,5.955431314,6.081242096,5.783210247,5.952458335
KIF27,3.969080152,4.164978468,3.930034942,3.811925125
KIF2A,7.1553913445,6.783135886,6.308933656,7.7265982745
KIF2B,4.745731123,4.306554651,4.970718564,4.655414296
KIF2C,6.079018955,6.0807540645,6.0286680975,6.4363921835
KIF3A,7.0148669515,6.846718431,6.7440621485,8.2060451015
KIF3B,10.0367712045,10.0561066315,10.1272266535,9.857434828
KIF3C,6.9506640145,7.01095626,6.916383378,7.3469075445
KIF4A,5.572821415,6.119462255,4.427607237,6.371889667
KIF5A,5.814234645,5.776568563,5.886024683,6.040461873
KIF5B,10.69999435,10.98657192,10.3643084,10.46602847
KIF5C,5.965406692,7.218191411,6.027525672,6.411924013
KIF6,5.059029718,5.154099003,5.047464877,4.863497821
KIF7,7.127825088,6.50046832,7.214408518,7.353464012
KIF9,9.46376464,8.452136248,9.68285085,9.0335555715
KIF9-AS1,6.851314061,6.744278742,6.665355602,6.415843526
KIFAP3,9.373038592,9.849256723,9.764059764,10.81361897
KIFC1,7.416236559,7.260718966,6.981676781,7.626839156
KIFC2,7.7288385915,7.3876600685,7.6074193975,7.059383886
KIFC3,7.240722888,6.6687140845,6.966952471,6.8205390125
KIN,4.876466471,5.490817462,5.240520497,5.883732568
KIR2DL1,6.468783851,6.811785331,6.537844951,6.455034111
KIR2DL2,5.885089661,5.685319306,5.665085345,6.079451586
KIR2DL3,6.145261316,6.429044772,6.549319617,6.329620066
KIR2DL4,5.904981172,5.532056462,5.341849391,5.519000107
KIR2DL5A,5.296180303,5.400930241,5.189467998,5.719029169
KIR2DS1,5.399446776,6.1157909515,5.9629497915,5.884420145
KIR2DS2,4.703461393,4.705687738,4.81313505,4.231831775
KIR2DS3,5.80969439,4.702283757,6.442008825,5.804228388
KIR2DS4,5.893708819,6.108853017,6.305760548,6.113941652
KIR2DS5,5.941009736,6.170579643,6.44160417,6.542410694
KIR3DL1,4.986514648,5.651766966,5.520248407,5.554072045
KIR3DL3,5.746536892,6.208851118,5.830877059,5.987019839
KIR3DS1,5.27473165,5.30988264,5.596488743,5.456972476
KIR3DX1,4.955776715,5.1333119435,5.603658769,5.137622768
KIRREL,6.652693347,7.371328675,6.989775319,6.982698243
KIRREL2,5.137982944,4.852185499,5.373936643,4.767841586
KIRREL3,5.308562082,5.001743261,5.430097123,5.119341131
KIRREL3-AS2,3.871045949,4.748028731,4.071161818,4.060805187
KIRREL3-AS3,4.760854911,5.123904185,4.790177431,4.340578224
KISS1,5.430544567,5.303100436,5.149287836,5.236245179
KISS1R,4.959621395,12.38256959,6.702766696,7.193842257
KIT,9.404283904,8.647393267,8.202151905,7.703739763
KITLG,4.2664249435,4.6387727675,4.444981941,4.3725149735
KIZ,7.361613732,6.811482247,6.7082451,7.358644447
KIZ-AS1,3.948173288,3.891254616,4.1823833065,3.8509670095
KL,10.99429781,8.752766251,11.42119027,9.307091156
KLB,4.6803684425,8.06264915,4.5179933685,4.706507612
KLC1,7.539479294,7.614291453,6.8648080395,7.202535355
KLC2,8.476200644,8.39555587,7.983487046,8.175684316
KLC3,7.222956234,7.307661714,7.654514522,7.242543856
KLC4,6.819564323,6.7482289635,6.748404351,6.6189608205
KLF1,4.818930332,5.55624555,5.233296278,5.161025423
KLF10,10.97484315,11.72299892,10.35109095,11.01855758
KLF11,7.8442537475,7.6863707075,7.367166241,8.1420958905
KLF12,6.0852023745,6.0966335,5.9925659525,5.89971569
KLF13,7.260974934,7.730917736,7.5445474905,6.9583916665
KLF14,5.05568262,4.8126608015,5.4909478885,4.8844837845
KLF15,7.4322040545,6.5547741765,7.960746318,7.335335631
KLF16,7.487338441,8.429327923,7.7639349315,7.5655318185
KLF17,5.989265197,6.084132254,6.113196179,5.701019599
KLF2,7.5021437495,7.541990242,7.8805551185,7.6577957615
KLF3,7.023698375,6.9673944165,7.162433611,7.254280038
KLF3-AS1,6.633098688,5.5775430875,5.5520256875,5.719536495
KLF4,7.671431512,8.5877720035,7.5496281955,7.6738703835
KLF5,8.120327519,8.2982325705,7.292326201,5.814516771
KLF6,11.19401167,12.03684641,10.8782754,10.94760583
KLF7,7.336385129,8.11199071,7.297103171,7.962034517
KLF8,6.5044845745,6.8134969715,6.475154943,7.006315348
KLF9,7.826858702,8.876164782,7.620920319,8.062737676
KLHDC1,5.3635858155,5.052154436,5.310044638,4.8255210255
KLHDC10,9.028280628,9.040723733,8.9680514,8.899226803
KLHDC2,11.24120937,10.99737159,11.77214184,11.54382892
KLHDC3,8.7567472015,8.6035107855,9.33156284,8.752900954
KLHDC4,6.663401695,6.881108349,6.748705326,6.7673196665
KLHDC7A,7.9249675385,7.8720692275,7.683630253,6.8626828905
KLHDC7B,6.3365939365,5.724220222,6.5041904695,5.686281523
KLHDC8A,6.2109687315,6.8012919915,6.5639321615,6.748440988
KLHDC8B,8.935792295,8.467467039,8.711444064,8.458028352
KLHDC9,9.885568098,8.872222668,10.09550213,9.9584553
KLHL1,4.80646882,4.6596737315,4.8686207335,4.7964796105
KLHL10,4.5566747215,4.4466247675,4.477778398,4.417018099
KLHL11,7.0778473995,6.9977426715,7.092229088,7.058524892
KLHL12,8.3849884185,8.4442233875,8.65413327,9.034397276
KLHL13,10.24643982,7.724999582,9.719224126,9.336853487
KLHL14,6.620323662,6.021937097,6.459098075,5.101504184
KLHL15,8.438364709,8.215335834,8.250155834,7.439905239
KLHL17,6.037000032,6.214768994,6.2666362665,6.1346857995
KLHL18,7.2133716,6.949586333,7.653538228,7.065891068
KLHL2,10.00272653,9.275171427,9.539559724,9.336792695
KLHL20,6.9213194755,7.4086279825,7.3634734335,8.413470889
KLHL21,8.041315231,8.010403944,8.452770914,8.159866322
KLHL22,6.196958505,6.452379372,6.852597684,6.440745069
KLHL23,6.6162324,7.023520381,6.731328744,6.834292244
KLHL24,8.432736805,7.876371472,8.571771173,8.565177553
KLHL25,7.324870423,7.327780929,7.256616849,6.821771732
KLHL26,6.776305502,6.72217759,6.885132326,6.382693013
KLHL28,7.062477318,7.333028881,6.81436163,6.394900064
KLHL29,4.880234064,5.1157277545,5.1961085815,5.9748463445
KLHL3,7.076947456,5.4391533575,6.5384094605,4.843781023
KLHL30-AS1,5.36933271,6.784232803,5.913591095,5.66289428
KLHL31,4.569524979,4.428612279,4.7416570085,4.3325623685
KLHL32,3.915599276,3.957568167,4.230717421,3.829373695
KLHL34,3.9448977585,4.2055846595,3.880327871,4.3574577035
KLHL35,5.723579542,5.770174345,6.173336352,6.148733457
KLHL36,8.810049455,8.941744323,8.54209836,9.281627073
KLHL4,5.0558477075,4.334783214,5.2069437995,5.038365343
KLHL40,5.179080572,4.757912532,5.160284347,5.221176341
KLHL41,4.1820987465,3.870304352,3.950564878,3.7710118495
KLHL42,9.369761935,8.875407015,8.557651722,8.385866872
KLHL5,8.924584703,8.791767907,8.662366457,8.817445165
KLHL6,5.457204227,6.239482548,4.6413955215,5.291116835
KLHL7,5.574897836,6.745694161,5.8787109,6.613629082
KLHL8,9.050068757,8.716110903,9.353067763,9.035713553
KLHL9,7.1407702575,7.436689072,7.0854712625,7.5140329095
KLK1,10.48457341,6.930459794,8.645717185,7.010381499
KLK10,4.9293437665,4.908570311,5.2576211805,4.7360272375
KLK11,5.945304583,5.502585667,6.138883941,5.788020079
KLK12,6.623263492,6.583547098,6.706767997,6.500130676
KLK13,6.230255883,5.474538476,5.875294376,5.641535971
KLK14,6.963834861,6.735578401,7.357659112,6.64866247
KLK15,5.44716871,5.439809514,5.4439538115,5.4648339315
KLK2,5.214863785,5.33413571,5.454243956,5.2088886395
KLK3,5.752950327,5.82098569,6.123235099,6.108722917
KLK4,6.221981915,6.500924257,6.735845512,6.039641004
KLK5,6.52976287,5.866878229,5.9733803,5.701223105
KLK6,8.170488621,5.851099787,8.523281596,5.900169858
KLK7,7.9102477725,5.917173525,7.5436781715,5.7105712455
KLK8,5.567418138,5.8109153365,5.9786124925,5.6564970905
KLKB1,7.663583559,7.025861162,7.505893689,6.813635436
KLLN,5.733941603,6.033987117,5.689993249,5.78559146
KLRA1P,3.942403838,4.000976679,3.775937233,3.833149611
KLRB1,7.310777146,7.249196046,5.750197891,8.332250481
KLRC3,3.367754665,3.293078709,3.459987369,4.104938858
KLRC4,3.236218961,3.127472793,2.962165161,3.715641049
KLRD1,5.76321491,6.539067419,6.027702567,6.863059381
KLRF1,6.284919368,6.003334957,6.114662994,7.296443982
KLRG1,6.535816471,6.799194316,6.701543383,6.800187704
KLRG2,6.3597264095,5.524020546,6.134918652,5.7286072755
KMO,9.125398064,10.59864195,10.40543858,11.87360707
KMT2A,6.217064944,6.6831926175,6.2222095015,6.382329878
KMT2B,6.156415452,5.745925284,6.428337605,6.075681962
KMT2C,7.805937697,8.229644004,6.9850813905,6.8304422075
KMT2D,6.8212149775,7.04776396,6.9182913845,6.9936909715
KMT2E,9.006498233,9.404326825,8.479075199,8.445570829
KMT2E-AS1,6.880368991,7.648101902,7.693701573,7.545714044
KMT5A,7.0876382865,7.6085700625,7.1401991035,7.3912702415
KMT5B,8.586751996,8.768451027,8.216939139,8.307856695
KMT5C,5.829136382,5.464477753,5.923633662,5.9480002395
KNCN,5.190705938,4.944617381,5.232333751,4.499703141
KNDC1,6.086221458,5.813954071,6.140454964,6.320885722
KNG1,10.78141274,5.199619125,10.69454697,4.791337342
KNL1,4.422202406,4.021333956,4.3223166,3.7455369745
KNOP1,7.345044242,7.494975706,7.170435302,7.617302054
KNSTRN,7.368473235,7.594243004,7.365128327,7.526325188
KNTC1,6.479395753,6.623198857,6.591934909,6.256961106
KPNA1,7.9529251505,7.790901436,7.899757066,8.3737311965
KPNA2,9.6028518955,9.7941419215,9.3041582035,9.606264987
KPNA3,8.7036156775,9.0574624945,8.924987661,8.5679130585
KPNA4,8.92990797,8.482282905,8.69070853,9.227188246
KPNA5,7.604161374,7.608967812,6.873171892,6.906160009
KPNA6,9.010342146,8.945823395,8.599679097,8.77824299
KPNB1,9.933752809,9.749157291,9.77074081,9.8448290225
KPTN,7.756204024,7.171739356,7.442478076,6.654651879
KRAS,9.278066237,8.376145872,8.975594501,8.519984693
KRBA1,7.520232931,8.485401927,7.789091272,7.862466925
KRBA2,7.83754941,7.220565441,7.851059932,6.984861974
