term	NES	FDR	tumor
HALLMARK_HYPOXIA	1.77986402628067	1.07796309296951e-05	BRCA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.96920234991318	1.81381813330747e-05	BRCA
HALLMARK_UV_RESPONSE_UP	1.73756713789969	3.99631314483672e-05	BRCA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.84637747156909	7.29096302086704e-05	BRCA
HALLMARK_PROTEIN_SECRETION	1.791892754643	0.000192586187046582	BRCA
HALLMARK_APOPTOSIS	1.68196029294012	0.000204231244206584	BRCA
HALLMARK_MYOGENESIS	-1.57282273846796	0.000936850823145822	BRCA
HALLMARK_SPERMATOGENESIS	1.58288181445491	0.00150850353905754	BRCA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.59185566860089	0.00285363274233503	BRCA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.68403067875572	0.00507789772286144	BRCA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.43023858396123	0.0055401747318584	BRCA
HALLMARK_COAGULATION	1.41283162089569	0.00776969329983739	BRCA
HALLMARK_P53_PATHWAY	1.38782866352729	0.0126860672782414	BRCA
HALLMARK_ESTROGEN_RESPONSE_LATE	-1.42644033638134	0.0130598371261801	BRCA
HALLMARK_ANDROGEN_RESPONSE	1.44638123027488	0.0175270432629817	BRCA
HALLMARK_XENOBIOTIC_METABOLISM	1.25366974428127	0.0388036530943667	BRCA
HALLMARK_ANGIOGENESIS	1.50878843348421	0.0534361698714564	BRCA
HALLMARK_KRAS_SIGNALING_DN	-1.16031612925251	0.209832134292566	BRCA
HALLMARK_APICAL_JUNCTION	1.14275624698685	0.210007304601899	BRCA
HALLMARK_PEROXISOME	1.1576402278418	0.220523375477801	BRCA
HALLMARK_HEME_METABOLISM	1.06187514429275	0.364462739044679	BRCA
HALLMARK_DNA_REPAIR	1.0616417673651	0.383184523809524	BRCA
HALLMARK_FATTY_ACID_METABOLISM	0.999477469124734	0.529758941904288	BRCA
HALLMARK_APICAL_SURFACE	-0.949571024939078	0.655452894258864	BRCA
HALLMARK_PANCREAS_BETA_CELLS	-0.934583718047145	0.659355007181094	BRCA
HALLMARK_HEDGEHOG_SIGNALING	0.911301383609952	0.659355007181094	BRCA
HALLMARK_BILE_ACID_METABOLISM	0.93940602640758	0.659355007181094	BRCA
HALLMARK_UV_RESPONSE_DN	0.948019346620505	0.659355007181094	BRCA
HALLMARK_NOTCH_SIGNALING	0.822163643884822	0.783460853160046	BRCA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.816867563524598	0.790830546265329	BRCA
HALLMARK_ADIPOGENESIS	-0.849532287168015	0.849120135859222	BRCA
HALLMARK_TGF_BETA_SIGNALING	0.752511994215462	0.908415841584158	BRCA
HALLMARK_ALLOGRAFT_REJECTION	-2.08148312222961	9.66430261757748e-10	CESC
HALLMARK_E2F_TARGETS	2.63853583106681	9.66430261757748e-10	CESC
HALLMARK_MTORC1_SIGNALING	2.20507954468938	9.66430261757748e-10	CESC
HALLMARK_MYC_TARGETS_V1	2.58805787573932	9.66430261757748e-10	CESC
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.41774580740543	9.66430261757748e-10	CESC
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.02521771438539	9.66430261757748e-10	CESC
HALLMARK_G2M_CHECKPOINT	2.00606673044605	6.10758553121588e-08	CESC
HALLMARK_MYC_TARGETS_V2	2.16909404461806	1.98447739952009e-05	CESC
HALLMARK_FATTY_ACID_METABOLISM	1.86211723519209	2.38972643833046e-05	CESC
HALLMARK_XENOBIOTIC_METABOLISM	1.71018281371003	3.71896512714398e-05	CESC
HALLMARK_MYOGENESIS	-1.70977801864354	7.01984577369291e-05	CESC
HALLMARK_INFLAMMATORY_RESPONSE	-1.67643897875794	0.00014415409354859	CESC
HALLMARK_COMPLEMENT	-1.65175889695242	0.000206493428766362	CESC
HALLMARK_APICAL_JUNCTION	-1.59647848757795	0.0003926612254918	CESC
HALLMARK_INTERFERON_GAMMA_RESPONSE	-1.63594491400576	0.0003926612254918	CESC
HALLMARK_COAGULATION	-1.68535088444073	0.000449068098984371	CESC
HALLMARK_ANGIOGENESIS	-1.80759276143631	0.002032299518991	CESC
HALLMARK_SPERMATOGENESIS	1.5998690608363	0.002032299518991	CESC
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.84246079524384	0.00262134068302533	CESC
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.66347999632648	0.00329049431736976	CESC
HALLMARK_GLYCOLYSIS	1.45217087586456	0.00455356827411622	CESC
HALLMARK_KRAS_SIGNALING_DN	-1.38596895385485	0.0224580856905096	CESC
HALLMARK_DNA_REPAIR	1.3586645333078	0.0300993892229576	CESC
HALLMARK_ANDROGEN_RESPONSE	1.44977859373801	0.0358972061235363	CESC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.41924997379041	0.0399069011748182	CESC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.4755486835229	0.0425115533397867	CESC
HALLMARK_APICAL_SURFACE	-1.39505174287753	0.0868904094710546	CESC
HALLMARK_KRAS_SIGNALING_UP	-1.25422861172102	0.105429625724829	CESC
HALLMARK_IL2_STAT5_SIGNALING	-1.23437278816044	0.114659419058943	CESC
HALLMARK_ESTROGEN_RESPONSE_LATE	1.19058316655022	0.150086106042766	CESC
HALLMARK_INTERFERON_ALPHA_RESPONSE	-1.2570381164261	0.171301446051168	CESC
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.15752957375259	0.195286195286195	CESC
HALLMARK_UV_RESPONSE_UP	1.16669423044308	0.195286195286195	CESC
HALLMARK_BILE_ACID_METABOLISM	1.14975108652436	0.22582066534479	CESC
HALLMARK_PANCREAS_BETA_CELLS	1.21565006199352	0.240279598077763	CESC
HALLMARK_PROTEIN_SECRETION	1.12957839799231	0.293501048218029	CESC
HALLMARK_TGF_BETA_SIGNALING	-1.16469357927153	0.306675636104626	CESC
HALLMARK_HYPOXIA	-1.06761943774897	0.410474398079045	CESC
HALLMARK_PEROXISOME	1.04448456582993	0.420972062763108	CESC
HALLMARK_ADIPOGENESIS	1.02659670486709	0.459844559585492	CESC
HALLMARK_HEDGEHOG_SIGNALING	-0.990154341022811	0.575378157342404	CESC
HALLMARK_APOPTOSIS	-0.961776509429639	0.65453089385819	CESC
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.818907728320919	0.848388999088618	CESC
HALLMARK_UV_RESPONSE_DN	-0.866447564665361	0.848388999088618	CESC
HALLMARK_NOTCH_SIGNALING	-0.794627255846509	0.848388999088618	CESC
HALLMARK_HEME_METABOLISM	-0.870225482757701	0.848388999088618	CESC
HALLMARK_P53_PATHWAY	0.859149408040121	0.935724629609001	CESC
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.786876363251446	0.982655993431856	CESC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.667062518037921	1	CESC
HALLMARK_MITOTIC_SPINDLE	0.689188327844231	1	CESC
HALLMARK_COAGULATION	2.358666998114	6.25e-10	CHOL
HALLMARK_COMPLEMENT	2.04005604366629	6.25e-10	CHOL
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.20410063657656	6.25e-10	CHOL
HALLMARK_G2M_CHECKPOINT	1.99221812532831	6.25e-10	CHOL
HALLMARK_INFLAMMATORY_RESPONSE	2.16715858710992	6.25e-10	CHOL
HALLMARK_MTORC1_SIGNALING	2.11964432213206	6.25e-10	CHOL
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.99989396855842	6.25e-10	CHOL
HALLMARK_XENOBIOTIC_METABOLISM	2.2310047921871	6.25e-10	CHOL
HALLMARK_KRAS_SIGNALING_UP	1.95203662295218	8.33379207137791e-10	CHOL
HALLMARK_GLYCOLYSIS	1.90399938983659	4.58879245709744e-09	CHOL
HALLMARK_BILE_ACID_METABOLISM	2.01256660690346	1.97828030702264e-08	CHOL
HALLMARK_E2F_TARGETS	1.8560997970048	1.80779541445699e-07	CHOL
HALLMARK_HYPOXIA	1.82144756796377	4.53644800132121e-07	CHOL
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.77500992920551	7.15945652229823e-07	CHOL
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.93253688353452	2.57237328760276e-06	CHOL
HALLMARK_UV_RESPONSE_DN	1.81295137816015	3.30970652474589e-06	CHOL
HALLMARK_MITOTIC_SPINDLE	1.63379470958359	6.27497329159177e-05	CHOL
HALLMARK_ANDROGEN_RESPONSE	1.75380913073578	0.000209230073392151	CHOL
HALLMARK_PANCREAS_BETA_CELLS	1.84629734156191	0.000252857773745034	CHOL
HALLMARK_FATTY_ACID_METABOLISM	1.6526332501465	0.000272076011890566	CHOL
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.56928629454911	0.000381535484177501	CHOL
HALLMARK_UV_RESPONSE_UP	1.62249682259962	0.000421120742458294	CHOL
HALLMARK_ALLOGRAFT_REJECTION	1.53200793645177	0.00158491015406464	CHOL
HALLMARK_ESTROGEN_RESPONSE_LATE	1.51056782204477	0.00161646324043733	CHOL
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.62112755425206	0.00203392758068077	CHOL
HALLMARK_APICAL_JUNCTION	1.48803604857417	0.0038909066576502	CHOL
HALLMARK_APOPTOSIS	1.50037018441861	0.00464294233601909	CHOL
HALLMARK_PEROXISOME	1.53023050600172	0.00908678016248424	CHOL
HALLMARK_IL2_STAT5_SIGNALING	1.43283393754047	0.0107504908082323	CHOL
HALLMARK_PROTEIN_SECRETION	1.50470438394119	0.0149922838445845	CHOL
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.47875792776683	0.0149922838445845	CHOL
HALLMARK_ANGIOGENESIS	1.5545308395098	0.025649255646098	CHOL
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.43937018620536	0.0274614477562601	CHOL
HALLMARK_P53_PATHWAY	1.36084687206129	0.0414899502120597	CHOL
HALLMARK_HEDGEHOG_SIGNALING	1.48201623318912	0.0474448291283902	CHOL
HALLMARK_ADIPOGENESIS	1.30866270776859	0.0565414057063326	CHOL
HALLMARK_MYC_TARGETS_V2	1.36783490553846	0.0811473237943826	CHOL
HALLMARK_SPERMATOGENESIS	1.26943168798348	0.117683756805808	CHOL
HALLMARK_KRAS_SIGNALING_DN	1.22823024504942	0.124458005460093	CHOL
HALLMARK_MYC_TARGETS_V1	1.17518837962726	0.207463465553236	CHOL
HALLMARK_HEME_METABOLISM	1.15852393814659	0.225552412263935	CHOL
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.21322940102117	0.227041883252674	CHOL
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.13488053604202	0.285483366357284	CHOL
HALLMARK_TGF_BETA_SIGNALING	1.12655831522182	0.30405784104921	CHOL
HALLMARK_APICAL_SURFACE	1.10925840479911	0.348279751833051	CHOL
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.04591800729101	0.402756211180124	CHOL
HALLMARK_MYOGENESIS	1.02519932025348	0.460513206544601	CHOL
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.979804390070225	0.556357117873382	CHOL
HALLMARK_NOTCH_SIGNALING	0.681058388729115	0.939270586940976	CHOL
HALLMARK_DNA_REPAIR	-0.676903356865743	1	CHOL
HALLMARK_E2F_TARGETS	2.40222845820915	1e-09	COAD
HALLMARK_G2M_CHECKPOINT	2.50265699848151	1e-09	COAD
HALLMARK_MITOTIC_SPINDLE	2.16353969960301	1e-09	COAD
HALLMARK_MTORC1_SIGNALING	2.21530165154855	1e-09	COAD
HALLMARK_MYC_TARGETS_V1	2.26616608197271	1e-09	COAD
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.83068073629857	0.000881813333269593	COAD
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.82346394975636	0.0018331022875242	COAD
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.57434065559161	0.00195092389064676	COAD
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.5855973094436	0.00352904555179602	COAD
HALLMARK_MYC_TARGETS_V2	1.82888159743879	0.00352904555179602	COAD
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.512762319173	0.00643577813816078	COAD
HALLMARK_P53_PATHWAY	1.39801672650955	0.0554175858024437	COAD
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.47753432215212	0.0739020219595115	COAD
HALLMARK_COMPLEMENT	1.33664440084645	0.0919846893413578	COAD
HALLMARK_ESTROGEN_RESPONSE_LATE	1.26765654309732	0.0919846893413578	COAD
HALLMARK_PROTEIN_SECRETION	1.36367947131721	0.107061475604341	COAD
HALLMARK_HYPOXIA	1.26513697389529	0.107061475604341	COAD
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.25628932942983	0.107061475604341	COAD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.2642680055019	0.107970118550493	COAD
HALLMARK_SPERMATOGENESIS	1.31679218444958	0.11296032453853	COAD
HALLMARK_DNA_REPAIR	1.30005107526604	0.121923928210744	COAD
HALLMARK_ANDROGEN_RESPONSE	1.29484457002143	0.165108598442631	COAD
HALLMARK_UV_RESPONSE_UP	1.21225108468441	0.18875624936231	COAD
HALLMARK_MYOGENESIS	1.19396235628301	0.18875624936231	COAD
HALLMARK_APOPTOSIS	1.21156013786546	0.18875624936231	COAD
HALLMARK_INFLAMMATORY_RESPONSE	-1.19679427746859	0.18875624936231	COAD
HALLMARK_KRAS_SIGNALING_DN	1.2107284826294	0.18875624936231	COAD
HALLMARK_BILE_ACID_METABOLISM	-1.21928676491551	0.222861656510946	COAD
HALLMARK_ANGIOGENESIS	1.2501192687439	0.285423037716616	COAD
HALLMARK_APICAL_JUNCTION	1.12844394888061	0.285423037716616	COAD
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.12201072109672	0.372852953498115	COAD
HALLMARK_ALLOGRAFT_REJECTION	-1.08183874755044	0.424440298507463	COAD
HALLMARK_NOTCH_SIGNALING	-1.12764704351978	0.434001027221366	COAD
HALLMARK_PANCREAS_BETA_CELLS	-1.11771531448723	0.434717806041335	COAD
HALLMARK_TGF_BETA_SIGNALING	-1.04871273686211	0.523748600671677	COAD
HALLMARK_APICAL_SURFACE	1.0397645350475	0.523748600671677	COAD
HALLMARK_XENOBIOTIC_METABOLISM	1.02890363745374	0.523748600671677	COAD
HALLMARK_GLYCOLYSIS	1.01372608032005	0.53030303030303	COAD
HALLMARK_COAGULATION	-0.999871983054735	0.564268525433574	COAD
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.919989671064765	0.722916666666667	COAD
HALLMARK_HEDGEHOG_SIGNALING	0.903422142831565	0.756378414992098	COAD
HALLMARK_ADIPOGENESIS	0.942475738350771	0.756378414992098	COAD
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.886357309185453	0.756378414992098	COAD
HALLMARK_UV_RESPONSE_DN	0.873742762398252	0.868367085362728	COAD
HALLMARK_IL2_STAT5_SIGNALING	-0.871578842701113	0.868367085362728	COAD
HALLMARK_FATTY_ACID_METABOLISM	-0.854136017450209	0.868367085362728	COAD
HALLMARK_KRAS_SIGNALING_UP	-0.8587932960134	0.868367085362728	COAD
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.796744143458734	0.946475195822454	COAD
HALLMARK_PEROXISOME	0.761875724164781	0.961331901181525	COAD
HALLMARK_HEME_METABOLISM	0.68156318411427	0.997093023255814	COAD
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-2.36953854558234	8.33333333333333e-10	ESCA
HALLMARK_FATTY_ACID_METABOLISM	2.24077311795415	8.33333333333333e-10	ESCA
HALLMARK_MTORC1_SIGNALING	2.1433818574153	8.33333333333333e-10	ESCA
HALLMARK_MYC_TARGETS_V1	2.49106286228922	8.33333333333333e-10	ESCA
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.98888867469204	8.33333333333333e-10	ESCA
HALLMARK_XENOBIOTIC_METABOLISM	2.30401076169405	8.33333333333333e-10	ESCA
HALLMARK_MYC_TARGETS_V2	2.42135903356538	6.44185381175085e-08	ESCA
HALLMARK_MYOGENESIS	-1.81632428101199	8.69516783249097e-07	ESCA
HALLMARK_E2F_TARGETS	1.88461365135135	1.14536574538944e-06	ESCA
HALLMARK_ALLOGRAFT_REJECTION	-1.80096923806163	1.30084055422599e-06	ESCA
HALLMARK_ESTROGEN_RESPONSE_LATE	1.75381947916426	1.50491582870542e-05	ESCA
HALLMARK_GLYCOLYSIS	1.7169671232922	1.52001793814499e-05	ESCA
HALLMARK_ADIPOGENESIS	1.69467386291377	3.60063248034375e-05	ESCA
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.04723451888807	5.98378386354201e-05	ESCA
HALLMARK_INTERFERON_GAMMA_RESPONSE	-1.62578999796633	0.000125926278472681	ESCA
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.86500319800507	0.000221550095571759	ESCA
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.60616109395015	0.000311331183878178	ESCA
HALLMARK_KRAS_SIGNALING_DN	-1.58538676332057	0.000679870905033888	ESCA
HALLMARK_APICAL_JUNCTION	-1.53842126422438	0.000958935508576198	ESCA
HALLMARK_PANCREAS_BETA_CELLS	1.83336135806	0.00249734255570146	ESCA
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.52630563266678	0.00508704399086157	ESCA
HALLMARK_INFLAMMATORY_RESPONSE	-1.43904548298872	0.00585329030633567	ESCA
HALLMARK_UV_RESPONSE_DN	-1.46987273467295	0.00814639988610416	ESCA
HALLMARK_BILE_ACID_METABOLISM	1.44633682164671	0.00832137721899813	ESCA
HALLMARK_PEROXISOME	1.45378331552348	0.0121899464626697	ESCA
HALLMARK_COAGULATION	1.28209307995913	0.0578587344717101	ESCA
HALLMARK_KRAS_SIGNALING_UP	-1.30105203998548	0.0615162699927877	ESCA
HALLMARK_IL2_STAT5_SIGNALING	-1.2797109899723	0.075944170771757	ESCA
HALLMARK_G2M_CHECKPOINT	1.19241476578095	0.10298586901824	ESCA
HALLMARK_INTERFERON_ALPHA_RESPONSE	-1.28438273737967	0.126608551266086	ESCA
HALLMARK_HEME_METABOLISM	1.15911992880837	0.16627293043805	ESCA
HALLMARK_DNA_REPAIR	1.18276025147381	0.16627293043805	ESCA
HALLMARK_APICAL_SURFACE	-1.27985221538407	0.189139719341062	ESCA
HALLMARK_TGF_BETA_SIGNALING	-1.23186532225396	0.225225225225225	ESCA
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-1.11437414860743	0.322000653808434	ESCA
HALLMARK_IL6_JAK_STAT3_SIGNALING	-1.137732432547	0.332754094723999	ESCA
HALLMARK_ANGIOGENESIS	-1.17125967899201	0.332754094723999	ESCA
HALLMARK_UV_RESPONSE_UP	1.04344136489214	0.441481994459834	ESCA
HALLMARK_ANDROGEN_RESPONSE	1.04234603676117	0.449043342444358	ESCA
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-1.07435205464691	0.465620827770361	ESCA
HALLMARK_HEDGEHOG_SIGNALING	-1.04944450132975	0.5144553520224	ESCA
HALLMARK_P53_PATHWAY	0.977076850355588	0.577200577200577	ESCA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.94705817987543	0.65957809745835	ESCA
HALLMARK_COMPLEMENT	-0.910625282880005	0.794148380355277	ESCA
HALLMARK_HYPOXIA	-0.872846698440348	0.851051122790253	ESCA
HALLMARK_NOTCH_SIGNALING	-0.791797745845453	0.851051122790253	ESCA
HALLMARK_SPERMATOGENESIS	-0.79909336443956	0.924122019994873	ESCA
HALLMARK_MITOTIC_SPINDLE	-0.794179353328681	0.95426245210728	ESCA
HALLMARK_APOPTOSIS	-0.731102663994417	0.983367585910242	ESCA
HALLMARK_PROTEIN_SECRETION	0.690178838283952	0.989637305699482	ESCA
HALLMARK_ADIPOGENESIS	2.16969367257792	2.63157894736842e-10	GBM
HALLMARK_ALLOGRAFT_REJECTION	3.10832943131693	2.63157894736842e-10	GBM
HALLMARK_APOPTOSIS	2.40417978059347	2.63157894736842e-10	GBM
HALLMARK_COAGULATION	2.47446560221862	2.63157894736842e-10	GBM
HALLMARK_COMPLEMENT	2.60323687026781	2.63157894736842e-10	GBM
HALLMARK_E2F_TARGETS	-2.21309486853012	2.63157894736842e-10	GBM
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.82835363414908	2.63157894736842e-10	GBM
HALLMARK_G2M_CHECKPOINT	-2.39022176722028	2.63157894736842e-10	GBM
HALLMARK_HYPOXIA	2.18569013980019	2.63157894736842e-10	GBM
HALLMARK_IL2_STAT5_SIGNALING	2.52592491571858	2.63157894736842e-10	GBM
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.7422443123357	2.63157894736842e-10	GBM
HALLMARK_INFLAMMATORY_RESPONSE	3.06661353260088	2.63157894736842e-10	GBM
HALLMARK_INTERFERON_ALPHA_RESPONSE	2.76048293667654	2.63157894736842e-10	GBM
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.02706303876729	2.63157894736842e-10	GBM
HALLMARK_KRAS_SIGNALING_UP	2.24172022125956	2.63157894736842e-10	GBM
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.33858669541196	2.63157894736842e-10	GBM
HALLMARK_P53_PATHWAY	2.19529645803065	2.63157894736842e-10	GBM
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.82392889181842	2.63157894736842e-10	GBM
HALLMARK_XENOBIOTIC_METABOLISM	2.20567329467447	2.63157894736842e-10	GBM
HALLMARK_MITOTIC_SPINDLE	-2.09415256531154	4.15907396535674e-10	GBM
