x,g
5.43958727504537,c
-7.90905126734272,c
4.27144696585241,c
9.51114317012018,c
8.20117090459887,c
-18.1094597054201,c
-2.79913636790156,c
6.71068256147616,c
15.969725308728,c
-7.25731828676226,c
9.60575165842922,c
9.56439584955644,c
12.658476866844,c
-2.36956173278826,c
-15.2011407643048,c
3.39553425276409,c
13.9597391114774,c
-11.860622233773,c
-4.04471549545339,c
-2.8710614953888,c
9.42585748336536,c
-10.5473859000695,c
-6.57277510042655,c
-4.14288870494584,c
4.53966693514414,c
-5.53953972735093,c
3.53868528259363,c
1.48285816791759,c
3.76511915338479,c
15.0698710388655,c
-9.27294951743828,c
-5.87141230768207,c
24.5892570971231,c
6.73741880952482,c
3.34424366987236,c
16.0904193654196,c
-11.1539925794361,c
0.101300700978363,c
-10.5235793668426,c
4.33923239686511,c
6.58089617197875,c
-14.4007333073041,c
4.73361208956643,c
-8.0585211781471,c
-7.8546592577368,c
-11.3535060236186,c
-9.11425176570266,c
0.899662727170644,c
-2.36094743705634,c
16.2757912271799,c
5.05200627531372,c
0.374373021065295,c
3.65165210179243,c
-13.9460080161197,c
6.35134655048875,c
-4.77752697766483,c
-8.19974254308089,c
12.5238415532148,c
-13.183499460422,c
5.44261180773572,c
-1.86896998222935,c
6.15963600273154,c
5.27987584050292,c
2.34455289600258,c
-1.12298083113733,c
-13.1629691271597,c
-3.36767522260403,c
4.78410170285932,c
-10.9391157111761,c
12.614055892467,c
0.360151830111959,c
18.8106720811246,c
-8.66455045325077,c
-9.94847763827616,c
-15.1723355076792,c
-0.401771479693711,c
-17.8653778438951,c
9.56246207598753,c
-2.80495841675282,c
-4.11187327780249,c
-4.63430445033935,c
-24.5493700894746,c
3.12886330123849,c
-7.91338176923647,c
2.25465009245639,c
