,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
ENSG00000169136,2.15599817858282e-28,0.273882854987527,0.958,0.651,3.77040961470563e-24,1,ENSG00000169136
ENSG00000160888,4.40539680123879e-28,-0.336612971616099,0.916,0.986,7.7041579260064e-24,1,ENSG00000160888
ENSG00000112081,6.60987468203953e-28,0.261172660516364,1,1,1.15593488439507e-23,1,ENSG00000112081
ENSG00000169288,1.28358434083307e-27,0.28222660324428,1,0.993,2.24473229524888e-23,1,ENSG00000169288
ENSG00000099622,3.77278041358614e-27,0.311011867122984,1,0.967,6.59783838727944e-23,1,ENSG00000099622
ENSG00000117523,6.00529776700084e-27,-0.307957466731303,1,1,1.05020647349311e-22,1,ENSG00000117523
ENSG00000189171,1.33802558476306e-26,-0.306474854360111,0.947,0.986,2.33993914263364e-22,1,ENSG00000189171
ENSG00000145703,1.38838435130035e-26,-0.320094911959185,0.884,0.988,2.42800655355406e-22,1,ENSG00000145703
ENSG00000180694,1.7367808624123e-26,0.251635775966021,0.989,0.8,3.03728237218664e-22,1,ENSG00000180694
ENSG00000162194.1,1.87861449443651e-26,0.281104073678083,1,0.999,3.28532102787056e-22,1,ENSG00000162194
ENSG00000147601.1,2.45720487639231e-26,-0.37453269542224,1,1,4.29715988783488e-22,1,ENSG00000147601
ENSG00000165813,2.53062311542888e-26,-0.288273880770416,0.884,0.994,4.42555370426203e-22,1,ENSG00000165813
ENSG00000196950,2.59513886004884e-26,-0.314738815480688,1,1,4.53837883845341e-22,1,ENSG00000196950
ENSG00000120333,7.00823543491549e-26,-0.33787669880264,1,0.999,1.22560021285802e-21,1,ENSG00000120333
ENSG00000117318,8.36541855606375e-26,-0.404408782177614,1,1,1.46294439708443e-21,1,ENSG00000117318
ENSG00000109084,9.13866136111709e-26,0.263682637706913,1,1,1.59816909883216e-21,1,ENSG00000109084
ENSG00000181061,2.30258338619367e-25,0.25591450241276,1,1,4.02675782577548e-21,1,ENSG00000181061
ENSG00000026025.1,2.65201946282393e-25,0.437692419141535,1,0.95,4.63785163658649e-21,1,ENSG00000026025
ENSG00000133026,4.32857953326642e-25,-0.292384628005049,1,1,7.56981988777632e-21,1,ENSG00000133026
ENSG00000174938,8.48722686929701e-25,-0.309047210280772,0.968,0.999,1.48424623490266e-20,1,ENSG00000174938
ENSG00000043355,1.04613013849518e-24,-0.317674259368905,1,1,1.82947238620038e-20,1,ENSG00000043355
ENSG00000131473,1.298227127944e-24,0.257285528195309,1,1,2.27033960134847e-20,1,ENSG00000131473
ENSG00000146938,2.48650675959358e-24,-0.325572374391709,1,1,4.34840302117725e-20,1,ENSG00000146938
ENSG00000106603,2.76769423546933e-24,-0.258345053259634,1,1,4.84014367898876e-20,1,ENSG00000106603
ENSG00000113328,3.30797948991619e-24,-0.300611418025254,1,1,5.78499453196544e-20,1,ENSG00000113328
ENSG00000124193,1.17285241065496e-23,0.275402373498155,1,0.999,2.0510842957534e-19,1,ENSG00000124193
ENSG00000170561,1.43193200052411e-23,0.297757788891053,0.947,0.608,2.50416268251657e-19,1,ENSG00000170561
ENSG00000039068,2.23715953641281e-23,-0.290543156052993,1,1,3.91234459727872e-19,1,ENSG00000039068
ENSG00000159228,2.33200537616656e-23,-0.351722091814173,0.926,0.986,4.07821100184009e-19,1,ENSG00000159228
ENSG00000104341,3.69788680089359e-23,-0.295880936472126,1,1,6.46686443740272e-19,1,ENSG00000104341
ENSG00000140575,8.04117617111856e-23,-0.328759218032268,1,1,1.40624088880521e-18,1,ENSG00000140575
ENSG00000136108,1.60078834880514e-22,0.278006302148532,1,0.996,2.79945866439042e-18,1,ENSG00000136108
ENSG00000116017,2.98962404876821e-22,-0.286682616491512,0.989,0.997,5.22825453648585e-18,1,ENSG00000116017
ENSG00000241186,4.59953881840935e-22,-0.250480505063394,1,1,8.04367348563428e-18,1,ENSG00000241186
ENSG00000077684,1.14740096640776e-21,-0.263122995893198,1,1,2.00657481005389e-17,1,ENSG00000077684
ENSG00000111196,1.36631175757294e-21,0.270297475105434,1,0.996,2.38940600164356e-17,1,ENSG00000111196
ENSG00000163032,1.40972566776104e-21,-0.330077126807214,0.989,0.992,2.46532824778051e-17,1,ENSG00000163032
ENSG00000139364,1.4720264245357e-21,-0.317269963791307,0.937,0.972,2.57427981122804e-17,1,ENSG00000139364
ENSG00000018625,1.66965134825866e-21,-0.359476881673818,0.895,0.988,2.91988627783475e-17,1,ENSG00000018625
ENSG00000008083,1.74686225075658e-21,-0.291105400332087,1,1,3.05491270412311e-17,1,ENSG00000008083
ENSG00000143375,3.72297498402536e-21,-0.291161878522079,0.779,0.942,6.51073865206354e-17,1,ENSG00000143375
ENSG00000198721,5.70561986683574e-21,-0.266571164814548,0.979,0.997,9.97798802312234e-17,1,ENSG00000198721
ENSG00000183011.1,8.73791120964773e-21,0.262682068240808,1,0.989,1.5280859123432e-16,1,ENSG00000183011
ENSG00000145781,1.0364135886688e-20,-0.251041159282785,0.958,0.988,1.812480083864e-16,1,ENSG00000145781
ENSG00000111752,2.06851466329094e-20,-0.281610783068899,0.989,0.999,3.6174184431632e-16,1,ENSG00000111752
ENSG00000136371,2.47062242962362e-20,0.251799117790611,1,0.957,4.32062450492578e-16,1,ENSG00000136371
ENSG00000203668,2.64842750102257e-20,-0.288418199938649,0.968,0.996,4.63157001378826e-16,1,ENSG00000203668
ENSG00000092964,3.18296814045247e-20,-0.30313532429551,1,1,5.56637468402329e-16,1,ENSG00000092964
ENSG00000116747,1.41344453790868e-19,-0.265166134166287,1,1,2.4718318078947e-15,1,ENSG00000116747
ENSG00000136068,1.6888988062114e-19,-0.252889550057977,0.842,0.96,2.95354623230249e-15,1,ENSG00000136068
ENSG00000138768,4.59396045084701e-19,-0.258030152589326,1,1,8.03391803644125e-15,1,ENSG00000138768
ENSG00000077152.1,5.39678707985419e-19,0.258498588857489,1,0.997,9.437901245249e-15,1,ENSG00000077152
ENSG00000143320,5.9134968598025e-19,-0.305751804805134,0.811,0.947,1.03415233084226e-14,1,ENSG00000143320
ENSG00000135862,7.55986531943809e-19,-0.270046502909608,0.937,0.978,1.32206924706333e-14,1,ENSG00000135862
ENSG00000167004,2.17165004906056e-18,-0.296059592087736,1,1,3.7977816057971e-14,1,ENSG00000167004
ENSG00000166165,2.54018089507303e-18,-0.2769096609701,0.926,0.974,4.44226834930372e-14,1,ENSG00000166165
ENSG00000143248,5.05406519198273e-18,-0.333214266021001,0.926,0.975,8.8385492077394e-14,1,ENSG00000143248
ENSG00000160691,2.27909459246514e-17,-0.250203220368352,0.979,0.994,3.98568062330304e-13,1,ENSG00000160691
ENSG00000198727,3.0589531271782e-17,-0.263690126072486,1,1,5.34949722880923e-13,1,ENSG00000198727
ENSG00000134369,7.28656991503666e-17,-0.270437699265575,0.979,0.989,1.27427534674161e-12,1,ENSG00000134369
ENSG00000255823,7.78925397704499e-17,0.296834316675134,1,1,1.36218473550563e-12,1,ENSG00000255823
ENSG00000184110.1,1.09682860394737e-12,0.251000418131964,0.979,0.972,1.91813386258315e-08,1,ENSG00000184110
ENSG00000131969,2.87769295061257e-11,-0.325556112862895,0.842,0.867,5.03250943203127e-07,1,ENSG00000131969
ENSG00000256045,2.56175900901654e-10,0.280557622068593,0.989,0.979,4.48000415496813e-06,1,ENSG00000256045
ENSG00000163106,1.19206669470339e-09,-0.27193200728042,0.758,0.844,2.08468623569729e-05,1,ENSG00000163106
ENSG00000183513,1.43731756374998e-09,-0.418662515208151,0.979,1,2.51358095548597e-05,1,ENSG00000183513
ERCC-00060.1,1.79418682609638e-08,-0.321835765135608,0.916,0.978,0.000313767392147734,1,ERCC-00060
ERCC-00096.1,4.23123500613866e-08,-0.599429611142877,1,1,0.00073995837787353,1,ERCC-00096
ENSG00000154556.1,1.40092085814644e-07,-0.315906141342887,0.989,0.971,0.00244993039672649,1,ENSG00000154556
ERCC-00002.1,3.05250426183522e-07,-0.592329157426631,1,1,0.00533821945309744,1,ERCC-00002
ERCC-00043.1,4.1948101729165e-07,-0.456426973440837,1,0.997,0.00733588403039637,1,ERCC-00043
ERCC-00112.1,5.28788743601705e-07,-0.257652484458052,0.874,0.931,0.00924745754810662,1,ERCC-00112
ERCC-00042.1,3.99734820625095e-06,-0.399563368066253,1,0.999,0.0699056254309166,1,ERCC-00042
ERCC-00113.1,6.24686421352641e-06,-0.525334367496023,1,1,0.10924516136615,1,ERCC-00113
ERCC-00130.1,9.02028699721119e-05,-0.525260229725204,1,1,1,1,ERCC-00130
ERCC-00003.1,0.00138275682130209,-0.47023269245717,1,1,1,1,ERCC-00003
ENSG00000189306,0.00166524392191223,0.332356594916699,0.947,0.862,1,1,ENSG00000189306
ERCC-00004.1,0.00205083388843946,-0.499193585607243,1,1,1,1,ERCC-00004
ERCC-00136.1,0.00218066971891236,-0.486271503846305,1,1,1,1,ERCC-00136
ERCC-00145.1,0.00643384861800973,-0.349183519265548,1,1,1,1,ERCC-00145
ERCC-00046.1,0.00662612039325975,-0.471637682689148,1,1,1,1,ERCC-00046
ENSG00000164265.1,3.43369433121811e-50,0.472288773053002,1,0.368,6.00484464643424e-46,2,ENSG00000164265
ENSG00000185885,4.7730195374914e-47,0.526546166570523,1,1,8.34705656716496e-43,2,ENSG00000185885
ENSG00000112695,2.37488822042482e-44,0.314780275464677,1,1,4.15320451987893e-40,2,ENSG00000112695
ENSG00000114023,1.09791603469497e-43,0.530283482858158,1,1,1.92003556147456e-39,2,ENSG00000114023
ENSG00000166426.1,1.79866533331804e-42,0.542214981039058,1,0.999,3.14550593490658e-38,2,ENSG00000166426
ENSG00000134333,2.49169366724309e-42,0.441857388419524,1,1,4.35747388527472e-38,2,ENSG00000134333
ENSG00000184674.1,2.63434899160639e-42,0.464034605668265,0.989,0.546,4.60694951652125e-38,2,ENSG00000184674
ENSG00000102144,3.47186847830672e-42,0.449906334478344,1,1,6.0716035948628e-38,2,ENSG00000102144
ENSG00000136810,6.39456173079006e-40,0.255374455255842,1,1,1.11828095548057e-35,2,ENSG00000136810
ENSG00000166347,2.35169797860829e-39,0.385117517405452,1,1,4.11264942499018e-35,2,ENSG00000166347
ENSG00000131143,4.70495404564031e-39,0.254092353101191,1,1,8.22802363501577e-35,2,ENSG00000131143
ENSG00000163191,5.68812377445611e-39,0.424345541335742,1,1,9.94739085676884e-35,2,ENSG00000163191
ENSG00000106153.2,2.74257426770874e-38,0.676885514572948,1,0.616,4.79621387936904e-34,2,ENSG00000106153
ENSG00000167863,3.09608035690705e-37,0.311634769252775,1,1,5.41442532815905e-33,2,ENSG00000167863
ENSG00000143771,3.96329098320146e-36,0.329986358786148,1,1,6.93100327142271e-32,2,ENSG00000143771
ENSG00000116161,1.18624751509848e-35,0.306458676903152,1,1,2.07450965440423e-31,2,ENSG00000116161
ENSG00000196683,1.47228606813438e-35,0.283481131882056,1,1,2.57473387595341e-31,2,ENSG00000196683
ENSG00000163041,3.13764552719645e-35,0.288272287897116,1,1,5.48711449796115e-31,2,ENSG00000163041
ENSG00000112972.1,6.66244054583403e-35,-0.405666286460879,1,1,1.16512760265546e-30,2,ENSG00000112972
ENSG00000135940,1.75352367848548e-34,0.252280984385369,1,1,3.0665622089354e-30,2,ENSG00000135940
ENSG00000198865.1,1.11180919636441e-33,-0.688861557228674,0.021,0.759,1.94433192260209e-29,2,ENSG00000198865
ENSG00000163032.1,2.1122181235158e-33,0.386958202726258,1,0.99,3.69384705440443e-29,2,ENSG00000163032
ENSG00000176171,2.22354275509695e-33,0.416028994682256,0.915,0.535,3.88853157011354e-29,2,ENSG00000176171
ENSG00000128052,9.03175259755388e-33,0.25746807904265,0.957,0.566,1.57947289426022e-28,2,ENSG00000128052
ENSG00000106591,3.86901888558768e-32,0.268980944044169,1,1,6.76614022711574e-28,2,ENSG00000106591
ENSG00000179059.1,4.26245182478913e-32,-0.396835429675867,0.989,0.999,7.45417575119123e-28,2,ENSG00000179059
ENSG00000120675,1.28322228340962e-31,0.305733519607004,1,1,2.24409912922674e-27,2,ENSG00000120675
ENSG00000138495,6.54204801801368e-31,0.293178605960311,1,1,1.14407335739023e-26,2,ENSG00000138495
ENSG00000120333.1,7.49174946387348e-31,0.338949615000558,1,0.999,1.31015714624219e-26,2,ENSG00000120333
ENSG00000108424,2.73369060152816e-30,-0.252487388639796,1,1,4.78067812395245e-26,2,ENSG00000108424
ENSG00000026025.2,2.14117666780872e-29,-0.536696556948755,0.862,0.968,3.74448975666389e-25,2,ENSG00000026025
ENSG00000132507.1,2.5026875756529e-29,-0.607178749102715,1,1,4.37670003230179e-25,2,ENSG00000132507
ENSG00000163382,3.48773781524566e-29,0.355783841945082,1,0.983,6.09935589130161e-25,2,ENSG00000163382
ENSG00000100632,5.86839756831873e-29,-0.28228275596564,1,1,1.02626536674758e-24,2,ENSG00000100632
ENSG00000240972.1,6.79580966529462e-29,0.32550576361286,1,1,1.18845119426672e-24,2,ENSG00000240972
