id	fc	log2fc	pvalue	padj
NSMCE2	4.14107790580435	2.05000634428237	2.53698765908084e-40	7.92845589884983e-38
KIF2C	11.6861073011678	3.54672253608698	2.65435398698365e-40	8.21548081605931e-38
HM13	2.7237031488158	1.4455694753513	2.76260920818876e-40	8.46910740975123e-38
UCK2	4.78501087602502	2.25852220386899	3.0651048238066e-40	9.30779803523685e-38
C1ORF35	3.7232699700849	1.89657022816412	3.70340614889068e-40	1.11410224791254e-37
NAT9	3.78007647427068	1.91841542173075	5.63908530197397e-40	1.68070848875222e-37
LRRC14	3.92389703742098	1.97228718591214	5.85011015574592e-40	1.72760730094776e-37
DAP3	2.71342578344161	1.44011544919071	6.16006766329701e-40	1.80260380012607e-37
CENPM	11.6963786887344	3.54799002157719	6.83483999017174e-40	1.98204202201476e-37
GMNN	6.26679679930204	2.64772821454121	7.39415032134955e-40	2.12509200619572e-37
SNAPIN	2.75012087030465	1.4594950277853	8.14301401731543e-40	2.3196060017997e-37
PPP1R35	3.63284429355264	1.86109953208056	9.76234405237774e-40	2.7564920412455e-37
UFC1	2.66233971439897	1.4126946708023	1.05325230208318e-39	2.94809898710916e-37
STX4	2.54309641800497	1.3465861608643	1.26794871769238e-39	3.51844838567241e-37
PVALB	0.341670701027716	-1.54932155591244	1.4296110968473e-39	3.93314116208699e-37
PTTG1	9.68009276088996	3.27502087240015	1.71720463841736e-39	4.68433051745901e-37
NOL7	2.64186538156429	1.40155695473853	1.8033819812008e-39	4.87807248679602e-37
ILF2	3.48017920079719	1.79916159499503	2.16366371427865e-39	5.80384760824296e-37
ZWINT	9.64437212254218	3.26968731757139	2.24390883314382e-39	5.96935383719556e-37
KRTCAP2	3.2917451717102	1.71885265479359	2.52320662450882e-39	6.65733590461594e-37
SUGP1	2.308655758428	1.20705307019588	2.54434099122385e-39	6.6585196883337e-37
NUDT1	5.71150836337003	2.51387180005084	2.77496346387201e-39	7.20349184988518e-37
SAP30L	2.40154824514272	1.26396479143146	2.88087242403782e-39	7.41859219658827e-37
TK1	9.61684109863676	3.2655630811329	3.10266632737259e-39	7.91583954133036e-37
PDCD5	3.25437207703557	1.70237920583733	3.12315269734678e-39	7.91583954133036e-37
C16ORF59	6.61309934454034	2.72532657446105	3.21438801898394e-39	8.08343249555265e-37
MRGBP	3.31495834414375	1.72899074150685	3.5682779491498e-39	8.9038216205568e-37
SAC3D1	4.17330065505419	2.06118885971729	3.66156851389598e-39	9.06632529952291e-37
PSMD4	3.86848375948435	1.95176821719568	3.99753400734703e-39	9.82264291316745e-37
FAM189B	4.92926259879344	2.30137184038945	4.95325785757451e-39	1.20788194831414e-36
SPSB2	4.65110475683836	2.2175734340507	5.51710122577733e-39	1.33526294253043e-36
NARF	3.22789833818771	1.69059514202894	6.40574465748609e-39	1.5387650356703e-36
CDC20	13.3925426635352	3.74335798682863	6.57855359114347e-39	1.56857082626161e-36
ELOVL1	3.33473265678511	1.73757110618037	7.01748625527864e-39	1.66092547846444e-36
MIIP	3.35552133887172	1.74653693172302	7.718495313885e-39	1.81350836247186e-36
ZC3H3	3.52081560076955	1.81590966945558	8.08557763881563e-39	1.8859902798249e-36
GPS1	2.54308027083752	1.34657700056971	8.89132456195656e-39	2.05901328291237e-36
MELK	9.71045410228757	3.27953876380098	9.04330129960052e-39	2.07924875380601e-36
SLC50A1	4.26047982185213	2.09101591815645	9.20468490456483e-39	2.10134469782296e-36
TIGD5	4.32431818298888	2.1124726803648	9.76275794276452e-39	2.20878487624024e-36
POLR2K	3.07116853358872	1.61878768388695	9.81255203026977e-39	2.20878487624024e-36
ADAMTS13	0.214127635173077	-2.22345709386595	1.07304006825013e-38	2.39861713589608e-36
PCNXL3	3.40318894066825	1.76688725009758	1.20769292452321e-38	2.68099500327431e-36
KIAA1522	5.44661574901214	2.44536009068694	1.22065994889516e-38	2.69122075993058e-36
DUS1L	2.51661649723286	1.33148538348552	1.48014699481832e-38	3.24111915756509e-36
TRIM11	3.33865411966321	1.73926663976413	1.49565970477569e-38	3.25295879979896e-36
NSUN5	3.17873293698372	1.66845181274077	1.63897798221687e-38	3.54074243419991e-36
DHX34	3.65460778748321	1.86971658444994	1.73577501550681e-38	3.72485746494325e-36
GRK6	3.19897973962013	1.67761185533507	1.92386760353637e-38	4.10115061524716e-36
SUV39H1	3.29244180678075	1.71915794137449	2.06700371775056e-38	4.36554203434365e-36
GPR182	0.280794300886091	-1.83241444046573	2.07501920300282e-38	4.36554203434365e-36
NEK2	7.43967570228884	2.89523973519128	2.25781420387335e-38	4.69164092914551e-36
UFD1L	2.63849312552598	1.39971422465951	2.268294708472e-38	4.69164092914551e-36
RFXANK	3.75522331642855	1.90889870478992	2.27374564275591e-38	4.69164092914551e-36
FLVCR1	4.6623413628354	2.22105463819485	2.51483093480011e-38	5.13330265754057e-36
ACOT8	2.27404404951198	1.18526020031503	2.51968629001029e-38	5.13330265754057e-36
GPM6A	0.28406082060998	-1.8157282348825	2.79208679573884e-38	5.65248313635456e-36
TMEM120B	2.87935539695446	1.52574587079767	3.29368862441968e-38	6.62628394571532e-36
CDKN2A	12.2888842863446	3.61928203357391	3.31954767236402e-38	6.6368273307904e-36
TCOF1	3.45273161687315	1.78773819690366	3.8579397487567e-38	7.66563102300798e-36
GLI4	4.0699691451676	2.02501785732139	4.48915804303634e-38	8.86512320535564e-36
TMEM104	3.21659383933558	1.68553377777807	5.11709003192152e-38	1.00435372583855e-35
CDK1	10.9129666039253	3.44797143513636	5.2615199384668e-38	1.02644281999581e-35
STIP1	3.65035192825117	1.86803556006585	5.43550882571147e-38	1.05399755175197e-35
VPS16	2.50307786843555	1.32370317263167	5.67226813188758e-38	1.09332119100197e-35
SART1	2.46361782958284	1.30077847432499	5.78319150526442e-38	1.10806637716045e-35
RFC4	5.62458445551088	2.49174651390854	6.03260345415304e-38	1.14901463068481e-35
RRP9	3.25602607938516	1.7031122550246	6.33225244918079e-38	1.19899337698047e-35
BCO2	0.151963386528966	-2.71820432671819	6.50431980523909e-38	1.22092941195018e-35
ZNF692	4.53245918555979	2.180294028672	6.52396343022244e-38	1.22092941195018e-35
KIF4A	7.46788719018258	2.90070013439414	6.66756950503923e-38	1.2405918774434e-35
PTGES3	2.51750519452494	1.33199475503748	8.06407078633534e-38	1.49180675023763e-35
HAX1	2.41279185775157	1.27070346518421	8.13424284675709e-38	1.49618938853865e-35
TROAP	8.94082113331972	3.16040733594631	8.58282660014956e-38	1.56973071268304e-35
LSM4	3.5650929619856	1.8339396963177	9.22974667112503e-38	1.67851025760929e-35
FAM83D	7.89763898436412	2.98142142105585	9.33017185909783e-38	1.68724102231742e-35
CCT6A	3.35902028548318	1.74804050818855	9.63266698256447e-38	1.73221182961881e-35
CNPY2	2.18587366453846	1.12821002094997	1.02313442819553e-37	1.82964856162143e-35
KIF20A	10.4662785713914	3.3876766583618	1.11694702463842e-37	1.98637612022576e-35
APOA1BP	2.74558810479845	1.45711520751833	1.13562292751855e-37	2.00849266010409e-35
TUBG1	4.16022863673403	2.05666281779382	1.21271099829241e-37	2.13311225814396e-35
CDC45	7.78121898929482	2.95999618246747	1.32018154594051e-37	2.30952846642821e-35
MANBAL	2.95191518463928	1.56165127002359	1.34599254525707e-37	2.34195427239351e-35
PGP	3.86550693595993	1.95065762657889	1.36361314665554e-37	2.35985718159652e-35
HJURP	9.47599602488684	3.24427759337793	1.42887744735629e-37	2.45957947341987e-35
ACBD6	3.29415480015683	1.71990835232326	1.64533840137924e-37	2.8171169043615e-35
TMED9	2.51431193005321	1.33016364419938	1.72005382770286e-37	2.92946098729774e-35
CDC6	10.0305808320136	3.32633324412794	1.97542360256133e-37	3.34667949172877e-35
TBCE	3.23404933340094	1.69334168639043	2.03710588412768e-37	3.43311001592596e-35
CENPB	2.54134939099379	1.34559473430605	2.2730737467695e-37	3.79833807098635e-35
TMEM199	2.34539695741452	1.22983211891421	2.27742162757578e-37	3.79833807098635e-35
DRAP1	2.65796981867513	1.4103247228628	2.49224466339643e-37	4.13519914794164e-35
JMJD4	3.02966106103563	1.59915640329746	2.54696603667339e-37	4.20432255151179e-35
CDK5	3.10157827699433	1.63300253580971	2.93998436132072e-37	4.82832431666085e-35
STMN1	8.30470753262297	3.05392936160558	3.075814811736e-37	5.02575649619138e-35
NUF2	9.07785866883909	3.1823520274527	3.09444026435653e-37	5.03065341764507e-35
HSPB1	5.55977749226776	2.47502714603775	3.14622785953166e-37	5.08914213921932e-35
BRMS1	2.97172085370127	1.57129860379878	3.17818402031432e-37	5.11512827149488e-35
POLR2G	2.83234823799366	1.50199865607771	3.44013990288003e-37	5.49129645089964e-35
CEP250	3.44032889929257	1.78254649478092	3.44602778303684e-37	5.49129645089964e-35
FEN1	5.37157413000386	2.42534492932113	3.58044044824546e-37	5.67737919155532e-35
HMMR	7.90874184375947	2.98344820289769	3.63487399787874e-37	5.7354391724372e-35
MRPS21	3.26242959168036	1.70594676640906	4.83630259594275e-37	7.59393874442932e-35
BLOC1S3	3.36121313325624	1.74898202629448	4.89535615544249e-37	7.64935045085138e-35
DEDD	2.53566778453911	1.34236574035357	5.3493386076685e-37	8.318350746002e-35
RBCK1	3.09367716528132	1.62932265498082	6.13432138931224e-37	9.45900504648453e-35
ZNF865	2.98269337997755	1.57661567665997	6.14163861789825e-37	9.45900504648453e-35
MRPL53	3.81589878090339	1.93202290346464	6.50345984954248e-37	9.96856519509157e-35
PRKRIP1	2.89981243426358	1.53595958682329	6.93408767917908e-37	1.05782629528481e-34
OIT3	0.114795658248098	-3.12286001683187	7.24112986485337e-37	1.09722006472168e-34
ZNF205	2.94675826002452	1.55912871252546	7.26048879386494e-37	1.09722006472168e-34
COPS6	2.47841431777819	1.30941738370103	7.86668675203025e-37	1.18327467224814e-34
ZNF341	2.55387480234368	1.35268780207074	8.12387065914159e-37	1.21627568673074e-34
SKA1	7.93314181222592	2.98789233872205	8.68352727784986e-37	1.29404657197551e-34
NCAPG	9.37863394599572	3.22937780090057	8.81972917281479e-37	1.30828692324302e-34
RECQL5	2.92360497365491	1.54774839301098	9.25015641520699e-37	1.36584075618852e-34
PYGO2	4.08608482914058	2.03071915544414	9.78274763025406e-37	1.43788522132533e-34
ANKRD39	2.37106917039685	1.24553775068702	9.95946338897716e-37	1.45720530467175e-34
HIGD1B	3.65226793384835	1.86879260668447	1.01589171785194e-36	1.47966237583421e-34
CDKN2AIPNL	3.07353088882154	1.61989698415141	1.06318668186847e-36	1.5415727974173e-34
TMEM79	3.01648444530286	1.59286814303331	1.21245433999964e-36	1.75012075113222e-34
ORMDL2	2.41811201041968	1.27388107384024	1.27026429966002e-36	1.82538114025698e-34
ZNF282	2.80900364509962	1.49005849657671	1.39976162127572e-36	2.00253008121085e-34
ZBTB17	2.59563667624186	1.37608845650062	1.54446911247691e-36	2.19977505581944e-34
TSEN54	3.48941435759465	1.80298492345735	1.75790819375108e-36	2.49274479509487e-34
TACC3	7.54051181889261	2.91466245101621	1.85374206729474e-36	2.61710979842765e-34
CCDC137	3.63218958553687	1.86083950741285	1.92227319667725e-36	2.70201100121589e-34
ERI3	2.5885209156322	1.37212797543544	2.15487611935827e-36	3.01579597417492e-34
COPZ1	2.21519761897741	1.1474354081262	2.17940208723293e-36	3.03691661410999e-34
LIN37	2.92656605138082	1.54920884006369	2.44465667820867e-36	3.39185576788185e-34
PIGT	3.06582768759546	1.616276613749	2.47943689217447e-36	3.42534738721906e-34
SCRIB	4.14574649376235	2.05163190048649	2.70892440019948e-36	3.7263917742744e-34
CCDC107	3.07030412704091	1.61838156792195	2.7263626592661e-36	3.7344207506007e-34
CENPA	8.04284349669095	3.00770564733933	2.77599761398079e-36	3.78629606764524e-34
PRC1	8.37367529540566	3.06586097602061	3.06138947521506e-36	4.15793526656952e-34
AURKB	9.82453575841916	3.29638923690301	3.11903567475566e-36	4.21843022414747e-34
CUL7	3.50039468868581	1.80751760300222	3.18965776411425e-36	4.29589513678132e-34
SUV420H2	3.66223697275231	1.87272514677516	3.26696533325828e-36	4.36977400590579e-34
SNRPB	4.11441629898549	2.04068777395442	3.27166278984527e-36	4.36977400590579e-34
TBC1D7	2.8679254473257	1.52000752119063	3.30001819636501e-36	4.3894332943303e-34
CCDC97	3.0321640828243	1.60034782576224	3.36114625054052e-36	4.45234307237238e-34
FIBP	2.55429339514069	1.35292424759501	3.56495483401599e-36	4.70296439148117e-34
DPH2	3.35841755422269	1.74778161263237	4.2380276747037e-36	5.568076441675e-34
PCGF1	2.39533577354466	1.26022790434296	4.54408016318567e-36	5.94591042165787e-34
SEMA3F	3.16033407003729	1.66007706970359	4.58606683644746e-36	5.97655487442945e-34
DDX39A	4.60598478066106	2.20350964410924	4.60901237986189e-36	5.982237882878e-34
CD2BP2	2.75348289438663	1.46125764598281	4.9795738645964e-36	6.43724912158609e-34
SAE1	3.52318387133247	1.81687976956387	5.63324979172356e-36	7.25314710183159e-34
C12ORF73	2.5601137590107	1.35620791800426	5.79801584287953e-36	7.43555107436053e-34
SCAF1	2.55039914812303	1.35072305255627	5.93870862314734e-36	7.58575761390833e-34
CYHR1	3.11811475330321	1.64067402328107	5.98417513284593e-36	7.61362108107422e-34
TECPR1	2.63448419274053	1.39752052337308	6.41209164832249e-36	8.1259377192068e-34
SAMD4B	2.78902881632274	1.47976284040823	6.49917371446957e-36	8.20399618412004e-34
RALY	3.22216311611064	1.68802952968921	7.8781759170392e-36	9.90588299193651e-34
KCNN2	0.206125588297723	-2.27840448366005	8.5697747556583e-36	1.07335595178944e-33
EDC3	2.97482642963877	1.57280549483924	8.96326627395324e-36	1.11828906237318e-33
THY1	6.50319078019121	2.70114774787451	9.66680394270541e-36	1.20140830931175e-33
ZNF335	2.74737963805967	1.45805627848914	1.14182692145954e-35	1.41362564518697e-33
POLA2	3.92271072604315	1.97185095012558	1.21623014675231e-35	1.49997058213832e-33
CTD-2517M22.17	6.74041382967344	2.75283716880919	1.22854044626518e-35	1.50936978720725e-33
YIPF3	2.21854475241187	1.14961365544864	1.26062992453146e-35	1.54290557569366e-33
MCM7	5.39590014551633	2.4318636505654	1.2847497404747e-35	1.5664700528841e-33
GINS1	6.53132674992773	2.70737608535775	1.42328190188845e-35	1.72883098641084e-33
ATP6AP1	2.83053784807958	1.50107621455217	1.51351696387705e-35	1.83152622369317e-33
IRAK1	4.34373829969493	2.11893718668153	1.53184464672897e-35	1.84676207241793e-33
CPEB3	0.241719361957522	-2.04859505587025	1.65775107449846e-35	1.99109512451608e-33
CDKN2C	7.04032373205239	2.81564176918763	1.72101077211662e-35	2.05939091983874e-33
MARK4	3.05752209774674	1.61236292563555	1.7476714248912e-35	2.08354798132677e-33
MND1	4.74969103923845	2.24783367120033	1.770704386556e-35	2.10321784128602e-33
SPDL1	4.34573312095221	2.11959957882176	1.80559724339903e-35	2.13677829660925e-33
SKA3	6.5961447972049	2.72162306886583	1.82745233548621e-35	2.15472026472401e-33
PSMC3	2.14253134275057	1.09931630944866	1.87782798612006e-35	2.20603668048243e-33
ASF1B	9.65088125982691	3.27066068653952	1.93290285185931e-35	2.26248035994543e-33
CXORF36	3.07711012080709	1.62157607444802	2.19230949494667e-35	2.55682066423327e-33
PLOD3	3.49504754467944	1.8053120813537	2.57070036826261e-35	2.98730231602907e-33
ATRIP	2.48651444075828	1.31412480980541	2.59470965303364e-35	2.99622362069003e-33
HAUS5	3.34891924756209	1.74369558878088	2.59699397363235e-35	2.99622362069003e-33
SNF8	2.58808285301331	1.3718838034657	2.81241918633145e-35	3.23317718531511e-33
ASPM	7.49837663635562	2.90657829265131	2.84479168194525e-35	3.25875442883045e-33
HAMP	0.0179072738665973	-5.80331046599057	2.96406987408037e-35	3.38334911974373e-33
ARFGAP1	2.93276746099928	1.55226268440444	3.19090356747184e-35	3.62939911425268e-33
ZNF526	2.41617133072865	1.27272275980731	3.52718679897906e-35	3.99674018257376e-33
PKMYT1	6.6318911224913	2.72942032192244	3.5386963000824e-35	3.99674018257376e-33
PLK1	8.83052130247154	3.14249860868811	3.60549730962496e-35	4.05794940208104e-33
RABIF	2.8119644231795	1.49157834162695	3.66075798269479e-35	4.10578880505097e-33
IK	2.30752864920894	1.20634855981692	3.85074971757241e-35	4.30388134232425e-33
DTL	7.80607275891963	2.96459690992564	3.97205054078935e-35	4.42409463174632e-33
COX4I2	4.73079612148425	2.24208298776534	4.14285953087952e-35	4.59843122205107e-33
CHRM2	0.677709140574445	-0.561261865013352	4.21775696555653e-35	4.66547694035393e-33
MCM2	9.70608155412743	3.27888898221636	4.23571758744877e-35	4.66929840487632e-33
BRAT1	2.58618021459194	1.37082281097152	4.5001865499254e-35	4.94390801554774e-33
AKAP8L	3.04095257234792	1.60452331581888	4.60088854455497e-35	5.03734698505714e-33
IRGQ	2.80208410738161	1.48650026036589	4.62201807367549e-35	5.04332677198442e-33
TAF10	2.60177643486472	1.37949699965409	5.38474724180104e-35	5.85573070832208e-33
C14ORF93	2.71117329709337	1.43891733260263	5.64333388290861e-35	6.11257143050015e-33
IRF3	3.06297819352244	1.61493509589246	5.65890921211919e-35	6.11257143050015e-33
SPC25	5.73607690092145	2.52006436571247	5.8883303448325e-35	6.33911255751884e-33
EBNA1BP2	2.85489467358992	1.51343752082717	5.94386990258907e-35	6.37668517217324e-33
ARL16	3.66795146171648	1.87497454776496	5.96285139900011e-35	6.37668517217324e-33
DSN1	4.12953093882947	2.04597791950041	6.59303441696246e-35	7.02725777641075e-33
PRPF6	2.51901700594624	1.33286086177501	7.07717421858847e-35	7.51838814924569e-33
TONSL	4.79685174939234	2.26208785256389	7.249979409059e-35	7.67663115783553e-33
PSMB5	2.19584336149829	1.13477514466664	7.77031985610743e-35	8.20061724092597e-33
GBA	4.03562964595706	2.01279378285424	8.23174125347864e-35	8.65919997412497e-33
CORO1B	2.93018743424836	1.5509929519553	8.9763122277241e-35	9.41167799016974e-33
NUSAP1	8.02202598283266	3.0039666389576	9.39447294216479e-35	9.818139270628e-33
ZFPL1	2.84396510451382	1.50790376318035	9.57275634618243e-35	9.97208589085004e-33
LAGE3	3.71736584358065	1.89428067763928	9.98430267390721e-35	1.03672489925935e-32
TPM3	3.02719499463592	1.59798160834468	1.03456247277416e-34	1.06913695800147e-32
PDRG1	3.03321433972613	1.60084744848436	1.03797096523196e-34	1.06913695800147e-32
CCDC34	4.52838704875246	2.17899727297803	1.03960939406151e-34	1.06913695800147e-32
JTB	2.13781511124101	1.09613708709499	1.18719019395448e-34	1.21702118322295e-32
CYP1A2	0.0142013883319573	-6.13782421485303	1.20896801209928e-34	1.2354117886179e-32
AATF	2.84121048307146	1.50650571348279	1.21980865562882e-34	1.24254496253279e-32
MNF1	3.28280378933151	1.71492852370994	1.23428658543102e-34	1.25332652676464e-32
