SYMBOL,log2fc
cl1511_1,1.94658093433827
tha4,0.0584378615021706
tha9,-0.379347908310592
rpl29,-1.10797616932541
LOC541791,1.82387561909854
Bk2L3,1.60447594802827
csu134,1.71735492814332
vdac1b,1.65973168890923
vdac2,-1.40414490085095
es1,-1.67626242525876
si1,1.22127196937799
ys1,0.451042521744967
CesA-1,1.77982528228313
cesa5,-0.925822341814637
cesa6,1.00015288963914
cesa7,-0.396128146909177
cesa8,1.55027226172388
CesA-9,-0.919311081059277
pp2c-1,1.0753355845809
glct1,1.94796135183424
LOC541810,-0.273524466902018
cop2,0.753033997491002
CRS2,1.38396657444537
RIP,0.236552706919611
LOC541815,1.93398201465607
phb2,-1.72851970605552
phb3,0.274942219257355
phb4,-0.846046975813806
stm1,-0.0400173468515277
hir2,1.22772464156151
hir3,0.778941252268851
Hcf106C,-0.193122454918921
ckb1,1.32390845380723
pco084367(373),0.913937288336456
LOC541825,-0.177369504235685
LOC541826,-0.878195344470441
met2a,-0.414006258361042
gst10,0.56959780305624
gst11,-1.21317977178842
gst12,-0.205455917865038
gst13,-1.90116074029356
gst14,1.41671296861023
gst18,-0.175624318420887
gst19,-0.765365080907941
LOC541836,-0.35110900644213
gst24,0.887312607839704
GST25,-1.89931640028954
LOC541839,-1.05681080278009
gst28,0.789725678041577
gst30,-0.654257098212838
gst31,0.909383430145681
gst32,1.30639144498855
gst23,0.279637013562024
gst37,-1.86275083571672
GST38,-0.199965387582779
GST39,-1.01387902908027
gst41,1.09771189000458
gst42,-0.512434522621334
cax1,0.460406767204404
wx1,-1.49936824385077
igl1,1.46452579367906
lox1,0.573412124998868
LOC541857,1.40662285499275
krp4,1.64585256855935
LOC541859,-1.06758614443243
LOC541860,0.55883904453367
LOC541861,0.926652162335813
LOC541863,0.506704690866172
LOC541864,-0.780891900882125
LOC541865,-0.880006504245102
prpo2,0.790317101404071
akin1,1.99251645989716
spp1,-1.35341000929475
RPS10,0.0236646719276905
crs1,1.17336280737072
LOC541871,0.120986768044531
isr1,-1.39024273212999
hmt1,1.64737651590258
HMT-2,-1.22533412091434
TIDP2897,-1.27275633160025
hmt4,1.09429033845663
sxd1,1.12299866229296
dnp2,-1.91126540675759
LOC541879,0.411392715759575
LOC541880,1.07597932498902
czog1,0.588460387662053
glk1,-1.60615850612521
rpd3,1.88149815797806
nip2b,1.96470109559596
nip3a,0.757505292072892
PIP1-4,1.66806733235717
pip1f,-0.329896471463144
pip2e,-0.897691572085023
pip2c,-1.05072381999344
pip2d,-0.23347492236644
pip2f,0.639375980012119
sbip1b,-1.34161175135523
tip2,-0.0359989032149315
tip2a,-0.445468508638442
tip2b,-1.41034857090563
tip3a,-1.98630626965314
tip4a,-0.66103142965585
tip5,-0.135798128321767
umc1301,-0.377694417722523
gpm823,-0.86204978171736
fps1,0.874826190061867
expa1,-0.945712963119149
umc2632,-1.50289553310722
EXPA5,-0.984621131792665
LOC541908,-1.25672925356776
expB4,1.06651949603111
LOC541910,-1.26717146672308
LOC541911,0.363150945864618
tip3b,-1.80512550845742
rf2c,-1.11304544564337
aldh5,0.266378911212087
umc1775,1.67135952226818
cycD1,1.50528892781585
sfp1,1.70000515226275
LOC541918,-0.423029418103397
pdc3,0.855286433361471
gz50,-0.812474847771227
dzs18,0.906312232837081
dzs10,1.86122161056846
z1D_2,0.150851133279502
z1C2,1.67088160756975
z1C1_4,-0.580582692287862
z1C1_12,-1.2672140467912
glb3,-1.21059785969555
LOC541928,1.33328141458333
cl2-1,0.863419390283525
GTPase,-1.14031379111111
hda101,0.350811326876283
umc1540,-1.82601303048432
pco060604,0.674954250454903
nfc102,-1.48779807891697
sgb101,1.59033133462071
sgb102,1.40756241511554
orc1,-0.856076464056969
orc2,-1.79630853515118
orc4,1.80702323280275
LOC541940,-1.87725417129695
csu503(met),-1.81546685937792
LOC541944,1.95939896535128
LOC541946,-0.804520880803466
AMADH2,0.372013655491173
ham101,1.79491861723363
hmg2,-0.985370639711618
nfd106,1.11470001656562
hda102,-0.385694805532694
mez1,-0.0620081275701523
mez3,0.785059393383563
epl101,0.175302566960454
dreb1,-1.26685596071184
sat1,-1.34730129130185
sat2,1.22349090408534
lg4,0.55111264064908
lg4b,1.77956232614815
myb2,1.26664958428591
hon102,-0.927192769944668
cl181_1c,0.327421333640814
emp2,1.6141347233206
LOC541967,-1.57357642613351
GP,-0.552739130333066
MYB-IF35,0.202361887320876
crd101,-1.26775939483196
dmt106,-0.842960337176919
hda110,0.160566194914281
hon101,-0.968678614124656
tps1,-1.33960375655442
LOC541975,-0.587611638940871
rws1,1.3503502830863
bx6,1.4003248848021
pco117107,-1.36762635130435
brd103,-1.64010268356651
sdg113,-1.6148644303903
TCTP,1.70879246853292
pao1,0.672052881680429
LOC541984,1.81442486401647
zmm14,0.637811861932278
gsr1,-1.37211133446544
nfd102,1.62585060484707
cl146_1,0.877917769365013
ser1,-1.591055104509
gst3b,1.14066728763282
gst6,-0.36101299803704
ae1,-1.22056177351624
ane3,1.3234639139846
sbp3,0.521650915965438
ub2,-1.53584053646773
aic1,-1.16426243260503
LOC541999,-0.92924683354795
cl1298_1,0.360728641040623
see2a,-1.75686567183584
K2,-0.459592428989708
betl3,-1.32479684334248
betl4,1.64044922031462
nthr3,-1.24098827596754
LOC542006,-0.743750649504364
nfd110,0.487978677265346
ocl3,1.56095393747091
ocl4,0.0354054626077414
ocl5a,0.959264405071735
toc35,-0.979587377049029
zmm17,-0.529926263727248
pip1e,0.727976423688233
serk1,-0.685795760713518
serk2,0.468494527973235
rop6,1.53517590276897
fae1,0.0827489588409662
zmm16,0.59675455186516
zmm29,-0.170384339988232
paa,-1.87498486414552
LOC542022,-1.43241503182799
IDP154,-0.417067921720445
bap-1a,-0.896225521340966
gsh1,1.00678574666381
LOC542027,0.488960304297507
vip3,1.56459527555853
pox1,1.52738801576197
hag101,0.580293422564864
hxa102,0.311883030459285
m15,1.68618275225163
zmm19,-1.53317269217223
TIDP3516,-1.86817508004606
LOC542035,-1.87000308558345
LOC542037,-0.488433085381985
zmm24,-0.80979145038873
LOC542039,0.214084385894239
zmm31,1.11823094077408
m4,-0.904815898276865
mads1,0.297002128325403
zmm6,-0.907731985673308
m26,-1.65880797337741
pco115876,-1.78596583660692
prpl35-1,-0.786462533287704
mha2,1.61026537045836
tgz21,1.08816587366164
zr1,-1.50639903172851
ns1,-1.91005810257047
mha4,-1.4509805124253
kch4,-1.87150622624904
cl5290_1,-0.661525587551296
cko3,-0.731211392208934
x34.3,-1.89898355305195
a4,1.74366935435683
xth1,-1.61011614650488
et5,0.938646678812802
mlo2,-0.293107806704938
mlo4,1.99904283881187
LOC542063,-0.377950715832412
mlo6,1.09314539376646
mlo8,-0.943007626570761
mbd101,-0.933220589533448
met4,-0.340597494505346
mbd105,-0.06064513605088
mbd106,0.997474077157676
mbd108,-0.00980379153043032
mbd111,1.77264208626002
Agpsemzm,-0.0977764772251248
aox1,1.4814300686121
aox1,-0.664585527032614
fie1,1.04368435312063
fie2,1.01773400604725
vpe1,0.872500484809279
LOC542079,-0.773959822952747
kip1,-0.41520260181278
sig3,-0.142309709452093
met1,-1.97348697297275
hat1,1.644804880023
nfc104a,1.18117846269161
cl3507_2a,1.71542192529887
brk1,-1.7421709401533
nfc101,0.69187043979764
LOC542088,0.482021365314722
sdg118,-0.437581410631537
SET104,-1.69533506222069
sus2,-1.51063667889684
nrt2,-1.86850332375616
NIT2,-1.20450283493847
rop9,-0.474944380111992
iso3,1.2720910673961
SDG123,0.89647508226335
bd1,-0.407267838716507
zfl1,-1.70324920862913
gpm455,1.84880822896957
COR413-TM1,0.128893849439919
LOC542101,1.81950086820871
LOC542102,0.503089308738708
LOC542103,-1.80043217167258
ark,-1.17748468182981
LOC542105,-1.24999058246613
lop1,1.82563635706902
frk1,-0.956122218631208
frk2,0.0753945950418711
TIDP3321,-0.257724460214376
TLA1,-1.379205849953
gte102,-0.663536556996405
nfa101,-1.58544543106109
pco116691,-0.144781130366027
glx1,1.52820287644863
Sal1,1.55768067203462
bx1,-1.15967506635934
CAF1,-0.917604978196323
smh3,-0.14587255846709
smh6,1.81326358951628
smh4,-1.25683407764882
psbs1,1.13441843912005
LOC542127,1.90017124637961
yab14,0.0693864719942212
LOC542129,-0.948849708773196
yab9,1.83172919973731
NRP1,-1.47262981254607
cl4939_2,1.15181628800929
ACO31,-1.29901780281216
acco20,0.950673246756196
LOC542138,-1.66874502971768
cesa11,0.703112688846886
LOC542140,0.0946308085694909
S6K,-0.0886464370414615
mpk6,1.37418653070927
simk1,-0.0169161148369312
kch3,1.77953390777111
drh1,-0.460885888896883
ns2,1.36032780073583
aprt1,0.834262266755104
aos1,-0.572821979410946
aoc1,-1.09321813564748
TLK2,1.14873338397592
LOC542153,-0.453734337352216
gl1,1.04654515348375
LOC542155,-0.740505901165307
gpm852,0.618699313141406
tha8,0.683270801790059
pco119463,1.55055341217667
LOC542160,0.430286885239184
PLC,-1.65482301730663
hpl1,-0.370615858584642
elm1,1.16635476145893
an2,-0.698867079801857
pco063262,1.22517239488661
AY109712,-1.63840254861861
LOC542169,1.90369798149914
LOC542170,-1.30003778636456
LOC542172,0.914220048114657
SRP1A,1.09111925214529
gpm803b,0.715153675526381
PK,0.300282712094486
LOC542179,-1.5344274872914
pht1,-1.29017069656402
LOC542181,-1.67814125865698
LOC542182,-0.698699004016817
ERF1,1.81114910729229
LOC542185,0.938977036625147
BA1,1.21245487499982
LOC542187,0.342647113837302
bzip1,1.99433708935976
LOC542189,-1.8411723440513
LOC542190,0.0386452907696366
TIDP2941,0.983033483847976
STY2,1.13179374113679
LOC542193,1.97407572809607
IDP1950,1.32947428803891
LOC542195,1.52921543456614
LOC542197,-1.63747647590935
AI987507,1.95079750660807
pco148979b,1.85763684660196
RPS20,-1.65931200701743
LOC542202,-1.31876790244132
IDP1619,0.693442919291556
MCM6,-1.76595711149275
mbd113,-1.92439739685506
mbd115,-1.65358993504196
me4,-1.05643031280488
cl3114_1(600),-0.733092271722853
ssu1,1.9345860928297
psei1,0.210894169285893
gln4,-1.35966706089675
gln3,0.874160635285079
mlg3,-0.888747835531831
LOC542217,1.36362576298416
gdh1,-0.0713755106553435
cl122_1,-0.152292288839817
fad7,-0.744645731523633
CDPK1,-0.0717023555189371
cdpk*-D84508,-1.39425684139132
LOC542226,1.12563821673393
LOC542227,0.566552286036313
cl1856_2(520),-1.77558456361294
cl1856_1,0.188731605187058
cat2,-1.02626605890691
abp1,-1.8711430542171
me3,-1.6213975418359
ohp2,-0.68657954223454
ae1,-1.23495311848819
TUBB6,-0.634203218854964
tbp1,0.445224576629698
tbp2,-0.283822894096375
LOC542243,0.779923402704298
ZAG1,-1.96302730683237
LOC542245,1.64321453403682
ts2,-1.32371595595032
sus1,-0.390569740906358
tua5,-1.92959727998823
umc1175,-0.876311383210123
msu2(iaglu),-1.25269635487348
dhn2,-1.85903276503086
mas1,1.23161136358976
an1,-1.83997583948076
LOC542254,1.79084589891136
rs1,0.208966484293342
bde1,-0.48153561167419
zap1,1.20138356648386
pal3,1.57911397889256
sod2,0.257474966347218
ald1,0.709334557875991
gz16,-1.46991827711463
ole1,0.518847916275263
LOC542264,-0.217977522872388
csu849(atpb),0.441927672363818
prh1,1.04523256979883
cdc2,-0.217041639611125
LOC542271,-1.63302728906274
p1,-1.13260151352733
fdx3,0.133516956120729
nbp1,-0.304366264492273
LOC542278,0.0729421470314264
PSBQ1,0.490591999143362
esp5,1.60319051891565
csu36b(rpL19),-1.64265083428472
LOC542285,0.686304443515837
pco123247b,-1.43245281279087
gpb1,1.16955615393817
grf1,0.557874820195138
mgs1,-0.96297677885741
hsp18a,-0.31783149112016
abp4,1.31153338868171
LOC542295,-0.503697720356286
gz27,-0.735912656411529
qm1,1.13173786643893
sip1,-0.670312554575503
his2b5,1.81398948188871
mha1,0.812836698256433
aba1,-1.20481496397406
cyc3,1.15617241989821
cyc1,-1.92380837071687
GBF1,1.03806424606591
gbp2,-0.446145064197481
gst2,-0.648094076663256
xet1,0.871763531118631
phi1,1.66840005200356
incw1,1.95359435863793
sbe1,-1.68190529383719
eno2,-0.546057162806392
LOC542318,1.50592627003789
ACC1,1.07201274204999
Lhcb5-2,-1.25329908356071
lhcb6,-0.824208559468389
MubC5,0.324471754021943
arpp2a,-0.236218400299549
LOC542324,-0.876849594525993
zag2,-0.0488625001162291
ov23,-1.30519210826606
vpp3,-0.367143549025059
vpp1,-1.61184930428863
pds1,-0.842746798880398
me2,0.725251805968583
LPE1,1.40851058717817
GAPC3,0.0137728499248624
adss1,0.264054199680686
cyc2,-1.06148742232472
arpp2a-2,-0.778540343046188
arpp2a-3,-1.06468545738608
arpp3,1.16256600990891
arpp2b,0.76549772080034
RPS8,1.42602659389377
LOC542342,-1.71071592159569
LOC542343,-0.426984818652272
ppt2,1.16581275034696
cl1316_1b,1.21045334916562
cr4,-0.393445394933224
LOC542347,0.261327534914017
tif-4A3,0.556345938704908
phyS11,1.16376660391688
vacs1,-0.469156505540013
KAPP,-0.179204820655286
prp4,0.753961552865803
pbf1,0.121199949644506
kik1,-1.61690027266741
hdt103,-0.595170355401933
mek1,1.65632636938244
magi81248,0.0872447304427624
LOC542358,1.30794119182974
gl8,-1.76763324439526
nrx1,1.08620995096862
tb1,0.192068869248033
endo1,1.53432107716799
adh1,0.754020109772682
adh2,-1.2696866504848
SH-1,-0.0228744624182582
gst1,0.153077544644475
LOC542367,-1.57487756758928
gpa1,1.48088257014751
cat1,0.116340431384742
LOC542370,-0.853253499604762
HRGP,1.05773750413209
pep1,0.220784012228251
dhn1,0.237099336460233
mdh6,1.05621916707605
o2,-1.44153030682355
pdc1,0.262814321555197
ptk1,0.183281275443733
dps1,-1.15578829683363
TIDP2849,0.915369627997279
glb2,0.367174530401826
O6,-1.74646453838795
esp1,-0.743172803893685
his1,-1.43815149087459
ANT1,-0.560624641366303
pgl1,0.891869183629751
saf1,0.0195703320205212
ANT2,1.02284524217248
LOC542390,-0.480198520235717
kn1,1.85843661054969
fer2,0.613588023930788
pep4,-1.23974981252104
obf1,-0.129281368106604
TUBA3,-0.0351451132446527
ypt2,-1.39750493783504
gln2,1.62121428642422
gln5,1.83016923535615
MFS14,1.00688794348389
MFS18,-0.731054132804275
hox1a,1.80882253311574
obf3.2,0.594582580961287
sci1,1.11317917425185
prf1,-1.54625347629189
prf2,1.08666878473014
prf3,-1.57544180937111
por1,1.96397712733597
glu1,0.836269186809659
CALM1,1.16583997569978
tub3,-1.01489777769893
tub4,0.449888070113957
TUBB5,-1.70990442484617
CaM1,-0.329226410016418
LOC542421,-0.579163182526827
LOC542422,0.45556384138763
TUBG2,1.44458310026675
pcna1,-0.369556019082665
IBP1,-1.00561926793307
aux2,-0.976607546210289
adf1,-0.519786598160863
mtl1,-0.424183478578925
inra1(tmp),1.53181206155568
asn1,-1.84433760680258
tubg1,1.09918011166155
cys2,-0.124587976373732
hox3,-0.182497066445649
LOC542441,-1.85582504794002
rpl39,0.744697437621653
ADF3,-0.132201362401247
anx2,-1.47828245721757
esr2,1.7830345807597
rps21b,-0.916664629243314
EIF5,-1.11927677597851
ccp2,-1.36156584043056
kch5,1.38874937873334
RP-P0,0.343330757692456
hmg3,-0.114342940971255
LOC542458,-1.38039696123451
fdh1,1.87383858393878
cka2,-1.24617284443229
pme1,-1.17022862937301
cncr1,-0.963682033121586
ap1,1.58753569424152
mEmBP-1a,-0.624256502836943
prcw1,-0.13566738832742
ocl1,-1.7132888128981
hcf60,0.0134306661784649
ij1,0.601116548292339
amyb5,0.936377299949527
pco116159a,0.819053242914379
fmi1(pki),0.580734441056848
mtl2,-1.02925539948046
apx2,-0.475045433267951
betl1c,0.906214569695294
psb29,1.02240053378046
pep7,-1.69501329399645
LOC542481,1.1275065196678
csy1,-0.620769954286516
LOC542483,1.32860073447227
sig6,-0.180120630189776
lg3,-0.81457782164216
rs2,0.416089847683907
cesa3,-0.137655245140195
gst16,1.63520511705428
gst35,-1.02592727635056
dnp1,-0.113332238979638
GLK13,-1.59445870853961
sbip1a,-1.572519980371
lox3,-0.732690873555839
csu658(mam),-0.429946883581579
NIP2-3,1.82439552713186
lec1,-0.534493642859161
sat3,1.07957495842129
cenH3,1.13690284918994
mbd109,1.40212301816791
toc34,-0.992333640344441
rop7,-1.52390282973647
MCM7,0.463254681788385
LOC542505,0.165707477368414
zmm27,0.123335829004645
cko2,0.203621136024594
mlo3,-1.77181012090296
dek1,0.127388685941696
pco074668,1.85953495278955
LOC542511,1.09464900940657
vef101a,1.21859463583678
CesA12,1.51287028286606
rld1,1.50575537793338
abcf1,1.47048744279891
gpm645,-1.67416529823095
pco108516,0.488384720869362
GLN6,-0.414405338466167
cdpk14,-0.603749270550907
LOC542522,-1.30987953487784
vp1,1.95051545277238
chn1,-0.707034224644303
CPK2,-1.00615410599858
lg1,-1.98897105269134
rps6,-1.68294037599117
lhcb3,-1.082160115242
ypt1,1.9727208763361
ftr1,-0.814679419621825
cal2,-0.394735096953809
ibp2,-0.711749761365354
koln2b(hox),1.24949216656387
eif5a,-0.133421167731285
siy13053,0.0269137667492032
gar1,-0.669856056571007
lpa1,-1.71092242002487
phb1,0.558562917634845
gst17,-1.6546872779727
LOC542544,-1.82035584654659
nfc103,0.477468004450202
gtc102,1.4872095650062
LOC542547,1.91467768419534
PIS,-1.49785948731005
DWF1,1.99763706885278
isp1,0.587477304041386
LOC542551,-1.07448095455766
rps11,1.94528448581696
fer1,0.212109099142253
prpo1,1.34932013973594
elfa5,1.72349012736231
GRP5,0.0441334657371044
rcph2,-1.41315239202231
L-FNRI,1.48849330563098
pco103506(726),-1.21855062805116
mir1,-0.741743869148195
GRP,-0.315890708938241
LOC542563,0.648440357297659
cesa2,0.313824829645455
pco112411b,0.673448546789587
aldh2,-1.52845128253102
cl3393_1,1.05646309442818
si707074g06,0.844178709201515
bap2,-1.39961964450777
pox2,1.51723108999431
ebe1,1.30478728655726
NIT1,1.68795954901725
hsp26,-1.77164544630796
pco072546,0.0109962094575167
d3,1.47422586195171
EF1-A,-0.524762100540102
tua6,1.92129988782108
gpn1,-0.690064891241491
adf2,-0.0385275604203343
cko1,-1.2943815914914
HP1,1.53926960844547
gst7,0.767681199125946
si946054f08,1.94040986336768
meatpase,-1.03180493600667
mn1,0.914626710116863
tacs1,0.469743005000055
gpm374,-0.622795669361949
pco093572,-0.293473683297634
HP3,0.80409328173846
piip1,1.91087199375033
mdh5,-0.89537451416254
gpt,-0.457781940698624
ubc7,0.637243122793734
tif5A,-1.25921838730574
hsp22,0.838719520717859
pdlk2,-1.62057853024453
zds1,0.120157026685774
LOC542605,-0.501853115856647
les22,-0.515119617804885
LOC542607,-0.312918482348323
eif6,0.328389112837613
pco131778b,0.662647106684744
LOC542610,-1.73970415722579
LOC542611,0.277923793531954
LOC542612,-1.66217319946736
rps27,-0.857946056872606
rop2,1.44445975590497
pip2-5,0.50835283473134
elfa3,-0.870165041647851
mad2,-0.233564073219895
vdac1a,-1.58493733871728
es4,-1.96590705867857
CesA-4,-1.89051799289882
prf5,-0.433994281105697
LOC542626,0.251754149794579
hir1,-1.65907235536724
pco146174(472),0.85294602625072
gst9,-1.16928240377456
LOC542630,-1.26068458240479
LOC542631,-1.57410419452935
pco061770a,0.527165750041604
siaf244694b,-1.70088680647314
LOC542634,-1.81435411144048
hdt102,1.36304980702698
gpm388c,0.435927527025342
LOC542638,0.292106197215617
cl30708_1,0.696136790327728
rps6-2,-0.657689629122615
pco066882(728),0.85167570784688
tan1,-1.43247000779957
NIP2-1,0.212727667763829
pip2b,-1.6778688756749
sbip2a,1.12873192038387
tip4d,-0.592114690691233
expa2,-1.89581582322717
expB7,-0.921269954182208
dfr1,-0.597049393691123
pdc2,-0.26389860548079
z1D_4,-0.668529108166695
pco117817(260),0.852058362215757
nfa104,0.833280245773494
LOC542656,1.16307996492833
LOC542657,-1.67137727327645
nfd101,-0.51492500398308
mez2,1.37026563007385
LOC542661,-1.1188152898103
sdg110a,-1.94938313029706
cad,-1.15227452572435
pk3,0.466181193478405
sbp4,-1.24139818828553
LOC542666,-0.0650976169854403
kds1,-0.0709937969222665
LOC542668,-1.96101130358875
LOC542670,-0.157234033569694
lrk1,1.81466848496348
mlo1,-1.44630482047796
mlo7,-0.100605017505586
fea2,-1.93609341420233
aox3,-1.81914102192968
cl150_1b,1.69461741298437
SET102,-0.645979796536267
iso2,0.734977653250098
pco139601b,1.0749494349584
SI397,1.95471264328808
caf2,-1.98685187287629
Smh6,-0.758947017602623
gla3,0.950121664442122
cesa10,-0.389010451734066
psy2,1.68041356280446
SnrK1,1.42127525620162
tps6,-0.555280364118516
IDP70,1.16705434396863
pco116062,-1.22657274268568
TIDP3418,-0.395569304935634
LOC542694,0.920017220079899
mstr1,0.247267724946141
LOC542696,0.290447388775647
gpm243b,0.876842116005719
LOC542698,-1.60206252522767
lip15,1.68848980031908
ccp1,1.84987626224756
PLD1,1.79505302757025
LOC542703,1.63867971487343
ohp1,-1.12398182600737
tub7,1.05518905818462
zrp4,-0.212614482268691
CPN60II,1.45065527688712
akh2,0.609783149324358
ZAG5,1.85837652441114
fgs1,-1.78950906731188
sps1,1.46698035579175
fht1,1.3149177506566
fnr1,1.57154107652605
thi1,0.0890728151425719
thi2,0.602505036629736
lhcb5,-1.25266771763563
irl1,-0.941679044626653
GAPC2,1.17734098341316
arpp1a,-0.765277310274541
PR-5,-0.973577437922359
LOC542721,0.661051540635526
sod4,-1.09418862126768
hsp18f,-0.328379394486547
grp1,0.531112779863179
rps13,0.597880220972002
LOC542727,1.26554710790515
wip1,1.81099250540137
crt2,-0.412748933769763
sam2,-0.489359591156244
gst5,-0.102948524057865
cncr2,0.374455054290593
CPNA,-0.386427104473114
AGP2,0.660686189308763
ROA2,-1.09050052054226
rop4,-0.984447785653174
gst8,1.62634979467839
nip1a,-1.41155435983092
et1,0.230908090248704
yab10,-0.249098567292094
sum1,1.77639780472964
gln1,0.461460476741195
eif3,-0.793009656481445
umc2618,-0.668556365184486
LOC542749,-0.901623667217791
spr9,-0.491227914579213
orc3,-0.906056132167578
bap-3a,-1.34458017256111
csr1,1.77481115143746
TPS4,1.07028753403574
gpm638,-0.178139353170991
rop5,-0.642679288052022
pdk1,0.0328486999496818
bz15,0.25938134547323
sh2,1.70231762621552
cdpk1,-0.587327036075294
LOC542763,0.389479599893093
sod3,1.72181478701532
yptm3,-0.766544544138014
gpm633,-0.459474022500217
LOC606398,1.55661030299962
krp1,0.372447059489787
z1A1_2,-0.921027775853872
z1B_6,0.305851072072983
z1C1_7,1.43649439606816
LOC606403,1.69113680440933
gols2,0.123548190109432
a2,-1.09242189116776
CDPK,1.58411464095116
Pti1,0.869229848496616
PDIL1-1,0.0776332644745708
pdi2,1.19212353881449
pdi3,0.54602543450892
pdi4,1.5512759629637
pdi6,1.04316794127226
pdi7,-1.87980529107153
PDIL5-1,-0.0599667774513364
pdi10,-1.6499085938558
pdi12,1.7164753107354
pdi5,-1.00898688193411
aprl1,1.19397387187928
aprl3,-0.820752533152699
aprl5,1.60190164670348
aprl6,-1.36997137404978
aprl8,0.995533626526594
qsox1,-0.916284410282969
SGR1,-0.454613377340138
SGR2,0.294451097026467
PPCK2,1.92323434539139
PPCK3,-1.63056352827698
PPCK4,-1.8992966497317
LOC606430,-0.991639096289873
LOC606431,-0.0444825505837798
pht6,1.09069922659546
LOC606433,0.830976746976376
LOC606435,0.671039083041251
LOC606437,0.392787605524063
LOC606438,0.870767038315535
