Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-2H-A9GF	2	212350641	220475584	4896	0
TCGA-2H-A9GF	2	220485371	220643571	113	-0.471094
TCGA-2H-A9GF	2	220648656	221784431	818	0
TCGA-2H-A9GF	2	221786032	236788618	9094	-0.467719
TCGA-2H-A9GF	2	236795343	236925800	83	-0.952389
TCGA-2H-A9GF	2	236932554	236949435	12	-1.191865
TCGA-2H-A9GF	2	236950634	239095712	1402	-0.952389
TCGA-2H-A9GF	2	239099303	239256883	68	-0.467719
TCGA-2H-A9GF	2	239263261	239748320	327	-0.949411
TCGA-2H-A9GF	2	240038687	242476062	1378	-0.467719
TCGA-2H-A9GF	3	2212571	21781971	11540	0
TCGA-2H-A9GF	3	22219165	28808979	3962	-0.430288
TCGA-2H-A9GF	3	28835066	36810176	4948	0
TCGA-2H-A9GF	3	36816527	36825173	10	0.360265
TCGA-2H-A9GF	3	36825533	67336707	17460	0
TCGA-2H-A9GF	3	67336952	67359220	27	-1.028154
TCGA-2H-A9GF	3	67363390	67440712	73	0.425786
TCGA-2H-A9GF	3	67442722	70783748	2288	0
TCGA-2H-A9GF	3	70784994	70808131	24	-0.505565
TCGA-2H-A9GF	3	70808266	77170007	3756	0
TCGA-2H-A9GF	3	77174729	77330948	124	-0.400302
TCGA-2H-A9GF	3	77331502	93734671	6462	0
TCGA-2H-A9GF	3	93736226	96051760	1168	0.534035
TCGA-2H-A9GF	3	96053560	114676683	10226	0
TCGA-2H-A9GF	3	114687365	115155981	240	-0.421122
TCGA-2H-A9GF	3	115157029	173162477	31383	0
TCGA-2H-A9GF	3	173631917	173758062	95	-0.419698
TCGA-2H-A9GF	3	173758360	174450998	451	0.115886
TCGA-2H-A9GF	3	174453241	174496508	29	-0.362381
TCGA-2H-A9GF	3	174507348	174710164	123	-0.899316
TCGA-2H-A9GF	3	174716691	174836737	77	-1.271961
TCGA-2H-A9GF	3	174844410	174994749	135	-0.899316
TCGA-2H-A9GF	3	174996509	175035304	32	-0.49663
TCGA-2H-A9GF	3	175035714	197538677	11321	0
TCGA-2H-A9GF	4	1053934	1293302	131	1.898906
TCGA-2H-A9GF	4	1294961	1648496	23	0.3395
TCGA-2H-A9GF	4	1648603	1675107	16	2.108897
TCGA-2H-A9GF	4	1677018	2633964	362	0.3395
TCGA-2H-A9GF	4	2639217	2745734	75	1.187665
TCGA-2H-A9GF	4	2748663	2768630	10	2.570335
TCGA-2H-A9GF	4	2773361	2841240	18	1.318198
TCGA-2H-A9GF	4	2848183	2979757	67	2.250109
TCGA-2H-A9GF	4	2981627	54067005	28048	0
TCGA-2H-A9GF	4	54070961	54245600	80	-0.489808
TCGA-2H-A9GF	4	54248782	86261583	17969	0
TCGA-2H-A9GF	4	86264123	86342402	61	-0.475247
TCGA-2H-A9GF	4	86345287	91024034	2790	0
TCGA-2H-A9GF	4	91025401	91083132	26	-0.480998
TCGA-2H-A9GF	4	91092938	91145601	29	0
TCGA-2H-A9GF	4	91146829	91276263	116	-0.861409
TCGA-2H-A9GF	4	91294418	91662546	171	0
TCGA-2H-A9GF	4	91662951	91865674	113	-0.435161
TCGA-2H-A9GF	4	91868576	144760534	28820	0
TCGA-2H-A9GF	4	145050623	145113994	24	0.462188
TCGA-2H-A9GF	4	145121824	145297618	113	0
TCGA-2H-A9GF	4	145327121	145854604	264	0.553896
TCGA-2H-A9GF	4	145858300	146032446	66	0
TCGA-2H-A9GF	4	146035398	146239531	107	0.532917
TCGA-2H-A9GF	4	146243468	188762240	22633	0
TCGA-2H-A9GF	5	914233	22800577	13191	0
TCGA-2H-A9GF	5	22806170	22845094	25	-0.405947
TCGA-2H-A9GF	5	22846883	45378456	12591	0
TCGA-2H-A9GF	5	50124856	51583067	775	0.552101
TCGA-2H-A9GF	5	51594810	58208176	4313	-0.377633
TCGA-2H-A9GF	5	58209024	58225826	15	-0.919065
TCGA-2H-A9GF	5	58228067	58292463	47	-0.377633
TCGA-2H-A9GF	5	58297212	58298334	7	0
TCGA-2H-A9GF	5	58298360	59096923	571	-0.413222
TCGA-2H-A9GF	5	59102760	59168810	57	-1.022619
TCGA-2H-A9GF	5	59169335	59405498	121	-0.413222
TCGA-2H-A9GF	5	59414136	59704371	146	-0.957522
TCGA-2H-A9GF	5	59707026	85824283	13887	-0.413222
TCGA-2H-A9GF	5	85829152	85837571	5	-0.897591
TCGA-2H-A9GF	5	85849857	85866876	8	-1.23991
TCGA-2H-A9GF	5	85871230	85977187	53	-0.897591
TCGA-2H-A9GF	5	85986822	103556156	8224	-0.413222
TCGA-2H-A9GF	5	103556461	104957493	707	-0.874396
TCGA-2H-A9GF	5	104958073	108255406	1925	0
TCGA-2H-A9GF	5	108260408	108462406	82	-0.435285
TCGA-2H-A9GF	5	108475628	127335901	11269	0
TCGA-2H-A9GF	5	127339440	127433798	39	0.40514
TCGA-2H-A9GF	5	127441620	128886708	848	0
TCGA-2H-A9GF	5	128888039	129185999	181	-0.891353
TCGA-2H-A9GF	5	129188362	180360469	30949	0
TCGA-2H-A9GF	6	1014281	1961778	763	0
TCGA-2H-A9GF	6	1964647	2021856	25	-0.508566
TCGA-2H-A9GF	6	2023681	54979492	31707	0
TCGA-2H-A9GF	6	54980367	62234537	1246	-0.366915
TCGA-2H-A9GF	6	62236967	70295207	4213	0.595837
TCGA-2H-A9GF	6	70300533	115223117	25454	0
TCGA-2H-A9GF	6	115227127	115417346	28	0.155765
TCGA-2H-A9GF	6	115417548	170903919	32557	0
TCGA-2H-A9GF	7	708774	48254986	27563	0
TCGA-2H-A9GF	7	48260793	50524208	1468	-0.425821
TCGA-2H-A9GF	7	50525900	88141179	15878	0
TCGA-2H-A9GF	7	89895863	89986724	51	-0.524029
TCGA-2H-A9GF	7	90009107	158100057	35919	0
TCGA-2H-A9GF	7	158156355	158268596	61	-0.797097
TCGA-2H-A9GF	7	158271139	158385118	39	0
TCGA-2H-A9GF	8	617667	1634089	452	0.433613
TCGA-2H-A9GF	8	1637109	5247522	2063	0
TCGA-2H-A9GF	8	6207719	6555558	330	0.352019
TCGA-2H-A9GF	8	6558730	6825412	228	1.086242
TCGA-2H-A9GF	8	8256586	9257739	671	0.352019
TCGA-2H-A9GF	8	9264405	9680025	203	0
TCGA-2H-A9GF	8	9680223	9797177	85	0.370843
TCGA-2H-A9GF	8	9798084	9972586	127	0
TCGA-2H-A9GF	8	9973304	13301600	1452	0.354587
TCGA-2H-A9GF	8	13302699	27475493	10118	0
TCGA-2H-A9GF	8	27476815	28299342	630	-0.572835
TCGA-2H-A9GF	8	28300445	28673417	228	0
TCGA-2H-A9GF	8	28678694	29913870	731	0.652035
TCGA-2H-A9GF	8	29920825	31042205	665	0
TCGA-2H-A9GF	8	31044581	31221298	117	-0.451374
TCGA-2H-A9GF	8	31228302	31254844	19	0
TCGA-2H-A9GF	8	31257184	42933372	6486	-0.491641
TCGA-2H-A9GF	8	47460945	50232086	1263	0
TCGA-2H-A9GF	8	50240605	50270065	17	-0.447313
TCGA-2H-A9GF	8	50278733	62587624	7316	0
TCGA-2H-A9GF	8	62591000	62622433	14	0.153077
TCGA-2H-A9GF	8	62624848	86046941	13200	0
TCGA-2H-A9GF	8	86047197	86135096	34	-0.558535
TCGA-2H-A9GF	8	86149583	88807171	1202	0
TCGA-2H-A9GF	8	88811754	88861176	28	0.418814
TCGA-2H-A9GF	8	88864580	89275385	237	0
TCGA-2H-A9GF	8	89284255	90572549	777	0.505377
TCGA-2H-A9GF	8	90574472	90703905	100	0
TCGA-2H-A9GF	8	90704060	90893803	82	0.434422
TCGA-2H-A9GF	8	90894216	91238763	251	0
TCGA-2H-A9GF	8	91240355	145232496	31985	0.656451
TCGA-2H-A9GF	9	789932	10575711	5815	0
TCGA-2H-A9GF	9	10581147	13087019	689	0.161301
TCGA-2H-A9GF	9	13089274	27546890	10328	0
TCGA-2H-A9GF	9	27551927	29291496	802	1.034797
TCGA-2H-A9GF	9	29291780	38747688	5552	0.500818
TCGA-2H-A9GF	9	71039044	140938752	44479	0
TCGA-2H-A9GF	10	415240	4406002	2421	0
TCGA-2H-A9GF	10	4406237	10059877	4168	0.383977
TCGA-2H-A9GF	10	10063352	17777536	5991	0
TCGA-2H-A9GF	10	18244420	20526792	1760	0.581662
TCGA-2H-A9GF	10	20535949	21391665	674	0
TCGA-2H-A9GF	10	21392668	51579431	14417	0.582736
TCGA-2H-A9GF	10	51580018	52992633	311	0
TCGA-2H-A9GF	10	52995974	54240181	969	0.234729
TCGA-2H-A9GF	10	54240712	64320735	6082	0.713961
TCGA-2H-A9GF	10	64321261	77170685	7039	0
TCGA-2H-A9GF	10	77172061	77423250	156	-0.539851
TCGA-2H-A9GF	10	77424958	109117319	19615	0
TCGA-2H-A9GF	10	109117908	109133710	36	-0.366835
TCGA-2H-A9GF	10	109133855	109149275	15	-0.594008
TCGA-2H-A9GF	10	109150044	126213746	11814	0
TCGA-2H-A9GF	10	126219694	126221247	5	-0.622367
TCGA-2H-A9GF	10	126223511	135225087	5019	0
TCGA-2H-A9GF	11	456120	29107010	18198	0
TCGA-2H-A9GF	11	29109874	29343782	144	-0.31419
TCGA-2H-A9GF	11	29345069	40506126	6793	0
TCGA-2H-A9GF	11	40506988	40535965	13	-0.497933
TCGA-2H-A9GF	11	40537130	59510389	7132	0
TCGA-2H-A9GF	11	59515532	59520436	8	-0.678683
TCGA-2H-A9GF	11	59525328	78418922	8661	0
TCGA-2H-A9GF	11	78426082	78461843	41	-0.950389
TCGA-2H-A9GF	11	78465793	84248083	3772	0
TCGA-2H-A9GF	11	84249169	84316707	42	-0.423291
TCGA-2H-A9GF	11	84316748	134132624	32009	0
TCGA-2H-A9GF	12	889902	76593829	40730	0
TCGA-2H-A9GF	12	76595963	97543091	12744	-0.417945
TCGA-2H-A9GF	12	97544055	98921574	1073	0.5411
TCGA-2H-A9GF	12	98924213	100578633	835	-0.424292
TCGA-2H-A9GF	12	100580696	109546114	5874	0.455387
TCGA-2H-A9GF	12	109673009	111458160	908	1.129444
TCGA-2H-A9GF	12	111463718	112068569	269	0.318949
TCGA-2H-A9GF	12	112075165	113858256	993	-0.499857
TCGA-2H-A9GF	12	113861118	129036476	8642	0.433652
TCGA-2H-A9GF	12	129042548	129796639	549	-0.568527
TCGA-2H-A9GF	12	129796809	131326569	164	0.436866
TCGA-2H-A9GF	12	131327760	133155338	685	0
TCGA-2H-A9GF	13	19450806	28850567	5264	0
TCGA-2H-A9GF	13	28856288	30308830	1083	0.407273
TCGA-2H-A9GF	13	30315404	30863986	395	0
TCGA-2H-A9GF	13	30866713	32190404	893	0.900566
TCGA-2H-A9GF	13	32194033	32941041	529	1.969324
TCGA-2H-A9GF	13	32941315	35876714	1875	1.816085
TCGA-2H-A9GF	13	35878975	36214563	211	0
TCGA-2H-A9GF	13	36216506	37156453	706	-0.534473
TCGA-2H-A9GF	13	37159471	37954091	520	0.98535
TCGA-2H-A9GF	13	37960839	39343925	941	0.577192
TCGA-2H-A9GF	13	39346443	39442706	65	0.174072
TCGA-2H-A9GF	13	39448455	41094729	1249	-0.522964
TCGA-2H-A9GF	13	41098012	41301166	110	2.957657
TCGA-2H-A9GF	13	41302147	43077147	1081	3.633288
TCGA-2H-A9GF	13	43078544	43938541	383	2.403651
TCGA-2H-A9GF	13	43942841	43965302	21	1.468062
TCGA-2H-A9GF	13	43968805	44041378	71	2.76303
TCGA-2H-A9GF	13	44042612	44111196	35	0.67333
TCGA-2H-A9GF	13	44115099	44147460	20	0
TCGA-2H-A9GF	13	44150535	47243910	1940	-0.496184
TCGA-2H-A9GF	13	47244404	47261970	19	-0.8003
TCGA-2H-A9GF	13	47262387	49603601	1689	-0.496184
TCGA-2H-A9GF	13	49605833	50476894	393	3.349485
TCGA-2H-A9GF	13	50480351	51720474	58	3.656854
TCGA-2H-A9GF	13	51724787	52643659	535	1.974675
TCGA-2H-A9GF	13	52643936	53611250	379	2.712197
TCGA-2H-A9GF	13	53612618	63540263	5011	-0.415822
TCGA-2H-A9GF	13	63543053	63753855	67	2.345712
TCGA-2H-A9GF	13	63754212	64254856	220	3.609586
TCGA-2H-A9GF	13	64946543	65546575	327	1.010969
TCGA-2H-A9GF	13	65550744	65673232	62	1.486384
TCGA-2H-A9GF	13	65673668	65912637	132	1.010969
TCGA-2H-A9GF	13	65917529	66354031	224	1.819039
TCGA-2H-A9GF	13	66355635	66626255	189	0.86108
TCGA-2H-A9GF	13	66626953	67140498	198	0
TCGA-2H-A9GF	13	67183535	67730036	316	-0.442051
TCGA-2H-A9GF	13	67730774	67772597	21	0
TCGA-2H-A9GF	13	67862094	69620895	866	3.1773
TCGA-2H-A9GF	13	69631502	69678894	38	0.1057
TCGA-2H-A9GF	13	69684183	69997620	174	0
TCGA-2H-A9GF	13	69998711	89087701	11431	-0.457165
TCGA-2H-A9GF	13	89087907	89695116	309	0
TCGA-2H-A9GF	13	89699521	90856891	690	0.568085
TCGA-2H-A9GF	13	90857262	91253008	218	0
TCGA-2H-A9GF	13	91255367	91661271	242	0.890731
TCGA-2H-A9GF	13	91663913	92676950	637	2.602645
TCGA-2H-A9GF	13	92689655	95302901	1830	-0.485173
TCGA-2H-A9GF	13	95303719	96832537	867	0
TCGA-2H-A9GF	13	96833887	97229679	239	-0.453369
TCGA-2H-A9GF	13	97231270	101915653	3026	0
TCGA-2H-A9GF	13	101917089	103563693	1299	-0.506584
TCGA-2H-A9GF	13	103565495	114987458	7183	0
TCGA-2H-A9GF	14	20501368	24494243	1484	0.437496
TCGA-2H-A9GF	14	24494649	24513917	18	0
TCGA-2H-A9GF	14	24519139	45452039	11280	0.490038
TCGA-2H-A9GF	14	45466055	46522193	307	2.243222
TCGA-2H-A9GF	14	46568515	47074816	224	0.951709
TCGA-2H-A9GF	14	47075503	47303278	116	0
TCGA-2H-A9GF	14	47303918	47490495	109	0.553545
TCGA-2H-A9GF	14	47495003	47666718	97	0
TCGA-2H-A9GF	14	47671059	47686212	13	1.394114
TCGA-2H-A9GF	14	47687112	81097181	20613	0
TCGA-2H-A9GF	14	81103070	81256954	92	-0.431768
TCGA-2H-A9GF	14	81261430	85386710	2608	0
TCGA-2H-A9GF	14	85391270	105986740	12200	0.343573
TCGA-2H-A9GF	15	23687685	37625681	6404	0.494758
TCGA-2H-A9GF	15	37626833	49070736	6361	-0.392969
TCGA-2H-A9GF	15	49073903	50848300	1005	0.354466
TCGA-2H-A9GF	15	50848370	51127245	130	0
TCGA-2H-A9GF	15	51133555	90414427	23357	0.323017
TCGA-2H-A9GF	15	90414642	90747016	209	0
TCGA-2H-A9GF	15	90747977	98174528	4707	0.496661
TCGA-2H-A9GF	15	98175360	101884307	2045	-0.432397
TCGA-2H-A9GF	16	653503	47396136	14139	0
TCGA-2H-A9GF	16	47397841	47463872	35	-0.329786
TCGA-2H-A9GF	16	47469012	72761734	15274	0
TCGA-2H-A9GF	16	72772044	72887772	67	-0.479654
TCGA-2H-A9GF	16	72887826	78156088	3499	0
TCGA-2H-A9GF	16	78156884	78361149	186	-0.442423
TCGA-2H-A9GF	16	78367613	78614838	325	0
TCGA-2H-A9GF	16	78617931	78630295	12	-0.469124
TCGA-2H-A9GF	16	78630703	78645313	10	-0.150408
TCGA-2H-A9GF	16	78646204	78651562	6	-0.645541
TCGA-2H-A9GF	16	78661374	78677032	18	-1.219016
TCGA-2H-A9GF	16	78677139	78735744	70	-0.52479
TCGA-2H-A9GF	16	78738371	78749683	8	-0.934888
TCGA-2H-A9GF	16	78930393	89379936	6843	0
TCGA-2H-A9GF	17	987221	1343700	98	0
TCGA-2H-A9GF	17	1353900	2190669	335	-0.501538
TCGA-2H-A9GF	17	2191022	21305392	9100	0
TCGA-2H-A9GF	17	25270517	30151637	2104	0.371171
TCGA-2H-A9GF	17	30155024	30306471	59	0
TCGA-2H-A9GF	17	30311689	35927528	2603	0.36084
TCGA-2H-A9GF	17	35929590	35960588	21	1.048034
TCGA-2H-A9GF	17	35962478	37625623	671	0.36084
TCGA-2H-A9GF	17	37628899	38070001	217	3.656854
TCGA-2H-A9GF	17	38077601	38599230	209	2.826576
TCGA-2H-A9GF	17	38609187	38991032	210	3.656854
TCGA-2H-A9GF	17	39010801	39346518	186	1.628316
TCGA-2H-A9GF	17	39347296	39816732	243	0.833529
TCGA-2H-A9GF	17	39817271	39842758	12	0.254645
TCGA-2H-A9GF	17	39843245	40040814	92	0.909356
TCGA-2H-A9GF	17	40041676	40130565	48	1.452401
TCGA-2H-A9GF	17	40136716	80917016	20498	0
TCGA-2H-A9GF	18	329586	26329054	12778	0
TCGA-2H-A9GF	18	26404772	26450439	26	-0.50222
TCGA-2H-A9GF	18	26453011	36683074	6303	0
TCGA-2H-A9GF	18	36685811	36753093	31	-0.438914
TCGA-2H-A9GF	18	36755456	48892848	7592	0
TCGA-2H-A9GF	18	48893921	49153805	192	0.104241
TCGA-2H-A9GF	18	49156168	50813287	1089	-0.511932
TCGA-2H-A9GF	18	50819580	53249480	1367	-0.854615
TCGA-2H-A9GF	18	53250612	53856680	363	-0.511932
TCGA-2H-A9GF	18	53857314	64718910	6578	0
TCGA-2H-A9GF	18	64724761	68374284	1981	-0.479093
TCGA-2H-A9GF	18	68377939	68428571	30	-0.855938
TCGA-2H-A9GF	18	68429827	69027305	371	-0.479093
TCGA-2H-A9GF	18	69030354	69048812	26	-0.767629
TCGA-2H-A9GF	18	69049158	77109240	3676	-0.479093
TCGA-2H-A9GF	19	284018	58878226	23690	0
TCGA-2H-A9GF	20	456452	62219648	37016	0
TCGA-2H-A9GF	21	15372509	21926317	4103	-0.443737
TCGA-2H-A9GF	21	21927356	21928564	7	-0.788386
TCGA-2H-A9GF	21	21930887	33339524	7235	-0.443737
TCGA-2H-A9GF	21	33340086	47678295	9053	0
TCGA-2H-A9GF	22	17423930	47741458	15494	0
TCGA-2H-A9GF	22	47753575	47766219	6	-0.233719
TCGA-2H-A9GF	22	47767833	49331012	1242	0
TCGA-2H-A9GF	X	3157107	12870928	3277	0.479072
TCGA-2H-A9GF	X	12875371	13926008	666	1.020632
TCGA-2H-A9GF	X	13926397	22162402	3629	0.479072
TCGA-2H-A9GF	X	22162831	22177073	15	-0.6248
TCGA-2H-A9GF	X	22178044	25420564	1762	0.518911
TCGA-2H-A9GF	X	25423744	31889688	3444	0
TCGA-2H-A9GF	X	31892202	31895107	5	-1.119163
TCGA-2H-A9GF	X	31895671	57015918	10129	0
TCGA-2H-A9GF	X	57017551	57055305	16	-0.474546
TCGA-2H-A9GF	X	57068299	58317986	445	0
TCGA-2H-A9GF	X	62172719	64251851	705	-1.119163
TCGA-2H-A9GF	X	64269133	68787513	1863	0
TCGA-2H-A9GF	X	68788863	72985961	1500	0.491648
TCGA-2H-A9GF	X	73017838	73087928	27	-0.649282
TCGA-2H-A9GF	X	73092549	73333425	100	0.371665
TCGA-2H-A9GF	X	73335263	75746271	571	-0.62234
TCGA-2H-A9GF	X	75752658	75812958	17	-0.913624
TCGA-2H-A9GF	X	75813337	76760338	285	-1.112214
TCGA-2H-A9GF	X	76771656	78867018	787	0
TCGA-2H-A9GF	X	78878794	79251099	213	0.999038
TCGA-2H-A9GF	X	79255498	79440508	124	2.236022
TCGA-2H-A9GF	X	79442897	79678393	123	0.999038
TCGA-2H-A9GF	X	79680430	81956758	950	-1.119163
TCGA-2H-A9GF	X	81959654	87827246	2808	0
TCGA-2H-A9GF	X	87830494	88016934	105	0.192991
TCGA-2H-A9GF	X	88017249	142456387	23448	0
TCGA-2H-A9GF	X	142461592	142539784	47	0.993846
TCGA-2H-A9GF	X	142542998	147236377	2820	0
TCGA-2H-A9GF	X	147236459	147248333	16	-0.555136
TCGA-2H-A9GF	X	147254850	149999696	1239	0
TCGA-2H-A9GF	X	150000145	150486296	283	-0.575018
TCGA-2H-A9GF	X	150486962	154905589	1078	0
TCGA-2H-A9GH	1	3218610	16337252	7032	-0.264377
TCGA-2H-A9GH	1	16344664	16682747	120	0.361494
TCGA-2H-A9GH	1	16691076	17795166	379	-0.219291
TCGA-2H-A9GH	1	17800902	17861405	30	0.446806
TCGA-2H-A9GH	1	17863402	42547244	13104	-0.255981
TCGA-2H-A9GH	1	42550636	54152621	5958	0.149647
TCGA-2H-A9GH	1	54155569	54908991	425	0.569864
TCGA-2H-A9GH	1	54917832	66071076	8001	0.149647
TCGA-2H-A9GH	1	66073751	66769100	532	-0.485315
TCGA-2H-A9GH	1	66772663	68553572	1305	0.351693
TCGA-2H-A9GH	1	68559616	105575115	21616	0
TCGA-2H-A9GH	1	105577453	156439000	12038	0.207939
TCGA-2H-A9GH	1	156442255	156476272	20	-0.416387
TCGA-2H-A9GH	1	156480324	164083391	4903	0.90438
TCGA-2H-A9GH	1	164085109	167266845	2549	0.494207
TCGA-2H-A9GH	1	167269209	168365698	709	0
TCGA-2H-A9GH	1	168365818	168933987	509	-0.358843
TCGA-2H-A9GH	1	168934763	169768478	616	0.923114
TCGA-2H-A9GH	1	169768581	171886652	1400	0
TCGA-2H-A9GH	1	171888654	209440180	22765	-0.413876
TCGA-2H-A9GH	1	209444829	211491284	1492	0
TCGA-2H-A9GH	1	211491340	212074450	345	0.42738
TCGA-2H-A9GH	1	212082620	214802647	1854	0
TCGA-2H-A9GH	1	214804646	235015550	13000	0.398446
TCGA-2H-A9GH	1	235019266	235033276	18	1.318786
TCGA-2H-A9GH	1	235037831	245673533	7055	0.398446
TCGA-2H-A9GH	1	245673672	245756171	63	0
TCGA-2H-A9GH	1	245761721	245781724	25	-0.53469
TCGA-2H-A9GH	1	245784736	245860716	49	0
TCGA-2H-A9GH	1	245863222	247812431	684	0.35414
TCGA-2H-A9GH	2	484222	14676411	8794	-0.420684
TCGA-2H-A9GH	2	14681774	14790269	97	-0.864281
TCGA-2H-A9GH	2	14801623	20365875	3917	-0.420684
TCGA-2H-A9GH	2	20368519	20388484	28	0.102627
TCGA-2H-A9GH	2	20388959	43178022	12293	-0.423418
TCGA-2H-A9GH	2	43179119	43195470	15	0.610451
TCGA-2H-A9GH	2	43198512	54706335	6523	0
TCGA-2H-A9GH	2	54706557	54732861	33	-0.875409
TCGA-2H-A9GH	2	54738233	201081727	74429	0
TCGA-2H-A9GH	2	201081745	201194961	86	0.472011
TCGA-2H-A9GH	2	201201190	203333676	1184	0
TCGA-2H-A9GH	2	203341185	203855410	122	-0.441563
TCGA-2H-A9GH	2	203856457	218589336	9051	0
TCGA-2H-A9GH	2	218590995	218610253	17	-1.074696
TCGA-2H-A9GH	2	218613998	242476062	14214	0
TCGA-2H-A9GH	3	2212571	76984555	44004	0
TCGA-2H-A9GH	3	76985828	77029411	27	0.688092
TCGA-2H-A9GH	3	77030097	84195228	3708	0
TCGA-2H-A9GH	3	84195880	84757056	278	0.431867
TCGA-2H-A9GH	3	84757497	136315911	26694	0
TCGA-2H-A9GH	3	136328785	136437411	45	-0.24058
TCGA-2H-A9GH	3	136444052	174360603	19408	0
TCGA-2H-A9GH	3	174361134	182440135	4091	0.107397
TCGA-2H-A9GH	3	182440960	182457367	18	1.319946
TCGA-2H-A9GH	3	182462561	197538677	7681	0.225062
TCGA-2H-A9GH	4	1053934	53971792	28706	0
TCGA-2H-A9GH	4	53972922	58231713	2821	-0.409699
TCGA-2H-A9GH	4	58236544	59032983	532	-1.250959
TCGA-2H-A9GH	4	59044537	92373134	18356	-0.409699
TCGA-2H-A9GH	4	92373722	92950619	223	0.534849
TCGA-2H-A9GH	4	92957551	103207380	5600	-0.413662
TCGA-2H-A9GH	4	103209620	103314817	54	-0.927933
TCGA-2H-A9GH	4	103317313	141988691	20996	-0.413662
TCGA-2H-A9GH	4	141993345	162458343	11345	0
TCGA-2H-A9GH	4	162459656	162477082	13	1.294079
TCGA-2H-A9GH	4	162480911	188762240	13486	0
TCGA-2H-A9GH	5	914233	103684433	54127	0
TCGA-2H-A9GH	5	103684928	103879047	67	-0.475098
TCGA-2H-A9GH	5	103882649	132222406	16446	0
TCGA-2H-A9GH	5	132229959	132278074	18	0.600278
TCGA-2H-A9GH	5	132278725	180360469	29378	0
TCGA-2H-A9GH	6	1014281	43240092	25440	0
TCGA-2H-A9GH	6	43245905	43347394	53	0.480856
TCGA-2H-A9GH	6	43350942	105745903	32014	0
TCGA-2H-A9GH	6	105748958	107277325	1061	-0.427764
TCGA-2H-A9GH	6	107277444	158121481	30649	0
TCGA-2H-A9GH	6	158128498	158185671	34	0.852777
TCGA-2H-A9GH	6	158188548	162483614	2956	0
TCGA-2H-A9GH	6	162595372	162636455	26	-0.103289
TCGA-2H-A9GH	6	163122220	163159374	16	0
TCGA-2H-A9GH	6	163160472	163174412	8	0.617344
TCGA-2H-A9GH	6	163175802	170903919	3736	0
TCGA-2H-A9GH	7	708774	20266770	9468	-0.411792
TCGA-2H-A9GH	7	20278642	87947726	35299	0
TCGA-2H-A9GH	7	87950685	87966682	8	-0.856782
TCGA-2H-A9GH	7	87968744	87997384	15	-0.15541
TCGA-2H-A9GH	7	87997949	88137386	117	1.332786
