Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Del	 1	6433648	6473586	-0.000000	0.010826	0.000000	0.000000
Del	 1	6483571	6583417	-0.000000	0.021653	0.000000	0.000000
Del	 1	6593401	6683263	-0.000000	0.010826	0.000000	0.000000
Del	 1	6693247	6773124	-0.000000	0.021653	0.000000	0.000000
Del	 1	6783108	6793093	-0.000000	0.010826	0.000000	0.000000
Del	 1	6803078	7832868	0.098550	0.194877	0.000000	0.000000
Del	 1	7842696	7911488	-0.000000	0.021653	0.000000	0.000000
Del	 1	7921316	7921316	-0.000000	0.010826	0.000000	0.000000
Del	 1	7931143	8009763	-0.000000	0.021653	0.000000	0.000000
Del	 1	8015436	10993218	0.098550	0.184051	0.829869	0.100000
Del	 1	11003206	11053147	-0.000000	0.021653	0.000000	0.000000
Del	 1	11063135	11113076	-0.000000	0.010826	0.000000	0.000000
Del	 1	11123064	11163017	-0.000000	0.021653	0.000000	0.000000
Del	 1	11173005	11352792	-0.000000	0.010826	0.000000	0.000000
Del	 1	11362780	11652437	-0.000000	0.021653	0.000000	0.000000
Del	 1	11662426	11732343	-0.000000	0.010826	0.000000	0.000000
Del	 1	11742331	11782284	-0.000000	0.021653	0.000000	0.000000
Del	 1	11792272	12581337	-0.000000	0.010826	0.000000	0.000000
Del	 1	12591325	12691207	-0.000000	0.021653	0.000000	0.000000
Del	 1	12701195	13849835	-0.000000	0.010826	0.000000	0.000000
Del	 1	13859823	14009646	-0.000000	0.021653	0.000000	0.000000
Del	 1	14019634	15467918	-0.000000	0.010826	0.000000	0.000000
Del	 1	15477907	15557812	-0.000000	0.021653	0.000000	0.000000
Del	 1	15567800	15807516	-0.000000	0.010826	0.000000	0.000000
Del	 1	15817504	15907398	-0.000000	0.021653	0.000000	0.000000
Del	 1	15917386	15917386	-0.000000	0.010826	0.000000	0.000000
Del	 1	15927374	16117150	-0.000000	0.021653	0.000000	0.000000
Del	 1	16127138	16157102	-0.000000	0.010826	0.000000	0.000000
Del	 1	16167090	16316913	-0.000000	0.021653	0.000000	0.000000
Del	 1	16326901	16406806	-0.000000	0.010826	0.000000	0.000000
Del	 1	16416795	16512667	-0.000000	0.021653	0.000000	0.000000
Del	 1	16522661	16682566	-0.000000	0.010826	0.000000	0.000000
Del	 1	16692560	16732536	-0.000000	0.021653	0.000000	0.000000
Del	 1	16742530	16872453	-0.000000	0.010826	0.000000	0.000000
Del	 1	16882447	16942411	-0.000000	0.021653	0.000000	0.000000
Del	 1	16952405	17002375	-0.000000	0.010826	0.000000	0.000000
Del	 1	17012369	17052345	-0.000000	0.021653	0.000000	0.000000
Del	 1	17062340	17192262	-0.000000	0.010826	0.000000	0.000000
Del	 1	17202256	17302197	-0.000000	0.021653	0.000000	0.000000
Del	 1	17312191	17332179	-0.000000	0.010826	0.000000	0.000000
Del	 1	17342173	18071738	-0.000000	0.021653	0.000000	0.000000
Del	 1	18081732	19181076	-0.000000	0.010826	0.000000	0.000000
Del	 1	19191070	19390951	-0.000000	0.021653	0.000000	0.000000
Del	 1	19400945	19530868	-0.000000	0.010826	0.000000	0.000000
Del	 1	19540862	19580838	-0.000000	0.021653	0.000000	0.000000
Del	 1	19590832	19820695	-0.000000	0.010826	0.000000	0.000000
Del	 1	19830689	19990594	-0.000000	0.021653	0.000000	0.000000
Del	 1	20000588	20150498	-0.000000	0.010826	0.000000	0.000000
Del	 1	20160492	20240445	-0.000000	0.021653	0.000000	0.000000
Del	 1	20250439	20890057	-0.000000	0.010826	0.000000	0.000000
Del	 1	20900052	20950022	-0.000000	0.021653	0.000000	0.000000
Del	 1	20960016	20980004	-0.000000	0.010826	0.000000	0.000000
Del	 1	20989998	21119920	-0.000000	0.021653	0.000000	0.000000
Del	 1	21129914	21509688	-0.000000	0.010826	0.000000	0.000000
Del	 1	21519682	21609628	-0.000000	0.021653	0.000000	0.000000
Del	 1	21619623	21679587	-0.000000	0.010826	0.000000	0.000000
Del	 1	21689581	21819503	-0.000000	0.021653	0.000000	0.000000
Del	 1	21829497	21909450	-0.000000	0.010826	0.000000	0.000000
Del	 1	21919444	21979408	-0.000000	0.021653	0.000000	0.000000
Del	 1	21989402	22039372	-0.000000	0.010826	0.000000	0.000000
Del	 1	22049366	22119325	-0.000000	0.021653	0.000000	0.000000
Del	 1	22129319	22359182	-0.000000	0.010826	0.000000	0.000000
Del	 1	22369176	22758943	-0.000000	0.021653	0.000000	0.000000
Del	 1	22768937	23688389	-0.000000	0.010826	0.000000	0.000000
Del	 1	23698383	23818312	-0.000000	0.021653	0.000000	0.000000
Del	 1	23828306	24308020	-0.000000	0.010826	0.000000	0.000000
Del	 1	24318014	24517895	-0.000000	0.021653	0.000000	0.000000
Del	 1	24527889	24547877	-0.000000	0.010826	0.000000	0.000000
Del	 1	24557871	24807722	-0.000000	0.021653	0.000000	0.000000
Del	 1	24817716	24817716	-0.000000	0.010826	0.000000	0.000000
Del	 1	24827710	25057573	-0.000000	0.021653	0.000000	0.000000
Del	 1	25067567	25177501	-0.000000	0.010826	0.000000	0.000000
Del	 1	25187495	25257454	-0.000000	0.021653	0.000000	0.000000
Del	 1	25267448	25577263	-0.000000	0.010826	0.000000	0.000000
Del	 1	25587257	25857096	-0.000000	0.021653	0.000000	0.000000
Del	 1	25867090	26236870	-0.000000	0.010826	0.000000	0.000000
Del	 1	26246864	26333606	-0.000000	0.021653	0.000000	0.000000
Del	 1	26343601	26543502	-0.000000	0.010826	0.000000	0.000000
Del	 1	26553497	26613468	-0.000000	0.021653	0.000000	0.000000
Del	 1	26623463	26633458	-0.000000	0.010826	0.000000	0.000000
Del	 1	26643453	26683433	-0.000000	0.021653	0.000000	0.000000
Del	 1	26693428	26853349	-0.000000	0.010826	0.000000	0.000000
Del	 1	26863344	27113221	-0.000000	0.021653	0.000000	0.000000
Del	 1	27123216	27133211	-0.000000	0.010826	0.000000	0.000000
Del	 1	27143206	27183186	-0.000000	0.021653	0.000000	0.000000
Del	 1	27193181	27233162	-0.000000	0.010826	0.000000	0.000000
Del	 1	27243157	27283137	-0.000000	0.021653	0.000000	0.000000
Del	 1	27293132	27343107	-0.000000	0.010826	0.000000	0.000000
Del	 1	27353102	27543008	-0.000000	0.021653	0.000000	0.000000
Del	 1	27553004	27712925	-0.000000	0.010826	0.000000	0.000000
Del	 1	27722920	27842860	-0.000000	0.021653	0.000000	0.000000
Del	 1	27852855	28082742	-0.000000	0.010826	0.000000	0.000000
Del	 1	28092737	28152707	-0.000000	0.021653	0.000000	0.000000
Del	 1	28162702	28242663	-0.000000	0.010826	0.000000	0.000000
Del	 1	28252658	28292638	-0.000000	0.021653	0.000000	0.000000
Del	 1	28302633	28422574	-0.000000	0.010826	0.000000	0.000000
Del	 1	28432569	28562505	-0.000000	0.021653	0.000000	0.000000
Del	 1	28572500	28752411	-0.000000	0.010826	0.000000	0.000000
Del	 1	28762406	28912332	-0.000000	0.021653	0.000000	0.000000
Del	 1	28922327	29042268	-0.000000	0.010826	0.000000	0.000000
Del	 1	29052263	29202189	-0.000000	0.021653	0.000000	0.000000
Del	 1	29212184	29452065	-0.000000	0.010826	0.000000	0.000000
Del	 1	29462060	29512036	-0.000000	0.021653	0.000000	0.000000
Del	 1	29522031	29552016	-0.000000	0.010826	0.000000	0.000000
Del	 1	29562011	29661962	-0.000000	0.021653	0.000000	0.000000
Del	 1	29671957	31541033	-0.000000	0.010826	0.000000	0.000000
Del	 1	31551028	31770920	-0.000000	0.021653	0.000000	0.000000
Del	 1	31780915	32100757	-0.000000	0.010826	0.000000	0.000000
Del	 1	32110752	32570525	-0.000000	0.021653	0.000000	0.000000
Del	 1	32580520	33070278	-0.000000	0.010826	0.000000	0.000000
Del	 1	33080273	33120253	-0.000000	0.021653	0.000000	0.000000
Del	 1	33130248	33370129	-0.000000	0.010826	0.000000	0.000000
Del	 1	33380125	33530050	-0.000000	0.021653	0.000000	0.000000
Del	 1	33540046	33590021	-0.000000	0.010826	0.000000	0.000000
Del	 1	33600016	33709962	-0.000000	0.021653	0.000000	0.000000
Del	 1	33719957	33769932	-0.000000	0.010826	0.000000	0.000000
Del	 1	33779927	33969833	-0.000000	0.021653	0.000000	0.000000
Del	 1	33979828	34619512	-0.000000	0.010826	0.000000	0.000000
Del	 1	34629507	35119265	-0.000000	0.021653	0.000000	0.000000
Del	 1	35129260	35499078	-0.000000	0.010826	0.000000	0.000000
Del	 1	35509073	35639009	-0.000000	0.021653	0.000000	0.000000
Del	 1	35649004	36048806	-0.000000	0.010826	0.000000	0.000000
Del	 1	36058801	36098781	-0.000000	0.021653	0.000000	0.000000
Del	 1	36108776	36238712	-0.000000	0.010826	0.000000	0.000000
Del	 1	36248707	36338663	-0.000000	0.021653	0.000000	0.000000
Del	 1	36348658	36788441	-0.000000	0.010826	0.000000	0.000000
Del	 1	36798436	36858406	-0.000000	0.021653	0.000000	0.000000
Del	 1	36868401	36868401	-0.000000	0.010826	0.000000	0.000000
Del	 1	36878396	36918376	-0.000000	0.021653	0.000000	0.000000
Del	 1	36928371	37937873	-0.000000	0.010826	0.000000	0.000000
Del	 1	37947868	37987848	-0.000000	0.021653	0.000000	0.000000
Del	 1	37997843	38017833	-0.000000	0.010826	0.000000	0.000000
Del	 1	38027828	38127779	-0.000000	0.021653	0.000000	0.000000
Del	 1	38137774	38167759	-0.000000	0.010826	0.000000	0.000000
Del	 1	38177754	38247720	-0.000000	0.021653	0.000000	0.000000
Del	 1	38257715	38257715	-0.000000	0.010826	0.000000	0.000000
Del	 1	38267710	38326909	0.098550	0.097438	0.000000	0.000000
Del	 1	38336021	38414403	0.097708	0.075786	0.742886	0.100000
Del	 1	38424399	38684294	-0.000000	0.010826	0.000000	0.000000
Del	 1	38694290	39443988	-0.000000	0.021653	0.000000	0.000000
Del	 1	39453984	40213678	-0.000000	0.010826	0.000000	0.000000
Del	 1	40223674	40293645	-0.000000	0.021653	0.000000	0.000000
Del	 1	40303641	40443585	-0.000000	0.010826	0.000000	0.000000
Del	 1	40453581	40543545	-0.000000	0.021653	0.000000	0.000000
Del	 1	40553541	40713476	-0.000000	0.010826	0.000000	0.000000
Del	 1	40723472	40763456	-0.000000	0.021653	0.000000	0.000000
Del	 1	40773452	40783448	-0.000000	0.010826	0.000000	0.000000
Del	 1	40793444	40903400	-0.000000	0.021653	0.000000	0.000000
Del	 1	40913396	41233267	-0.000000	0.010826	0.000000	0.000000
Del	 1	41243263	41313234	-0.000000	0.021653	0.000000	0.000000
Del	 1	41323230	41333226	-0.000000	0.010826	0.000000	0.000000
Del	 1	41343222	41932985	-0.000000	0.021653	0.000000	0.000000
Del	 1	41942981	42622707	-0.000000	0.010826	0.000000	0.000000
Del	 1	42632703	42832622	-0.000000	0.021653	0.000000	0.000000
Del	 1	42842618	43192477	-0.000000	0.010826	0.000000	0.000000
Del	 1	43202473	43242457	-0.000000	0.021653	0.000000	0.000000
Del	 1	43252453	43312429	-0.000000	0.010826	0.000000	0.000000
Del	 1	43322425	43372404	-0.000000	0.021653	0.000000	0.000000
Del	 1	43382400	43842215	-0.000000	0.010826	0.000000	0.000000
Del	 1	43852211	44401989	-0.000000	0.021653	0.000000	0.000000
Del	 1	44411985	44451969	-0.000000	0.010826	0.000000	0.000000
Del	 1	44461965	44571921	-0.000000	0.021653	0.000000	0.000000
Del	 1	44581917	45121699	-0.000000	0.010826	0.000000	0.000000
Del	 1	45131695	45241651	-0.000000	0.021653	0.000000	0.000000
Del	 1	45251647	46081313	-0.000000	0.010826	0.000000	0.000000
Del	 1	46091309	46251244	-0.000000	0.021653	0.000000	0.000000
Del	 1	46261240	46491147	-0.000000	0.010826	0.000000	0.000000
Del	 1	46501143	46621095	-0.000000	0.021653	0.000000	0.000000
Del	 1	46631091	46641087	-0.000000	0.010826	0.000000	0.000000
Del	 1	46651083	46751043	-0.000000	0.021653	0.000000	0.000000
Del	 1	46761039	46980950	-0.000000	0.010826	0.000000	0.000000
Del	 1	46990946	47040926	-0.000000	0.021653	0.000000	0.000000
Del	 1	47050922	47120894	-0.000000	0.010826	0.000000	0.000000
Del	 1	47130890	47250841	-0.000000	0.021653	0.000000	0.000000
Del	 1	47260837	47290825	-0.000000	0.010826	0.000000	0.000000
Del	 1	47300821	47380789	-0.000000	0.021653	0.000000	0.000000
Del	 1	47390785	47410777	-0.000000	0.010826	0.000000	0.000000
Del	 1	47420773	47590704	-0.000000	0.021653	0.000000	0.000000
Del	 1	47600700	47700660	-0.000000	0.010826	0.000000	0.000000
Del	 1	47710656	47870591	-0.000000	0.021653	0.000000	0.000000
Del	 1	47880587	48650277	-0.000000	0.010826	0.000000	0.000000
Del	 1	48660273	48750237	-0.000000	0.021653	0.000000	0.000000
Del	 1	48760233	49180064	-0.000000	0.010826	0.000000	0.000000
Del	 1	49190060	49250035	-0.000000	0.021653	0.000000	0.000000
Del	 1	49260031	49829802	-0.000000	0.010826	0.000000	0.000000
Del	 1	49839798	49939757	-0.000000	0.021653	0.000000	0.000000
Del	 1	49949753	50559508	-0.000000	0.010826	0.000000	0.000000
Del	 1	50569504	50869383	-0.000000	0.021653	0.000000	0.000000
Del	 1	50879379	51449134	-0.000000	0.010826	0.000000	0.000000
Del	 1	51449575	51688730	-0.000000	0.021653	0.000000	0.000000
Del	 1	51698695	51738554	-0.000000	0.010826	0.000000	0.000000
Del	 1	51748519	52067670	-0.000000	0.021653	0.000000	0.000000
Del	 1	52077661	52177570	-0.000000	0.010826	0.000000	0.000000
Del	 1	52187561	52357406	-0.000000	0.021653	0.000000	0.000000
Del	 1	52367397	52507269	-0.000000	0.010826	0.000000	0.000000
Del	 1	52517260	52597188	-0.000000	0.021653	0.000000	0.000000
Del	 1	52607178	52826978	-0.000000	0.010826	0.000000	0.000000
Del	 1	52836969	52876933	-0.000000	0.021653	0.000000	0.000000
Del	 1	52886924	53296551	-0.000000	0.010826	0.000000	0.000000
Del	 1	53306542	53396460	-0.000000	0.021653	0.000000	0.000000
Del	 1	53406451	53536332	-0.000000	0.010826	0.000000	0.000000
Del	 1	53546323	53646232	-0.000000	0.021653	0.000000	0.000000
Del	 1	53656223	54305632	-0.000000	0.010826	0.000000	0.000000
Del	 1	54315623	54355586	-0.000000	0.021653	0.000000	0.000000
Del	 1	54365577	54505450	-0.000000	0.010826	0.000000	0.000000
Del	 1	54515441	54585377	-0.000000	0.021653	0.000000	0.000000
Del	 1	54595368	54625341	-0.000000	0.010826	0.000000	0.000000
Del	 1	54635332	54675295	-0.000000	0.021653	0.000000	0.000000
Del	 1	54685286	54875113	-0.000000	0.010826	0.000000	0.000000
Del	 1	54885104	55104904	-0.000000	0.021653	0.000000	0.000000
Del	 1	55114895	55164849	-0.000000	0.010826	0.000000	0.000000
Del	 1	55174840	55214804	-0.000000	0.021653	0.000000	0.000000
Del	 1	55224795	55304722	-0.000000	0.010826	0.000000	0.000000
Del	 1	55314713	55434604	-0.000000	0.021653	0.000000	0.000000
Del	 1	55444595	55694367	-0.000000	0.010826	0.000000	0.000000
Del	 1	55704358	57093094	-0.000000	0.021653	0.000000	0.000000
Del	 1	57103085	57382830	-0.000000	0.010826	0.000000	0.000000
Del	 1	57392821	57452766	-0.000000	0.021653	0.000000	0.000000
Del	 1	57462757	59051311	-0.000000	0.010826	0.000000	0.000000
Del	 1	59061301	59231147	-0.000000	0.021653	0.000000	0.000000
Del	 1	59241138	59760665	-0.000000	0.010826	0.000000	0.000000
Del	 1	59770656	60230237	-0.000000	0.021653	0.000000	0.000000
Del	 1	60240228	60260210	-0.000000	0.010826	0.000000	0.000000
Del	 1	60270201	60347689	-0.000000	0.021653	0.000000	0.000000
Del	 1	60351460	61301209	-0.000000	0.010826	0.000000	0.000000
Del	 1	61311206	61531148	-0.000000	0.021653	0.000000	0.000000
Del	 1	61541146	62130990	-0.000000	0.010826	0.000000	0.000000
Del	 1	62140987	62200971	-0.000000	0.021653	0.000000	0.000000
