Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Amp	 1	15657591	15711294	0.084194	0.255710	1.128684	0.093168
Amp	 1	15711523	15843244	-0.000000	0.211828	0.943038	0.093168
Amp	 1	15843855	15871622	-0.000000	0.183009	0.820023	0.093168
Amp	 1	15874279	15983301	-0.000000	0.169035	0.814684	0.086957
Amp	 1	15985306	16237662	-0.000000	0.183864	0.823670	0.093168
Amp	 1	16242057	16267147	-0.000000	0.162638	0.785428	0.086957
Amp	 1	16273995	16337252	-0.000000	0.175018	0.785912	0.093168
Amp	 1	16344664	16344827	-0.000000	0.183913	0.772387	0.099379
Amp	 1	16398077	16408804	-0.000000	0.179832	0.756057	0.099379
Amp	 1	16413265	16413265	-0.000000	0.192700	0.760048	0.105590
Amp	 1	16416985	16530850	-0.000000	0.177871	0.748209	0.099379
Amp	 1	16534646	16682747	-0.000000	0.165491	0.745245	0.093168
Amp	 1	16691076	16725161	-0.000000	0.156596	0.757797	0.086957
Amp	 1	16726250	16771646	-0.000000	0.140442	0.736523	0.080745
Amp	 1	16772585	17329637	-0.000000	0.124074	0.710565	0.074534
Amp	 1	17330149	17336877	-0.000000	0.110842	0.698145	0.068323
Amp	 1	17340878	17456646	-0.000000	0.118797	0.744444	0.068323
Amp	 1	17458280	17578553	-0.000000	0.135660	0.772386	0.074534
Amp	 1	17578734	17646526	-0.000000	0.107366	0.677910	0.068323
Amp	 1	17650698	17795166	-0.000000	0.121487	0.696761	0.074534
Amp	 1	17800902	17816531	-0.000000	0.132826	0.699013	0.080745
Amp	 1	17819076	17861405	-0.000000	0.149226	0.724086	0.086957
Amp	 1	17863402	17925542	-0.000000	0.137886	0.723936	0.080745
Amp	 1	17927714	17976560	-0.000000	0.121856	0.698731	0.074534
Amp	 1	17977378	18031533	-0.000000	0.104992	0.664093	0.068323
Amp	 1	18032158	18476231	-0.000000	0.088593	0.625498	0.062112
Amp	 1	18477450	18951931	-0.000000	0.084359	0.664876	0.055901
Amp	 1	18951985	19113342	-0.000000	0.072878	0.656095	0.049689
Amp	 1	19116233	19526363	-0.000000	0.098256	0.763741	0.055901
Amp	 1	19542799	19765669	-0.000000	0.072878	0.656095	0.049689
Amp	 1	19769371	19816643	-0.000000	0.069389	0.717916	0.043478
Amp	 1	19821738	20035649	-0.000000	0.075175	0.674481	0.049689
Amp	 1	20037638	20164107	-0.000000	0.069389	0.717916	0.043478
Amp	 1	20167341	20462778	-0.000000	0.056522	0.700252	0.037267
Amp	 1	20463634	20583817	-0.000000	0.077505	0.792150	0.043478
Amp	 1	20592340	21022115	-0.000000	0.056522	0.700252	0.037267
Amp	 1	21028534	21985273	-0.000000	0.042401	0.659480	0.031056
Amp	 1	21988563	22209001	-0.000000	0.057810	0.721117	0.037267
Amp	 1	22217610	22669971	-0.000000	0.042401	0.659480	0.031056
Amp	 1	22672478	22805904	-0.000000	0.078090	1.116505	0.031056
Amp	 1	22811523	22839840	-0.000000	0.088425	1.040707	0.037267
Amp	 1	22843428	23127876	-0.000000	0.099789	0.995984	0.043478
Amp	 1	23128716	23253262	-0.000000	0.088425	1.040707	0.037267
Amp	 1	23259627	23263167	-0.000000	0.078090	1.116505	0.031056
Amp	 1	23263279	23675883	-0.000000	0.054554	0.815108	0.031056
Amp	 1	23679024	23681838	-0.000000	0.066129	0.802775	0.037267
Amp	 1	23684977	23719537	-0.000000	0.068933	0.713744	0.043478
Amp	 1	23720185	23776394	-0.000000	0.124948	1.072847	0.049689
Amp	 1	23778434	23845193	-0.000000	0.139790	1.059232	0.055901
Amp	 1	23845963	23852899	-0.000000	0.128216	1.098997	0.049689
Amp	 1	23864455	23897221	-0.000000	0.113374	1.120238	0.043478
Amp	 1	23900242	24052831	-0.000000	0.124242	1.067191	0.049689
Amp	 1	24053465	24083494	-0.000000	0.113374	1.120238	0.043478
Amp	 1	24083649	24290790	-0.000000	0.110569	1.277017	0.037267
Amp	 1	24296084	24345750	-0.000000	0.126156	1.443350	0.037267
Amp	 1	24360750	24415047	-0.000000	0.070141	1.014707	0.031056
Amp	 1	24417868	24716889	-0.000000	0.082083	0.973023	0.037267
Amp	 1	24728629	25003691	-0.000000	0.139195	1.356428	0.043478
Amp	 1	25005803	25341022	-0.000000	0.100822	1.001862	0.043478
Amp	 1	25341750	25443361	-0.000000	0.043709	0.559363	0.037267
Amp	 1	25444814	25532074	-0.000000	0.090422	1.057855	0.037267
Amp	 1	25698469	25698469	-0.000000	0.043709	0.559363	0.037267
Amp	 1	25699995	25774082	-0.000000	0.031768	0.518316	0.031056
Amp	 1	25889422	26101163	-0.000000	0.052616	0.654408	0.037267
Amp	 1	26101851	26175518	-0.000000	0.050408	0.757014	0.031056
Amp	 1	26175846	26361404	-0.000000	0.040008	0.779791	0.024845
Amp	 1	26363601	26984229	-0.000000	0.018588	0.582568	0.018634
Amp	 1	26997078	27106855	-0.000000	0.029887	0.617782	0.024845
Amp	 1	27119975	27254901	-0.000000	0.049454	0.744799	0.031056
Amp	 1	27255790	27671925	-0.000000	0.038155	0.750143	0.024845
Amp	 1	27679692	27689147	-0.000000	0.055719	0.825027	0.031056
Amp	 1	27689910	27744498	-0.000000	0.074939	0.892634	0.037267
Amp	 1	27744513	27964775	-0.000000	0.085098	0.858039	0.043478
Amp	 1	27968662	28144537	-0.000000	0.074939	0.892634	0.037267
Amp	 1	28146039	28208017	-0.000000	0.055719	0.825027	0.031056
Amp	 1	28212806	28338984	-0.000000	0.050192	0.754257	0.031056
Amp	 1	28339288	28555644	-0.000000	0.038155	0.750143	0.024845
Amp	 1	28561082	28812543	-0.000000	0.049832	0.749643	0.031056
Amp	 1	28812905	29108979	-0.000000	0.038155	0.750143	0.024845
Amp	 1	29110232	30445631	-0.000000	0.100272	1.395563	0.031056
Amp	 1	30448217	30904197	-0.000000	0.114868	1.318731	0.037267
Amp	 1	30917176	31265857	-0.000000	0.124774	1.220951	0.043478
Amp	 1	31267173	31487979	-0.000000	0.140546	1.365217	0.043478
Amp	 1	31489214	31505602	-0.000000	0.086503	0.870889	0.043478
Amp	 1	31506004	31686085	-0.000000	0.089955	0.789653	0.049689
Amp	 1	31687659	31740845	-0.000000	0.104255	0.803646	0.055901
Amp	 1	31744818	31881500	-0.000000	0.118037	0.811528	0.062112
Amp	 1	31881637	32067225	-0.000000	0.128259	0.798665	0.068323
Amp	 1	32068313	32178829	-0.000000	0.114477	0.790284	0.062112
Amp	 1	32184703	32256086	-0.000000	0.149171	0.922562	0.068323
Amp	 1	32265973	32322733	-0.000000	0.134574	0.921361	0.062112
Amp	 1	32323205	32334477	-0.000000	0.166843	1.055482	0.068323
Amp	 1	32336098	32457058	-0.000000	0.145836	0.933206	0.068323
Amp	 1	32459154	32482916	-0.000000	0.113568	0.730146	0.068323
Amp	 1	32488555	32534105	-0.000000	0.125578	0.800059	0.068323
Amp	 1	32535799	32569717	-0.000000	0.095352	0.624119	0.068323
Amp	 1	32574753	32641004	-0.000000	0.081666	0.596501	0.062112
Amp	 1	32647850	32647850	-0.000000	0.067225	0.560041	0.055901
Amp	 1	32650658	32711043	-0.000000	0.078845	0.578438	0.062112
Amp	 1	32711360	32815033	-0.000000	0.081667	0.542282	0.068323
Amp	 1	32815760	33045735	-0.000000	0.093031	0.557728	0.074534
Amp	 1	33050391	33272883	-0.000000	0.106635	0.581830	0.080745
Amp	 1	33276300	33277000	-0.000000	0.120836	0.605218	0.086957
Amp	 1	33280648	33286123	-0.000000	0.107232	0.584770	0.080745
Amp	 1	33295685	33335039	-0.000000	0.091770	0.550997	0.074534
Amp	 1	33342737	33534350	-0.000000	0.100624	0.552224	0.080745
Amp	 1	33543621	33659047	-0.000000	0.091770	0.550997	0.074534
Amp	 1	33662158	34019140	-0.000000	0.077569	0.518428	0.068323
Amp	 1	34023178	34064792	-0.000000	0.067347	0.503268	0.062112
Amp	 1	34067472	34189429	-0.000000	0.070510	0.475929	0.068323
Amp	 1	34193735	35255680	-0.000000	0.067347	0.503268	0.062112
Amp	 1	35259961	35705820	-0.000000	0.080577	0.534526	0.068323
Amp	 1	35707006	35887691	-0.000000	0.091993	0.550896	0.074534
Amp	 1	35888147	36000875	-0.000000	0.096100	0.528745	0.080745
Amp	 1	36001395	36001395	-0.000000	0.084735	0.512170	0.074534
Amp	 1	36009394	36056977	-0.000000	0.080629	0.534828	0.068323
Amp	 1	36057210	36497687	-0.000000	0.105707	0.625360	0.074534
Amp	 1	36499342	36660813	-0.000000	0.118022	0.637914	0.080745
Amp	 1	36669903	36681161	-0.000000	0.128660	0.641000	0.086957
Amp	 1	36682434	36718669	-0.000000	0.116344	0.629649	0.080745
Amp	 1	36722198	36792805	-0.000000	0.136412	0.728487	0.080745
Amp	 1	36793106	36815441	-0.000000	0.122112	0.712895	0.074534
Amp	 1	36818001	36980623	-0.000000	0.102045	0.605821	0.074534
Amp	 1	36981762	37182486	-0.000000	0.116676	0.638507	0.080745
Amp	 1	37184882	37242743	-0.000000	0.173789	0.854104	0.086957
Amp	 1	37245473	37302347	-0.000000	0.209901	0.951310	0.093168
Amp	 1	37303956	37311342	-0.000000	0.230335	0.973625	0.099379
Amp	 1	37312233	37493867	0.161543	0.271350	1.137757	0.099379
Amp	 1	37503124	37687418	0.035527	0.246272	1.105527	0.093168
Amp	 1	37690798	37845240	-0.000000	0.220755	0.996608	0.093168
Amp	 1	37921043	38010427	0.035527	0.246258	1.105467	0.093168
Amp	 1	38011403	38026598	0.076716	0.254220	1.068237	0.099379
Amp	 1	38026688	38086578	0.114870	0.261966	1.034575	0.105590
Amp	 1	38087543	38109733	0.226880	0.283903	1.117199	0.105590
Amp	 1	38109752	38115960	0.095106	0.258401	1.021147	0.105590
Amp	 1	38117142	38174185	0.056164	0.250654	1.053970	0.099379
Amp	 1	38175335	38428320	0.114870	0.261937	1.034597	0.105590
Amp	 1	38431425	38528881	0.098826	0.258868	1.086974	0.099379
Amp	 1	38530760	38711632	0.043572	0.247584	1.111131	0.093168
Amp	 1	38713479	38800024	0.360183	0.304328	1.270238	0.099379
Amp	 1	38801204	38906637	0.268519	0.291098	1.298447	0.093168
Amp	 1	38907008	39197064	0.393449	0.308574	1.287228	0.099379
Amp	 1	39199114	39412102	0.661729	0.345253	1.434010	0.099379
Amp	 1	39421462	39464627	0.775980	0.359013	1.401484	0.105590
Amp	 1	39466626	39497450	1.295864	0.416126	1.526782	0.111801
Amp	 1	39503843	39551242	0.957533	0.380014	1.480581	0.105590
Amp	 1	39551621	39568930	0.732586	0.354267	1.383607	0.105590
Amp	 1	39576917	39661593	1.248569	0.411380	1.509899	0.111801
Amp	 1	39663343	39711848	1.078715	0.393562	1.446520	0.111801
Amp	 1	39715792	39886995	1.316126	0.418119	1.533873	0.111801
Amp	 1	39887947	39931485	1.201898	0.406499	1.580335	0.105590
Amp	 1	39931963	40198587	1.499681	0.436048	1.597647	0.111801
Amp	 1	40199854	40264332	1.693750	0.453757	1.660641	0.111801
Amp	 1	40266102	40266102	2.026957	0.481321	1.758691	0.111801
Amp	 1	40276520	40284187	2.135935	0.490367	1.696611	0.118012
Amp	 1	40286005	40417343	2.472369	0.516222	1.783741	0.118012
Amp	 1	40423031	40458920	2.351224	0.507177	1.850663	0.111801
Amp	 1	40462298	40504468	2.523659	0.520364	1.797700	0.118012
Amp	 1	40513710	40563358	2.318845	0.504866	1.740530	0.118012
Amp	 1	40567134	40595841	1.623926	0.447753	1.634068	0.111801
Amp	 1	40598915	40598915	1.482069	0.434566	1.680520	0.105590
Amp	 1	40599075	41281757	1.370784	0.423928	1.742983	0.099379
Amp	 1	41286353	41332550	1.533881	0.439088	1.697554	0.105590
Amp	 1	41332946	41467770	1.154453	0.401138	1.554619	0.105590
Amp	 1	41469404	41496014	1.303907	0.416835	1.524087	0.111801
Amp	 1	41498308	41546976	1.161143	0.401675	1.556640	0.105590
Amp	 1	41551292	41573492	0.842236	0.366252	1.423223	0.105590
Amp	 1	41573646	41659051	0.701061	0.350555	1.449360	0.099379
Amp	 1	41666571	41786854	0.284439	0.293442	1.302194	0.093168
Amp	 1	41787999	42103220	0.371497	0.305771	1.270145	0.099379
Amp	 1	42105182	42356194	0.284439	0.293442	1.302194	0.093168
Amp	 1	42360713	42416625	0.365623	0.305280	1.271143	0.099379
Amp	 1	42417706	42547244	0.560218	0.332494	1.380047	0.099379
Amp	 1	42550636	42551513	0.587975	0.335908	1.311726	0.105590
Amp	 1	42556266	42679645	0.203490	0.278795	1.165156	0.099379
Amp	 1	42683271	42867404	0.127616	0.264163	1.180376	0.093168
Amp	 1	42874440	43123266	-0.000000	0.218943	0.987350	0.093168
Amp	 1	43126068	43366503	-0.000000	0.216121	1.044966	0.086957
Amp	 1	43366891	43399686	-0.000000	0.228574	1.028458	0.093168
Amp	 1	43400875	43476957	-0.000000	0.186723	0.849816	0.093168
Amp	 1	43486624	43529203	-0.000000	0.183828	0.897278	0.086957
Amp	 1	43530154	43610139	-0.000000	0.186535	0.849015	0.093168
Amp	 1	43611005	43653446	-0.000000	0.174082	0.852705	0.086957
Amp	 1	43654372	43837178	-0.000000	0.184541	0.900539	0.086957
Amp	 1	43839810	44014949	-0.000000	0.171375	0.904965	0.080745
Amp	 1	44021820	44066730	-0.000000	0.194165	0.944555	0.086957
Amp	 1	44068533	44140075	0.060128	0.251278	1.125375	0.093168
Amp	 1	44140108	44233532	-0.000000	0.209592	0.947435	0.093168
Amp	 1	44236533	44287414	-0.000000	0.197754	0.959237	0.086957
Amp	 1	44295351	44940904	-0.000000	0.143244	0.709936	0.086957
Amp	 1	44944000	44991991	-0.000000	0.120454	0.652299	0.080745
Amp	 1	44992714	45122280	-0.000000	0.170244	0.836030	0.086957
Amp	 1	45126334	45155226	-0.000000	0.181644	0.828954	0.093168
Amp	 1	45157209	45157738	-0.000000	0.186111	0.795021	0.099379
Amp	 1	45158040	45165883	-0.000000	0.168635	0.773426	0.093168
Amp	 1	45166383	45175925	-0.000000	0.190614	0.867245	0.093168
Amp	 1	45178673	45302697	-0.000000	0.179215	0.877056	0.086957
Amp	 1	45303372	45369086	-0.000000	0.129424	0.696480	0.080745
Amp	 1	45369174	45666881	-0.000000	0.117532	0.691066	0.074534
Amp	 1	45668734	45845263	-0.000000	0.098369	0.640240	0.068323
Amp	 1	45846972	46001330	-0.000000	0.086953	0.631167	0.062112
Amp	 1	46009435	46017592	-0.000000	0.064974	0.490439	0.062112
Amp	 1	46018624	46356414	-0.000000	0.049712	0.436354	0.055901
Amp	 1	46356577	46605369	-0.000000	0.045245	0.455144	0.049689
Amp	 1	46605456	46738151	-0.000000	0.059820	0.508262	0.055901
Amp	 1	46746164	46881353	-0.000000	0.045245	0.455144	0.049689
Amp	 1	46885104	47225886	-0.000000	0.054165	0.468032	0.055901
Amp	 1	47226045	47666329	-0.000000	0.082838	0.604818	0.062112
Amp	 1	47666546	48049674	-0.000000	0.054165	0.468032	0.055901
Amp	 1	48056629	48109225	-0.000000	0.095851	0.764600	0.055901
Amp	 1	48110751	48518813	-0.000000	0.086931	0.788782	0.049689
Amp	 1	48530258	48598852	-0.000000	0.104556	0.929849	0.049689
Amp	 1	48604073	48605803	-0.000000	0.121425	0.946541	0.055901
Amp	 1	48606878	48615409	-0.000000	0.150078	1.035349	0.062112
Amp	 1	48622237	48711815	-0.000000	0.108392	0.766075	0.062112
Amp	 1	48725296	48810146	-0.000000	0.121794	0.946541	0.055901
Amp	 1	48812953	48916271	-0.000000	0.104925	0.929849	0.049689
Amp	 1	48920666	48948077	-0.000000	0.084697	0.877660	0.043478
Amp	 1	48963103	49151886	-0.000000	0.042642	0.492983	0.043478
Amp	 1	49154950	49409328	-0.000000	0.053868	0.521207	0.049689
Amp	 1	49414844	49441530	-0.000000	0.042642	0.492983	0.043478
Amp	 1	49442023	49649795	-0.000000	0.051793	0.504601	0.049689
Amp	 1	49653482	49731253	-0.000000	0.069697	0.575909	0.055901
Amp	 1	49731368	51160745	-0.000000	0.051793	0.504601	0.049689
Amp	 1	51163760	53424708	-0.000000	0.047646	0.538753	0.043478
Amp	 1	53426440	54152621	-0.000000	0.061330	0.580932	0.049689
Amp	 1	54155569	54227368	-0.000000	0.073046	0.674703	0.049689
Amp	 1	54229982	54293177	-0.000000	0.091709	0.732505	0.055901
Amp	 1	54301917	54302780	-0.000000	0.078024	0.714546	0.049689
Amp	 1	54304849	54416719	-0.000000	0.135137	1.041469	0.055901
Amp	 1	54416921	54647789	-0.000000	0.147298	1.015185	0.062112
Amp	 1	54654522	54720043	-0.000000	0.090185	0.721666	0.055901
Amp	 1	54730651	54908991	-0.000000	0.078024	0.714546	0.049689
Amp	 1	54917832	55464868	-0.000000	0.066308	0.620774	0.049689
Amp	 1	55466813	56386755	-0.000000	0.056191	0.616915	0.043478
Amp	 1	56391806	56954887	-0.000000	0.072794	0.672685	0.049689
Amp	 1	56955386	57028269	-0.000000	0.087254	0.700817	0.055901
Amp	 1	57029302	57337969	-0.000000	0.072794	0.672685	0.049689
Amp	 1	57341060	58035152	-0.000000	0.063643	0.685078	0.043478
Amp	 1	58036812	58481921	-0.000000	0.070358	0.746500	0.043478
Amp	 1	58484464	58719560	-0.000000	0.105698	1.069755	0.043478
Amp	 1	58743563	58774484	-0.000000	0.063643	0.685078	0.043478
Amp	 1	58786769	58838171	-0.000000	0.044981	0.600104	0.037267
Amp	 1	58838714	58887296	-0.000000	0.028378	0.507510	0.031056
Amp	 1	58891310	59737829	-0.000000	0.070433	1.046058	0.031056
Amp	 1	59738558	59846568	-0.000000	0.078464	0.957419	0.037267
Amp	 1	59848962	60876146	-0.000000	0.095723	0.978513	0.043478
Amp	 1	60876683	60921442	-0.000000	0.106278	0.940673	0.049689
Amp	 1	60925858	61018292	-0.000000	0.089019	0.917186	0.043478
Amp	 1	61018453	61229255	-0.000000	0.099979	0.890264	0.049689
Amp	 1	61248310	61439892	-0.000000	0.146538	1.262897	0.049689
Amp	 1	61441952	61676932	-0.000000	0.160553	1.222283	0.055901
Amp	 1	61677323	61813266	-0.000000	0.146538	1.262897	0.049689
Amp	 1	61815747	61875346	-0.000000	0.158474	1.207805	0.055901
Amp	 1	61877378	61976721	-0.000000	0.178083	1.212580	0.062112
Amp	 1	61977201	62090421	-0.000000	0.196647	1.331440	0.062112
Amp	 1	62095387	62231437	-0.000000	0.177037	1.339872	0.055901
Amp	 1	62243852	62317932	-0.000000	0.188531	1.279476	0.062112
Amp	 1	62322845	62454784	-0.000000	0.158031	1.204343	0.055901
Amp	 1	62466233	62619556	-0.000000	0.100918	0.897780	0.049689
Amp	 1	62620531	63514797	-0.000000	0.089425	0.920903	0.043478
Amp	 1	63517230	63728549	-0.000000	0.081394	0.988683	0.037267
Amp	 1	63742700	63968273	-0.000000	0.066900	0.834014	0.037267
Amp	 1	63977835	64102361	-0.000000	0.082658	0.859011	0.043478
Amp	 1	64102590	64339246	-0.000000	0.092766	0.832532	0.049689
Amp	 1	64342245	64454377	-0.000000	0.077008	0.807324	0.043478
Amp	 1	64456123	64621637	-0.000000	0.099333	1.011533	0.043478
Amp	 1	64622069	64644951	-0.000000	0.077008	0.807324	0.043478
Amp	 1	64649955	64984311	-0.000000	0.087213	0.788088	0.049689
Amp	 1	64986799	65043855	-0.000000	0.102121	0.806584	0.055901
Amp	 1	65050681	65390503	-0.000000	0.091916	0.825727	0.049689
Amp	 1	65396415	65666995	-0.000000	0.049297	0.553854	0.043478
Amp	 1	65673339	65818617	-0.000000	0.034389	0.487070	0.037267
Amp	 1	65818709	66071076	-0.000000	0.024483	0.457631	0.031056
Amp	 1	66073751	66421887	-0.000000	0.021069	0.517389	0.024845
Amp	 1	66427440	66689340	-0.000000	0.032877	0.565127	0.031056
Amp	 1	66691094	66769100	-0.000000	0.022769	0.595689	0.024845
Amp	 1	66772663	67623298	-0.000000	0.031392	0.586974	0.031056
Amp	 1	67630443	67776808	-0.000000	0.019584	0.544699	0.024845
Amp	 1	67776833	67887563	-0.000000	0.032077	0.595746	0.031056
Amp	 1	67887921	68012373	-0.000000	0.019584	0.544699	0.024845
Amp	 1	68012706	68141725	-0.000000	0.030679	0.577842	0.031056
Amp	 1	68146993	68553572	-0.000000	0.019584	0.544699	0.024845
Amp	 1	68559616	69315228	-0.000000	0.010961	0.542227	0.018634
Amp	 1	69316227	70054478	-0.000000	0.013329	0.444569	0.024845
Amp	 1	70057301	71107711	-0.000000	0.010961	0.542227	0.018634
Amp	 1	71107800	71600903	-0.000000	0.037250	0.827480	0.024845
Amp	 1	71628776	71645883	-0.000000	0.010961	0.542227	0.018634
Amp	 1	71646885	71772613	-0.000000	0.068074	1.320884	0.024845
Amp	 1	71774105	71861708	-0.000000	0.107732	1.564558	0.031056
Amp	 1	71867962	71951950	-0.000000	0.068074	1.320884	0.024845
Amp	 1	71956025	72937443	-0.000000	0.036841	0.820942	0.024845
Amp	 1	72939294	73005305	-0.000000	0.021202	0.576048	0.024845
Amp	 1	73007962	76689637	-0.000000	0.010961	0.549486	0.018634
Amp	 1	76692057	77605888	-0.000000	0.041195	0.900828	0.024845
Amp	 1	77606602	77945254	-0.000000	0.010961	0.549808	0.018634
Amp	 1	77945635	78547895	-0.000000	0.023861	0.618852	0.024845
Amp	 1	78553887	79053276	-0.000000	0.010961	0.549808	0.018634
Amp	 1	79054075	79142400	-0.000000	0.029124	0.703100	0.024845
Amp	 1	79142410	79623923	-0.000000	0.010961	0.549808	0.018634
Amp	 1	79624739	80124753	-0.000000	0.012905	0.592598	0.018634
Amp	 1	80125646	80200369	-0.000000	0.023807	0.618965	0.024845
Amp	 1	80205990	80716414	-0.000000	0.012905	0.592598	0.018634
Amp	 1	80716897	80947476	-0.000000	0.025001	0.638079	0.024845
Amp	 1	80948520	81760542	-0.000000	0.012905	0.592598	0.018634
Amp	 1	81763432	82742151	-0.000000	0.028809	0.699038	0.024845
Amp	 1	82748577	83982487	-0.000000	0.012905	0.592598	0.018634
Amp	 1	83983252	84966523	-0.000000	0.022812	0.603037	0.024845
Amp	 1	84968749	88070347	-0.000000	0.012905	0.610131	0.012422
Amp	 1	88071064	88723409	-0.000000	0.001944	0.518452	0.006211
Amp	 1	88724207	93349327	-0.000000	0.000000	0.393996	0.006211
Amp	 1	93349684	93621868	-0.000000	0.027504	1.077513	0.012422
Amp	 1	93622134	94629130	-0.000000	0.000000	0.393996	0.006211
Amp	 1	94633910	94697168	-0.000000	0.037803	1.412513	0.012422
Amp	 1	94700684	94847911	-0.000000	0.056674	1.344449	0.018634
Amp	 1	94850443	94933958	-0.000000	0.037803	1.412513	0.012422
Amp	 1	94941273	95312105	-0.000000	0.000000	0.393996	0.006211
Amp	 1	95317344	95496535	-0.000000	0.006180	0.394837	0.012422
Amp	 1	95505107	95674710	-0.000000	0.020501	0.601874	0.018634
Amp	 1	95680124	96035912	-0.000000	0.014322	0.655494	0.012422
Amp	 1	96043010	96113250	-0.000000	0.037642	0.934725	0.018634
Amp	 1	96118261	96623563	-0.000000	0.014322	0.655494	0.012422
Amp	 1	96627825	97069132	-0.000000	0.000000	0.393996	0.006211
Amp	 1	97076234	97340388	-0.000000	0.016917	0.738592	0.012422
Amp	 1	97340704	97509926	-0.000000	0.024957	0.663976	0.018634
Amp	 1	97510593	97542236	-0.000000	0.040767	0.751059	0.024845
Amp	 1	97542479	97552378	-0.000000	0.032728	0.829831	0.018634
Amp	 1	97559591	97676260	-0.000000	0.058790	1.039561	0.024845
Amp	 1	97696437	97702251	-0.000000	0.042980	1.048644	0.018634
