Filename,Function,Package
FigureYa139TMB_titv.Rmd,t,
FigureYa139TMB_titv.Rmd,seq,
FigureYa139TMB_titv.Rmd,matrix,
FigureYa139TMB_titv.Rmd,length,
FigureYa139TMB_titv.Rmd,group_by,
FigureYa139TMB_titv.Rmd,lapply,
FigureYa139TMB_titv.Rmd,colnames,
FigureYa139TMB_titv.Rmd,str,
FigureYa139TMB_titv.Rmd,box,
FigureYa139TMB_titv.Rmd,all,
FigureYa139TMB_titv.Rmd,pdf,
FigureYa139TMB_titv.Rmd,colSums,
FigureYa139TMB_titv.Rmd,off,
FigureYa139TMB_titv.Rmd,names,
FigureYa139TMB_titv.Rmd,barplot,
FigureYa139TMB_titv.Rmd,pal_npg,
FigureYa139TMB_titv.Rmd,log10,
FigureYa139TMB_titv.Rmd,points,
FigureYa139TMB_titv.Rmd,par,
FigureYa139TMB_titv.Rmd,stop,
FigureYa139TMB_titv.Rmd,summarize,
FigureYa139TMB_titv.Rmd,range,
FigureYa139TMB_titv.Rmd,order,
FigureYa139TMB_titv.Rmd,numeric,
FigureYa139TMB_titv.Rmd,ldply,plyr
FigureYa139TMB_titv.Rmd,match,
FigureYa139TMB_titv.Rmd,ceiling,
FigureYa139TMB_titv.Rmd,seq_len,
FigureYa139TMB_titv.Rmd,sessionInfo,
FigureYa139TMB_titv.Rmd,setenv,
FigureYa139TMB_titv.Rmd,col,
FigureYa139TMB_titv.Rmd,set,
FigureYa139TMB_titv.Rmd,load,
FigureYa139TMB_titv.Rmd,ncol,
FigureYa139TMB_titv.Rmd,split,
FigureYa139TMB_titv.Rmd,c,
FigureYa139TMB_titv.Rmd,rbind,
FigureYa139TMB_titv.Rmd,levels,
FigureYa139TMB_titv.Rmd,legend,
FigureYa139TMB_titv.Rmd,screen,
FigureYa139TMB_titv.Rmd,factor,
FigureYa139TMB_titv.Rmd,opts_chunk,knitr
FigureYa139TMB_titv.Rmd,library,
FigureYa139TMB_titv.Rmd,nrow,
FigureYa139TMB_titv.Rmd,median,
FigureYa139TMB_titv.Rmd,head,
FigureYa139TMB_titv.Rmd,rep,
FigureYa139TMB_titv.Rmd,if,
FigureYa139TMB_titv.Rmd,rownames,
FigureYa139TMB_titv.Rmd,options,
FigureYa139TMB_titv.Rmd,unlist,
FigureYa139TMB_titv.Rmd,axis,
FigureYa139TMB_titv.Rmd,plot,
FigureYa139TMB_titv.Rmd,frame,
FigureYa139TMB_titv.Rmd,function,
FigureYa139TMB_titv.Rmd,max,
FigureYa139TMB_titv.Rmd,mtext,
FigureYa139TMB_titv.Rmd,return,
FigureYa260CNV.Rmd,dim,
FigureYa260CNV.Rmd,order,
FigureYa260CNV.Rmd,filter,
FigureYa260CNV.Rmd,column_to_rownames,
FigureYa260CNV.Rmd,frequency,
FigureYa260CNV.Rmd,theme,
FigureYa260CNV.Rmd,rownames_to_column,
FigureYa260CNV.Rmd,group,
FigureYa260CNV.Rmd,sessionInfo,
FigureYa260CNV.Rmd,setenv,
FigureYa260CNV.Rmd,source,
FigureYa260CNV.Rmd,unlink,
FigureYa260CNV.Rmd,str_sub,
FigureYa260CNV.Rmd,frequencies,
FigureYa260CNV.Rmd,ylab,
FigureYa260CNV.Rmd,bitr,
FigureYa260CNV.Rmd,IDs,
FigureYa260CNV.Rmd,table,
FigureYa260CNV.Rmd,element_line,
FigureYa260CNV.Rmd,list,
FigureYa260CNV.Rmd,set,
FigureYa260CNV.Rmd,ncol,
FigureYa260CNV.Rmd,pivot_longer,
FigureYa260CNV.Rmd,colnames,
FigureYa260CNV.Rmd,c,
FigureYa260CNV.Rmd,xlab,
FigureYa260CNV.Rmd,samples,
FigureYa260CNV.Rmd,rbind,
FigureYa260CNV.Rmd,aes,
FigureYa260CNV.Rmd,exit,
FigureYa260CNV.Rmd,inner_join,
FigureYa260CNV.Rmd,csv,
FigureYa260CNV.Rmd,opts_chunk,knitr
FigureYa260CNV.Rmd,library,
FigureYa260CNV.Rmd,genes,
FigureYa260CNV.Rmd,factor,
FigureYa260CNV.Rmd,geom_col,
FigureYa260CNV.Rmd,element_text,
FigureYa260CNV.Rmd,duplicated,
FigureYa260CNV.Rmd,ggplot,
FigureYa260CNV.Rmd,unit,
FigureYa260CNV.Rmd,options,
FigureYa260CNV.Rmd,select_if,
FigureYa260CNV.Rmd,colData,
FigureYa260CNV.Rmd,scale_fill_manual,
FigureYa260CNV.Rmd,rowData,
FigureYa260CNV.Rmd,select,dplyr
FigureYa260CNV.Rmd,ggtitle,
FigureYa260CNV.Rmd,theme_classic,
FigureYa260CNV.Rmd,frame,
FigureYa260CNV.Rmd,SummarizedExperiment,
FigureYa260CNV.Rmd,distinct,
FigureYa260CNV.Rmd,mutate,
FigureYa260CNV.Rmd,rowMeans,
FigureYa260CNV.Rmd,intersect,
FigureYa260CNV.Rmd,ggsave,
FigureYa260CNV.Rmd,GDCquery,
FigureYa260CNV.Rmd,paste0,
FigureYa260CNV.Rmd,assay,
FigureYa260CNV.Rmd,cbind,
FigureYa194pySCENIC.Rmd,opts_chunk,knitr
FigureYa194pySCENIC.Rmd,sessionInfo,
FigureYa194pySCENIC.Rmd,set,
FigureYa321volcanoSE.Rmd,geom_hline,
FigureYa321volcanoSE.Rmd,theme,
FigureYa321volcanoSE.Rmd,scale_color_manual,
FigureYa321volcanoSE.Rmd,sessionInfo,
FigureYa321volcanoSE.Rmd,setenv,
FigureYa321volcanoSE.Rmd,source,
FigureYa321volcanoSE.Rmd,eBayes,
FigureYa321volcanoSE.Rmd,na,
FigureYa321volcanoSE.Rmd,matrix,
FigureYa321volcanoSE.Rmd,geom_vline,
FigureYa321volcanoSE.Rmd,table,
FigureYa321volcanoSE.Rmd,set,
FigureYa321volcanoSE.Rmd,log,
FigureYa321volcanoSE.Rmd,ifelse,
FigureYa321volcanoSE.Rmd,colnames,
FigureYa321volcanoSE.Rmd,c,
FigureYa321volcanoSE.Rmd,substr,
FigureYa321volcanoSE.Rmd,subset,
FigureYa321volcanoSE.Rmd,levels,
FigureYa321volcanoSE.Rmd,element_blank,
FigureYa321volcanoSE.Rmd,aes,
FigureYa321volcanoSE.Rmd,theme_bw,
FigureYa321volcanoSE.Rmd,setNames,
FigureYa321volcanoSE.Rmd,opts_chunk,knitr
FigureYa321volcanoSE.Rmd,library,
FigureYa321volcanoSE.Rmd,factor,
FigureYa321volcanoSE.Rmd,scale_size_continuous,
FigureYa321volcanoSE.Rmd,write,openxlsx
FigureYa321volcanoSE.Rmd,fit,
FigureYa321volcanoSE.Rmd,element_text,
FigureYa321volcanoSE.Rmd,names,
FigureYa321volcanoSE.Rmd,makeContrasts,
FigureYa321volcanoSE.Rmd,rownames,
FigureYa321volcanoSE.Rmd,lmFit,
FigureYa321volcanoSE.Rmd,ggplot,
FigureYa321volcanoSE.Rmd,geom_point,
FigureYa321volcanoSE.Rmd,options,
FigureYa321volcanoSE.Rmd,unit,
FigureYa321volcanoSE.Rmd,unique,
FigureYa321volcanoSE.Rmd,xlsx,
FigureYa321volcanoSE.Rmd,contrast,
FigureYa321volcanoSE.Rmd,gsub,
FigureYa321volcanoSE.Rmd,intersect,
FigureYa321volcanoSE.Rmd,geom_label_repel,
FigureYa321volcanoSE.Rmd,ggsave,
FigureYa321volcanoSE.Rmd,paste0,
FigureYa321volcanoSE.Rmd,topTable,
FigureYa321volcanoSE.Rmd,abs,
FigureYa177RNAvelocity.Rmd,opts_chunk,knitr
FigureYa177RNAvelocity.Rmd,sessionInfo,
FigureYa177RNAvelocity.Rmd,set,
s2_runCCA.Rmd,readRDS,
s2_runCCA.Rmd,seq_along,
s2_runCCA.Rmd,NormalizeData,
s2_runCCA.Rmd,gc,
s2_runCCA.Rmd,ScaleData,
s2_runCCA.Rmd,opts_chunk,knitr
s2_runCCA.Rmd,library,
s2_runCCA.Rmd,packageVersion,
s2_runCCA.Rmd,head,
s2_runCCA.Rmd,source,
s2_runCCA.Rmd,call,
s2_runCCA.Rmd,names,
s2_runCCA.Rmd,rm,
s2_runCCA.Rmd,RunMultiCCA,
s2_runCCA.Rmd,if,
s2_runCCA.Rmd,rownames,
s2_runCCA.Rmd,VlnPlot,
s2_runCCA.Rmd,libPaths,
s2_runCCA.Rmd,DimHeatmap,
s2_runCCA.Rmd,unique,
s2_runCCA.Rmd,DimPlot,
s2_runCCA.Rmd,set,
s2_runCCA.Rmd,summary,
s2_runCCA.Rmd,AlignSubspace,
s2_runCCA.Rmd,FindVariableGenes,
s2_runCCA.Rmd,for,
s2_runCCA.Rmd,SubsetData,
s2_runCCA.Rmd,exists,
s2_runCCA.Rmd,lapply,
s2_runCCA.Rmd,CreateSeuratObject,
s2_runCCA.Rmd,function,
s2_runCCA.Rmd,c,
s2_runCCA.Rmd,subset,
s2_runCCA.Rmd,paste0,
s2_runCCA.Rmd,saveRDS,
s5_DEG.Rmd,order,
s5_DEG.Rmd,rowSums,
s5_DEG.Rmd,theme,
s5_DEG.Rmd,ihw,
s5_DEG.Rmd,call,
s5_DEG.Rmd,source,
s5_DEG.Rmd,sub,
s5_DEG.Rmd,table,
s5_DEG.Rmd,set,
s5_DEG.Rmd,exists,
s5_DEG.Rmd,lapply,
s5_DEG.Rmd,ifelse,
s5_DEG.Rmd,subset,
s5_DEG.Rmd,c,
s5_DEG.Rmd,colnames,
s5_DEG.Rmd,DESeq,
s5_DEG.Rmd,xlab,
s5_DEG.Rmd,levels,
s5_DEG.Rmd,saveRDS,
s5_DEG.Rmd,readRDS,
s5_DEG.Rmd,ln,
s5_DEG.Rmd,opts_chunk,knitr
s5_DEG.Rmd,library,
s5_DEG.Rmd,colSums,
s5_DEG.Rmd,VlnPlot,
s5_DEG.Rmd,element_text,
s5_DEG.Rmd,names,
s5_DEG.Rmd,if,
s5_DEG.Rmd,rownames,
s5_DEG.Rmd,relevel,
s5_DEG.Rmd,libPaths,
s5_DEG.Rmd,results,
s5_DEG.Rmd,summary,
s5_DEG.Rmd,frame,
s5_DEG.Rmd,SubsetData,
s5_DEG.Rmd,function,
s5_DEG.Rmd,grep,
s5_DEG.Rmd,DESeqDataSetFromMatrix,
s5_DEG.Rmd,ylab,
s1_prepare.Rmd,gc,
s1_prepare.Rmd,rowSums,
s1_prepare.Rmd,all,
s1_prepare.Rmd,opts_chunk,knitr
s1_prepare.Rmd,message,
s1_prepare.Rmd,colSums,
s1_prepare.Rmd,call,
s1_prepare.Rmd,source,
s1_prepare.Rmd,sub,
s1_prepare.Rmd,rm,
s1_prepare.Rmd,rownames,
s1_prepare.Rmd,sapply,
s1_prepare.Rmd,libPaths,
s1_prepare.Rmd,Read10X_V3,
s1_prepare.Rmd,matrix,
s1_prepare.Rmd,list,
s1_prepare.Rmd,set,
s1_prepare.Rmd,strsplit,
s1_prepare.Rmd,frame,
s1_prepare.Rmd,function,
s1_prepare.Rmd,colnames,
s1_prepare.Rmd,c,
s1_prepare.Rmd,subset,
s1_prepare.Rmd,paste0,
s1_prepare.Rmd,saveRDS,
s1_prepare.Rmd,cbind,
s4_annotateCellType.Rmd,guides,
s4_annotateCellType.Rmd,theme,
s4_annotateCellType.Rmd,cell,
s4_annotateCellType.Rmd,character,
s4_annotateCellType.Rmd,FetchData,
s4_annotateCellType.Rmd,source,
s4_annotateCellType.Rmd,top_n,
s4_annotateCellType.Rmd,indexCluster,
s4_annotateCellType.Rmd,matrix,
s4_annotateCellType.Rmd,cells,
s4_annotateCellType.Rmd,table,
s4_annotateCellType.Rmd,list,
s4_annotateCellType.Rmd,set,
s4_annotateCellType.Rmd,get,
s4_annotateCellType.Rmd,group_by,
s4_annotateCellType.Rmd,load,
s4_annotateCellType.Rmd,exists,
s4_annotateCellType.Rmd,FindAllMarkers,
s4_annotateCellType.Rmd,lapply,
s4_annotateCellType.Rmd,c,
s4_annotateCellType.Rmd,subset,
s4_annotateCellType.Rmd,mapvalues,plyr
s4_annotateCellType.Rmd,levels,
s4_annotateCellType.Rmd,saveRDS,
s4_annotateCellType.Rmd,scmapCluster,
s4_annotateCellType.Rmd,aes,
s4_annotateCellType.Rmd,readRDS,
s4_annotateCellType.Rmd,seq_along,
s4_annotateCellType.Rmd,theme_bw,
s4_annotateCellType.Rmd,scale_color_gradient,
s4_annotateCellType.Rmd,selectFeatures,
s4_annotateCellType.Rmd,factor,
s4_annotateCellType.Rmd,opts_chunk,knitr
s4_annotateCellType.Rmd,library,
s4_annotateCellType.Rmd,metadata,
s4_annotateCellType.Rmd,element_text,
s4_annotateCellType.Rmd,head,
s4_annotateCellType.Rmd,names,
s4_annotateCellType.Rmd,ggplot,
s4_annotateCellType.Rmd,if,
s4_annotateCellType.Rmd,geom_point,
s4_annotateCellType.Rmd,rownames,
s4_annotateCellType.Rmd,libPaths,
s4_annotateCellType.Rmd,n,
s4_annotateCellType.Rmd,DimPlot,
s4_annotateCellType.Rmd,rowData,
s4_annotateCellType.Rmd,guide_legend,
s4_annotateCellType.Rmd,plot,
s4_annotateCellType.Rmd,GetDimReduction,
s4_annotateCellType.Rmd,SingleCellExperiment,
s4_annotateCellType.Rmd,plot_grid,cowplot
s4_annotateCellType.Rmd,ggtitle,
s4_annotateCellType.Rmd,getSankey,
s4_annotateCellType.Rmd,frame,
s4_annotateCellType.Rmd,function,
s4_annotateCellType.Rmd,colData,
s4_annotateCellType.Rmd,cbind,
s0_createEnv.Rmd,library,
s0_createEnv.Rmd,install,BiocManager
s0_createEnv.Rmd,source,
s0_createEnv.Rmd,c,
s0_createEnv.Rmd,install_github,devtools
s0_createEnv.Rmd,libPaths,
s0_createEnv.Rmd,packages,
s0_createEnv.Rmd,install_version,devtools
s0_createEnv.Rmd,package_version,
s7_RNAVelocity.Rmd,readRDS,
s7_RNAVelocity.Rmd,cor,
s7_RNAVelocity.Rmd,character,
s7_RNAVelocity.Rmd,opts_chunk,knitr
s7_RNAVelocity.Rmd,library,
s7_RNAVelocity.Rmd,read,
s7_RNAVelocity.Rmd,call,
s7_RNAVelocity.Rmd,source,
s7_RNAVelocity.Rmd,sub,
s7_RNAVelocity.Rmd,names,
s7_RNAVelocity.Rmd,reducedDimS,
s7_RNAVelocity.Rmd,t,
s7_RNAVelocity.Rmd,rownames,
s7_RNAVelocity.Rmd,libPaths,
s7_RNAVelocity.Rmd,length,
s7_RNAVelocity.Rmd,estimates,
s7_RNAVelocity.Rmd,ac,
s7_RNAVelocity.Rmd,matrices,
s7_RNAVelocity.Rmd,list,
s7_RNAVelocity.Rmd,set,
s7_RNAVelocity.Rmd,pData,
s7_RNAVelocity.Rmd,lapply,
s7_RNAVelocity.Rmd,function,
s7_RNAVelocity.Rmd,intersect,
s7_RNAVelocity.Rmd,colnames,
s7_RNAVelocity.Rmd,c,
s7_RNAVelocity.Rmd,mapvalues,plyr
s7_RNAVelocity.Rmd,expression,
s6_trajectory.Rmd,guides,
s6_trajectory.Rmd,readRDS,
s6_trajectory.Rmd,theme,
s6_trajectory.Rmd,orderCells,
s6_trajectory.Rmd,factor,
s6_trajectory.Rmd,opts_chunk,knitr
s6_trajectory.Rmd,library,
s6_trajectory.Rmd,packageVersion,
s6_trajectory.Rmd,element_text,
s6_trajectory.Rmd,source,
s6_trajectory.Rmd,plot_cell_trajectory,
s6_trajectory.Rmd,estimateSizeFactors,
s6_trajectory.Rmd,if,
s6_trajectory.Rmd,rownames,
s6_trajectory.Rmd,libPaths,
s6_trajectory.Rmd,plot_ordering_genes,
s6_trajectory.Rmd,plot_cell_clusters,
s6_trajectory.Rmd,guide_legend,
s6_trajectory.Rmd,reduceDimension,
s6_trajectory.Rmd,set,
s6_trajectory.Rmd,list,
s6_trajectory.Rmd,plot_grid,cowplot
s6_trajectory.Rmd,pData,
s6_trajectory.Rmd,SubsetData,
s6_trajectory.Rmd,exists,
s6_trajectory.Rmd,setOrderingFilter,
s6_trajectory.Rmd,subset,
s6_trajectory.Rmd,c,
s6_trajectory.Rmd,clusterCells,
s6_trajectory.Rmd,importCDS,
s6_trajectory.Rmd,saveRDS,
s6_trajectory.Rmd,estimateDispersions,
s3_tsen_clustering.Rmd,guides,
s3_tsen_clustering.Rmd,plotClusterTree,
s3_tsen_clustering.Rmd,theme,
s3_tsen_clustering.Rmd,character,
s3_tsen_clustering.Rmd,scale_color_manual,
s3_tsen_clustering.Rmd,source,
s3_tsen_clustering.Rmd,BuildClusterTree,
s3_tsen_clustering.Rmd,FindClusters,
s3_tsen_clustering.Rmd,list,
s3_tsen_clustering.Rmd,set,
s3_tsen_clustering.Rmd,MergeNode,
s3_tsen_clustering.Rmd,exists,
s3_tsen_clustering.Rmd,c,
s3_tsen_clustering.Rmd,levels,
s3_tsen_clustering.Rmd,saveRDS,
s3_tsen_clustering.Rmd,aes,
s3_tsen_clustering.Rmd,readRDS,
s3_tsen_clustering.Rmd,theme_bw,
s3_tsen_clustering.Rmd,factor,
s3_tsen_clustering.Rmd,opts_chunk,knitr
s3_tsen_clustering.Rmd,library,
s3_tsen_clustering.Rmd,AssessNodes,
s3_tsen_clustering.Rmd,element_text,
s3_tsen_clustering.Rmd,RunTSNE,
s3_tsen_clustering.Rmd,ggplot,
s3_tsen_clustering.Rmd,if,
s3_tsen_clustering.Rmd,rownames,
s3_tsen_clustering.Rmd,geom_point,
s3_tsen_clustering.Rmd,libPaths,
s3_tsen_clustering.Rmd,facet_wrap,
s3_tsen_clustering.Rmd,guide_legend,
s3_tsen_clustering.Rmd,GetDimReduction,
s3_tsen_clustering.Rmd,frame,
s3_tsen_clustering.Rmd,PlotClusterTree,
FigureYa232scRankHeatmap.Rmd,dim,
FigureYa232scRankHeatmap.Rmd,414,
FigureYa232scRankHeatmap.Rmd,filter,
FigureYa232scRankHeatmap.Rmd,attachment,
FigureYa232scRankHeatmap.Rmd,Idents,
FigureYa232scRankHeatmap.Rmd,match,
FigureYa232scRankHeatmap.Rmd,rowSums,
FigureYa232scRankHeatmap.Rmd,column_to_rownames,
FigureYa232scRankHeatmap.Rmd,FindNeighbors,
FigureYa232scRankHeatmap.Rmd,ElbowPlot,
FigureYa232scRankHeatmap.Rmd,pull,
FigureYa232scRankHeatmap.Rmd,setenv,
FigureYa232scRankHeatmap.Rmd,source,
FigureYa232scRankHeatmap.Rmd,call,
FigureYa232scRankHeatmap.Rmd,na,
FigureYa232scRankHeatmap.Rmd,log2,
FigureYa232scRankHeatmap.Rmd,return,
FigureYa232scRankHeatmap.Rmd,dcast,reshape2
FigureYa232scRankHeatmap.Rmd,sessionInfo,
FigureYa232scRankHeatmap.Rmd,IDs,
FigureYa232scRankHeatmap.Rmd,pal,
FigureYa232scRankHeatmap.Rmd,FindClusters,
FigureYa232scRankHeatmap.Rmd,save,
FigureYa232scRankHeatmap.Rmd,length,
FigureYa232scRankHeatmap.Rmd,table,
FigureYa232scRankHeatmap.Rmd,read_excel,readxl
FigureYa232scRankHeatmap.Rmd,set,
FigureYa232scRankHeatmap.Rmd,list,
FigureYa232scRankHeatmap.Rmd,apply,
FigureYa232scRankHeatmap.Rmd,load,
FigureYa232scRankHeatmap.Rmd,lapply,
FigureYa232scRankHeatmap.Rmd,FindAllMarkers,
FigureYa232scRankHeatmap.Rmd,arrange,
FigureYa232scRankHeatmap.Rmd,CreateSeuratObject,
FigureYa232scRankHeatmap.Rmd,colnames,
FigureYa232scRankHeatmap.Rmd,c,
FigureYa232scRankHeatmap.Rmd,pheatmap,
FigureYa232scRankHeatmap.Rmd,mapvalues,plyr
FigureYa232scRankHeatmap.Rmd,FindVariableFeatures,
FigureYa232scRankHeatmap.Rmd,levels,
FigureYa232scRankHeatmap.Rmd,file,
FigureYa232scRankHeatmap.Rmd,csv,
FigureYa232scRankHeatmap.Rmd,setNames,
FigureYa232scRankHeatmap.Rmd,opts_chunk,knitr
FigureYa232scRankHeatmap.Rmd,library,
FigureYa232scRankHeatmap.Rmd,factor,
FigureYa232scRankHeatmap.Rmd,head,
FigureYa232scRankHeatmap.Rmd,VariableFeatures,
FigureYa232scRankHeatmap.Rmd,rownames,
FigureYa232scRankHeatmap.Rmd,options,
FigureYa232scRankHeatmap.Rmd,case_when,
FigureYa232scRankHeatmap.Rmd,mnnCorrect,batchelor
FigureYa232scRankHeatmap.Rmd,SingleCellExperiment,
FigureYa232scRankHeatmap.Rmd,frame,
FigureYa232scRankHeatmap.Rmd,mutate,
FigureYa232scRankHeatmap.Rmd,function,
FigureYa232scRankHeatmap.Rmd,gzfile,
FigureYa232scRankHeatmap.Rmd,paste0,
FigureYa232scRankHeatmap.Rmd,assay,SummarizedExperiment
FigureYa232scRankHeatmap.Rmd,sum,
FigureYa99smoothHRv2.Rmd,value,
FigureYa99smoothHRv2.Rmd,knots,
FigureYa99smoothHRv2.Rmd,3,
FigureYa99smoothHRv2.Rmd,which,
FigureYa99smoothHRv2.Rmd,setenv,
FigureYa99smoothHRv2.Rmd,source,
FigureYa99smoothHRv2.Rmd,sessionInfo,
FigureYa99smoothHRv2.Rmd,print,
FigureYa99smoothHRv2.Rmd,seq,
FigureYa99smoothHRv2.Rmd,probability,
FigureYa99smoothHRv2.Rmd,extractAIC,
FigureYa99smoothHRv2.Rmd,length,
FigureYa99smoothHRv2.Rmd,set,
FigureYa99smoothHRv2.Rmd,invisible,
FigureYa99smoothHRv2.Rmd,splines,
FigureYa99smoothHRv2.Rmd,ifelse,
FigureYa99smoothHRv2.Rmd,round,
FigureYa99smoothHRv2.Rmd,density,
FigureYa99smoothHRv2.Rmd,c,
FigureYa99smoothHRv2.Rmd,legend,
FigureYa99smoothHRv2.Rmd,range,
FigureYa99smoothHRv2.Rmd,exp,
FigureYa99smoothHRv2.Rmd,par,
FigureYa99smoothHRv2.Rmd,Criterion,
FigureYa99smoothHRv2.Rmd,predict,
FigureYa99smoothHRv2.Rmd,coxph,
FigureYa99smoothHRv2.Rmd,csv,
FigureYa99smoothHRv2.Rmd,eval,
FigureYa99smoothHRv2.Rmd,opts_chunk,knitr
FigureYa99smoothHRv2.Rmd,library,
FigureYa99smoothHRv2.Rmd,pretty,
FigureYa99smoothHRv2.Rmd,pdf,
FigureYa99smoothHRv2.Rmd,head,
FigureYa99smoothHRv2.Rmd,off,
FigureYa99smoothHRv2.Rmd,if,
FigureYa99smoothHRv2.Rmd,alpha,ggplot2
FigureYa99smoothHRv2.Rmd,options,
FigureYa99smoothHRv2.Rmd,min,
FigureYa99smoothHRv2.Rmd,polygon,
FigureYa99smoothHRv2.Rmd,2,
FigureYa99smoothHRv2.Rmd,plot,
FigureYa99smoothHRv2.Rmd,axis,
FigureYa99smoothHRv2.Rmd,summary,
FigureYa99smoothHRv2.Rmd,Surv,
FigureYa99smoothHRv2.Rmd,population,
FigureYa99smoothHRv2.Rmd,for,
FigureYa99smoothHRv2.Rmd,lines,
FigureYa99smoothHRv2.Rmd,frame,
FigureYa99smoothHRv2.Rmd,quantile,
FigureYa99smoothHRv2.Rmd,max,
FigureYa99smoothHRv2.Rmd,smoothHR,
FigureYa99smoothHRv2.Rmd,mtext,
FigureYa99smoothHRv2.Rmd,points,
FigureYa99smoothHRv2.Rmd,paste0,
FigureYa99smoothHRv2.Rmd,text,
FigureYa189timeCindex.Rmd,formula,
FigureYa189timeCindex.Rmd,Formulas,
FigureYa189timeCindex.Rmd,sessionInfo,
FigureYa189timeCindex.Rmd,setenv,
FigureYa189timeCindex.Rmd,source,
FigureYa189timeCindex.Rmd,call,
FigureYa189timeCindex.Rmd,seq,
FigureYa189timeCindex.Rmd,pal,
FigureYa189timeCindex.Rmd,abline,
FigureYa189timeCindex.Rmd,list,
FigureYa189timeCindex.Rmd,set,
FigureYa189timeCindex.Rmd,invisible,
FigureYa189timeCindex.Rmd,ncol,
FigureYa189timeCindex.Rmd,colnames,
FigureYa189timeCindex.Rmd,c,
FigureYa189timeCindex.Rmd,floor,
FigureYa189timeCindex.Rmd,legend,
FigureYa189timeCindex.Rmd,Time,
