Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[organism part]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[cDNA read]	Comment[cDNA read offset]	Comment[cDNA read size]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Protocol REF	Performer	Protocol REF	Performer	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[age]	Unit[time unit]
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S1_L004	read2	0	98	O3_SaS_CB_011_S1_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S1_L004_R1_001.fastq.gz	O3_SaS_CB_011_S1_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S1_L004_R2_001.fastq.gz	O3_SaS_CB_011_S1_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S1_L004_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S1L004.bam	O3SaSCB011S1L004.bam	ERR3293678	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293678/O3SaSCB011S1L004.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S2_L001	read2	0	98	O3_SaS_CB_011_S2_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L001_R1_001.fastq.gz	O3_SaS_CB_011_S2_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L001_R2_001.fastq.gz	O3_SaS_CB_011_S2_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L001_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S2L001.bam	O3SaSCB011S2L001.bam	ERR3293679	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293679/O3SaSCB011S2L001.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S2_L002	read2	0	98	O3_SaS_CB_011_S2_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L002_R1_001.fastq.gz	O3_SaS_CB_011_S2_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L002_R2_001.fastq.gz	O3_SaS_CB_011_S2_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L002_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S2L002.bam	O3SaSCB011S2L002.bam	ERR3293680	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293680/O3SaSCB011S2L002.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S2_L003	read2	0	98	O3_SaS_CB_011_S2_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L003_R1_001.fastq.gz	O3_SaS_CB_011_S2_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L003_R2_001.fastq.gz	O3_SaS_CB_011_S2_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L003_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S2L003.bam	O3SaSCB011S2L003.bam	ERR3293681	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293681/O3SaSCB011S2L003.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S2_L004	read2	0	98	O3_SaS_CB_011_S2_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L004_R1_001.fastq.gz	O3_SaS_CB_011_S2_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L004_R2_001.fastq.gz	O3_SaS_CB_011_S2_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S2_L004_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S2L004.bam	O3SaSCB011S2L004.bam	ERR3293682	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293682/O3SaSCB011S2L004.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S3_L001	read2	0	98	O3_SaS_CB_011_S3_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L001_R1_001.fastq.gz	O3_SaS_CB_011_S3_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L001_R2_001.fastq.gz	O3_SaS_CB_011_S3_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L001_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S3L001.bam	O3SaSCB011S3L001.bam	ERR3293683	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293683/O3SaSCB011S3L001.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S3_L002	read2	0	98	O3_SaS_CB_011_S3_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L002_R1_001.fastq.gz	O3_SaS_CB_011_S3_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L002_R2_001.fastq.gz	O3_SaS_CB_011_S3_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L002_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S3L002.bam	O3SaSCB011S3L002.bam	ERR3293684	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293684/O3SaSCB011S3L002.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S3_L003	read2	0	98	O3_SaS_CB_011_S3_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L003_R1_001.fastq.gz	O3_SaS_CB_011_S3_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L003_R2_001.fastq.gz	O3_SaS_CB_011_S3_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L003_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S3L003.bam	O3SaSCB011S3L003.bam	ERR3293685	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293685/O3SaSCB011S3L003.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S3_L004	read2	0	98	O3_SaS_CB_011_S3_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L004_R1_001.fastq.gz	O3_SaS_CB_011_S3_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L004_R2_001.fastq.gz	O3_SaS_CB_011_S3_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S3_L004_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S3L004.bam	O3SaSCB011S3L004.bam	ERR3293686	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293686/O3SaSCB011S3L004.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S4_L001	read2	0	98	O3_SaS_CB_011_S4_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L001_R1_001.fastq.gz	O3_SaS_CB_011_S4_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L001_R2_001.fastq.gz	O3_SaS_CB_011_S4_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L001_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S4L001.bam	O3SaSCB011S4L001.bam	ERR3293687	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293687/O3SaSCB011S4L001.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S4_L002	read2	0	98	O3_SaS_CB_011_S4_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L002_R1_001.fastq.gz	O3_SaS_CB_011_S4_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L002_R2_001.fastq.gz	O3_SaS_CB_011_S4_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L002_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S4L002.bam	O3SaSCB011S4L002.bam	ERR3293688	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293688/O3SaSCB011S4L002.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S4_L003	read2	0	98	O3_SaS_CB_011_S4_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L003_R1_001.fastq.gz	O3_SaS_CB_011_S4_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L003_R2_001.fastq.gz	O3_SaS_CB_011_S4_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L003_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S4L003.bam	O3SaSCB011S4L003.bam	ERR3293689	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293689/O3SaSCB011S4L003.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
Old3	ERS3381962	SAMEA5577728	Mus musculus	C57BL/6J	18	month	adult	male	heart	organism part	P-MTAB-85257	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85258	Institute for Cardiovascular Regeneration, Goethe University Frankfurt, Germany	P-MTAB-85259	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	Old3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	0	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-85260	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3_SaS_CB_011_S4_L004	read2	0	98	O3_SaS_CB_011_S4_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L004_R1_001.fastq.gz	O3_SaS_CB_011_S4_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L004_R2_001.fastq.gz	O3_SaS_CB_011_S4_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/O3_SaS_CB_011_S4_L004_I1_001.fastq.gz	sequencing assay	ERX3320017	O3SaSCB011S4L004.bam	O3SaSCB011S4L004.bam	ERR3293690	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR329/ERR3293690/O3SaSCB011S4L004.bam	P-MTAB-85261	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	P-MTAB-85262	Center for Molecular Medicine (BIMSB/BIH), Berlin, Germany	O3.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-7869/E-MTAB-7869.processed.2.zip	18	month
