GenePairs,frac.of.var.tissue,frac.of.var.species,frac.of.var.residual,group
ERICH6B_Erich6b,0.497133269961189,0.29411134776725,0.208755382271561,High across tissues
KLHL1_Klhl1,0.689081642619245,3.87656510123711e-16,0.310918357380755,High across tissues
TTC3_Ttc3,0.375994161990301,0.262576528546932,0.361429309462767,None
FREM2_Frem2,0.0644062244271838,0.162144886013784,0.773448889559032,None
POU4F1_Pou4f1,0.35903507672806,0.23285747009227,0.408107453179671,None
NHLRC3_Nhlrc3,0.183688017301248,0,0.816311982698752,None
OLFM4_Olfm4,0.092688046566048,0.359547654661524,0.547764298772428,None
DIAPH3_Diaph3,0.697173475383091,0.00328059025316669,0.299545934363742,High across tissues
PCNT_Pcnt,0.0917804552941771,0.727666530947514,0.180553013758309,High across species
SON_Son,0.100364555408623,0.82554549628914,0.0740899483022363,High across species
PCDH17_Pcdh17,0.57077566327912,0.123510295140572,0.305714041580308,High across tissues
LRCH1_Lrch1,0.384558340222867,6.78953889401435e-11,0.615441659709237,None
SLITRK6_Slitrk6,0.0935159466586804,0,0.90648405334132,None
MYO16_Myo16,0.323650285570263,0,0.676349714429737,None
NRIP1_Nrip1,0.306815289373309,0.323245195265896,0.369939515360795,None
RCAN1_Rcan1,0.470471235535776,0.0646620599230359,0.464866704541188,High across tissues
IRS2_Irs2,0,0,1,None
SPACA7_Spaca7,0.876901145927916,1.30370027583034e-09,0.123098852768384,High across tissues
UBL3_Ubl3,0.284099266097059,0.358090634356345,0.357810099546595,None
GRIK1_Grik1,0.786208556123178,1.86104249658222e-09,0.213791442015779,High across tissues
FAM216B_Fam216b,0.723800371555248,0.119075593369348,0.157124035075404,High across tissues
KCNRG_Kcnrg,0.655446988657734,3.04313071203807e-10,0.344553011037953,High across tissues
FAM124A_Fam124a,0.0910381277700377,0.526858903989992,0.382102968239971,None
ZAR1L_Zar1l,0.121997060204734,1.78256246384239e-10,0.87800293961701,None
MRPS6_Mrps6,0.301985871876479,0.455030506612479,0.242983621511041,None
RFXAP_Rfxap,0.122819854927278,0.705433543560511,0.171746601512211,High across species
SIAH3_Siah3,0.380411637251184,2.50823497922961e-09,0.619588360240581,None
SLC5A3_Slc5a3,0.518191255952834,0.385566113335335,0.0962426307118315,High across tissues
KCNE2_Kcne2,0,0,1,None
CYYR1_Cyyr1,0.506535166958571,0.221518510409812,0.271946322631616,High across tissues
RAP2A_Rap2a,0.422310677218884,0.00353801796444016,0.574151304816676,None
SHISA2_Shisa2,0.246609731591019,0.321767546242337,0.431622722166644,None
RXFP2_Rxfp2,0.257853131776511,0.493073854422689,0.2490730138008,None
FRY_Fry,0.400852511204006,0.367797651445398,0.231349837350596,None
UTP14C_Utp14b,0,0.615009696175738,0.384990303824262,None
CCDC70_Ccdc70,0.95619280765559,0.0017423279915296,0.0420648643528803,High across tissues
GPR18_Gpr18,0,0,1,None
TNFSF13B_Tnfsf13b,0.490852753624973,9.15801536376467e-11,0.509147246283447,High across tissues
ATP8A2_Atp8a2,0.596557361058312,0.0930499518108959,0.310392687130792,High across tissues
SACS_Sacs,0.431674272159165,0.429785909250176,0.138539818590659,None
AKAIN1_Akain1,0.413338054115654,0.0149593758551756,0.57170257002917,None
SLC14A2_Slc14a2,0.533929841878086,0.211953585071915,0.25411657305,High across tissues
CLN5_Cln5,0.0327597385690348,0.862432431568664,0.104807829862301,High across species
HRH4_Hrh4,0.299284350885338,0,0.700715649114662,None
SERPINE3_Serpine3,0.0359286896903303,0.523394247377751,0.440677062931918,None
ST8SIA3_St8sia3,0.793418192483852,0.0156257922824625,0.190956015233686,High across tissues
METTL21C_Mettl21c,0.0823171951223435,0.18972768328231,0.727955121595346,None
SLC10A2_Slc10a2,0.431522223639847,0.1451489390777,0.423328837282453,None
CDH7_Cdh7,0.777267372297667,2.59132646889475e-11,0.22273262767642,High across tissues
ZIC2_Zic2,0.70714954753388,9.93345630304679e-11,0.292850452366785,High across tissues
ZIC5_Zic5,0.709485703390717,0.0876328451460525,0.202881451463231,High across tissues
MC4R_Mc4r,0.37816648763889,0,0.62183351236111,None
NBEA_Nbea,0.621188534051077,0.142950883526058,0.235860582422865,High across tissues
CDH20_Cdh20,0.623469926148198,0.00656856614038082,0.369961507711421,High across tissues
C18orf21_2700062C07Rik,0.115440834941746,0,0.884559165058254,None
SLC39A6_Slc39a6,0.42203534767922,0.399477425265397,0.178487227055383,None
FGF9_Fgf9,0.56626835719874,0,0.43373164280126,High across tissues
GALR1_Galr1,0.192308036236858,0.00808884137617,0.799603122386972,None
ADPRHL1_Adprhl1,0.480376333937551,0.018076291382253,0.501547374680196,High across tissues
MBP_Mbp,0.796383214950795,0.0633579752182122,0.140258809830993,High across tissues
TNFSF11_Tnfsf11,0,0,1,None
ALG11_Alg11,0,0.775267170662169,0.224732829337831,High across species
LRRC63_Lrrc63,0.632054443123204,0,0.367945556876796,High across tissues
PCDH20_Pcdh20,0.381086554235817,0,0.618913445764183,None
RNF17_Rnf17,0.794080885374273,0.0878412743170023,0.118077840308724,High across tissues
NDFIP2_Ndfip2,0.0837563384106916,0.533836560930415,0.382407100658893,None
ATP4B_Atp4b,0.247837464364751,0.137056186107281,0.615106349527968,None
DLEU7_Dleu7,0.309493859688296,0.126848586542932,0.563657553768772,None
SLAIN1_Slain1,0.605555254581676,0.0104075510726199,0.384037194345704,High across tissues
MEX3C_Mex3c,0.681856972294424,0.0815384529286233,0.236604574776953,High across tissues
ONECUT2_Onecut2,0.790525056661142,0,0.209474943338858,High across tissues
PTPRM_Ptprm,0.543674696387713,0.087625723585809,0.368699580026478,High across tissues
KL_Kl,0.370700884304146,0.323950234620788,0.305348881075066,None
PCDH8_Pcdh8,0.656580030760146,0.0375874743406184,0.305832494899236,High across tissues
DACH1_Dach1,0.477371874382185,0.0387297496875875,0.483898375930228,High across tissues
NUFIP1_Nufip1,0.553476208956921,0.0169427059881375,0.429581085054941,High across tissues
APCDD1_Apcdd1,0.590783823949725,0.156593511924732,0.252622664125543,High across tissues
AMER2_Amer2,0.548260909257208,0.17674504739226,0.274994043350533,High across tissues
SOHLH2_Sohlh2,0.501430910497372,0,0.498569089502628,High across tissues
BCL2_Bcl2,0.380966247923605,0.350981332816891,0.268052419259504,None
CCDC169_Ccdc169,0.685221802395288,0,0.314778197604712,High across tissues
CIDEA_Cidea,0.171106654389209,0.344395828370315,0.484497517240476,None
DSC3_Dsc3,0.194267970771641,0.0416308469188846,0.764101182309474,None
DSC1_Dsc1,0,0,1,None
GPC6_Gpc6,0,0.245830194873454,0.754169805126546,None
DSG1_Dsg1b,0.198640653976996,4.25306931826361e-10,0.801359345597697,None
DCT_Dct,0,0.378746666131903,0.621253333868097,None
PSMA8_Psma8,0.679924200582936,0.118502285164692,0.201573514252372,High across tissues
HS6ST3_Hs6st3,0.175089501679647,0,0.824910498320353,None
NFATC1_Nfatc1,0.184354691429541,0.438129436839049,0.377515871731411,None
TUBA3C_Tuba3b,0.726295455907303,0,0.273704544092697,High across tissues
GPC5_Gpc5,0.350217373095073,0.0381389549213778,0.611643671983549,None
URAD_Urah,0.079630882997002,0.704541452259489,0.215827664743509,High across species
BRCA2_Brca2,0.277551674467961,0.649834887758138,0.0726134377739006,High across species
ING1_Ing1,0.288793062093102,0.602468716474831,0.108738221432067,None
GTF3A_Gtf3a,0,0.0480004615055095,0.95199953849449,None
LAMA3_Lama3,0.535602763620084,2.56037534943348e-09,0.464397233819541,High across tissues
C13orf46_1700029H14Rik,0.34020353974587,0,0.65979646025413,None
C13orf42_Gm4131,0.777593204483454,0,0.222406795516546,High across tissues
GNAL_Gnal,0.621941211301823,0.089904434036258,0.288154354661919,High across tissues
MEP1B_Mep1b,0.0923844514094573,0.0168936500371965,0.890721898553346,None
LOXHD1_Loxhd1,0.444699092518223,0.179620936998242,0.375679970483535,None
SERPINB13_Serpinb13,0.814879567801345,0,0.185120432198655,High across tissues
SERPINB4_Serpinb3a,0.87374715045513,0.00101162487085912,0.125241224674011,High across tissues
SERPINB11_Serpinb11,0.511878616318826,1.91217238730437e-08,0.48812136455945,High across tissues
SERPINB12_Serpinb12,0,0,1,None
PRELID3A_Prelid3a,0.739069233696519,1.49000143256053e-09,0.26093076481348,High across tissues
RAB12_Rab12,0.643833132247478,0,0.356166867752523,High across tissues
TXNL4A_Txnl4a,0,0,1,None
RBFA_Rbfa,0.0411176350977821,0.903479171771541,0.0554031931306771,High across species
PARD6G_Pard6g,0.384764896615369,5.72999090761423e-10,0.615235102811632,None
WDR7_Wdr7,0.449336352314632,0.428893345817583,0.121770301867785,None
TXNDC2_Txndc2,0.76421666757845,0.0108990315275286,0.224884300894021,High across tissues
PIEZO2_Piezo2,0.134111243175272,0.319441939827869,0.546446816996859,None
CCDC178_Ccdc178,0.308997688460819,0.460673596290097,0.230328715249084,None
STARD6_Stard6,0.594241028006687,0.0911429018773566,0.314616070115957,High across tissues
GRP_Grp,0.850808972484234,0,0.149191027515766,High across tissues
SIGLEC15_Siglec15,0.338896035561965,0.0110643472921909,0.650039617145844,None
ASXL3_Asxl3,0.25590976343353,0.350301323656441,0.393788912910029,None
ZNF519_Zfp941,0.397485576987345,1.15350363326922e-10,0.602514422897304,None
CHMP1B_Chmp1b,0.0793216062713315,0.719346532310205,0.201331861418464,High across species
TSHZ1_Tshz1,0.376327560147497,0.146187340673843,0.47748509917866,None
ZNF236_Zfp236,0.0563369293145329,0.847761704757098,0.095901365928369,High across species
DLGAP1_Dlgap1,0.319343469411626,0.376673101551776,0.303983429036598,None
ITSN1_Itsn1,0.0524736330929285,0.895652014165889,0.051874352741182,High across species
DCC_Dcc,0.301125330025824,0,0.698874669974176,None
ADRA1D_Adra1d,0.264989363799392,0.526051267055666,0.208959369144942,None
DEFB129_Defb23,0,0,1,None
DEFB125_Defb26,0,0,1,None
DEFB128_Defb20,0.316001127932572,0,0.683998872067428,None
ROCK1_Rock1,0.342165855250552,0.137239728506507,0.520594416242941,None
BTBD3_Btbd3,0.562516856164874,0.0735525167363437,0.363930627098783,High across tissues
ISM1_Ism1,0.0664242507456029,0,0.933575749254397,None
SCRT2_Scrt2,0.709964588546193,0.0744122400285638,0.215623171425243,High across tissues
DEFB127_Defb22,0.25459188155699,1.71243570877942e-10,0.745408118271766,None
FAM83D_Fam83d,0.271224861993424,0,0.728775138006576,None
KCNB1_Kcnb1,0.00764404496234035,0.403891704993265,0.588464250044395,None
CBLN4_Cbln4,0.300897969206509,0.232193073490795,0.466908957302696,None
RBBP8NL_Rbbp8nl,0.388154579258692,0.0825211646064547,0.529324256134853,None
PMEPA1_Pmepa1,0.357653567242692,0.340252419516336,0.302094013240972,None
SALL4_Sall4,0.335267525681516,0,0.664732474318484,None
CDH4_Cdh4,0.267541893395298,0.356554460773509,0.375903645831193,None
SS18L1_Ss18l1,0.145784922900262,0.0266140860974618,0.827600991002277,None
SYCP2_Sycp2,0.345116793403542,0.540426262634324,0.114456943962133,None
LAMA5_Lama5,0.242997178988902,0.65540281517689,0.101600005834208,High across species
TP53TG5_Trp53tg5,0.189538399939742,0.402786664767701,0.407674935292557,None
TUBB1_Tubb1,0.624562835477745,0,0.375437164522255,High across tissues
C20orf173_6430550D23Rik,0.119642777041596,0.821548821654696,0.0588084013037085,High across species
FTCD_Ftcd,0.71695408948131,3.13353324868776e-11,0.283045910487355,High across tissues
FITM2_Fitm2,0.382928857795277,0.125543033556604,0.491528108648118,None
GTSF1L_Gtsf1l,0.785777598096698,0.0137226509854716,0.20049975091783,High across tissues
OSM_Osm,0.478590958555263,0.132837761720311,0.388571279724425,High across tissues
R3HDML_R3hdml,0.284236950404207,0.0348517205036935,0.680911329092099,None
NCF4_Ncf4,0.36448240232675,0,0.63551759767325,None
NKAIN4_Nkain4,0,0.723699359680884,0.276300640319116,High across species
CHRNA4_Chrna4,0.338404674546591,0.300945746699822,0.360649578753587,None
CACNA1I_Cacna1i,0.481557832884572,0.405309444334163,0.113132722781265,High across tissues
MKKS_Mkks,0.157988735417033,0.0637053839116768,0.778305880671291,None
COL6A1_Col6a1,0.606203151423819,0.00704215831086473,0.386754690265316,High across tissues
XKR7_Xkr7,0.454666967054889,0.241914416560925,0.303418616384186,None
PLAGL2_Plagl2,0.445592446455696,0.08549380389463,0.468913749649674,None
OXT_Oxt,0,0.341222271595853,0.658777728404147,None
OVOL2_Ovol2,0.580970143931706,0.226580556458424,0.192449299609871,High across tissues
HLCS_Hlcs,1.16770404901342e-09,0.489691481008901,0.510308517823395,None
PET117_Pet117,0.014545641420634,0.952517404852052,0.0329369537273135,High across species
CLDN14_Cldn14,0.305167235299602,0.0621914869642256,0.632641277736172,None
SNX21_Snx21,0.0792395659709356,0.826035456919651,0.0947249771094131,High across species
ENTHD1_Enthd1,0.866580292119666,0,0.133419707880334,High across tissues
ABCG1_Abcg1,0.751854435382261,1.3619376375717e-10,0.248145564481545,High across tissues
LIF_Lif,0.833001628837705,0.00117203451193616,0.165826336650358,High across tissues
TRIOBP_Triobp,0.213052257835674,0.719143465339242,0.0678042768250833,High across species
C20orf144_1700003F12Rik,0.201819922423002,0.506227200908534,0.291952876668463,None
BANF2_Banf2,0.944941923838523,2.32484787074746e-06,0.0550557513136064,High across tissues
TOP1_Top1,0.0663227458294156,0.522777253477209,0.410900000693376,None
PRND_Prnd,0.420986552144719,0.187055943776723,0.391957504078558,None
RTL6_Rtl6,0.706036122988547,0.0518563302833408,0.242107546728112,High across tissues
SLPI_Slpi,0.51688105976542,0.225697581000466,0.257421359234113,High across tissues
SPINT3_Spint3,0.261829019406153,0,0.738170980593847,None
SHISAL1_Shisal1,0.636097921967351,0.117623328317468,0.24627874971518,High across tissues
SIK1_Sik1,0.0291925192209644,0.878303121289962,0.0925043594890734,High across species
EPPIN_Eppin,0.796287392588378,0.0644408849933553,0.139271722418267,High across tissues
WFDC3_Wfdc3,0.5780096066872,0.234681086941455,0.187309306371345,High across tissues
RUNX1_Runx1,0.678194188573493,0,0.321805811426507,High across tissues
CRYBA4_Cryba4,0.0980866079554204,0.628401575723089,0.273511816321491,None
TNNC2_Tnnc2,0.0592985617392324,0,0.940701438260768,None
LRRC3_Lrrc3,0.261541410746183,0.191652783861609,0.546805805392208,None
C2CD2_C2cd2,3.09259944985562e-10,0.526996299763851,0.473003699926889,None
NTSR1_Ntsr1,0.595987064633741,8.55592993561676e-11,0.404012935280699,High across tissues
DEFB132_Defb15,0.118491772670486,0.362647773197448,0.518860454132066,None
FAM210B_Fam210b,0.112334395775587,0.183834039409739,0.703831564814674,None
MYO18B_Myo18b,0.55592294017132,0.303207244799769,0.140869815028911,High across tissues
FAM209A_Fam209,0.779893820678398,0.0237399170980594,0.196366262223543,High across tissues
ZNFX1_Znfx1,0.147811923617255,0.714314016691015,0.13787405969173,High across species
TFF3_Tff3,0.426365583985053,0.0314156478792264,0.54221876813572,None
IL10RB_Il10rb,5.71558422850975e-09,0.903050208626109,0.0969497856583069,High across species
HCK_Hck,0.391796950679571,0,0.608203049320429,None
TCP10L_Tcp10a,0.583510412271777,0.191881939193361,0.224607648534862,High across tissues
RBM11_Rbm11,0.484348445598484,0.249617128021457,0.266034426380058,High across tissues
TRPM2_Trpm2,0.241307890367704,0.280585065055454,0.478107044576843,None
PCDH9_Pcdh9,0.601607732672594,0.00982092131939269,0.388571346008014,High across tissues
NEURL2_Neurl2,0,0.644485465357125,0.355514534642875,High across species
WFDC13_Wfdc13,0.331967108874624,0,0.668032891125376,None
TMEM239_Tmem239,0.606364888066666,0,0.393635111933334,High across tissues
TCF15_Tcf15,0.412854705199781,0.330248838021226,0.256896456778994,None
SPATA25_Spata25,0.158460430604256,0.32689508518552,0.514644484210224,None
SRMS_Srms,0,0.740985288967818,0.259014711032182,High across species
ZNF831_Zfp831,0.187767805236787,0,0.812232194763213,None
CBFA2T2_Cbfa2t2,0.311640832712857,0.568441070873686,0.119918096413458,None
MICAL3_Mical3,0.0680457130972556,0.868379458427194,0.0635748284755504,High across species
HSPA13_Hspa13,0.0823225994142876,0.759731862705246,0.157945537880467,High across species
LTN1_Ltn1,0.278360558359613,0.099022488043798,0.622616953596589,None
CSTL1_Cstl1,0.597080211544194,0.013028359122027,0.389891429333779,High across tissues
SLC13A3_Slc13a3,0.872457112252549,0.0730733604215638,0.0544695273258875,High across tissues
UBE2G2_Ube2g2,0.0080192812443428,0.74584878420925,0.246131934546407,High across species
ACR_Acr,0.482385621126876,0.288540415662508,0.229073963210617,High across tissues
SLC12A5_Slc12a5,0.327737107774944,0.61842923255008,0.0538336596749765,None
CELSR1_Celsr1,0.0324223475545684,0.316595961544919,0.650981690900513,None
TRAPPC10_Trappc10,0,0.940005819660263,0.059994180339737,High across species
PARVB_Parvb,0.632183397418941,0.0171000220550843,0.350716580525975,High across tissues
KAT14_Kat14,0,0.707110859072995,0.292889140927005,High across species
FAM9B_Gm14692,0.776979427962083,0.0243115742191194,0.198708997818797,High across tissues
SNU13_Snu13,0.833365281012001,0.0202847495238595,0.14634996946414,High across tissues
TGM3_Tgm3,0.196569640840598,0.140105064176587,0.663325294982815,None
GRPR_Grpr,0.279498647389646,0,0.720501352610354,None
UBE2L5_Ube2l3,0.00348900238582179,0.935417274598853,0.0610937230153248,High across species
CCDC188_Ccdc188,0.513414267601675,0.0663269978432873,0.420258734555037,High across tissues
SLC32A1_Slc32a1,0.887310842525841,3.05552563575602e-08,0.112689126918903,High across tissues
CNBD2_Cnbd2,0.284275467857579,0.60300757400705,0.112716958135371,None
RTN4R_Rtn4r,0.0517972550018832,0.254094496499619,0.694108248498498,None
KCNJ6_Kcnj6,0.591176469072381,0.0392297272166212,0.369593803710998,High across tissues
CNKSR2_Cnksr2,0.778748960001004,0.00809971308059662,0.213151326918399,High across tissues
RRP1_Rrp1,0.0337107767580503,0.908113025771409,0.058176197470541,High across species
TXNRD2_Txnrd2,0.0821476055698953,0.832769294709671,0.0850830997204335,High across species
TAF4_Taf4,0.00860927957304343,0.710459580681332,0.280931139745625,High across species
WFDC8_Wfdc8,0.469971995776765,0.00707490894653887,0.522953095276696,None
ADIG_Adig,0.106871432529042,0.634272129007384,0.258856438463574,None
FASTKD5_Fastkd5,0,0.819893151010316,0.180106848989684,High across species
TP53RK_Trp53rka,0.105559361131887,0.57565275011373,0.318787888754382,None
ANKRD60_Ankrd60,0.614030510421068,0.111717445124484,0.274252044454448,High across tissues
SUN5_Sun5,0.91513582835439,0.00572247139852564,0.0791417002470842,High across tissues
BPIFB4_Bpifb4,0.0427656711133795,0.0725429979219984,0.884691330964622,None
BPIFA2_Bpifa2,0.368092231778002,0,0.631907768221998,None
BPIFA3_Bpifa3,0.909664022523724,0.00954764594311744,0.0807883315331591,High across tissues
BPIFB3_Bpifb3,0.786168755448542,0.05534066577949,0.158490578771968,High across tissues
FGF14_Fgf14,0.339655924952681,0.132454301934339,0.52788977311298,None
AHCY_Ahcy,0.261878410171681,0.325363662898956,0.412757926929363,None
KLF5_Klf5,0.865176401622605,0,0.134823598377395,High across tissues
RUBCNL_Rubcnl,0,0,1,None
GINS1_Gins1,0.451335033726782,0.0774080202991683,0.47125694597405,None
DYRK1A_Dyrk1a,0.0986689340885017,0.745613777987015,0.155717287924483,High across species
SMIM26_Smim26,0,0.582331314616509,0.417668685383491,None
PANX2_Panx2,0.40043851386827,0,0.59956148613173,None
SLC15A1_Slc15a1,0,0,1,None
HMOX1_Hmox1,0.749044364342987,0,0.250955635657013,High across tissues
SPO11_Spo11,0.537279234876047,0.359531175585038,0.103189589538915,High across tissues
CACNG2_Cacng2,0.747441620751278,0,0.252558379248722,High across tissues
SLC5A4_Slc5a4a,0.284461438474565,0.239272597110254,0.476265964415181,None
APOBEC3H_Apobec3,0.0342435497629454,0.767876809956288,0.197879640280766,High across species
RBM38_Rbm38,0.404954571517797,0.434242895912423,0.16080253256978,None
DEFB123_Defb36,0.701171867701886,0.115483850117148,0.183344282180966,High across tissues
DEFB124_Defb25,0.438477426830156,0,0.561522573169844,None
NOL4L_Nol4l,0.485324311134079,0.194574258198153,0.320101430667768,High across tissues
SPATA13_Spata13,0.269678041922615,0.378609670706016,0.351712287371369,None
KCNS1_Kcns1,0.612896085217344,0.0949533936717662,0.29215052111089,High across tissues
CCDC116_Ccdc116,0.386659822976056,0.514464799044237,0.0988753779797065,None
S100G_S100g,2.1049233919439e-16,0.426139208743118,0.573860791256882,None
WFDC12_Wfdc12,0.0306565046535353,0.116174811490712,0.853168683855752,None
SEMG2_Svs3b,0,0,1,None
PPIL2_Ppil2,0.0134275518684185,0.959514683475816,0.0270577646557654,High across species
DEFB118_Defb21,0.851071732454934,1.20658762342602e-10,0.148928267424407,High across tissues
DEFB119_Defb19,0.525986787967389,0.102391256651846,0.371621955380765,High across tissues
WFDC5_Wfdc5,0,0,1,None
EBF4_Ebf4,0.704980210085726,0,0.295019789914274,High across tissues
CDKL5_Cdkl5,0.686591757580168,0,0.313408242419832,High across tissues
TTLL9_Ttll9,0.593694362482984,0.275253715502762,0.131051922014254,High across tissues
F10_F10,0.524733847344739,0.221124857469561,0.2541412951857,High across tissues
YPEL1_Ypel1,0.483092865168118,0.167226302865742,0.34968083196614,High across tissues
EMILIN3_Emilin3,0.439306624133159,0.199172061366536,0.361521314500305,None
SAMD10_Samd10,0.0586156592932134,0.859955464495368,0.0814288762114185,High across species
NEFH_Nefh,0.885035201610898,0.0508299708717845,0.0641348275173179,High across tissues
GPR183_Gpr183,0.14358497579301,0.667539173789893,0.188875850417098,High across species
SEL1L2_Sel1l2,0.63166855428501,0.0467617433347188,0.321569702380271,High across tissues
FLT3_Flt3,0.0454542072189345,0.0744856926925072,0.880060100088558,None
SEC14L2_Sec14l2,0.676623792556369,0.0745539561318586,0.248822251311773,High across tissues
MACROD2_Macrod2,0.240982895223267,0.576224059682668,0.182793045094065,None
TSC22D1_Tsc22d1,0.150689642145092,0.524038679056808,0.3252716787981,None
AKAP4_Akap4,0.890769506547194,0,0.109230493452805,High across tissues
OXGR1_Oxgr1,0.374640997037277,0.228551774297758,0.396807228664965,None
PIGP_Pigp,0,0.938454299398703,0.0615457006012973,High across species
JADE3_Jade3,0.0500086236822795,0.788396635523173,0.161594740794548,High across species
L3MBTL1_L3mbtl1,0.372324005876244,0.0750527416308301,0.552623252492926,None
STOML3_Stoml3,0.637705921194923,0,0.362294078805077,High across tissues
GPR12_Gpr12,0.472779209132194,0.112705869821033,0.414514921046773,High across tissues
GGACT_Ggact,0.0289760167688895,0.916063290115277,0.0549606931158338,High across species
CPB2_Cpb2,0.629298152215684,0.00998792851780683,0.360713919266509,High across tissues
GSC2_Gsc2,0.901340148769296,0.0206579161841072,0.078001935046597,High across tissues
FGF16_Fgf16,1.48151802969081e-18,0.344051831506676,0.655948168493324,None
RSPH14_Rsph14,0.43132739671223,2.70183605715395e-10,0.568672603017586,None
CPXCR1_Cpxcr1,0.998880494546225,3.12766045140126e-08,0.0011194741771704,High across tissues
PABPC5_Pabpc5,0.100590393143795,0.788271210402476,0.111138396453729,High across species
TIAM1_Tiam1,0.764834452898194,0.000341407402914759,0.234824139698891,High across tissues
ARL13A_Arl13a,0.463918196805104,0.331110125921479,0.204971677273416,None
EIF3L_Eif3l,0.28919862804858,0.595194764669395,0.115606607282025,None
BRWD3_Brwd3,0.0101652921077495,0.753673889895916,0.236160817996334,High across species
NANP_Nanp,0,0.0313841753000493,0.968615824699951,None
DNAJC15_Dnajc15,0.152541953384057,0.0651860763217161,0.782271970294227,None
SERP2_Serp2,0.538966420414169,1.871623753062e-09,0.461033577714207,High across tissues
EDA_Eda,0.270389409544036,0,0.729610590455964,None
KLF12_Klf12,0.250988392112384,0.322063058411127,0.426948549476489,None
PLCB1_Plcb1,0.557443360157832,0.0112281071821166,0.431328532660052,High across tissues
CRYL1_Cryl1,0.337512270702656,0.282384230474784,0.38010349882256,None
RGCC_Rgcc,0.53488526142439,0.0540054999069628,0.411109238668647,High across tissues
TCF20_Tcf20,0.423392959014216,0.437364795274857,0.139242245710927,None
F7_F7,0.4902641173124,0.106040435696514,0.403695446991086,High across tissues
SYCE3_Syce3,0.625691649700146,0.0599017377857532,0.314406612514101,High across tissues
XK_Xk,0.550306063879996,0,0.449693936120004,High across tissues
ARHGAP6_Arhgap6,0.237760920364592,2.64527205795317e-19,0.762239079635408,None
CLDN5_Cldn5,0.406955508027024,0.181870666048521,0.411173825924455,None
FAM227A_Fam227a,0.334119418940256,0.434926729387533,0.230953851672211,None
C21orf91_D16Ertd472e,0.506495915540451,0.0966572397915425,0.396846844668007,High across tissues
PPM1F_Ppm1f,0.137829696692665,0.660110210785708,0.202060092521627,High across species
LMO7_Lmo7,0.270594748388197,0.305841420052491,0.423563831559312,None
CCNB3_Ccnb3,0.363735466278868,0.439416523894677,0.196848009826455,None
CBR3_Cbr3,0.421671055640732,0.296934455440829,0.28139448891844,None
CFAP298_Cfap298,0.281547706524196,0.634997250366729,0.0834550431090754,None
POU3F4_Pou3f4,0.220174464494525,0,0.779825535505475,None
CYLC1_Cylc1,0.871671404561149,0.0142471574336817,0.114081438005169,High across tissues
RIPPLY1_Ripply1,0.386672993250861,0,0.613327006749139,None
TSHZ2_Tshz2,0.238076921213482,0.371226313237417,0.390696765549102,None
ZNF217_Zfp217,0.755569478580502,0.00454286482405856,0.23988765659544,High across tissues
SHISA8_Shisa8,0.0702382713278495,0.509435997509488,0.420325731162663,None
PTPRT_Ptprt,0.810068789909415,6.09790582746289e-11,0.189931210029606,High across tissues
CRYBB3_Crybb3,0.0465351609193729,0.830059648773234,0.123405190307393,High across species
SELENOO_Selenoo,0.149342622113942,0.713585635235133,0.137071742650925,High across species
