,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_011842,89.485,90.883,76.203,73.915,112.715,100.432,94.098,85.049,99.602,110.372,88.479,95.729,90.276,89.353,78.011,73.537,91.045,90.369,79.546,76.512
NM_025562,130.144,122.786,115.535,103.62,109.543,100.156,88.13,81.841,115.294,125.73,93.237,112.6,101.878,97.402,79.613,74.973,114.495,112.277,96.63,95.525
NM_013595,100.093,99.562,74.957,84.027,117.456,88.123,93.838,78.933,112.025,126.37,97.782,99.389,98.712,92.729,68.536,79.104,98.358,85.206,81.098,68.092
NM_001048250,91.642,82.034,70.563,66.483,100.856,104.474,84.097,82.653,90.568,101.293,83.99,79.33,43.686,49.465,38.156,38.418,64.829,67.666,50.918,53.042
NM_001080131,83.408,67.684,77.876,63.301,111.414,91.249,102.638,86.552,70.495,84.258,62.116,76.263,49.536,36.858,48.038,32.147,82.995,66.73,74.661,62.591
NM_008020,101.034,87.59,84.343,83.535,106.095,96.133,88.629,77.513,103.932,110.337,86.901,101.731,68.357,57.04,61.824,49.478,111.628,80.64,98.039,66.503
NM_146164,84.241,84.451,70.593,73.362,99.551,101.609,86.352,85.806,90.445,87.285,86.739,83.638,83.5,73.634,71.668,60.356,96.001,90.555,85.213,80.286
NM_008618,101.215,92.819,91.457,79.815,101.136,95.057,85.265,87.261,97.209,118.495,79.998,102.506,63.418,57.014,49.611,50.271,90.12,75.07,77.869,66.433
NM_144560,89.475,85.995,78.065,80.673,101.43,94.343,91.936,81.738,82.682,88.61,76.081,95.168,89.524,83.829,67.442,76.923,94.635,80.177,79.668,64.661
NM_029571,93.891,93.187,77.459,64.698,103.47,92.078,86.589,70.685,85.42,84.751,78.956,91.434,76.473,85.47,50.131,61.477,80.679,64.566,66.6,50.996
NM_177081,83.917,79.596,59.714,55.992,108.42,86.142,72.014,58.779,116.66,112.245,91.746,92.212,58.498,40.416,35.392,23.971,106.043,96.875,75.245,62.651
NM_025317,113.928,70.577,102.674,62.709,110.7,81.606,109.123,88.923,130.475,122.987,87.382,130.47,75.725,62.46,59.954,62.406,116.441,65.883,85.72,62.828
NR_033148,79.406,79.015,64.633,66.734,94.906,95.477,79.637,79.002,87.99,84.595,81.102,79.801,79.195,68.826,65.959,54.96,90.623,83.288,77.352,73.497
NM_001142732,84.548,80.579,70.545,70.754,98.862,90.576,84.178,78.774,107.796,112.746,91.21,106.001,93.377,73.675,68.211,69.513,85.75,84.172,79.133,66.574
NM_023172,95.896,80.297,81.331,67.163,97.934,89.744,75.943,77.316,74.991,91.77,64.646,70.326,75.492,76.615,58.595,68.02,88.607,71.593,78.045,64.688
NM_001110145,100.511,72.637,83.665,63.065,104.113,83.411,101.01,77.756,81.358,102.519,76.313,76.117,77.933,69.45,70.356,65.354,105.385,74.592,89.636,71.823
NM_011239,95.789,58.161,80.118,54.694,115.571,71.439,107.232,75.406,89.248,124.413,93.505,96.42,55.697,44.414,48.907,40.463,135.68,75.691,114.451,68.106
NM_011237,84.886,86.709,65.982,69.463,96.511,90.071,71.829,67.826,119.298,125.325,96.408,107.5,79.693,70.64,50.822,57.188,124.601,107.913,90.091,78.834
NM_007783,79.092,83.084,63.86,70.017,94.207,90.464,78.143,77.411,82.06,84.071,67.255,66.651,77.126,57.291,60.301,49.603,69.86,80.325,57.859,61.381
NM_145151,78.302,58.785,55.658,41.116,102.616,81.814,83.329,65.76,84.577,94.204,71.828,89.258,76.717,74.915,49.343,49.219,90.93,63.942,70.833,52.689
NM_025463,83.237,56.434,65.115,51.545,103.039,78.037,83.792,60.45,75.914,84.619,72.504,62.164,65.241,49.427,49.821,44.198,86.644,51.97,64.359,46.113
NM_026444,79.386,87.684,69.882,79.466,88.01,92.672,79.371,81.355,95.974,88.022,85.821,79.312,67.21,65.185,60.93,59.167,94.08,87.785,77.53,73.908
NM_177613,85.437,71.131,61.312,52.514,101.324,79.31,85.743,63.097,84.33,103.815,79.172,89.11,70.516,67.421,41.468,57.242,95.7,74.508,72.734,60.579
NM_023223,91.547,54.059,72.637,43.428,111.973,66.495,89.352,64.414,61.347,79.229,41.189,76.964,39.373,14.719,30.881,14.055,91.584,63.698,85.871,55.721
NM_023554,104.853,67.696,70.253,57.206,102.777,74.947,101.613,68.77,105.101,133.32,95.607,87.326,81.302,67.741,62.829,60.94,100.166,66.091,82.588,67.622
NM_025965,78.78,87.774,66.422,74.727,84.103,93.396,74.318,81.407,83.343,88.19,76.165,76.55,68.354,73.792,58.779,64.742,78.719,80.703,70.158,69.792
NM_173867,60.052,55.455,48.391,48.597,96.407,80.605,81.57,72.551,74.239,80.571,62.6,79.704,66.929,79.044,55.39,68.315,83.955,73.829,74.851,61.548
NM_027194,81.047,73.528,68.768,62.732,89.826,85.904,68.734,69.607,86.024,96.06,69.845,84.776,58.976,60.333,47.586,50.798,68.389,70.506,54.498,57.404
NM_001204274,67.968,56.405,56.008,45.003,94.132,81.375,78.272,67.131,55.629,77.903,55.16,60.15,38.845,33.452,29.389,28.513,80.697,68.546,66.547,59.599
NM_146103,73.244,101.607,92.462,104.097,77.186,97.47,97.281,115.737,71.639,78.347,88.5,83.011,99.924,116.315,118.267,128.788,84.161,111.601,98.95,100.02
NM_008494,65.581,48.374,43.074,30.003,95.488,76.32,66.701,54.654,55.749,72.105,23.769,45.177,42.298,21.301,24.455,13.912,60.834,53.503,46.619,35.552
NM_010697,83.234,72.289,59.229,58.786,88.673,82.868,71.71,68.677,73.735,74.026,56.755,67.816,64.737,51.819,46.886,39.811,72.627,64.832,56.345,53.999
NM_025450,73.345,80.78,62.668,63.768,84.463,85.55,65.724,70.604,84.855,89.96,70.783,82.831,62.11,65.697,45.024,56.9,64.852,63.746,59.082,50.807
NM_001164480,71.65,73.589,56.442,66.809,92.757,77.239,72.319,63.441,85.736,80.847,71.614,74.251,72.085,55.499,58.714,46.818,82.162,79.284,66,66.83
NM_008568,63.672,48.956,56.282,42.035,102.219,66.934,80.231,67.328,76.442,79.894,53.291,70.289,29.689,14.286,23.708,9.791,55.684,51.168,46.454,43.696
NM_001302540,71.26,52.49,59.07,47.522,96.103,72.798,83.664,67.465,72.772,79.982,61.742,77.134,26.523,14.017,23.218,13.063,97.379,77.89,87.209,73.373
NM_133916,59.719,58.253,49.193,53.968,87.438,79.312,80.125,74.687,87.105,83.805,83.672,78.97,53.183,70.606,46.897,63.651,79.96,69.494,72.279,59.069
NM_011965,75.766,64.74,67.765,58.82,86.171,80.313,77.011,71.702,92.704,108.377,82.528,81.907,62.531,70.982,58.482,60.134,92.061,70.808,75.046,61.836
NM_018808,75.409,73.7,57.27,67.836,81.327,81.121,61.779,72.598,74.309,81.936,56.717,69.567,63.826,59.306,41.744,54.677,65.644,64.575,49.403,48.162
NM_178601,65.183,72.257,53.623,55.621,81.722,77.367,66.499,61.615,69.186,69.844,62.035,57.768,62.69,67.093,48.673,57.114,66.654,56.153,53.365,43.955
NM_133719,82.427,52.117,63.56,55.865,96.943,61.516,75.819,54.536,88.007,121.672,82.224,114.94,44.974,37.768,28.008,32.135,98.829,84.685,72.842,73.577
NM_007692,70.596,63.311,55.453,48.592,81.617,73.919,58.905,63.065,55.494,68.225,52.48,61.615,67.151,52.562,44.812,45.393,56.05,56.121,46.067,42.899
NM_008683,85.306,82.775,76.177,69.768,78.36,76.842,65.746,68.178,80.693,85.608,63.188,63.643,63.632,72.765,53.498,58.646,75.67,66.929,64.864,62.107
NM_025570,73.454,61.858,64.793,48.547,86.627,66.932,65.579,61.493,76.47,96.563,79.46,76.642,63.322,62.097,42.907,55.691,93.138,71.176,75.511,67.442
NM_008563,60.186,49.245,51.416,46.54,87.251,64.86,76.539,61.067,70.94,79.673,68.096,70.872,34.368,18.358,28.237,17.355,71.853,60.136,67.339,51.486
NM_001310770,77.329,63.008,74.25,61.998,81.59,70.196,71.135,65.607,65.771,89.177,61.437,60.841,66.802,63.383,58.075,60.257,85.869,57.174,75.753,58.613
NM_001347140,81.547,55.643,57.555,43.334,88.287,62.324,73.891,57.361,64.549,79.492,54.355,80.051,31.059,20.437,22.86,18.934,70.78,56.368,58.692,53.067
NM_134081,63.6,43.057,48.487,35.325,86.175,60.404,65.02,54.317,61.224,80.629,50.154,65.442,38.01,21.984,27.489,19.067,69.184,50.5,49.145,36.492
NM_008564,60.042,47.104,47.464,42.022,86.287,60.289,70.992,55.892,67.815,77.492,57.015,70.139,30.123,16.652,25.452,14.371,73.904,46.892,61.817,47.708
NM_026033,70.983,70.752,63.006,62.402,77.417,68.869,71.384,66.141,72.632,82.062,57.958,66.506,57.595,54.438,40.64,46.113,69.585,61.334,54.837,47.872
NM_145421,75.178,73.18,58.844,60.5,80.688,65.486,67.769,61.876,74.28,89.963,55.22,80.45,72.222,49.882,45.09,38.993,98.731,89.212,71.211,69.259
NM_001302213,84.134,69.87,70.771,54.985,81.737,63.654,75.831,54.676,66.402,84.401,65.198,69.843,62.465,56.909,54.215,53.403,77.886,66.239,71.111,59.696
NM_025310,65.831,56.32,51.281,50.099,81.751,62.727,73.471,55.029,69.106,80.75,70.146,73.662,51.284,62.314,45.502,56.993,77.951,61.066,69.919,49.943
NM_025652,44.032,32.986,29.665,25.623,76.044,68.263,55.855,49.655,63.38,63.072,45.85,55.57,29.788,26.383,20.383,22.434,47.979,39.299,34.305,31.216
NM_016904,55.075,44.899,57.127,38.98,83.943,60.265,67.901,53.844,61.206,78.094,47.823,71.971,24.175,14.085,21.579,7.959,28.099,23.253,20.187,23.868
NM_009439,57.472,57.982,51.109,53.079,76.504,67.232,70.45,58.485,77.629,79.543,71.016,75.331,58.771,61.033,48.347,54.682,75.806,62.213,63.265,52.964
NM_001110305,68.377,61.905,44.902,48.166,76.072,66.013,51.777,46.091,72.875,84.534,61.551,73.371,68.585,61.878,46.781,47.341,57.77,55.089,42.715,38.29
NM_197982,52.781,53.111,46.017,43.556,71.591,69.24,64.931,59.266,69.859,80.614,68.622,75.245,40.964,57.418,31.986,47.915,63.578,51.466,59.429,47.588
NM_173430,63.994,56.887,57.884,55.74,77.709,62.541,74.504,56.092,53.38,54.166,59.983,60.135,44.808,44.749,36.859,44.102,74.155,57.299,62.017,48.688
NM_008891,69.111,51.996,47.007,37.223,84.62,54.623,70.539,51.454,67.909,67.516,58.166,58.968,54.277,46.66,44.923,33.121,70.732,49.273,56.592,38.975
NM_028303,77.205,66.812,68.264,57.446,70.126,68.511,56.59,56.586,75.746,75.853,57.357,59.089,50.169,51.972,47.992,42.257,65.377,49.215,56.377,44.841
NM_183417,54.618,51.81,48.381,45.39,70.731,66.55,61.518,59.121,77.98,74.753,62.96,79.068,44.832,29.352,37.046,28.666,68.951,63.643,60.41,59.932
NM_027335,79.269,65.438,68.087,56.579,74.576,62.127,62.371,53.002,71.654,72.581,59.034,68.787,56.597,56.421,42.861,47.182,85.624,73.939,74.988,62.813
NM_026635,63.063,64.281,53.619,54.817,69.357,65.955,57.781,50.922,59.065,71.262,50.75,57.918,38.015,34.556,29.896,28.34,67.104,65.604,59.662,55.763
NM_025616,64.034,57.243,50.379,50.172,72.787,62.437,63.245,54.416,69.129,78.01,53.411,61.128,49.528,60.242,39.606,47.441,73.429,56.095,60.624,53.797
NM_023824,52.163,42.675,43.713,37.948,77.289,57.689,63.903,53.469,56.506,73,50.831,68.234,21.816,9.18,17.061,7.415,36.462,28.633,28.517,26.167
NM_026080,77.857,54.116,58.396,46.393,74.581,59.831,58.052,47.733,64.488,78.184,57.982,70.505,60.727,54.257,40.384,45.151,79.289,65.536,59.947,55.533
NM_001130169,58.038,56.322,53.853,48.389,69.513,64.108,61.356,54.887,75.178,86.837,67.104,66.641,37.347,43.063,32.896,38.586,74.017,62.22,59.318,53.873
NM_025573,70.053,71.94,56.169,50.219,70.727,62.192,60.329,54.284,89.079,89.556,70.145,82.001,61.083,48.292,42.961,46.022,86.292,84.198,82.293,65.948
NM_024193,52.94,47.548,45.979,44.443,73.77,58.954,66.366,56.839,82.145,75.475,67.786,64.214,51.861,62.532,46.237,64.289,84.315,58.071,73.959,53.567
NM_019682,67.717,58.688,57.345,49.719,76.478,55.229,60.585,53.51,71.645,69.476,65.768,62.172,31.903,38.053,27.723,36.455,61.954,60.841,58.206,56.359
NM_008704,74.332,59.786,64.124,56.085,67.893,61.125,55.326,56.12,69.924,89.425,65.98,72.585,50.221,61.991,39.169,53.318,74.483,61.825,65.101,56.219
NM_025440,62.309,56.498,55.991,43.71,69.476,59.394,50.85,44.543,55.977,83.128,44.543,56.367,53.562,47.469,35.796,42.394,56.347,48.021,44.783,41.877
NM_001301854,54.229,51.825,42.559,40.988,69.87,58.094,58.712,49.356,65.883,73.058,57.022,64.193,50.887,45.596,37.235,36.805,59.211,53.469,48.988,44.364
NM_001291282,49.506,48.025,43.794,37.532,65.49,62.028,51.445,51.599,47.626,47.885,41.357,42.716,42.082,20.161,32.957,16.325,53.959,56.572,42.84,41.984
NM_009103,47.631,39.204,43.151,32.737,68.487,58.045,64.082,53.027,46.676,60.328,43.215,50.983,20.868,12.423,19.651,10.388,48.639,39.705,42.347,36.033
NM_008258,55.514,54.046,52.267,48.186,67.912,56.648,55.904,51.639,56.732,58.788,51.424,60.458,37.31,29.41,32.315,27.401,62.208,59.853,54.999,50.731
NM_008565,43.228,46.254,40.64,39.532,63.694,60.786,58.763,57.799,61.253,61.776,55.803,57.617,27.373,16.164,24.42,15.965,69.937,54.659,62.553,50.274
NM_007626,47.671,50.633,40.836,43.799,59.981,64.456,53.302,56.089,57.234,56.051,44.343,50.934,27.736,21.203,26.357,17.21,66.923,62.581,58.148,55.013
NM_018771,81.995,75.451,59.72,62.302,68.915,55.472,55.377,47.059,71.346,72.709,49.595,62.26,62.789,53.614,48.183,42.93,77.994,68.546,62.673,56.648
NM_172541,50.725,42.509,39.589,36.788,64.819,59.37,51.352,51.98,67.348,61.235,52.961,51.153,38.327,43.487,27.586,33.314,71.407,46.304,54.741,39.718
