gene	tumor	Correlation	Pvalue
TTC35	BRCA	0.01476181683667	0.680346408612933
ACSL4	CESC	-0.0764661553725067	0.182895885788262
ALOX15	CESC	-0.150820371339398	0.00833333800727109
ATP5G3	CESC	0.100107428648768	0.0809010609162995
CARS	CESC	-0.0308941987360428	0.590952068052965
CDKN1A	CESC	-0.0792886953857175	0.167215283692756
CISD1	CESC	-0.0178982896005684	0.755422658294973
CS	CESC	0.0305372310622359	0.595249775585978
DPP4	CESC	0.0188270821702279	0.74316573184436
FANCD2	CESC	-0.113990255291072	0.0467369212327983
FDFT1	CESC	0.209882166844305	0.000229739509055332
GLS2	CESC	-0.243160517010946	1.86209977964144e-05
GPX4	CESC	0.0608807457409193	0.289034161260809
HSPA5	CESC	0.0858769392139945	0.134497330309893
HSPB1	CESC	0.120977346935323	0.0347517567746871
LPCAT3	CESC	-0.0736000439865333	0.199783607524748
MT1G	CESC	-0.334443570353076	2.63448300225204e-09
NCOA4	CESC	-0.0514815848686325	0.370052394609401
NFE2L2	CESC	0.0188448459625438	0.742931929423197
RPL8	CESC	0.138270398754843	0.0157302571268972
SAT1	CESC	-0.107662961647127	0.0604105612774795
SLC1A5	CESC	-0.128979512426196	0.0243377089457952
SLC7A11	CESC	-0.18324705205637	0.00132864223540936
TFRC	CESC	0.199820247339661	0.000457664262456549
TTC35	CESC	-0.0402113045390719	0.483924917857568
ACSL4	CHOL	0.107078507078507	0.532815985659054
ALOX15	CHOL	0.163563492198541	0.340495620534159
ATP5G3	CHOL	-0.0553410553410554	0.747841327901587
CARS	CHOL	-0.0584298584298584	0.734237326766691
CDKN1A	CHOL	-0.383011583011583	0.0217748269382081
CISD1	CHOL	-0.0656370656370656	0.702813068013389
CS	CHOL	-0.0414414414414414	0.80994768967987
DPP4	CHOL	-0.0617760617760618	0.71959029010067
FANCD2	CHOL	-0.105791505791506	0.537778308062311
FDFT1	CHOL	-0.093951093951094	0.584456108704016
GLS2	CHOL	-0.0625482625482626	0.716224079093446
GPX4	CHOL	-0.00411840411840412	0.981476401152433
HSPA5	CHOL	0.117889317889318	0.492037344098187
HSPB1	CHOL	-0.12046332046332	0.482572790144677
LPCAT3	CHOL	0.187902187902188	0.27132981022269
MT1G	CHOL	-0.0463320463320463	0.787941648149099
NCOA4	CHOL	-0.179150579150579	0.294595203873429
NFE2L2	CHOL	-0.104247104247104	0.54376256090388
RPL8	CHOL	-0.516344916344916	0.0014666836449327
SAT1	CHOL	-0.326640926640927	0.0523728967904377
SLC1A5	CHOL	-0.641956241956242	3.71942780942553e-05
SLC7A11	CHOL	-0.0123552123552124	0.943275500538488
TFRC	CHOL	0.0736164736164736	0.668588019693015
TTC35	CHOL	0.0682110682110682	0.691704958741592
ACSL4	COAD	-0.0496855307230272	0.399017106685641
ALOX15	COAD	0.0681069788262684	0.247618247401241
ATP5G3	COAD	-0.0313898559689944	0.594468013096142
CARS	COAD	-0.0209526482892268	0.722358324957936
CDKN1A	COAD	0.101564289378159	0.0842451171968837
CISD1	COAD	0.0537374055454348	0.36164835442235
CS	COAD	-0.05675503132392	0.335288559026446
DPP4	COAD	0.0797491232315028	0.175617963855454
FANCD2	COAD	0.0369773555058878	0.530309825923885
FDFT1	COAD	0.31443212863657	5.29734748504859e-08
GLS2	COAD	-0.140412592547945	0.0167888305075754
GPX4	COAD	0.122748957878208	0.0366880771426544
HSPA5	COAD	0.21386690808985	0.000251361472137865
HSPB1	COAD	-0.086326091047866	0.142452256625067
LPCAT3	COAD	-0.052772040833648	0.370347097779802
MT1G	COAD	0.0523100237773954	0.374555670210285
NCOA4	COAD	-0.0324851129887559	0.581453177973303
NFE2L2	COAD	-0.121688123933754	0.038356306693656
RPL8	COAD	0.159479283652149	0.00654744010340956
SAT1	COAD	-0.0447312711496426	0.44772398893843
SLC1A5	COAD	-0.153754995651677	0.008779622045754
SLC7A11	COAD	-0.144854647908807	0.0136039366933054
TFRC	COAD	-0.0291555395918849	0.620782453402605
TTC35	COAD	-0.0990293459555671	0.0923147845879301
ACSL4	ESCA	-0.142900221660022	0.0536957637823562
ALOX15	ESCA	0.0275029033960783	0.711700713495106
ATP5G3	ESCA	-0.148751106341983	0.0445437753883109
CARS	ESCA	-0.0961342648798102	0.19528043615064
CDKN1A	ESCA	-0.0531357452241273	0.474632060536789
CISD1	ESCA	0.0589142080325433	0.428241719487314
CS	ESCA	-0.261386510851942	0.000367260218524134
DPP4	ESCA	-0.470426401823408	2.13831701398877e-11
FANCD2	ESCA	0.00752704173944374	0.919379759666832
FDFT1	ESCA	0.164880201765448	0.0258171317561573
GLS2	ESCA	-0.263885081418937	0.000321204877740525
GPX4	ESCA	0.00948321101564152	0.89852600669525
HSPA5	ESCA	0.115744910826878	0.118629835263599
HSPB1	ESCA	0.0110271998715481	0.882220019507902
LPCAT3	ESCA	-0.0544476905845402	0.463780817413941
MT1G	ESCA	-0.45897135651234	8.98776500147773e-11
NCOA4	ESCA	-0.000495406233111151	0.994694677732869
NFE2L2	ESCA	-0.0776182121513554	0.296011363806776
RPL8	ESCA	0.122099034251565	0.0996199673702337
SAT1	ESCA	0.0479760795156376	0.51862117090706
SLC1A5	ESCA	-0.169442638615839	0.0219455493630904
SLC7A11	ESCA	-0.00355987561974732	0.961826389138095
TFRC	ESCA	0.186499886428611	0.0115711802486584
TTC35	ESCA	-0.225296264676165	0.00221449948269193
ACSL4	GBM	-0.22239010989011	0.0774534193232381
ALOX15	GBM	0.111233071372338	0.381548935923988
ATP5G3	GBM	-0.365521978021978	0.00314803315385482
CARS	GBM	0.136950549450549	0.27978618384889
CDKN1A	GBM	0.0426739926739927	0.737188511857799
CISD1	GBM	-0.18003663003663	0.154267967653399
CS	GBM	-0.206822344322344	0.101026894338801
DPP4	GBM	-0.387591575091575	0.00167465405330474
FANCD2	GBM	-0.00572344322344322	0.964237301734277
FDFT1	GBM	-0.187271062271062	0.138172220782977
GLS2	GBM	-0.344826007326007	0.00548733833894982
GPX4	GBM	-0.00544871794871795	0.965959752179035
HSPA5	GBM	-0.0488095238095238	0.701057362237231
HSPB1	GBM	-0.151282051282051	0.232140258677654
LPCAT3	GBM	-0.169368131868132	0.180497813077441
MT1G	GBM	-0.343589743589744	0.00566644651634286
NCOA4	GBM	-0.253205128205128	0.0437806867610603
NFE2L2	GBM	0.128021978021978	0.312557718524137
RPL8	GBM	0.0829212454212454	0.513844143432505
SAT1	GBM	-0.125961538461538	0.320459193355485
SLC1A5	GBM	-0.296657509157509	0.0176128397844909
SLC7A11	GBM	0.0308608058608059	0.808320548884417
TFRC	GBM	-0.204075091575092	0.105715711885712
TTC35	GBM	-0.0772893772893773	0.542917735961667
ACSL4	HNSC	0.0108007723049781	0.806394692314933
ALOX15	HNSC	-0.180800420032112	3.54722936583197e-05
ATP5G3	HNSC	-0.244232070803075	2.06133100782198e-08
CARS	HNSC	-0.0664042833332729	0.131583621740492
CDKN1A	HNSC	-0.121495966622142	0.00569938181759319
CISD1	HNSC	0.0349437261856856	0.427734360793527
CS	HNSC	0.0151132484135948	0.731642424800736
DPP4	HNSC	0.0575490357899878	0.19140142235499
FANCD2	HNSC	0.0652082581820335	0.138658416837312
FDFT1	HNSC	0.0769057226256632	0.0806381584266744
GLS2	HNSC	-0.342733780388407	1.36011057855059e-15
GPX4	HNSC	0.108273624231321	0.013771378241844
HSPA5	HNSC	-0.0997676381149909	0.0233244045506477
HSPB1	HNSC	-0.0564557417486639	0.19998820050313
LPCAT3	HNSC	-0.126272598850739	0.00403120737542445
MT1G	HNSC	-0.391910562123328	0
NCOA4	HNSC	0.156845929118681	0.000343786915849739
NFE2L2	HNSC	0.0638858847666369	0.146855422222546
RPL8	HNSC	0.128801370464488	0.00334862802996399
SAT1	HNSC	-0.0920497117924134	0.0364358768210769
SLC1A5	HNSC	-0.0963386154893892	0.028501990464192
SLC7A11	HNSC	-0.119978033387237	0.00633610959934576
TFRC	HNSC	-0.0164918930381573	0.708234550503671
TTC35	HNSC	-0.161072913118508	0.000235445838703902
ACSL4	KICH	-0.0229895104895105	0.855488500512013
ALOX15	KICH	0.208275037229269	0.0959330043001991
ATP5G3	KICH	-0.204938811188811	0.101462761680498
CARS	KICH	0.306118881118881	0.013435896831539
CDKN1A	KICH	-0.064291958041958	0.61007330691623
CISD1	KICH	-0.00148601398601399	0.99073772892494
CS	KICH	-0.122770979020979	0.329063804578759
DPP4	KICH	0.0533441143400981	0.673003207272208
FANCD2	KICH	0.175174825174825	0.162460715371799
FDFT1	KICH	0.0324300699300699	0.797176198944064
GLS2	KICH	0.0861013986013986	0.494326652054142
GPX4	KICH	-0.152447552447552	0.224803206432224
HSPA5	KICH	-0.0263548951048951	0.834594938302251
HSPB1	KICH	0.140777972027972	0.26263280512643
LPCAT3	KICH	0.0695804195804196	0.580944925688587
MT1G	KICH	0.151267482517483	0.228444871007592
NCOA4	KICH	-0.186975524475524	0.135650276305679
NFE2L2	KICH	-0.100174825174825	0.426278868812927
RPL8	KICH	0.347552447552448	0.00476380071486792
SAT1	KICH	-0.0425262237762238	0.736029805687742
SLC1A5	KICH	-0.149082167832168	0.235297188036217
SLC7A11	KICH	-0.148251748251748	0.237938144696737
TFRC	KICH	-0.0069493006993007	0.956197680793955
TTC35	KICH	-0.0616265474965492	0.625781772230775
ACSL4	KIRC	0.070251584602899	0.215795915033668
ALOX15	KIRC	0.121996515673743	0.0312173049664939
ATP5G3	KIRC	-0.115905375045734	0.0408059932167733
CARS	KIRC	-0.11525422791256	0.0419570729962682
CDKN1A	KIRC	-0.109552344248214	0.0532551278965982
CISD1	KIRC	0.0283286566700954	0.618148967642289
CS	KIRC	0.0876867602980421	0.122154684310825
DPP4	KIRC	-0.469283082265012	0
FANCD2	KIRC	-0.0303028387328234	0.593683405490853
FDFT1	KIRC	0.0167879796974853	0.767590008631
GLS2	KIRC	-0.275345546556625	8.66428290523486e-07
GPX4	KIRC	-0.155528547349223	0.0059509820996555
HSPA5	KIRC	0.18262662006434	0.00121443975729611
HSPB1	KIRC	-0.135985440855848	0.0162965043879574
LPCAT3	KIRC	-0.0762897098997281	0.178819361996524
MT1G	KIRC	0.0347427297130922	0.540731097767968
NCOA4	KIRC	0.083621832078321	0.140498389800303
NFE2L2	KIRC	0.131177699158961	0.0205199197138759
RPL8	KIRC	-0.0467269188492081	0.41058506272761
SAT1	KIRC	-0.205851789745855	0.000258777086459642
SLC1A5	KIRC	-0.36305640878132	5.10820580094417e-11
SLC7A11	KIRC	-0.114134684937905	0.0439553804907078
TFRC	KIRC	-0.00271680078137656	0.961859658358637
TTC35	KIRC	0.000914687872147576	0.987156491465975
ACSL4	KIRP	0.158572703374093	0.00898371372494483
ALOX15	KIRP	0.0600659142672818	0.324560770641519
ATP5G3	KIRP	0.0595699780527217	0.328361261529346
CARS	KIRP	0.0422846875527579	0.487951351752502
CDKN1A	KIRP	-0.118366374840219	0.0516503228739643
CISD1	KIRP	-0.0783523864650411	0.198360795076313
CS	KIRP	0.0454640281696935	0.455812655073685
DPP4	KIRP	-0.190627185683622	0.00164569946096828
FANCD2	KIRP	0.0249511612763186	0.682417247546919
FDFT1	KIRP	0.00344463738755035	0.954961969412569
GLS2	KIRP	-0.186339025154957	0.00209868257263563
GPX4	KIRP	-0.107031570315703	0.0786078674100754
HSPA5	KIRP	0.132985432795504	0.0286745438057832
HSPB1	KIRP	-0.0303710537105371	0.618430886180521
LPCAT3	KIRP	-0.0374629187468345	0.538926669479803
MT1G	KIRP	0.0159787039046861	0.793313656859805
NCOA4	KIRP	-0.0160812049296964	0.792017992529062
NFE2L2	KIRP	0.0153040059812363	0.801856201903506
RPL8	KIRP	0.036995634662229	0.544004357698376
SAT1	KIRP	-0.0366869256927863	0.547371854162345
SLC1A5	KIRP	-0.390749583966428	3.6125431014705e-11
SLC7A11	KIRP	0.0294642211127994	0.62895477083197
TFRC	KIRP	0.0657107037766667	0.281078419416002
TTC35	KIRP	0.0679081349637026	0.265082853433926
ACSL4	LIHC	-0.356653583436832	2.11656490401842e-12
ALOX15	LIHC	-0.030751567944954	0.555421160926928
ATP5G3	LIHC	-0.00582473210176846	0.911049382052403
CARS	LIHC	-0.0148019963505546	0.776583400737075
CDKN1A	LIHC	-0.0147445453473985	0.777326172044077
CISD1	LIHC	-0.0454855776779357	0.382977265654884
CS	LIHC	0.0345863996353043	0.507183223832522
DPP4	LIHC	-0.143337828657663	0.00577997363669097
FANCD2	LIHC	0.0547421525792442	0.293473310285038
FDFT1	LIHC	0.000217836665144534	0.996668228938513
GLS2	LIHC	-0.38364343867101	2.02200119707789e-14
GPX4	LIHC	-0.145130746419288	0.00519298994798511
HSPA5	LIHC	0.0671940272712806	0.19719393950752
HSPB1	LIHC	0.0365661170999413	0.482989546765018
LPCAT3	LIHC	-0.0445193467742939	0.393001876471027
MT1G	LIHC	-0.195660702592625	0.000152142902044593
NCOA4	LIHC	-0.240833550449417	2.78594605375502e-06
NFE2L2	LIHC	0.108580271660935	0.0368256086392584
RPL8	LIHC	0.370509176385416	1.75050080682814e-13
SAT1	LIHC	-0.116093201873229	0.0255910233134925
SLC1A5	LIHC	-0.688707259623044	0
SLC7A11	LIHC	-0.125991333085252	0.015309992255017
TFRC	LIHC	0.0493475264759204	0.343686969458505
TTC35	LIHC	-0.195084294443406	0.000159259755300468
ACSL4	LUAD	-0.0147588157746125	0.753809432799806
ALOX15	LUAD	-0.0684421941680344	0.145391466529133
ATP5G3	LUAD	-0.099338790169873	0.0343413808347557
CARS	LUAD	-0.0600852287436401	0.201292471591103
CDKN1A	LUAD	0.0167189288816036	0.722281040208327
CISD1	LUAD	0.0669347711432673	0.154486108182252
CS	LUAD	0.0599474821628537	0.202329389170448
DPP4	LUAD	-0.308060542310914	2.48257393723802e-11
FANCD2	LUAD	0.0570285332137303	0.22512842889634
FDFT1	LUAD	0.132058413055524	0.00482634737261289
GLS2	LUAD	-0.246461167854522	1.14768044056569e-07
GPX4	LUAD	-0.168673961042021	0.000311941293861774
HSPA5	LUAD	0.17751749082379	0.000146773890549488
HSPB1	LUAD	-0.00355641685711839	0.939762087713817
LPCAT3	LUAD	0.0273113014721787	0.561622353219872
MT1G	LUAD	-0.0949925505097178	0.0430701293278951
NCOA4	LUAD	-0.0234355078069522	0.618329462492449
NFE2L2	LUAD	-0.0253618948662272	0.589760980022423
RPL8	LUAD	0.131539394467889	0.00502540520987292
SAT1	LUAD	0.059601238391681	0.204870163010775
SLC1A5	LUAD	-0.201049183367734	1.58774043221951e-05
SLC7A11	LUAD	-0.078073051197726	0.096618115483744
TFRC	LUAD	-0.0046075172311424	0.921979091272465
TTC35	LUAD	0.00463444715275389	0.921524535262558
ACSL4	LUSC	0.076922330471521	0.142945646430135
ALOX15	LUSC	-0.249086598302049	1.49444057300609e-06
ATP5G3	LUSC	-0.247302386281216	1.92706016536584e-06
CARS	LUSC	-0.115907138683679	0.0270206807922607
CDKN1A	LUSC	-0.109741814847668	0.0364050370410072
CISD1	LUSC	-0.0240160835428581	0.647745292216258
CS	LUSC	-0.0419456010987767	0.424766221310878
DPP4	LUSC	0.117298641582577	0.0252737771402658
FANCD2	LUSC	0.162656770377816	0.00187139202412634
FDFT1	LUSC	-0.00950581174740577	0.856503927500297
GLS2	LUSC	-0.254045596622904	9.06073765778951e-07
GPX4	LUSC	-0.0818035066927785	0.119243808076638
HSPA5	LUSC	0.0712624859573801	0.174811012630489
HSPB1	LUSC	0.0104376321063743	0.842612447214516
LPCAT3	LUSC	-0.165024773795618	0.00158131855374858
MT1G	LUSC	-0.425078284106927	0
NCOA4	LUSC	-0.141347568993895	0.00695267526117056
NFE2L2	LUSC	0.0368212111674129	0.483543879839485
RPL8	LUSC	0.00501926498279212	0.923971142463101
SAT1	LUSC	0.0656031390776098	0.211678818983232
SLC1A5	LUSC	-0.0647626346256483	0.217600004785637
SLC7A11	LUSC	0.0633891637627628	0.227529683616139
TFRC	LUSC	0.395661125922645	2.98836273163297e-15
TTC35	LUSC	-0.169227545134041	0.00119129305059614
ACSL4	PAAD	0.0318162329282318	0.673032244786158
ALOX15	PAAD	0.0357032696300432	0.636116171378013
ATP5G3	PAAD	0.0534263758220036	0.478405181887826
CARS	PAAD	-0.0525050296352171	0.486032966007306
CDKN1A	PAAD	-0.0905079000647921	0.229323983111603
CISD1	PAAD	-0.063488837986699	0.399468435614445
CS	PAAD	-0.104013175463253	0.166919436744926
DPP4	PAAD	-0.00534083177603478	0.943593485414224
FANCD2	PAAD	-0.0504623221541202	0.503174952828921
FDFT1	PAAD	-0.0304608114017123	0.686208597618199
GLS2	PAAD	-0.104130205579358	0.166440581718961
GPX4	PAAD	-0.044515064435718	0.55483322873479
HSPA5	PAAD	0.0635271387519696	0.39918367711869
HSPB1	PAAD	-0.0850256163101888	0.259135871392937
LPCAT3	PAAD	-0.0272839902184088	0.717713316341938
MT1G	PAAD	-0.0429915451060665	0.568469191274205
NCOA4	PAAD	0.158723690831967	0.0344269188612931
NFE2L2	PAAD	0.0595832555348709	0.42950355961708
RPL8	PAAD	0.177763521374257	0.0176017641574236
SAT1	PAAD	0.110364719037289	0.142388344939139
SLC1A5	PAAD	-0.548561646677568	0
SLC7A11	PAAD	0.00247784673097649	0.973797947179883
TFRC	PAAD	0.08449366095401	0.262138697704061
TTC35	PAAD	-0.0830626568602522	0.270051599454794
ACSL4	PRAD	-0.150190952228304	0.000811730793738209
ALOX15	PRAD	0.607031829346236	3.67046405068249e-51
ATP5G3	PRAD	-0.0324974968438466	0.470538697176642
CARS	PRAD	-0.00185510589080466	0.967161016779381
CDKN1A	PRAD	-0.172590592797603	0.000113764476923956
CISD1	PRAD	0.009317677229392	0.836119961552155
CS	PRAD	0.131235978645901	0.00344351101649875
DPP4	PRAD	-0.141767782302587	0.00158067889263799
FANCD2	PRAD	-0.0906649095104104	0.0438047336127068
FDFT1	PRAD	0.0503123503547952	0.263783520121373
GLS2	PRAD	-0.173792251890724	0.000104126657386492
GPX4	PRAD	-0.173660325353921	0.00010297356625754
HSPA5	PRAD	0.177748380807925	6.99777951187159e-05
HSPB1	PRAD	-0.0288319575290563	0.522184396128154
LPCAT3	PRAD	0.0837548649224434	0.062604546235434
MT1G	PRAD	-0.344253327317843	4.19036020155926e-15
NCOA4	PRAD	0.046988198558657	0.296672424538705
NFE2L2	PRAD	-0.107704578789674	0.0165211633066044
RPL8	PRAD	0.184673758612638	3.67678741576707e-05
SAT1	PRAD	-0.0987479791403979	0.0280332324723864
SLC1A5	PRAD	-0.114813044906424	0.0106089279341118
SLC7A11	PRAD	-0.0694283503706254	0.122890681997328
TFRC	PRAD	-0.0265625940693302	0.555465331973383
TTC35	PRAD	-0.162357630825963	0.000286521889350595
ACSL4	READ	-0.351876602969331	0.00054554144834162
ALOX15	READ	0.117227602600203	0.260486748562849
ATP5G3	READ	-0.0474876277860058	0.648916505058667
CARS	READ	-0.101614709388433	0.329185079361099
CDKN1A	READ	0.00476104468446339	0.963658509879647
CISD1	READ	-0.10774121301882	0.300742266448726
CS	READ	0.0875555395007766	0.400729242556073
DPP4	READ	-0.128447061373406	0.216873377040188
FANCD2	READ	-0.0603186070873821	0.562960894767038
FDFT1	READ	0.11336199111368	0.27611370224695
GLS2	READ	-0.155033775241123	0.135526234540048
GPX4	READ	-0.0124336235234621	0.905192986490149
HSPA5	READ	0.294137196113138	0.00413804583522406
HSPB1	READ	-0.0232705992847596	0.82354334217592
LPCAT3	READ	-0.104952497922913	0.313482242886057
MT1G	READ	0.162576310370986	0.117347242196049
NCOA4	READ	-0.000614095293140194	0.995359101144098
NFE2L2	READ	-0.086948668858144	0.404011764399197
RPL8	READ	0.0772387385760214	0.458659053032803
SAT1	READ	-0.0947512914062782	0.363026578578044
SLC1A5	READ	-0.16116027887151	0.120607663045716
SLC7A11	READ	-0.183253260123542	0.0771224607610246
TFRC	READ	-0.0282411588339414	0.786661757637437
TTC35	READ	0.0894483979337499	0.390593039367824
ACSL4	STAD	-0.0501852322376943	0.335550007620404
ALOX15	STAD	-0.176339226405705	0.000656298355284784
ATP5G3	STAD	-0.181812119133794	0.000449152941196538
CARS	STAD	-0.0670260636447975	0.198318636774525
CDKN1A	STAD	0.0190826825230605	0.714473996459037
CISD1	STAD	0.0116290915155748	0.823581664330661
CS	STAD	-0.0765298465252446	0.141710406669365
DPP4	STAD	-0.420359969462593	0
FANCD2	STAD	-0.0604549457747801	0.245922726212328
FDFT1	STAD	0.139462500138443	0.00721661727250815
GLS2	STAD	-0.0816472905750402	0.116891941621826
GPX4	STAD	0.0772147513691641	0.138222245284658
HSPA5	STAD	-0.0548211645567762	0.292923827672271
HSPB1	STAD	-0.0552732997279707	0.288809250582482
LPCAT3	STAD	0.00901907812204885	0.862728510060233
MT1G	STAD	-0.265548817504639	2.41464752764772e-07
NCOA4	STAD	-0.0773985872007041	0.13723416676568
NFE2L2	STAD	-0.148678202888971	0.00418718909623198
RPL8	STAD	0.224969378192369	1.24896784377791e-05
SAT1	STAD	-0.11374805891114	0.0286922528387568
SLC1A5	STAD	-0.213200748699569	3.55330115073541e-05
SLC7A11	STAD	-0.0254411666284653	0.625541835185778
TFRC	STAD	-0.0919417664161823	0.0773465481596965
TTC35	STAD	-0.421234869739242	0
ACSL4	THCA	0.0492772987857586	0.267133728124677
ALOX15	THCA	0.22344895101307	3.51729488342457e-07
ATP5G3	THCA	-0.0526157286140559	0.23603034672743
CARS	THCA	0.0129825263361633	0.770140329079412
CDKN1A	THCA	-0.16049488093429	0.000282068197110549
CISD1	THCA	-0.024265627784311	0.584933978502969
CS	THCA	0.192858427709711	1.17817781489168e-05
DPP4	THCA	-0.219252260133991	5.87437506273534e-07
FANCD2	THCA	-0.0158255613864747	0.721611698628897
FDFT1	THCA	0.0793958437516025	0.0735063323993857
GLS2	THCA	-0.0932579024524743	0.0354616420732215
GPX4	THCA	-0.132870996125826	0.00266749272589169
HSPA5	THCA	0.167161268541883	0.000154530464643309
HSPB1	THCA	-0.0959345058046071	0.0304602635238022
LPCAT3	THCA	0.0428743953384879	0.334366413778193
MT1G	THCA	-0.0921238913089175	0.0377655112667048
NCOA4	THCA	0.0478891781144211	0.280859037285176
NFE2L2	THCA	0.0170539377383083	0.701099751601583
RPL8	THCA	-0.0328095212529267	0.460022993690743
SAT1	THCA	0.0469595018686115	0.290313863950613
SLC1A5	THCA	-0.441542735622164	0
SLC7A11	THCA	-0.0796679682345843	0.0725302073497539
TFRC	THCA	-0.0243331928938214	0.583769285231468
TTC35	THCA	-0.164902073014593	0.000189972266329222
ACSL4	UCEC	-0.0422733651929218	0.388491143121831
ALOX15	UCEC	0.0784803161632143	0.109111172167612
ATP5G3	UCEC	0.116765114365376	0.0169267762244737
CARS	UCEC	-0.0241010603605592	0.623046604779499
CDKN1A	UCEC	-0.0131554506768567	0.7884824757111
CISD1	UCEC	-0.051304146300527	0.295215341113025
CS	UCEC	0.116557836851643	0.0171678301763728
DPP4	UCEC	0.0725502981383492	0.138613891106185
FANCD2	UCEC	0.130203824744386	0.00772588871320618
FDFT1	UCEC	0.118984973261984	0.0149749141050656
GLS2	UCEC	-0.170216742525633	0.000481993364476902
GPX4	UCEC	0.0650395169584491	0.18437866415337
HSPA5	UCEC	0.067633838065287	0.167519808373961
HSPB1	UCEC	0.0710248790118374	0.147172925754403
LPCAT3	UCEC	-0.0987732954858664	0.0435917614839249
MT1G	UCEC	-0.0968129539944114	0.0479513722723457
NCOA4	UCEC	-0.1731328552396	0.00038367892520934
NFE2L2	UCEC	0.0243974693833222	0.61877748785895
RPL8	UCEC	0.166597233455542	0.000636573958282796
SAT1	UCEC	0.0354009164280559	0.470397557601273
SLC1A5	UCEC	-0.405503743991977	5.63746609093655e-18
SLC7A11	UCEC	-0.0418474826058921	0.393291584212493
TFRC	UCEC	0.149650162593658	0.00217747832673863
TTC35	UCEC	-0.197851133168901	4.79579673144048e-05
