SYMBOL	logFC
BID	0.736200929845609
BIK	-1.12172975127416
PRDM1	1.22368215081388
BLK	-0.127787541932094
BLM	1.06856775784245
BLMH	-0.218082972019236
CXCR5	0.171470146779929
BLVRA	0.161931386908938
BLVRB	-0.248126354607086
BNC1	0.321607826123039
BMP1	-0.158929336306313
BMP2	-0.235712860121733
BMP3	0.254746414015733
BMP4	-2.44107918199359
BMP5	-0.0229225241711873
BMP6	0.099174355137114
BMP7	0.439321633952403
BMP8B	0.107421136058417
BMPR1A	-0.0867652301272978
BMPR1B	-1.39019292113499
BMPR2	-0.260879429785719
BMX	0.141007703605715
POLR3D	0.250062605879767
BNIP1	-0.0464532197464334
BNIP2	0.110299987714785
BNIP3	0.705380294122675
BNIP3L	-0.610239589655736
DST	0.0090349888048056
FOXL2	-0.0612034233124258
BPGM	-0.113225242016169
BPHL	-0.148675070419609
BPI	0.592525059698679
BRCA1	0.449927651450767
BRAF	0.099019120102863
BRCA2	0.415863604487091
BRDT	-0.72696476769435
ZFP36L1	0.170471509150062
ZFP36L2	-0.741054931009028
BRS3	0.160427043265182
BSG	0.199377017963387
BST1	-0.0881239704446688
BST2	0.225521757169355
BTC	0.214688018388315
BTD	-0.404674542291941
KLF9	-0.485940355356605
KLF5	0.484143484270914
BTF3	-0.502722878444566
BTF3P11	0.267626934497524
BTG1	-0.0841825922364324
BTK	0.245368721665113
BTN1A1	-0.258251746374259
BUB1	1.18545727779091
BUB1B	1.80940373672263
BYSL	1.00134127843974
TSPO	0.686119682998165
C1QBP	0.320050599356761
SERPING1	-0.509400090219006
ERC2-IT1	0.163002632533145
C1QA	1.23219584123194
C1QB	1.331600216581
C1R	-0.305590846339551
C1S	-0.142128658867494
C2	-0.265231734970089
C3	-0.195037781525675
C3AR1	0.337952984551176
C4BPA	-0.0137016483019454
C4BPB	0.259006977337963
CAPN5	-0.157252469816851
C5	-0.96209109370462
C5AR1	0.418994067143108
C6	-0.545339619222329
C7	-2.32940473861363
C8A	0.300596531167793
C8B	0.180368650401703
C8G	0.476547275585338
OSGIN2	0.450539599411329
C9	0.356593875539849
VPS51	-0.13558740035992
MRPL49	-0.0423891726156144
ZNHIT2	0.33362615518289
MPPED2	-1.23091694714906
MYRF	0.526424124319521
TMEM258	0.561741379755844
DAGLA	0.1750439968892
GAS8-AS1	0.164023516568638
FMNL1	0.123947863285471
LDLRAD4	-0.901882397381932
PTTG1IP	-0.0441438552611684
C21orf2	-0.384440117793053
TMEM50B	-0.484840664459936
MPPED1	-0.079138829603016
CA1	0.259142703255126
CA2	0.287073440993382
CA3	-1.12667155473069
CA4	-0.333470155078473
CA5A	0.0505095951132581
CA6	0.0285571639693524
CA7	-0.455547070288885
CA8	-0.174108484733855
CA9	1.29130136412908
CA11	-0.612584045191259
CA12	-2.239239148576
CACNA1A	0.171173913753333
CACNA1B	0.264103655320875
CACNA1C	-1.25343927084058
CACNA1D	-2.01357045446705
CACNA1E	-0.523232570483996
CACNA1F	-0.0831706189343318
CACNA1S	0.783105701316874
CACNA2D1	0.0456125660962787
CACNB1	-0.221316928932846
CACNB2	-0.472760940454127
CACNB3	0.0276438515576683
CACNB4	-0.0142860033621796
CACNG1	0.440268088292285
SLC25A20	-0.349340878568518
CAD	0.340123291601395
CALB1	0.0876671909736343
CALB2	1.04867155595814
S100G	0.730413736795225
CALCA	0.285225641543175
CALCB	1.47791455337093
CALCR	-0.229767569089367
CALD1	-0.404295330120644
CALML3	0.0727433352615214
CALR	0.336848860423192
CALU	0.70670247174154
CAMK4	-0.252837227289631
CAMK2A	-0.0374689314438446
CAMK2B	-0.126137082039379
CAMK2G	-0.076481780820974
CAMLG	-0.660631546005335
CAMP	2.51458743183147
CANX	-0.0614597227638651
CAPG	0.232939852875781
CAPN1	-0.0847739189038328
CAPN2	-0.20409523963021
CAPN3	-0.585986904505059
CAPNS1	-0.104138910643574
CAPN6	-0.335680356894286
CAPZA1	0.208649961997287
CAPZA2	-0.123962621719105
CAST	-0.642028962081575
CAPZB	0.0315636406695042
CARS	0.486174536045817
CASP1	0.446321240877577
CASP2	0.374921765722917
CASP3	0.297405705432389
CASP4	0.00934713314696081
CASP5	0.673159731696084
CASP6	-0.4710994861776
CASP7	-0.123849041212536
CASP8	0.0702562173055642
CASP9	-0.283630057333339
CASP10	0.483359880450826
CASQ1	-0.762243177013
CASQ2	-0.618093555137389
CASR	-0.0625966429811456
CAT	-0.234855435259113
CATR1	0.39471100559422
CAV1	-1.24674287099831
CAV2	-0.276771236539831
CAV3	-0.0411856991151426
RUNX2	-0.599512088190749
RUNX1T1	-0.944073794007646
CBFA2T3	-0.315980767763018
RUNX3	0.954913724509686
CBFB	0.587799577882681
SERPINA6	-0.843018879437251
CBL	0.752662586426386
CBLB	0.0144048684373798
CBLN1	0.0596411652223116
SERPINH1	0.14641597149048
CBR1	0.637936277519893
CBR3	0.42233251490429
CBS	1.68175340623312
CCIN	-0.567451824170727
KYAT1	-0.394395111566966
CCK	0.346420110746728
CCKAR	0.0977990234643163
CCKBR	0.429117346483631
KRIT1	-0.21129744496813
CCNA2	2.44693353068464
CCNB1	2.04681066073153
CCNC	0.134099612615553
CCND2	0.175326652618185
CCND3	0.176329654035565
CCNE1	1.60916031940894
CCNF	0.565909152111033
CCNG1	-1.02001413675373
CCNG2	-1.16745960104272
CCNH	-0.442293713409679
CCNT1	0.333873356201125
CCNT2	-0.432581520917188
CCT6A	0.818862134877712
CD1A	0.216788562629129
CD1B	0.129520998387727
CD1C	-0.974902301629203
CD1D	0.524043418439767
CD1E	0.252508247219182
CD2	1.20955448461948
CD3D	0.980393560176321
CD3E	0.717731157052944
CD3G	1.10901123287167
CD247	0.98967147560681
CD4	0.258705006522201
CD5	0.265077164292398
CD5L	-0.0620994756824721
CD6	0.664279008453972
CD7	1.10199980072538
CD8A	0.85614894692862
CD8B	0.280823286913922
CD9	0.0366719148494511
CD14	0.554707629838453
CD19	0.56876354595196
MS4A1	0.337464121709033
MS4A3	1.18125857078822
CD22	-0.229193919072145
CD27	0.625964333079796
CD28	0.662347182312779
CD80	0.220897544928781
CD86	0.806306627936667
TNFRSF8	0.120576865470818
TNFSF8	-0.111573897592106
CD33	0.544238641961807
SIGLEC6	-0.311100634224993
CD34	-0.690443735136951
CD36	-0.722544337165315
SCARB1	0.215208790373578
SCARB2	-0.212627376308848
CD37	0.485705731379237
CD38	1.5858560358182
ENTPD1	-0.576800827625452
ENTPD2	-0.0447525087699091
ENTPD6	0.0208792691152378
ENTPD3	-1.15893127925432
ENTPD5	-0.573129036660839
CD40	0.428911750357242
CD40LG	0.90977699176678
CD44	-0.0620027056996938
CD47	-0.114435488682373
CD48	0.711181205685506
CD53	0.733745673089315
CD58	-0.113798161140506
CD59	-0.328939392077266
CD63	-0.116779731147395
CD68	-0.0160528076695045
CD69	0.771220591146909
CD70	0.270829925636364
CD72	0.636110846379603
CD74	0.136756110708446
CD79A	0.292671799081559
CD79B	0.807833694855239
CD81	0.010663520725176
ADGRE5	0.721003018695565
CD151	-0.753142593829841
CDA	-0.0410015226156662
CDK1	2.42216462691667
LRBA	-0.638222984845733
CDC5L	0.411525046751578
SEPT7	-0.279910020984896
CDC6	1.85726845073093
CDC20	3.67785700608222
CDC25A	1.8900079550939
CDC25B	1.24958335271795
CDC25C	0.765226418436822
CDC27	0.0545649274426378
CDC34	0.376273782019684
CDC42	0.0822801866060195
CDH1	0.570384064502531
CDH2	0.487679854651561
CDH3	1.46604706332696
CDH4	0.197170199698224
CDH5	-0.914938859607789
CDH6	-0.506689974751134
CDH7	-0.546842302850908
CDH8	0.00576187772117271
CDH9	-0.089328928406819
CDH10	0.00774598461802218
CDH11	-1.13562877925939
CDH12	0.167631340808188
CDH13	-1.0018351537429
CDH15	-0.141197569178592
CDH16	0.0237735682474072
CDH17	0.0846293909021959
CDH18	-0.183655235954604
CDK2	0.265361923679872
CDK4	0.744958937683803
CDK5	0.570092100515326
CDK6	-0.166757759864657
CDK7	-0.324741313184662
CDK8	0.626629421358052
CDK9	-0.402240243742105
CDKN1A	0.249680269531587
CDKN1B	-0.64688307617866
CDKN1C	-0.647352427376237
CDKN2A	1.04047781891948
CDKN2B	0.521490900443466
CDKN2C	0.792429796175751
CDKN2D	0.341574434165184
CDKN3	1.92234959468047
CDO1	-1.63215740481367
CDR1	-0.776963528891474
CDR2	0.0497909942460114
CDS1	-0.196441241886207
CDSN	0.414282032878839
CD52	0.860752901832795
CDX1	0.13899209061966
CDX2	-0.0842380429978439
CDX4	0.064369009231147
CLGN	-1.15820341777091
CEACAM5	-0.274177419766781
CEBPA	0.25705514158239
CEBPB	1.01055848959247
CEBPD	-0.093162929745261
CEBPE	0.462971558974505
CEBPG	1.02618202296816
CEL	0.323640874242829
CELP	-0.0371339986574176
CENPA	1.21164805164198
CENPB	0.00119752516433534
CENPC	-0.298121668038814
CENPE	3.21976069787127
CENPF	1.15009587163181
CETN1	-0.130947314487289
CETN2	0.0640918906947762
CETN3	-0.459972735119708
CETP	0.172056570809182
CFL1	0.171521661831143
CTSC	1.41248795762893
CFTR	0.440222121414945
CGA	-0.174716026162404
CEACAM3	0.0614108589316831
CEACAM7	0.362334883435443
CEACAM8	0.678886980043523
CEACAM4	0.377815932057999
CHAD	-2.61500382181653
RCBTB2	-1.04167347670579
CHAT	-0.374490291983622
RCC1	0.753567067522808
CHD1	-0.481763866096977
CHD2	0.459564357104863
CHD3	-0.550633058265468
CHD4	0.0692821833410941
AKR1C4	0.273939289722097
CHEK1	2.23657190148115
FOXN3	-0.415065635482564
CHGA	0.20025709758531
CHGB	-0.30925077095863
CHI3L1	0.766771019595206
CHI3L2	0.542588364057945
CHIT1	0.493720729028134
CHKA	0.426787792076657
CHKB	-0.574970097958032
CHM	-0.148506700310951
CHML	0.962341477093917
CHN1	0.437326899755513
CHN2	0.181113471140302
CHRM2	-0.664919535378778
LYST	-0.382100287395284
CHRM3	0.0342694011519553
CHRM4	0.704139560434749
CHRM5	0.483427727367279
CHRNA1	0.450956584153573
CHRNA2	0.00884835480835097
CHRNA3	-0.193825501865661
CHRNA4	0.318272343674004
CHRNA5	0.931536152394479
CHRNB1	-0.936032448298037
CHRNB2	0.29161492754637
CHRNB3	0.36615659563911
CHRNB4	0.427544062925156
CHRND	0.414631285919927
CHRNE	0.0929949622292755
CHRNG	-0.104591863677792
CHUK	0.359271693493386
CIDEA	-1.10063277869276
CKB	0.417788732105714
CIRBP	-1.25233508641846
CISH	-0.398080416247558
TBCB	0.197878436263123
CKM	0.582092312796376
CKMT2	-0.153958435948482
ERCC8	-0.142544933016223
CKS1B	1.46857784110309
CKS2	1.90556629465026
AP2M1	0.22463889835259
AP1S1	0.500187796535836
AP2S1	0.409428731656138
AP3S1	-0.0959570391029108
CLC	-0.115607911324242
CLCA1	0.295562883536772
CLCN1	0.245699813208236
CLCN2	0.0694634291106359
CLCN3	-0.211159613943892
CLCN4	0.424837219424826
CLCN5	0.588516066478878
CLCN6	-0.784172123495001
CLCN7	-0.395203982937438
CLCNKB	0.0513787290031776
CLU	-1.38955599768623
CLIC1	0.120417478706294
CLIC2	-0.0539007799096917
CLK1	-1.21765871371924
CLK2	-0.52824652985327
CLK3	0.239733261135465
TPP1	-0.249483913858529
CLN3	-0.306964544705948
CLN5	-0.61729175754373
CLNS1A	0.0917982250301773
CLPS	-0.0887036464149977
CLPTM1	0.133407473399034
CLTA	0.305155965850489
CLTB	0.187828386614912
CLTC	0.012808450700367
CMA1	-0.45218294478384
CCR1	1.29036136107323
CCR3	0.350073664816081
CCR4	0.288907403238287
CCR5	0.720433387320364
CCR6	-0.794006346654686
CCR7	1.07956846607925
CCR8	1.11474823580429
ACKR2	-0.535655641953477
CMKLR1	0.471642378300774
LTB4R	-0.164966731857918
ABCC2	0.594650545811841
CNGB1	-0.202707974582177
CNGA1	0.315761000437694
CNGA3	-0.32622808755425
PLK3	-0.13749301743011
CNN1	-1.56461165409217
CNN2	-0.195584601955286
CNN3	-0.309039159998417
CNP	0.256901845707421
CNR1	-0.41197576442287
CNR2	0.108280867600937
CNTF	-0.334857133963314
CNTFR	0.0699127414782799
CNTN1	-1.00710934372189
COL1A1	-0.930132351333276
COL1A2	-0.883877430541144
COL2A1	-0.725302680498758
COL3A1	-1.04689293258083
COL4A1	0.0962600432735424
COL4A2	0.162939357895319
COL4A3	-0.0984275735141649
COL4A4	0.382964053033221
COL4A5	-1.81406817410788
COL4A6	-0.59689494984619
COL5A1	-1.25246276897463
COL5A2	-1.07565799774511
COL6A1	-0.632471422559624
COL6A2	-1.25303019686843
COL6A3	-0.968383672167177
COL7A1	-1.18249330577826
COL8A1	-0.968860334728345
COL8A2	-1.33053049302153
COL9A1	0.46803554321914
COL9A2	-0.488351049971552
COL9A3	1.16077570804531
COL10A1	-1.69677024703291
COL11A1	-0.643397357304334
COL11A2	0.843444916275311
COL13A1	0.389541958063562
COL15A1	-0.72948704424923
COL16A1	-2.00645782031703
COL17A1	-2.40834171189964
COL19A1	-0.245709585178337
COMP	-2.29726586247914
COMT	0.534271032794783
COPA	0.152249376885828
COPB1	-0.0156047488086495
KLF6	0.26438820675032
SLC31A1	0.676896372825851
SLC31A2	-0.122611665499467
CORT	-0.131902264400927
MAP3K8	0.292242795172458
COX4I1	0.183603358158472
COX5B	0.363191246550896
COX6A1	0.225325267224948
COX6A2	-0.004678069052396
COX6B1	0.302723590828802
COX6C	-0.0216447625440712
COX7A1	-1.75235463318049
COX7A2	0.124943369719561
COX7B	0.465548487718081
COX7C	-0.335778177123301
COX8A	0.388179831075546
COX10	0.0209451100644135
COX11	-0.501301768249195
COX15	-0.202246016110833
CP	1.13089496311375
CPA1	-0.195173850697522
CPA2	0.00657540012268573
CPA3	-1.62422082304643
CPB1	-1.20949122509551
CPB2	0.117263675624883
CPD	-0.404793240435116
CPE	-1.31847313615494
CLDN4	0.931952609501749
CLDN3	0.421371878281684
CLDN7	0.198028543828197
CPM	0.0437282020750079
CPN1	-0.0681508996434048
CPN2	-0.0439259920376924
CPOX	-0.0685022388318039
CPS1	-0.571165669175197
CPT1A	0.364097924951132
CPT2	-0.165177736351639
CR1	0.508099917821813
CR2	0.434729074956821
CRABP1	2.82552513642048
CRABP2	-0.160975497382019
CRAT	-0.936788010529392
CREB1	-0.279451177311128
ATF2	-0.0686190574214197
CREBBP	-0.598794393146939
ATF6B	0.0820444334792145
CREBL2	-0.821943176149666
CREM	0.0117910633351934
CRH	-0.406397989611127
CRHBP	-0.998896111073535
CRHR1	0.34988979028788
CRHR2	0.339344290818866
CRIP1	-1.25232773719733
CRIP2	-0.640841249791733
CRK	-0.228925826961212
CRKL	0.241149437460261
CRMP1	-0.0343977043802331
CRP	-0.0785983446431649
HAPLN1	0.0765390187572589
CRX	0.0189946376450665
CRY1	-0.50895559083009
CRY2	-2.64099189173814
CRYAA	-0.0412015451255715
CRYAB	0.5066293997381
CRYBA1	0.74884779534979
CRYBA2	0.99976118321609
CRYBA4	0.532831515794599
CRYBB1	0.0507514465933973
CRYBB2	0.375278065286199
CRYBB2P1	0.35522789724644
CRYBB3	0.181246456169853
CRYGA	0.375175394026892
CRYGB	-0.144560987919627
CRYGC	0.290311224585361
CRYGD	0.448880235166804
CRYM	-0.0887290916814605
CRYZ	-0.74551215962608
CS	0.281344593325934
MAPK14	0.317877621380388
CSE1L	0.687271419714328
CSF1	-0.0278865269377504
CSF1R	-0.131069463306546
CSF2	-0.11810569293632
CSF2RA	0.421329795169182
CSF2RB	0.766906114142961
CSF3	0.0501957314782011
CSF3R	0.0242630798016257
CSH1	0.148642924542704
CSH2	-0.148194254383395
CSHL1	0.122969679404151
CSK	0.597850433736797
CSN1S1	0.407647785482735
