"","x","runningScore","position","ymin","ymax","geneList","gene","Description"
"50",50,-0.00413052457662123,0,0,0,2.46952002313472,"27299","DNA replication"
"51",51,-0.00421313506815366,0,0,0,2.4689309844272,"55839","DNA replication"
"52",52,-0.00429574555968608,0,0,0,2.46013932538693,"27338","DNA replication"
"53",53,-0.00437835605121851,0,0,0,2.44693353068464,"890","DNA replication"
"54",54,-0.00446096654275093,0,0,0,2.43770328421161,"9415","DNA replication"
"55",55,-0.00454357703428335,0,0,0,2.42216462691667,"983","DNA replication"
"56",56,-0.00462618752581578,0,0,0,2.41874823716783,"54821","DNA replication"
"57",57,-0.0047087980173482,0,0,0,2.41872027138629,"10232","DNA replication"
"58",58,-0.00479140850888063,0,0,0,2.41518776914574,"4085","DNA replication"
"59",59,-0.00487401900041305,0,0,0,2.40778308080024,"6362","DNA replication"
"60",60,-0.00495662949194548,0,0,0,2.37633010514165,"9837","DNA replication"
"61",61,-0.0050392399834779,0,0,0,2.37600161440676,"5080","DNA replication"
"62",62,-0.00512185047501033,0,0,0,2.37336571483027,"7850","DNA replication"
"63",63,-0.00520446096654275,0,0,0,2.37282076305454,"81930","DNA replication"
"64",64,-0.00528707145807518,0,0,0,2.36981856605078,"5918","DNA replication"
"65",65,-0.0053696819496076,0,0,0,2.3625624169791,"81620","DNA replication"
"66",66,-0.00545229244114002,0,0,0,2.35506049138685,"332","DNA replication"
"67",67,-0.00553490293267245,0,0,0,2.35443895996355,"55765","DNA replication"
"68",68,-0.00561751342420487,0,0,0,2.34711414400842,"79605","DNA replication"
"69",69,-0.0057001239157373,0,0,0,2.34008550822467,"3832","DNA replication"
"70",70,-0.00578273440726972,0,0,0,2.33401302222811,"6286","DNA replication"
"71",71,-0.00586534489880215,0,0,0,2.33159347644854,"5163","DNA replication"
"72",72,-0.00594795539033457,0,0,0,2.32813572232542,"2146","DNA replication"
"73",73,-0.006030565881867,0,0,0,2.31757432136409,"3002","DNA replication"
"74",74,-0.00611317637339942,0,0,0,2.30958990186447,"50852","DNA replication"
"75",75,-0.00619578686493185,0,0,0,2.28817170180098,"7272","DNA replication"
"76",76,-0.00627839735646427,0,0,0,2.28536454045819,"2568","DNA replication"
"77",77,-0.0063610078479967,0,0,0,2.28409005788997,"64151","DNA replication"
"78",78,-0.00644361833952912,0,0,0,2.28257378157491,"51806","DNA replication"
"79",79,-0.00652622883106155,0,0,0,2.28164291672685,"366","DNA replication"
"80",80,-0.00660883932259397,0,0,0,2.27943678261934,"2842","DNA replication"
"81",81,-0.00669144981412639,0,0,0,2.27589510769316,"9212","DNA replication"
"82",82,-0.00677406030565882,0,0,0,2.2676095771495,"140578","DNA replication"
"83",83,-0.00685667079719124,0,0,0,2.25632822477146,"51659","DNA replication"
"84",84,-0.00693928128872367,0,0,0,2.25209188180157,"8715","DNA replication"
"85",85,-0.00702189178025609,0,0,0,2.25075941769641,"4902","DNA replication"
"86",86,-0.00710450227178852,0,0,0,2.23857474905902,"8208","DNA replication"
"87",87,-0.00718711276332094,0,0,0,2.23657190148115,"1111","DNA replication"
"88",88,-0.00726972325485337,0,0,0,2.23212818555161,"9319","DNA replication"
"89",89,-0.00735233374638579,0,0,0,2.22311743435345,"9055","DNA replication"
"90",90,-0.00743494423791822,0,0,0,2.1969998556433,"3833","DNA replication"
"91",91,-0.00751755472945064,0,0,0,2.17042139894045,"146909","DNA replication"
"92",92,-0.00760016522098307,0,0,0,2.16062911605466,"23475","DNA replication"
"93",93,-0.00768277571251549,0,0,0,2.15974129228883,"4321","DNA replication"
"94",94,-0.00776538620404791,0,0,0,2.14940275008204,"11182","DNA replication"
"95",95,-0.00784799669558034,0,0,0,2.11585870189465,"10112","DNA replication"
"96",96,-0.00793060718711276,0,0,0,2.09252706807375,"3902","DNA replication"
"97",97,-0.00801321767864519,0,0,0,2.08932405627602,"3620","DNA replication"
"98",98,-0.00809582817017761,0,0,0,2.07957649350856,"3887","DNA replication"
"99",99,-0.00817843866171004,0,0,0,2.07021480021647,"51514","DNA replication"
"100",100,-0.00826104915324246,0,0,0,2.06836296999971,"6790","DNA replication"
"101",101,-0.00834365964477489,0,0,0,2.05346907479721,"4521","DNA replication"
"102",102,-0.00842627013630731,0,0,0,2.04681066073153,"891","DNA replication"
"103",103,-0.00850888062783974,0,0,0,2.03535217092339,"8544","DNA replication"
"104",104,-0.00859149111937216,0,0,0,2.03446925194288,"1448","DNA replication"
"105",105,-0.00867410161090459,0,0,0,2.02292361041168,"24137","DNA replication"
"106",106,-0.00875671210243701,0,0,0,2.01940276943022,"6355","DNA replication"
"107",107,-0.00883932259396943,0,0,0,2.0110075436176,"10578","DNA replication"
"108",108,0.0732292871689931,1,-0.0365680926163756,0.0365680926163756,2.01082077632796,"4174","DNA replication"
"109",109,0.0731466766774607,0,0,0,2.00517449045459,"9232","DNA replication"
"110",110,0.0730640661859282,0,0,0,1.98767921743432,"10855","DNA replication"
"111",111,0.0729814556943958,0,0,0,1.98145681473569,"9355","DNA replication"
"112",112,0.0728988452028634,0,0,0,1.97664177433774,"29968","DNA replication"
"113",113,0.072816234711331,0,0,0,1.96714274123572,"3695","DNA replication"
"114",114,0.0727336242197985,0,0,0,1.96663777427496,"6999","DNA replication"
"115",115,0.0726510137282661,0,0,0,1.96510495750906,"4001","DNA replication"
"116",116,0.152488823470452,1,-0.0365680926163756,0.0365680926163756,1.95616237474706,"4171","DNA replication"
"117",117,0.15240621297892,0,0,0,1.93745837908873,"2921","DNA replication"
"118",118,0.152323602487387,0,0,0,1.93633630503896,"6664","DNA replication"
"119",119,0.152240991995855,0,0,0,1.9352970769953,"7941","DNA replication"
"120",120,0.152158381504322,0,0,0,1.92234959468047,"1033","DNA replication"
"121",121,0.15207577101279,0,0,0,1.92023037511235,"6364","DNA replication"
"122",122,0.151993160521258,0,0,0,1.91561704401602,"23532","DNA replication"
"123",123,0.151910550029725,0,0,0,1.90946383220216,"81569","DNA replication"
"124",124,0.151827939538193,0,0,0,1.90926135308883,"9928","DNA replication"
"125",125,0.15174532904666,0,0,0,1.90556629465026,"1164","DNA replication"
"126",126,0.151662718555128,0,0,0,1.90219183113301,"3161","DNA replication"
"127",127,0.151580108063595,0,0,0,1.89799966453608,"3595","DNA replication"
"128",128,0.151497497572063,0,0,0,1.8973845440923,"11004","DNA replication"
"129",129,0.151414887080531,0,0,0,1.8900079550939,"993","DNA replication"
"130",130,0.151332276588998,0,0,0,1.88880999967824,"4603","DNA replication"
"131",131,0.151249666097466,0,0,0,1.88621911841208,"8061","DNA replication"
"132",132,0.151167055605933,0,0,0,1.87570713027188,"57348","DNA replication"
"133",133,0.151084445114401,0,0,0,1.86743524705447,"79801","DNA replication"
"134",134,0.151001834622869,0,0,0,1.85941881550488,"419","DNA replication"
"135",135,0.150919224131336,0,0,0,1.85726845073093,"990","DNA replication"
"136",136,0.150836613639804,0,0,0,1.85434640933315,"5347","DNA replication"
"137",137,0.150754003148271,0,0,0,1.84414811842538,"29851","DNA replication"
"138",138,0.150671392656739,0,0,0,1.83777034208248,"29127","DNA replication"
"139",139,0.150588782165206,0,0,0,1.83187832543631,"4102","DNA replication"
"140",140,0.150506171673674,0,0,0,1.83034286628812,"26255","DNA replication"
"141",141,0.150423561182142,0,0,0,1.8302204127078,"55215","DNA replication"
"142",142,0.150340950690609,0,0,0,1.82760317537103,"2173","DNA replication"
"143",143,0.150258340199077,0,0,0,1.81958472937547,"4318","DNA replication"
"144",144,0.150175729707544,0,0,0,1.81934689137861,"4105","DNA replication"
"145",145,0.150093119216012,0,0,0,1.81470187621389,"5004","DNA replication"
"146",146,0.150010508724479,0,0,0,1.80940373672263,"701","DNA replication"
"147",147,0.149927898232947,0,0,0,1.80754323945226,"2633","DNA replication"
"148",148,0.149845287741415,0,0,0,1.80698763118446,"23630","DNA replication"
"149",149,0.149762677249882,0,0,0,1.80587208015658,"11274","DNA replication"
"150",150,0.14968006675835,0,0,0,1.79924655244532,"55723","DNA replication"
"151",151,0.149597456266817,0,0,0,1.79891263060723,"4069","DNA replication"
"152",152,0.149514845775285,0,0,0,1.79858084558316,"51512","DNA replication"
"153",153,0.149432235283752,0,0,0,1.78607928369175,"9568","DNA replication"
"154",154,0.14934962479222,0,0,0,1.7848715021521,"55635","DNA replication"
"155",155,0.149267014300688,0,0,0,1.77459052615911,"9156","DNA replication"
"156",156,0.149184403809155,0,0,0,1.77422320823974,"11130","DNA replication"
"157",157,0.149101793317623,0,0,0,1.77325283766689,"81570","DNA replication"
"158",158,0.14901918282609,0,0,0,1.77046251167591,"10024","DNA replication"
"159",159,0.148936572334558,0,0,0,1.76033528138796,"4818","DNA replication"
"160",160,0.148853961843025,0,0,0,1.75787238551618,"79682","DNA replication"
"161",161,0.148771351351493,0,0,0,1.74952903026857,"6712","DNA replication"
"162",162,0.148688740859961,0,0,0,1.74670399810057,"4061","DNA replication"
"163",163,0.148606130368428,0,0,0,1.73867153961922,"3576","DNA replication"
"164",164,0.148523519876896,0,0,0,1.73584654855835,"51442","DNA replication"
"165",165,0.148440909385363,0,0,0,1.73334611104394,"1978","DNA replication"
"166",166,0.148358298893831,0,0,0,1.7317068213935,"1515","DNA replication"
"167",167,0.148275688402298,0,0,0,1.73099500343839,"26227","DNA replication"
"168",168,0.148193077910766,0,0,0,1.7086556728681,"4821","DNA replication"
"169",169,0.148110467419234,0,0,0,1.69865567921754,"2001","DNA replication"
"170",170,0.148027856927701,0,0,0,1.69786991419451,"57405","DNA replication"
"171",171,0.147945246436169,0,0,0,1.69742540020716,"55110","DNA replication"
"172",172,0.147862635944636,0,0,0,1.69247474334041,"79852","DNA replication"
"173",173,0.147780025453104,0,0,0,1.69082435045383,"10615","DNA replication"
"174",174,0.147697414961572,0,0,0,1.68939691474529,"8836","DNA replication"
"175",175,0.147614804470039,0,0,0,1.68479875385302,"8581","DNA replication"
"176",176,0.147532193978507,0,0,0,1.68431657055544,"6890","DNA replication"
"177",177,0.147449583486974,0,0,0,1.68175340623312,"875","DNA replication"
"178",178,0.147366972995442,0,0,0,1.67520550505634,"28823","DNA replication"
"179",179,0.147284362503909,0,0,0,1.66981954836122,"10321","DNA replication"
"180",180,0.147201752012377,0,0,0,1.66185821360782,"3159","DNA replication"
"181",181,0.147119141520845,0,0,0,1.66149992349036,"58473","DNA replication"
"182",182,0.147036531029312,0,0,0,1.64916056568267,"53335","DNA replication"
"183",183,0.14695392053778,0,0,0,1.64880219482811,"1894","DNA replication"
"184",184,0.146871310046247,0,0,0,1.64740976753617,"79075","DNA replication"
"185",185,0.146788699554715,0,0,0,1.64501822038253,"79623","DNA replication"
"186",186,0.146706089063182,0,0,0,1.64389884231658,"2491","DNA replication"
"187",187,0.14662347857165,0,0,0,1.63732886778798,"1521","DNA replication"
"188",188,0.146540868080118,0,0,0,1.63696714016435,"80305","DNA replication"
"189",189,0.146458257588585,0,0,0,1.63489796691618,"7980","DNA replication"
"190",190,0.146375647097053,0,0,0,1.63411622868035,"8438","DNA replication"
"191",191,0.14629303660552,0,0,0,1.62819906599342,"9636","DNA replication"
"192",192,0.146210426113988,0,0,0,1.62650999376696,"9700","DNA replication"
"193",193,0.146127815622455,0,0,0,1.62505854435403,"1503","DNA replication"
"194",194,0.146045205130923,0,0,0,1.62352176036506,"51155","DNA replication"
"195",195,0.145962594639391,0,0,0,1.62154963535437,"6689","DNA replication"
"196",196,0.145879984147858,0,0,0,1.61998025701382,"5888","DNA replication"
"197",197,0.145797373656326,0,0,0,1.61892418928511,"29909","DNA replication"
"198",198,0.145714763164793,0,0,0,1.61739093551617,"7083","DNA replication"
"199",199,0.145632152673261,0,0,0,1.61502872734756,"333","DNA replication"
"200",200,0.145549542181728,0,0,0,1.60916031940894,"898","DNA replication"
"201",201,0.145466931690196,0,0,0,1.608631269989,"79094","DNA replication"
"202",202,0.145384321198664,0,0,0,1.60773418538135,"3149","DNA replication"
"203",203,0.145301710707131,0,0,0,1.5947372349711,"23594","DNA replication"
"204",204,0.145219100215599,0,0,0,1.5945538527322,"56992","DNA replication"
"205",205,0.145136489724066,0,0,0,1.59069780116146,"23413","DNA replication"
"206",206,0.145053879232534,0,0,0,1.58722501594921,"56649","DNA replication"
"207",207,0.144971268741002,0,0,0,1.5869795234971,"3898","DNA replication"
"208",208,0.144888658249469,0,0,0,1.58662359092119,"28424","DNA replication"
"209",209,0.144806047757937,0,0,0,1.5858560358182,"952","DNA replication"
"210",210,0.144723437266404,0,0,0,1.58537130659627,"26279","DNA replication"
"211",211,0.144640826774872,0,0,0,1.58214841507708,"8792","DNA replication"
"212",212,0.144558216283339,0,0,0,1.57153006172923,"3294","DNA replication"
"213",213,0.144475605791807,0,0,0,1.56191437270487,"79725","DNA replication"
"214",214,0.144392995300275,0,0,0,1.55413086303962,"1493","DNA replication"
"215",215,0.144310384808742,0,0,0,1.55412964533532,"6352","DNA replication"
"216",216,0.14422777431721,0,0,0,1.54658373078603,"25907","DNA replication"
"217",217,0.144145163825677,0,0,0,1.54344005633119,"9768","DNA replication"
"218",218,0.144062553334145,0,0,0,1.54245888304185,"80020","DNA replication"
"219",219,0.143979942842612,0,0,0,1.53375881399875,"6663","DNA replication"
"220",220,0.14389733235108,0,0,0,1.53341118241257,"51378","DNA replication"
"221",221,0.143814721859548,0,0,0,1.53065214696885,"8842","DNA replication"
"222",222,0.143732111368015,0,0,0,1.52996553916593,"4998","DNA replication"
"223",223,0.143649500876483,0,0,0,1.51351580018853,"11339","DNA replication"
"224",224,0.14356689038495,0,0,0,1.51286334171385,"3070","DNA replication"
"225",225,0.143484279893418,0,0,0,1.51094517486462,"57211","DNA replication"
"226",226,0.143401669401885,0,0,0,1.50430969748143,"4288","DNA replication"
"227",227,0.143319058910353,0,0,0,1.50004566119953,"7804","DNA replication"
"228",228,0.143236448418821,0,0,0,1.49786699934298,"10733","DNA replication"
"229",229,0.143153837927288,0,0,0,1.49628603764966,"339479","DNA replication"
"230",230,0.143071227435756,0,0,0,1.48533840945111,"3613","DNA replication"
"231",231,0.142988616944223,0,0,0,1.47982621689592,"6536","DNA replication"
"232",232,0.142906006452691,0,0,0,1.47791455337093,"797","DNA replication"
"233",233,0.142823395961158,0,0,0,1.46970764359672,"7037","DNA replication"
"234",234,0.142740785469626,0,0,0,1.46857784110309,"1163","DNA replication"
"235",235,0.142658174978094,0,0,0,1.46679403862871,"6884","DNA replication"
"236",236,0.142575564486561,0,0,0,1.46604706332696,"1001","DNA replication"
"237",237,0.142492953995029,0,0,0,1.46509178675694,"26472","DNA replication"
"238",238,0.142410343503496,0,0,0,1.46397858976223,"1824","DNA replication"
"239",239,0.142327733011964,0,0,0,1.46125510216524,"5026","DNA replication"
"240",240,0.142245122520432,0,0,0,1.4589716153314,"81831","DNA replication"
"241",241,0.142162512028899,0,0,0,1.45863993079608,"3934","DNA replication"
"242",242,0.142079901537367,0,0,0,1.45791957184127,"59272","DNA replication"
"243",243,0.141997291045834,0,0,0,1.45694798937936,"154754","DNA replication"
"244",244,0.141914680554302,0,0,0,1.45234791103264,"4316","DNA replication"
"245",245,0.141832070062769,0,0,0,1.45184570194701,"54801","DNA replication"
"246",246,0.141749459571237,0,0,0,1.44972233623598,"9134","DNA replication"
"247",247,0.141666849079705,0,0,0,1.44745142951011,"445","DNA replication"
"248",248,0.141584238588172,0,0,0,1.44300051858222,"4599","DNA replication"
"249",249,0.14150162809664,0,0,0,1.44259589708393,"2175","DNA replication"
"250",250,0.141419017605107,0,0,0,1.44027462772614,"1717","DNA replication"
"251",251,0.200171101556598,1,-0.0365680926163756,0.0365680926163756,1.43952616479606,"4175","DNA replication"
"252",252,0.200088491065065,0,0,0,1.43274248513068,"9435","DNA replication"
"253",253,0.200005880573533,0,0,0,1.42821177850525,"83937","DNA replication"
"254",254,0.258056306304687,1,-0.0365680926163756,0.0365680926163756,1.42233434283868,"4173","DNA replication"
"255",255,0.257973695813154,0,0,0,1.4178086725235,"54210","DNA replication"
"256",256,0.257891085321622,0,0,0,1.41700273927443,"26150","DNA replication"
"257",257,0.25780847483009,0,0,0,1.41634710128413,"54959","DNA replication"
"258",258,0.257725864338557,0,0,0,1.41618690840263,"23560","DNA replication"
"259",259,0.257643253847025,0,0,0,1.41248795762893,"1075","DNA replication"
"260",260,0.257560643355492,0,0,0,1.4098846705995,"55711","DNA replication"
"261",261,0.25747803286396,0,0,0,1.40810073028908,"9603","DNA replication"
"262",262,0.257395422372428,0,0,0,1.40707596410521,"65009","DNA replication"
"263",263,0.257312811880895,0,0,0,1.39894689035212,"5307","DNA replication"
"264",264,0.257230201389363,0,0,0,1.39470423005379,"10797","DNA replication"
"265",265,0.25714759089783,0,0,0,1.38974848432601,"10663","DNA replication"
"266",266,0.313699191175606,1,-0.0365680926163756,0.0365680926163756,1.38561056537436,"2237","DNA replication"
"267",267,0.313616580684074,0,0,0,1.38454902464093,"3755","DNA replication"
"268",268,0.313533970192541,0,0,0,1.37668684036128,"56833","DNA replication"
"269",269,0.313451359701009,0,0,0,1.37244904713818,"5214","DNA replication"
"270",270,0.313368749209477,0,0,0,1.36904262256931,"29899","DNA replication"
"271",271,0.313286138717944,0,0,0,1.35791492054055,"2019","DNA replication"
"272",272,0.313203528226412,0,0,0,1.35684845681131,"4199","DNA replication"
"273",273,0.313120917734879,0,0,0,1.3560448131144,"10549","DNA replication"
"274",274,0.313038307243347,0,0,0,1.35411108594541,"3932","DNA replication"
"275",275,0.312955696751815,0,0,0,1.34573738860289,"10926","DNA replication"
"276",276,0.312873086260282,0,0,0,1.33682590865021,"8139","DNA replication"
"277",277,0.31279047576875,0,0,0,1.33633263104673,"80380","DNA replication"
"278",278,0.312707865277217,0,0,0,1.33474982326458,"54962","DNA replication"
"279",279,0.312625254785685,0,0,0,1.331600216581,"713","DNA replication"
"280",280,0.312542644294152,0,0,0,1.33051412452832,"55010","DNA replication"
"281",281,0.31246003380262,0,0,0,1.32948087356335,"3110","DNA replication"
"282",282,0.312377423311088,0,0,0,1.32663728021362,"6502","DNA replication"
"283",283,0.312294812819555,0,0,0,1.3247294869427,"55633","DNA replication"
"284",284,0.312212202328023,0,0,0,1.31959293261531,"59336","DNA replication"
"285",285,0.31212959183649,0,0,0,1.31644237878836,"56942","DNA replication"
"286",286,0.312046981344958,0,0,0,1.31348056705997,"4111","DNA replication"
"287",287,0.311964370853425,0,0,0,1.31337414410635,"7378","DNA replication"
"288",288,0.311881760361893,0,0,0,1.30764580813371,"440","DNA replication"
"289",289,0.311799149870361,0,0,0,1.30390101299128,"5551","DNA replication"
"290",290,0.311716539378828,0,0,0,1.29871299610749,"55353","DNA replication"
"291",291,0.311633928887296,0,0,0,1.29808292190644,"55612","DNA replication"
"292",292,0.311551318395763,0,0,0,1.29791695494921,"6627","DNA replication"
"293",293,0.311468707904231,0,0,0,1.29669748477269,"133","DNA replication"
"294",294,0.311386097412698,0,0,0,1.29619559363781,"5100","DNA replication"
"295",295,0.311303486921166,0,0,0,1.29522791507846,"3559","DNA replication"
"296",296,0.311220876429634,0,0,0,1.2935381497944,"91646","DNA replication"
"297",297,0.311138265938101,0,0,0,1.29181478982045,"54954","DNA replication"
"298",298,0.311055655446569,0,0,0,1.29159821685483,"22948","DNA replication"
"299",299,0.310973044955036,0,0,0,1.29130136412908,"768","DNA replication"
"300",300,0.310890434463504,0,0,0,1.29037475149982,"79315","DNA replication"
"301",301,0.310807823971971,0,0,0,1.29036136107323,"1230","DNA replication"
"302",302,0.310725213480439,0,0,0,1.28747451745106,"79943","DNA replication"
"303",303,0.310642602988907,0,0,0,1.28686424880146,"55526","DNA replication"
"304",304,0.310559992497374,0,0,0,1.28002852727775,"4597","DNA replication"
"305",305,0.310477382005842,0,0,0,1.27748574393732,"2537","DNA replication"
"306",306,0.310394771514309,0,0,0,1.2771340778568,"200315","DNA replication"
"307",307,0.310312161022777,0,0,0,1.27339881453093,"23007","DNA replication"
"308",308,0.310229550531245,0,0,0,1.27253375564343,"8538","DNA replication"
"309",309,0.361919239900219,1,-0.0365680926163756,0.0365680926163756,1.26648546387317,"5984","DNA replication"
"310",310,0.361836629408686,0,0,0,1.25814026307637,"3823","DNA replication"
"311",311,0.361754018917154,0,0,0,1.2574280667981,"128872","DNA replication"
"312",312,0.361671408425621,0,0,0,1.25708826590034,"6772","DNA replication"
"313",313,0.361588797934089,0,0,0,1.25292406038689,"51311","DNA replication"
"314",314,0.361506187442557,0,0,0,1.25194148665647,"26692","DNA replication"
"315",315,0.361423576951024,0,0,0,1.24958335271795,"994","DNA replication"
"316",316,0.361340966459492,0,0,0,1.24910618108652,"79931","DNA replication"
"317",317,0.361258355967959,0,0,0,1.24812948095829,"6347","DNA replication"
"318",318,0.361175745476427,0,0,0,1.24199613962835,"7345","DNA replication"
"319",319,0.361093134984894,0,0,0,1.24154777612621,"3507","DNA replication"
"320",320,0.361010524493362,0,0,0,1.23856392921562,"30848","DNA replication"
"321",321,0.36092791400183,0,0,0,1.23726459987104,"29094","DNA replication"
"322",322,0.360845303510297,0,0,0,1.23489542174982,"9654","DNA replication"
"323",323,0.360762693018765,0,0,0,1.23460729632181,"78997","DNA replication"
"324",324,0.360680082527232,0,0,0,1.23342973595058,"9918","DNA replication"
"325",325,0.3605974720357,0,0,0,1.23219584123194,"712","DNA replication"
"326",326,0.360514861544167,0,0,0,1.2308665931381,"29980","DNA replication"
"327",327,0.360432251052635,0,0,0,1.23051740165721,"11240","DNA replication"
"328",328,0.360349640561103,0,0,0,1.22815131524455,"51373","DNA replication"
"329",329,0.36026703006957,0,0,0,1.2257216665052,"79581","DNA replication"
"330",330,0.360184419578038,0,0,0,1.22566514508312,"6402","DNA replication"
"331",331,0.360101809086505,0,0,0,1.22368215081388,"639","DNA replication"
"332",332,0.360019198594973,0,0,0,1.22304131551558,"29028","DNA replication"
"333",333,0.35993658810344,0,0,0,1.2228873153734,"94025","DNA replication"
"334",334,0.359853977611908,0,0,0,1.22139187265907,"7298","DNA replication"
"335",335,0.359771367120376,0,0,0,1.21867473770045,"2888","DNA replication"
"336",336,0.359688756628843,0,0,0,1.21719169888069,"53347","DNA replication"
"337",337,0.359606146137311,0,0,0,1.21513386457951,"8875","DNA replication"
"338",338,0.359523535645778,0,0,0,1.21295513161697,"3838","DNA replication"
"339",339,0.359440925154246,0,0,0,1.21164805164198,"1058","DNA replication"
"340",340,0.359358314662714,0,0,0,1.21137080150877,"84296","DNA replication"
"341",341,0.359275704171181,0,0,0,1.20955448461948,"914","DNA replication"
"342",342,0.359193093679649,0,0,0,1.20938086660177,"54478","DNA replication"
"343",343,0.359110483188116,0,0,0,1.20851976751519,"51338","DNA replication"
"344",344,0.359027872696584,0,0,0,1.20357095411255,"5320","DNA replication"
"345",345,0.358945262205051,0,0,0,1.20269109466862,"29078","DNA replication"
"346",346,0.358862651713519,0,0,0,1.20250830465582,"64581","DNA replication"
"347",347,0.358780041221987,0,0,0,1.19983905575089,"3126","DNA replication"
"348",348,0.358697430730454,0,0,0,1.19977522605617,"8833","DNA replication"
"349",349,0.358614820238922,0,0,0,1.19889257799179,"5650","DNA replication"
"350",350,0.358532209747389,0,0,0,1.19784481311882,"3112","DNA replication"
"351",351,0.358449599255857,0,0,0,1.19505650898061,"11135","DNA replication"
"352",352,0.358366988764324,0,0,0,1.19332222899505,"1690","DNA replication"
"353",353,0.358284378272792,0,0,0,1.19325391839002,"57823","DNA replication"
"354",354,0.35820176778126,0,0,0,1.1930425177146,"8326","DNA replication"
"355",355,0.358119157289727,0,0,0,1.1882641523775,"2643","DNA replication"
"356",356,0.358036546798195,0,0,0,1.18545727779091,"699","DNA replication"
"357",357,0.357953936306662,0,0,0,1.18390560116038,"10437","DNA replication"
"358",358,0.35787132581513,0,0,0,1.1820544169877,"3768","DNA replication"
"359",359,0.357788715323597,0,0,0,1.18125857078822,"932","DNA replication"
