gene	fc	log2fc	p.value	fdr
RS1	0.917134639090536	-0.124794552027026	0.469290158088657	0.678532893283461
RP2	1.2643121603998	0.338352710872513	0.000630407714580868	0.00892982079335838
BRS3	0.805369127516778	-0.312277924853643	0.517988006850144	0.714360615902513
FGD1	0.82586968846469	-0.276013933868488	0.00248577553686883	0.0252329158460225
ITIH6	0.699255784874992	-0.516107810860989	0.337662622501591	0.571574842977979
BEX4	0.792329481848741	-0.335827610311519	0.0996753147317038	0.295650849869066
FGF9	0.169068298460324	-2.5643219256285	0.293006249277023	0.528851887129038
PARP4	1.09035892270335	0.124803117358058	0.0148636106989156	0.0893632774431911
RGCC	1.3342292074492	0.416006528625339	1.00216477249868e-05	0.000304196053834097
MT4	0.00910402614316643	-6.77927958416144	0.0727058489039832	0.245669501633713
CCL22	2.74829293535365	1.45853578649163	1.69400969087799e-08	8.89735764045974e-07
MMP15	0.625467659353948	-0.676992805054072	3.33108725330924e-05	0.00087207822080543
PYCARD	1.07000851404161	0.0976222761747727	0.00365399188086296	0.0332630672776902
FAM189A1	0.784339762587728	-0.350449354299936	0.0524453155528289	0.201971517100733
RHOV	0.100925781436185	-3.30863333769743	4.60066286239549e-05	0.00115934223990662
JPH1	0.576762293571056	-0.793951244899819	0.000410548864927039	0.00644926517425774
DKK4	9.20972217014735	3.20315763516608	0.646793838774224	0.806250079826696
CGB2	0.0620575526339984	-4.01024938740399	0.573552245216707	0.752475433697867
KCNA7	0.517737296260786	-0.949707845468935	0.0497977654763193	0.195366894434792
CKM	0.537564344823092	-0.895490643624839	0.390208845968441	0.619811831947866
LYL1	1.84711681786884	0.885275110083574	2.63292918576637e-08	1.316323794531e-06
CLC	7.01894486449749	2.81125417110422	0.000276254649970671	0.00480950600107226
EBI3	4.12363568405155	2.04391687877071	3.36959377640827e-18	2.62519435130341e-15
ICAM5	0.671151283939788	-0.575290094498737	0.11460236091998	0.318779372877385
SULT2A1	0.426371891038294	-1.22981576466167	0.0898451520508854	0.278779398116073
GRIN2D	0.885616137308017	-0.175246584373432	0.291238017009851	0.527466916122645
CABP5	1.00471792145658	0.0067905158944786	0.892392547892144	0.94619945941858
FAM83E	0.254166694884836	-1.97615309787431	0.000130676279915583	0.00264435614920083
KLF1	1.02555360155044	0.0364028976394049	0.257577067388343	0.497125918789573
LENG1	1.00594255190249	0.00854791702024339	0.571709769576978	0.751217798422371
SLC5A5	2.26655732752109	1.18050265144426	6.24796200576996e-05	0.00147505547454402
ZNF14	1.0869186572397	0.12024397607082	0.132048588524455	0.343247115954467
CADM4	0.709964067279726	-0.494182086142134	0.0108551525195807	0.0726611563707506
TWISTNB	0.905739445789945	-0.142832005244097	0.211219186161461	0.446644209718618
DLX5	0.479007732463584	-1.06187914978848	4.92109641811108e-05	0.00123014252440964
MTPN	0.988018991497323	-0.0173893216242957	0.811395584683426	0.901697575209156
NPVF	0.514795607077486	-0.957928352273903	0.517224980264515	0.713626968785854
HOXA1	0.916613135289794	-0.125615134855188	0.137710216691463	0.352565916895645
HOXA5	0.738993881775159	-0.43636567472321	0.00016694681843392	0.00321149342703441
MINDY4	0.78723877985941	-0.34512680442765	0.0105650088948914	0.0712642627405045
CHCHD2	0.901222831115406	-0.150044232357354	0.0073922646213812	0.0557330423971343
HSPB1	0.943451337114403	-0.0839799888414903	0.170639094600419	0.397839563492462
NPTX2	0.502562186546518	-0.992625969896604	0.0178633581052901	0.101646095512086
MYL10	0.374556917822308	-1.4167431270163	0.00496086412960766	0.0413361129658663
MEOX2	0.507805390774638	-0.977652384418375	0.0797269385087129	0.260344795011511
TSPAN13	0.614694461827816	-0.702058607912927	0.994613969057218	0.997939537819321
MRPL32	0.871058442579138	-0.199158576992571	0.0187218072875875	0.10528271388694
UBE2R2	1.05989593301395	0.0839226192270311	0.151412618595851	0.373830613163297
TNKS2	1.12671086301258	0.172117338033485	0.0188103855400623	0.105557199528237
GBF1	1.07532240800967	0.104769280000851	0.00999819322445904	0.0685789497105411
SMC3	1.02853302318487	0.0405881153214837	0.335701736934909	0.570113630990821
CCDC6	1.08174862459401	0.113365286424085	0.0544724026201364	0.205279550610175
P2RX1	4.13241971002321	2.04698678925101	1.88205974696633e-11	1.69186313215272e-09
KRT37	0.0510022667674119	-4.29329482148607	0.00449890696022814	0.038364644926946
PFN1	1.02753186313726	0.0391831316951572	0.132822291478142	0.343786158092234
RASD1	1.53307389712335	0.616427239360633	0.570156355161401	0.750092141723959
CHRNE	0.922189638576806	-0.116864638699261	0.914184207216752	0.957569399893776
CCL8	4.48887946626738	2.16635535805944	3.61698346587146e-15	8.67055856985442e-13
CCL1	3.00104787804695	1.58546633555397	5.89798801943239e-05	0.00141145723410415
KRT32	0.0445937595939733	-4.48701435480255	0.0803376077300433	0.261699057375671
LRRC59	0.986852483484391	-0.0190936507843999	0.855516197415312	0.924701978161835
EFNB3	0.5089299001257	-0.974461141348078	2.91896240276455e-07	1.22925132898404e-05
MYH1	0.615870509277536	-0.699301047962891	0.0801378979753954	0.261139493960255
CDR2L	0.865245778614465	-0.208818097140769	0.0412467951683184	0.174882670307759
GNRHR	0.692203704588747	-0.53073143223764	0.00177372857161457	0.0198593873245804
SMR3A	1.13255033557047	0.179575171476031	0.832832747644459	0.913832703857448
PF4V1	0.43840658151115	-1.18965863818969	0.135424163156997	0.348310714343222
UCP1	6.62870751244858	2.72872759625666	0.423879214732404	0.644994592860228
TBC1D9	1.27384852475067	0.34919373475	0.000674941704659146	0.0093757347579564
IL2	6.43456375838926	2.68584234192813	1.93096800869978e-06	7.16373806084694e-05
SOD3	0.663283243795508	-0.592303014660298	0.917713883786368	0.959591443856252
NEIL3	1.0175965376167	0.025165666957671	0.746249351754527	0.865775252400629
NKX3-2	0.850104663458426	-0.234287620511405	0.332398650997794	0.567435862786775
CCND1	1.07386389442339	0.102811152277213	0.508431670091179	0.708078010380222
ARHGEF17	0.911814946240853	-0.133187037197263	0.21186774215981	0.447096816123169
GALNT18	0.90964211374958	-0.136629046581554	0.224257653415102	0.461497865238343
UPK2	0.550551147994862	-0.861051493803036	0.00325467864908296	0.030550191456101
SCGB2A2	0.0243252848162022	-5.36139949266076	0.0464531278852279	0.187923103677627
CLEC2B	1.32614172167919	0.407234961150516	7.34974479892232e-05	0.00167184340937043
MYF6	0.95282375908235	-0.0697187069971302	0.941163607319315	0.972021301099173
MYF5	0.442484782269393	-1.17630025533467	0.475942786116495	0.683395654646461
FGF6	0.500209731543624	-0.999394969569288	0.497669363207718	0.699986895446803
CREBL2	1.12192239841167	0.165972890475722	0.00121114615695169	0.0147154223218595
FZD10	0.968344248175894	-0.0464080754385246	0.31176253546031	0.54786991428918
IL26	2.59520836584985	1.37585037531157	0.000160588905059999	0.00310195387067341
IFNG	10.7403715512709	3.42497199751275	4.24785064420468e-15	9.45551325539751e-13
APOBEC1	1.00399056774896	0.00574571557780307	0.982004341044621	0.993972512131493
GYS2	0.713109860887498	-0.487803741152117	0.0952254877618265	0.288204300772197
COX6A1	0.768986329802318	-0.378970143126398	0.0287137871799406	0.139307315176577
AL021546.1	0.968883120157588	-0.0456054562226037	0.440951542320561	0.659592955064788
KLRB1	5.00664319798806	2.32384364439011	2.12572476399098e-16	7.64361569944294e-14
PAK1IP1	0.876696132354298	-0.189851211522549	0.197394018555921	0.4282749314178
UST	0.876620443732865	-0.189975770430337	0.0664864799821483	0.232628031943527
FANCE	0.893990310476598	-0.161668900059437	0.0300327937526375	0.143693238891201
STK38	1.16194924463577	0.216547051434766	0.00556018962999312	0.0448863192796033
IL17A	0.679530201342282	-0.557390422690174	0.515367640979692	0.71264192804602
IL17F	0.37535953978907	-1.41365494522873	0.400642266646193	0.62758917620351
GLP1R	0.241214840509765	-2.05160942450175	0.0428538153805672	0.178538467020019
TREML2	11.6126964911968	3.53763110264508	1.64274754446791e-09	1.04476508797486e-07
VNN1	2.50057551663686	1.32226017466452	4.07805415347766e-08	1.99611142831741e-06
RPS12	0.807622030807956	-0.308247828963056	0.330931839987331	0.566437526920828
ZBTB24	1.13345041115891	0.180721274060534	0.0298152236042668	0.143312352429969
ARFGEF3	1.00177901846578	0.00256430082468951	0.713425581508786	0.848546934973118
HECA	1.38838802347755	0.473410825346851	8.84498107362635e-06	0.000272909993588557
GUCA1B	0.856881155393217	-0.222832970379601	0.194247297967551	0.425362054076284
GZMK	10.0061576727326	3.3228161858782	6.41104052199049e-19	9.98946964001485e-16
HAND1	0.637960938089133	-0.648460003421247	0.286337342197869	0.523254068062524
IL12B	4.16597917456354	2.05865562746569	5.25809508704225e-10	3.66850231110134e-08
MSH3	1.027253872713	0.0387927694282389	0.559258469241473	0.741399606423947
CNTN3	0.472409490172455	-1.08189014774921	0.000198802732856676	0.003743979898391
HRG	0.0609834796076407	-4.03543771949482	0.101456648017272	0.298923461872104
CLDN16	0.611397885640417	-0.709816531837094	0.306334923073033	0.541896915006582
GRK7	0.7709020589239	-0.375380513709762	0.15203880116674	0.37494348512473
KAT2B	1.05029900096654	0.0708000953243812	0.0530696176658932	0.203172750023929
HES1	0.748507282081506	-0.41791174283644	8.64573762428547e-05	0.00189295084424929
IFT57	0.971333446709591	-0.0419614549240617	0.898967675302854	0.948999076295481
PODXL2	0.858134788670416	-0.220723822834358	0.00449586518521752	0.038364644926946
RRP9	0.923610232960725	-0.11464393762645	0.0378645013443094	0.16635113865975
EIF1B	1.05484743459613	0.0770343531807891	0.190018821303798	0.420072348160134
IL1A	0.343822024732415	-1.54026613019215	0.0149808812073849	0.0897221386341074
TFCP2L1	0.713555476676912	-0.486902495858622	0.0782009896479537	0.25779303674849
SF3B6	0.942378574901149	-0.08562135520459	0.125556909277974	0.3343296909256
REG1A	55.9215952114403	5.80533361030044	0.670868681772735	0.81954152696894
IGFBP5	0.779688246013285	-0.359030709164817	0.442283897350676	0.660691322758644
KCNJ13	0.564081597369144	-0.826024223743816	0.112667461027006	0.316219781789695
NEU2	0.0109956343259269	-6.50692535570719	0.0101009180835086	0.0690808216259851
WNT6	0.471739001520881	-1.08393921275057	0.00811980720815615	0.0595856182017675
SLC9A2	0.143125359039386	-2.80464878257775	0.0460752088974546	0.187189234700445
AC087235.1	1.20284656329553	0.266452622155999	0.769351525735383	0.878869429875378
PLEK	4.74980194650346	2.24786735833742	1.27972503907404e-18	1.70916419861475e-15
GRIN3B	0.985192485217435	-0.0215224714971879	0.902378375875284	0.951181469666026
VAX2	0.602007618312107	-0.732146350707115	6.72491432252903e-06	0.000213847700684775
SPR	0.890893356265338	-0.166675349554626	0.203090724124631	0.435380687879196
GPX7	0.60338582129223	-0.728847299283958	0.000659591759588525	0.00917637404820404
TPSG1	0.624943077072858	-0.678203306976072	0.130355929591009	0.340703826040353
PHF13	0.9908579917682	-0.0132497874778539	0.931643790592568	0.967018740784936
PRAMEF1	0.0431447746883989	-4.53467034619009	0.792780752722853	0.890830199183408
PRAMEF12	0.150131817368785	-2.7356983358119	0.43824247786399	0.657662890957933
RPE65	0.448403133267852	-1.15713173571325	0.0175317180742383	0.100185838799544
BCAS2	1.03427969499626	0.0486263790947711	0.486714586728938	0.691744401235761
AGMAT	1.26272853506133	0.336544517814431	0.0111098004720525	0.073768128276434
TFAP2E	1.06525755777148	0.0912022871610585	0.293445872556181	0.52951659187951
CD2	8.69748215065235	3.12059781308727	1.69724426366339e-18	1.76305962455434e-15
RRAGC	1.15319523716725	0.205636783456574	0.000551466538121255	0.0080936588145928
NT5C1A	0.921371324316525	-0.11814539699963	0.0216423609407482	0.114777294517148
GBP1	5.52170071105175	2.46511269263749	9.19303661196923e-18	5.72971328568669e-15
PINK1-AS	0.831046593727979	-0.266998729015867	0.0021219478869095	0.0225335159568268
ID3	0.898986000555541	-0.15362944531711	0.147398140108581	0.367081835875101
PRDX6	0.935543878153224	-0.096122775670852	0.0616186482352861	0.222507818598567
A4GNT	0.747598591629539	-0.41966424363601	0.0927327000901883	0.284062258565914
ATF6	1.03381634682976	0.0479799196463831	0.406530651226495	0.631995760748522
CRYGD	28.5402684563758	4.83492700008859	0.167192277654553	0.394319022147431
TNP1	0.68606986207261	-0.54357260225917	0.0999316761416677	0.296214724238571
ELOVL4	0.385002341603437	-1.37706087450997	1.95515462422549e-05	0.000548911128585108
RAB32	0.979669143192224	-0.0296334947091578	0.56444870062013	0.745798261442732
CTGF	1.39587245002971	0.481167119114394	0.00081995127756562	0.0109043022673698
TCF21	0.0282294554080942	-5.1466548926421	0.519888290674876	0.71476496520519
DCLRE1B	1.05500326682218	0.0772474662508194	0.122812908428512	0.330747168209556
FGF23	0.293185022287719	-1.77011669135822	0.186261462246354	0.415103315981207
BSPRY	0.592293814203132	-0.755615075891149	0.705559330121871	0.843405469544735
VSX2	1.72064528046303	0.782949709311068	0.0776752677975024	0.256602854642703
IFI27L2	1.03085348985537	0.04383930411355	0.401091854169054	0.627898148798808
GPR75	0.823348142546555	-0.280425509535095	0.0263843649810843	0.131656001427081
CRIPT	0.877970785629688	-0.187755159828767	0.0140787508817932	0.0860838731156864
TECTB	0.323855840046298	-1.62657633465675	0.066016130649705	0.231328637722673
ELOVL3	0.121920929096612	-3.03598229286567	0.066247305614954	0.232051727311429
PPP1R3C	0.934800222424375	-0.0972700174947957	0.487570536285959	0.692288737250248
AVPI1	0.904152625079198	-0.145361768199145	0.19191806971093	0.422771449982914
SFRP5	0.598959506328544	-0.739469624417116	0.691784475416363	0.833531179103839
HOXB5	0.64482339632128	-0.633024004333625	0.000423606161998026	0.00657856147594608
HOXB1	0.56148974383212	-0.832668424278716	0.0786768684068149	0.258359691863475
DUSP1	1.73555638203269	0.795398233940791	0.000131264633196706	0.0026505249584363
PANK3	0.886888629093668	-0.173175145199991	0.143192336172776	0.361421477019246
INSL4	0.901698222441409	-0.149283417319947	0.959276912307798	0.98196428918927
MYCT1	1.52834413993661	0.61196943413156	0.00395984255357331	0.035324969497478
CXORF21	3.67465915505808	1.87761043821776	1.22930140659546e-15	3.10614563520566e-13
MRPS14	0.933167831822878	-0.099791519315682	0.172193649713385	0.399365432597022
GPR31	7.62020434739056	2.92982968630312	3.1306966959985e-12	3.21636081438351e-10
KBTBD7	0.860825832544557	-0.216206722470607	0.0404007664467478	0.172903072642871
EGR1	1.1782975398193	0.236703889779282	0.380539891346887	0.612081025202028
UTP20	0.939038396205737	-0.0907439456525178	0.291898255195923	0.528151110475456
PRAMEF2	0.0647171620325983	-3.94970784546893	0.567571518356616	0.74788247006568
EPX	0.770741338769846	-0.375681322794938	0.0167680643879329	0.0970078180462779
COIL	0.971324051843813	-0.0419754089291061	0.961095462755003	0.983391184229348
TSHZ3	1.06793603668649	0.094825240360063	0.396138394285365	0.623534546085145
TAS2R8	0.695333229280475	-0.524223558754975	0.222615439282147	0.45953449808982
TAS2R10	0.664024143056619	-0.590692397841002	0.00519318640771426	0.0428896640686578
TAS2R7	0.543624161073825	-0.879318517577537	0.339500801182532	0.572819525402542
CSTA	0.199267550583938	-2.32722129902626	0.274234945631863	0.510925170727837
KIF18A	1.01718980727727	0.0245889107267662	0.966590832915926	0.986426994534548
CAT	1.21278519541529	0.278324047612979	0.00189302912460246	0.0206993324981385
GJA3	0.695639267100628	-0.523588723409584	0.0550947840742485	0.206461665858344
CCR2	6.94630872483221	2.79624653192453	7.76831689274449e-05	0.00174581717861222
GHSR	1.00311601150527	0.00448846491794049	0.967619252709449	0.986799322975433
SLITRK3	0.0735150111060689	-3.76581732435488	0.0626754674609744	0.224761390599405
PIK3CA	1.07715705549467	0.107228618186626	0.159631800710028	0.384044700164192
TMEM156	11.2970000808604	3.49786781061976	5.48938105613071e-15	1.15045263134527e-12
CXCR4	3.2692361047994	1.7089535725542	6.80642171223953e-15	1.29863748138219e-12
RASL11A	1.57748082454458	0.657622468280676	0.00292584929246817	0.0283752749328682
UBL3	0.949875812789272	-0.0741891877433132	0.848968095157225	0.921942469697398
SASH3	5.97671298642329	2.57935226335814	2.24865633906444e-18	2.10226881139135e-15
MYOG	0.830536912751678	-0.26788380549519	0.568373756316755	0.748718276790774
HS3ST2	2.2190482967386	1.14994106758315	0.0117136673386282	0.0758577142211315
TAF1L	0.985957936122338	-0.0204019966028301	0.924869474210062	0.96287357621268
