"","Unnormalized DAC","DAC"
"fibroblast growth factor receptor signaling pathway",-0.0926382755436359,-0.0051724698971276
"regulation of Notch signaling pathway",-0.0130230186190348,-0.000727141900919349
"catabolic process",-4.09407199195655,-0.228593030373214
"nucleobase metabolic process",-0.0873043105561025,-0.00487464728365124
"purine ribonucleotide catabolic process",-0.570053026087178,-0.0318289832134617
"cyclic nucleotide biosynthetic process",-0.0102362928045872,-0.000571544710641462
"ribonucleotide catabolic process",-0.566065743649338,-0.0316063527914246
"response to xenobiotic stimulus",-0.00015164386832978,-8.46705467493617e-06
"response to bacterium",-0.0182182028261027,-0.00101721567186766
"axis specification",-0.00930746674650808,-0.000519683589556375
"positive regulation of macromolecule biosynthetic process",-0.140350262454652,-0.00783647475452732
"negative regulation of organelle organization",-0.424508545775315,-0.0237024886442532
"positive regulation of cell development",-0.100760464174579,-0.00562597333235247
"negative regulation of cell development",-0.0849929428146264,-0.00474559177183587
"negative regulation of protein processing",-0.0373436520284546,-0.00208508756054084
"establishment of localization by movement along microtubule",0,0
"negative regulation of translation",-0.0484346344872956,-0.0027043539767308
"cytokine-mediated signaling pathway",-0.0798946049941979,-0.00446092543120293
"spinal cord motor neuron differentiation",-0.0060400517758733,-0.000337247059106586
"diencephalon development",-0.000204897176428663,-1.14404599056304e-05
"rostrocaudal neural tube patterning",-0.000729292437018513,-4.07201359755907e-05
"central nervous system neuron differentiation",-0.00582726635904255,-0.000325366158294843
"cell cycle process",-10.19002037853,-0.568961083847424
"actin filament polymerization",-0.0219094739699384,-0.00122331826565604
"macrophage differentiation",-0.00664484553981419,-0.000371015795836591
"chromosome condensation",-0.0394725838194744,-0.00220395673785946
"neutrophil chemotaxis",0.0108749999033456,0.000607207002734251
"leukocyte chemotaxis",-0.0502511913257941,-0.00280578165884616
"cytoskeleton-dependent intracellular transport",-0.0162834259871039,-0.000909187160988627
"regulation of actin filament length",-0.0155561318340652,-0.000868578599453196
"regulation of actin filament polymerization",-0.0229418457495988,-0.00128096087527502
"notochord development",-0.00169647405172346,-9.47228444431088e-05
"embryonic camera-type eye development",-0.000441082068217973,-2.46278733777335e-05
"RNA 3'-end processing",-0.0371949274905355,-0.00207678350705067
"regulation of defense response",-0.178147456174631,-0.00994688587309787
"positive regulation of defense response",0.120816398010523,0.00674579894888546
"regulation of response to external stimulus",-0.476209392851919,-0.0265892120163196
"positive regulation of response to external stimulus",-0.192784407398154,-0.0107641419062559
"regulation of protein polymerization",-0.000343812058142255,-1.91967899939224e-05
"regulation of intracellular transport",0.0718806891476652,0.00401346742066624
"multicellular organismal process",0.101637293744993,0.00567493122293563
"regulation of cellular component size",-0.0640639036606392,-0.00357701620882454
"regulation of actin cytoskeleton organization",-0.108521765380831,-0.00605932657232043
"tetrapyrrole biosynthetic process",-0.0133712896558845,-0.000746587658556514
"regulation of organelle organization",-1.73835424120825,-0.0970612301495012
"histone lysine methylation",-0.0233431033457373,-0.00130336514418915
"exocrine system development",-0.00123840564720082,-6.91465368174066e-05
"intracellular signal transduction",-0.420417345593468,-0.0234740559617628
"peptidyl-tyrosine autophosphorylation",-7.67230322340345e-05,-4.28384026276444e-06
"locomotion",-0.455296800430479,-0.0254215547587118
"response to chemical",-3.62542021087198,-0.202425798571135
"pigment metabolic process",-0.0483922783750827,-0.00270198901781835
"defense response to bacterium",-0.078187616756408,-0.00436561552584356
"protein ubiquitination involved in ubiquitin-dependent protein catabolic process",-0.00255095506941928,-0.000142432900742859
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",-0.0253893017444878,-0.00141761489202801
"regulation of protein complex disassembly",-0.0745056265515066,-0.00416003113446096
"regulation of protein complex assembly",-0.022945419941119,-0.00128116044071313
"positive regulation of MAPK cascade",-0.272028945873795,-0.0151887707907169
"macromolecule glycosylation",0.00443736818438764,0.000247761016939543
"macromolecule methylation",-0.142257719860475,-0.00794297788138038
"cellular amide metabolic process",-0.0886819708588739,-0.00495156912187346
"response to estrogen",-0.10299575981536,-0.00575078134875033
"mitotic cell cycle phase transition",-1.2487584412952,-0.0697245863923809
"cilium organization",-0.00566463945764702,-0.00031628586457181
"establishment of protein localization",0.379545681366143,0.0211919813913897
"establishment or maintenance of epithelial cell apical/basal polarity",-0.0121525085033121,-0.000678536857892614
"cell redox homeostasis",-0.00825003252507027,-0.000460641615313199
"positive regulation of cell differentiation",-0.718870279967279,-0.0401382135110986
"positive regulation of transcription from RNA polymerase II promoter",-0.0967276840464869,-0.00540080254099349
"cGMP metabolic process",-0.0170186853146609,-0.000950240459056326
"pigment biosynthetic process",-0.0346995783513364,-0.00193745537049387
"inositol lipid-mediated signaling",-0.0930870216406449,-0.00519752569252763
"regulation of retinoic acid receptor signaling pathway",-0.0053219606745743,-0.00029715235113553
"embryonic organ morphogenesis",-0.0217541721235185,-0.00121464696730921
"digestive tract development",-0.014069896764152,-0.000785594475298597
"embryonic organ development",-0.0464563975280487,-0.00259389886451026
"eye morphogenesis",-0.00994809864914151,-0.000555453353318333
"camera-type eye morphogenesis",-0.00898612750103814,-0.000501741571916204
"embryonic camera-type eye morphogenesis",-0.00436993983092446,-0.000243996146248088
"gland development",-0.147141294151569,-0.00821565287303833
"appendage development",-0.0047711663416054,-0.000266398679501734
"calcium ion-regulated exocytosis of neurotransmitter",0,0
"stem cell differentiation",-0.0385001222767188,-0.00214965922393771
"regulation of neurogenesis",-0.239602384911744,-0.0133782296352463
"regulation of immune response",0.377636451307356,0.0210853792882329
"positive regulation of immune response",0.197086903631794,0.0110043723306719
"synapse organization",-0.0301496545083913,-0.00168340979404344
"leukocyte migration",-0.0786345414367455,-0.00439056962221207
"sensory perception of light stimulus",-0.0643611759465827,-0.0035936144447186
"actin filament bundle assembly",-0.0164214949979762,-0.000916896261770913
"regulation of cellular component organization",-4.33834979187676,-0.242232312400098
"regulation of nitrogen compound metabolic process",2.14022838794592,0.119499924244744
"positive regulation of nitrogen compound metabolic process",0.00328378781556143,0.00018335071032864
"cofactor biosynthetic process",-0.0249474316345892,-0.00139294301824281
"positive regulation of RNA metabolic process",-0.24502601397751,-0.0136810586539346
"protein homooligomerization",-0.44417512311822,-0.0248005744914773
"meiotic cell cycle",-0.00193317205247041,-0.000107938907419122
"negative regulation of hydrolase activity",-0.210783885778809,-0.0117691450708937
"positive regulation of transferase activity",-0.767787450053924,-0.0428695099243901
"regulation of cytoskeleton organization",-0.269011974945481,-0.0150203178352227
"organelle localization",-0.0257632424040236,-0.00143849391631263
"cyclic purine nucleotide metabolic process",-0.0102362928045872,-0.000571544710641462
"convergent extension",-0.00475562683621243,-0.000265531029241734
"definitive hemopoiesis",-0.0221309350192208,-0.00123568357150913
"regulation of pathway-restricted SMAD protein phosphorylation",-0.0179685211203215,-0.00100327466206974
"mesenchyme development",-0.0259556831173186,-0.00144923886801492
"skeletal muscle organ development",-0.00431468528586901,-0.000240911001697398
"somite development",-0.00131946966409469,-7.36727565107588e-05
"connective tissue development",-0.0226338642302185,-0.00126376468796996
"myeloid cell development",-0.00894280409759797,-0.000499322604175058
"actin filament bundle organization",-0.0164214949979762,-0.000916896261770913
"regulation of molecular function",-1.20418548923162,-0.067235849944924
"glycosylation",0.0135713153180568,0.000757756116844058
"cellular response to cytokine stimulus",-0.220653149149161,-0.0123201966463942
"cellular response to estrogen stimulus",-0.00354390661122117,-0.000197874476367369
"cellular response to xenobiotic stimulus",0,0
"granulocyte chemotaxis",0.0124050831699154,0.000692639396525985
"nucleic acid metabolic process",-17.9098723406936,-1
"apoptotic signaling pathway",-0.169423599122298,-0.00945978820504182
"extrinsic apoptotic signaling pathway",-0.0358808050560544,-0.00200340931378548
"myeloid leukocyte migration",-0.034823400719992,-0.00194436900819603
"granulocyte migration",0.0124050831699154,0.000692639396525985
"defense response to other organism",0.0169094476723093,0.000944141161402297
"regulation of vasculature development",-0.128314414645291,-0.00716445166131888
"regulation of signal transduction by p53 class mediator",0.00713589581039355,0.000398433650148352
"positive regulation of intracellular signal transduction",-0.43370555346463,-0.0242160047383025
"neutrophil migration",0.0108749999033456,0.000607207002734251
"negative regulation of cysteine-type endopeptidase activity",-0.0221488323136849,-0.00123668286922179
"regulation of response to DNA damage stimulus",-0.0296234233405576,-0.00165402760985902
"regulation of apoptotic signaling pathway",-0.161482486405572,-0.00901639516651731
"negative regulation of intrinsic apoptotic signaling pathway",-0.0375004005444293,-0.00209383963386626
"Pentose phosphate pathway",-0.00576818380354108,-0.000322067276294037
"Ascorbate and aldarate metabolism",-0.00608486381230134,-0.00033974914485994
"Selenocompound metabolism",-0.00828402021919793,-0.000462539322537523
"Other glycan degradation",-0.000481949310418826,-2.69097010436961e-05
"Glycosaminoglycan degradation",-0.00160801431763471,-8.97836839395604e-05
"Sphingolipid metabolism",-0.00756197748513117,-0.000422223974648293
"Metabolism of xenobiotics by cytochrome P450",-0.0300566485345696,-0.00167821679366619
"Drug metabolism - cytochrome P450",-0.102436116731616,-0.00571953360599156
"Biosynthesis of unsaturated fatty acids",-0.00204865666616746,-0.000114387005512744
"MAPK signaling pathway",-0.0189837533652873,-0.00105996028358917
"Calcium signaling pathway",-0.0307328221251876,-0.00171597103209712
"Neuroactive ligand-receptor interaction",-0.16738366205876,-0.00934588805965091
"Oocyte meiosis",-0.234585008987489,-0.0130980838123832
"Regulation of autophagy",-0.00892537332361884,-0.00049834935469301
"Lysosome",-0.0275444858705031,-0.00153794987181
"Cell adhesion molecules (CAMs)",-0.0155967189502945,-0.000870844786249911
"Intestinal immune network for IgA production",-0.00134208883425195,-7.49357007532961e-05
"Herpes simplex infection",-0.0789052849412879,-0.00440568662022256
"arachidonic acid metabolism",-0.0100631804839372,-0.000561878962200772
"chondroitin sulfate degradation",0.000218844680553978,1.2219220572373e-05
"fatty acid oxidation",-0.0536464745837011,-0.00299535773137864
"glycine, serine, alanine and threonine metabolism",-0.0323441377075044,-0.00180593904257007
"heparan sulfate degradation",0.000291258394988612,1.62624495277297e-05
"keratan sulfate degradation",-0.000482693742583735,-2.6951266508304e-05
"n-glycan degradation",-0.000456979277637431,-2.55154960875469e-05
"selenoamino acid metabolism",-0.0395221262295155,-0.00220672294462513
"steroid metabolism",-0.00180972766441408,-0.000101046374311789
"tyrosine metabolism",-0.0426019253508058,-0.00237868392026495
