"","Unnormalized DAC","DAC"
"RNA 3'-end processing",0.0780717990343189,0.00428748180917689
"regulation of defense response",1.33947397930826,0.0735601125013837
"positive regulation of defense response",0.47994163091763,0.0263570333651653
"regulation of response to external stimulus",0.896357362193267,0.0492254044669324
"positive regulation of response to external stimulus",0.343865955943328,0.0188841431751067
"regulation of protein polymerization",0.0887857594213813,0.00487586213129011
"regulation of intracellular transport",0.257861959836581,0.014161047596611
"multicellular organismal process",1.89705850637946,0.104181073545786
"regulation of cellular component size",0.0531550518645275,0.00291912471281511
"regulation of actin cytoskeleton organization",0.0965345421980445,0.00530140330760658
"tetrapyrrole biosynthetic process",0.0128968207675318,0.000708256824115204
"regulation of organelle organization",0.0874490844033151,0.00480245572980293
"histone lysine methylation",0.000629451799653262,3.45677078554407e-05
"exocrine system development",4.20914583076729e-05,2.3115435284967e-06
"intracellular signal transduction",0.420936783977641,0.0231166544954884
"peptidyl-tyrosine autophosphorylation",0.00295182324094953,0.00016210576169653
"locomotion",1.17940897039086,0.0647697961194414
"response to chemical",2.28212216508888,0.125327677729533
"pigment metabolic process",0.0179839345336127,0.00098762668625579
"defense response to bacterium",0.404331524359816,0.0222047407260005
"protein ubiquitination involved in ubiquitin-dependent protein catabolic process",0.0176513937662359,0.00096936449032111
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.0355687878538491,0.00195333696397611
"regulation of protein complex disassembly",0.0131067515631047,0.000719785628092291
"regulation of protein complex assembly",0.126812482974526,0.00696418195372735
"positive regulation of MAPK cascade",0.302901259769636,0.0166344782277683
"macromolecule glycosylation",0.0211690600893554,0.00116254474948869
"macromolecule methylation",0.0330845422469626,0.00181690923999897
"cellular amide metabolic process",0.0380550146104535,0.00208987348707768
"response to estrogen",0.028658272373905,0.00157383105046089
"mitotic cell cycle phase transition",0.255395810429876,0.0140256136646311
"cilium organization",0.0250411503703473,0.00137518896735724
"establishment of protein localization",1.44914147109021,0.0795827401580937
"establishment or maintenance of epithelial cell apical/basal polarity",0.00100616024315338,5.52554673133742e-05
"cell redox homeostasis",0.0197166823414181,0.0010827842821835
"positive regulation of cell differentiation",0.352993374548169,0.0193853951216105
"positive regulation of transcription from RNA polymerase II promoter",0.326060189111354,0.0179063009537821
"cGMP metabolic process",0.00133330157235518,7.3221141415057e-05
"pigment biosynthetic process",0.0209917713346043,0.00115280855382817
"inositol lipid-mediated signaling",0.082792346529282,0.00454672089120589
"regulation of retinoic acid receptor signaling pathway",0.00232472066652498,0.000127667066628784
"embryonic organ morphogenesis",-0.0039110133112003,-0.000214781760310773
"digestive tract development",0.002726312794603,0.00014972136747929
"embryonic organ development",0.0276074539280854,0.00151612308129755
"eye morphogenesis",0.000773697407286064,4.24892675790414e-05
"camera-type eye morphogenesis",0.00339554920316047,0.000186473933235687
"embryonic camera-type eye morphogenesis",0.000620960274310962,3.41013773636677e-05
"gland development",0.0669359148172468,0.00367593062679913
"appendage development",0.00275831099144657,0.000151478617710362
"calcium ion-regulated exocytosis of neurotransmitter",0,0
"stem cell differentiation",0.0150932888848273,0.000828880624435237
"regulation of neurogenesis",-0.0112655574576031,-0.000618672469024037
"regulation of immune response",2.41719467616736,0.132745477003176
"positive regulation of immune response",1.49779124398506,0.082254447725836
"synapse organization",0.0165025722341242,0.000906274469572974
"leukocyte migration",0.511728922697286,0.0281027012882058
"sensory perception of light stimulus",0.0134680753841447,0.000739628507711984
"actin filament bundle assembly",0.00645842877578313,0.000354678593737318
"regulation of cellular component organization",0.570634141240778,0.0313376088488705
"regulation of nitrogen compound metabolic process",4.0911631789973,0.224675080186312
"positive regulation of nitrogen compound metabolic process",0.977680547650088,0.0536914431982439
"cofactor biosynthetic process",0.0525965891674065,0.00288845552516187
"positive regulation of RNA metabolic process",0.723631963469229,0.0397398153787829
"protein homooligomerization",0.12225578045021,0.00671394077285941
"meiotic cell cycle",0.00204740062531422,0.000112437436381777
"negative regulation of hydrolase activity",0.160519894201194,0.00881529739177761
"positive regulation of transferase activity",0.27792190951481,0.0152626831475044
"regulation of cytoskeleton organization",0.101534096869471,0.00557596467256633
"organelle localization",0.00696412958501379,0.000382450248128289
"cyclic purine nucleotide metabolic process",0.0045378186110658,0.000249204129902739
"convergent extension",0.00179315794745778,9.84751494880584e-05
"definitive hemopoiesis",0.00292997787942866,0.000160906076390259
"regulation of pathway-restricted SMAD protein phosphorylation",0.00438285129241946,0.000240693764214598
"mesenchyme development",-0.000233273885215867,-1.28107402646043e-05
"skeletal muscle organ development",-0.00148133364593271,-8.13506431107895e-05
"somite development",0.00125917697498401,6.91504287278578e-05
"connective tissue development",0.00603971163421445,0.00033168383570853
"myeloid cell development",0.0161502858394921,0.000886927899783518
"actin filament bundle organization",0.00645842877578313,0.000354678593737318
"regulation of molecular function",1.83578622835719,0.100816173790987
"glycosylation",0.0292485676776024,0.00160624839459732
"cellular response to cytokine stimulus",0.734597860540677,0.0403420313491677
"cellular response to estrogen stimulus",0.00445807320265149,0.000244824738212387
"cellular response to xenobiotic stimulus",0,0
"granulocyte chemotaxis",0.14881731849413,0.00817262511977711
"nucleic acid metabolic process",18.2092432129309,1
"apoptotic signaling pathway",0.0711802967747433,0.00390902004780715
"extrinsic apoptotic signaling pathway",0.0342495145187801,0.00188088621357194
"myeloid leukocyte migration",0.174475977990605,0.00958172593722648
"granulocyte migration",0.148082014552341,0.00813224431244808
"defense response to other organism",0.917749715457467,0.0504002118443751
"regulation of vasculature development",0.126366101517879,0.00693966794996416
"regulation of signal transduction by p53 class mediator",0.00441315965117125,0.000242358213329664
"positive regulation of intracellular signal transduction",0.37763733524783,0.0207387715585928
"neutrophil migration",0.15013048098005,0.00824474027967501
"negative regulation of cysteine-type endopeptidase activity",0.0365768825237138,0.00200869866451888
"regulation of response to DNA damage stimulus",0.031106413213095,0.00170827600298103
"regulation of apoptotic signaling pathway",0.113627995723991,0.00624012730212204
"negative regulation of intrinsic apoptotic signaling pathway",0.0305749050694306,0.00167908708296666
"Pentose phosphate pathway",0.00719961384582847,0.00039538237595266
"Ascorbate and aldarate metabolism",0.0110123645508915,0.00060476783258468
"Selenocompound metabolism",0.0133197841371992,0.000731484772949843
"Other glycan degradation",0.0224814544891247,0.0012346177282733
"Glycosaminoglycan degradation",0.0525382272047915,0.00288525045167624
"Sphingolipid metabolism",0.0107272096265621,0.000589107932774733
"Metabolism of xenobiotics by cytochrome P450",-0.00661622084279005,-0.000363344086595081
"Drug metabolism - cytochrome P450",0.0338548460854079,0.00185921214240066
"Biosynthesis of unsaturated fatty acids",0.0245329108463422,0.00134727789395007
"MAPK signaling pathway",0.064982057038461,0.00356863029828255
"Calcium signaling pathway",0.0642685889914744,0.00352944865637444
"Neuroactive ligand-receptor interaction",0.369067618794151,0.020268147032715
"Oocyte meiosis",0.0120187138787591,0.000660033683894358
"Regulation of autophagy",0.00342989892318486,0.000188360322451467
"Lysosome",0.379831528397658,0.0208592704241508
"Cell adhesion molecules (CAMs)",0.0938443425137924,0.00515366516973922
"Intestinal immune network for IgA production",0.0130481588638268,0.000716567883203455
"Herpes simplex infection",0.128179168160995,0.00703923642856124
"arachidonic acid metabolism",0.0103814580604692,0.000570120237237371
"chondroitin sulfate degradation",0.0385066228989636,0.00211467453362471
"fatty acid oxidation",0.151704407479637,0.00833117585973632
"glycine, serine, alanine and threonine metabolism",0.00347003586398216,0.00019056452942086
"heparan sulfate degradation",0.0150391437866383,0.000825907129185826
"keratan sulfate degradation",0.0483595655638372,0.0026557702040849
"n-glycan degradation",0.0263857894039307,0.0014490327299925
"selenoamino acid metabolism",-0.00411025873218119,-0.000225723753816544
"steroid metabolism",0.0905834019107609,0.00497458355910338
"tyrosine metabolism",0.099870245888546,0.00548459069499524
