"","Unnormalized DAC","DAC"
"actin polymerization or depolymerization",0.00447020131215055,0.00110606950622768
"fibroblast growth factor receptor signaling pathway",0.0654254833081482,0.0161883385029336
"regulation of Notch signaling pathway",0.0163613575369033,0.0040483184958288
"catabolic process",1.70933968772135,0.422944823364963
"nucleobase metabolic process",0.0115957402192772,0.0028691537054089
"purine ribonucleotide catabolic process",0.192518072362307,0.0476350737625372
"cyclic nucleotide biosynthetic process",0.003659186766505,0.000905398799159665
"ribonucleotide catabolic process",0.191659773423316,0.0474227033976803
"response to xenobiotic stimulus",0.0031489760875765,0.000779156503945659
"response to bacterium",0.159732591990357,0.0395229066465122
"axis specification",0.00295097659785674,0.000730165153772593
"positive regulation of macromolecule biosynthetic process",0.237450384026349,0.0587527519845068
"negative regulation of organelle organization",0.0381480346419694,0.0094390330308638
"positive regulation of cell development",0.0226151754272421,0.00559571128263759
"negative regulation of cell development",0.0585104373850818,0.0144773369404585
"negative regulation of protein processing",0.0251249131178269,0.00621669994385083
"establishment of localization by movement along microtubule",0,0
"negative regulation of translation",0.0124220433236957,0.00307360728655173
"cytokine-mediated signaling pathway",0.284000808650092,0.0702708026455187
"spinal cord motor neuron differentiation",0.00319207857810506,0.00078982142641493
"diencephalon development",0.000215504252339946,5.33225833314736e-05
"rostrocaudal neural tube patterning",-0.000258626483265738,-6.39923902007711e-05
"central nervous system neuron differentiation",0.0123453369593009,0.00305462770047357
"cell cycle process",-0.0597490662040276,-0.0147838129737519
"actin filament polymerization",0.0011850321703265,0.000293214523456525
"macrophage differentiation",0.0100414158969935,0.0024845645973092
"chromosome condensation",0.00452904299824799,0.00112062880459989
"neutrophil chemotaxis",0.039820560053764,0.00985286883538305
"leukocyte chemotaxis",0.0618306377065898,0.0152988597475423
"cytoskeleton-dependent intracellular transport",0.00780686807797649,0.00193166663360805
"regulation of actin filament length",0.0437411207872676,0.0108229398393119
"regulation of actin filament polymerization",0.0322308204856895,0.00797492667791493
"notochord development",0.000124072723127525,3.06995247021583e-05
"embryonic camera-type eye development",-0.00206717255477671,-0.000511484017673763
"RNA 3'-end processing",0.0569092659057491,0.0140811563606897
"regulation of defense response",0.278742794092824,0.0689698031694353
"positive regulation of defense response",0.108156987983964,0.0267614673122953
"regulation of response to external stimulus",0.252526580129925,0.0624830808031998
"positive regulation of response to external stimulus",0.035402355881447,0.00875966506981555
"regulation of protein polymerization",0.0607610354555711,0.0150342062451533
"regulation of intracellular transport",0.189898533443938,0.0469869167969642
"multicellular organismal process",0.809411540975468,0.20027407289875
"regulation of cellular component size",0.0437567386102027,0.0108268041837778
"regulation of actin cytoskeleton organization",0.104239975980442,0.0257922743766558
"tetrapyrrole biosynthetic process",0.00485748525654942,0.00120189583064552
"regulation of organelle organization",0.241209525865988,0.059682882837251
"histone lysine methylation",-0.0148047476796861,-0.00366316387393704
"exocrine system development",-1.87045810051768e-05,-4.62810626008219e-06
"intracellular signal transduction",0.570638480038049,0.141194048718705
"peptidyl-tyrosine autophosphorylation",0.00189360891624927,0.000468538871681498
"locomotion",0.554431305601252,0.137183880009316
"response to chemical",0.71827682405624,0.177724455039469
"pigment metabolic process",0.00633255788478261,0.00156687555742542
"defense response to bacterium",0.141870120669233,0.0351031650164296
"protein ubiquitination involved in ubiquitin-dependent protein catabolic process",0.00463285877654054,0.00114631611902185
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.0203093090703958,0.0050251668519401
"regulation of protein complex disassembly",0.0161701824289616,0.00400101571403476
"regulation of protein complex assembly",0.0623384258841757,0.0154245026391329
"positive regulation of MAPK cascade",0.15698851323157,0.038843934576612
"macromolecule glycosylation",-0.000755323994092278,-0.000186891099270348
"macromolecule methylation",-0.013342752112712,-0.00330141982664442
"cellular amide metabolic process",0.0092400296862727,0.00228627624551165
"response to estrogen",0.0346600514648097,0.00857599542671717
"mitotic cell cycle phase transition",0.078178964884135,0.0193439541194145
"cilium organization",0.000148757991129065,3.68074425078613e-05
"establishment of protein localization",0.673427004919158,0.166627188083613
"establishment or maintenance of epithelial cell apical/basal polarity",-0.000690036488646813,-0.000170736900864424
"cell redox homeostasis",0.0213314836937727,0.00527808525583479
"positive regulation of cell differentiation",0.164523704796843,0.0407083798290615
"positive regulation of transcription from RNA polymerase II promoter",0.248899567701437,0.0615856429551648
"cGMP metabolic process",0.00216826527338998,0.000536497560812386
"pigment biosynthetic process",0.00686481964899843,0.00169857399014026
"inositol lipid-mediated signaling",0.0562851835100638,0.0139267385931129
"regulation of retinoic acid receptor signaling pathway",-0.000994154832425669,-0.000245985419409651
"embryonic organ morphogenesis",0.00650681602472326,0.00160999254508242
"digestive tract development",0.00575299470761608,0.00142347325573178
"embryonic organ development",0.0082718511590535,0.00204671818743699
"eye morphogenesis",0.00144511719081717,0.000357567802001139
"camera-type eye morphogenesis",0.000405201653959171,0.000100259733739295
"embryonic camera-type eye morphogenesis",0.00212926833547337,0.000526848482201858
"gland development",0.0479920559404872,0.0118747559472683
"appendage development",-0.00584732441435243,-0.00144681341535029
"calcium ion-regulated exocytosis of neurotransmitter",0,0
"stem cell differentiation",0.00290795079128654,0.000719519205345441
"regulation of neurogenesis",0.139878149284562,0.0346102881520534
"regulation of immune response",0.365357662036771,0.090401067116841
"positive regulation of immune response",0.210701259405386,0.0521341706286487
"synapse organization",0.00490853483636255,0.0012145271149198
"leukocyte migration",0.151016582257789,0.0373662895485366
"sensory perception of light stimulus",0.0112129702487538,0.00277444428121699
"actin filament bundle assembly",-0.00279806367070688,-0.000692329648385231
"regulation of cellular component organization",0.610355107351058,0.151021201299445
"regulation of nitrogen compound metabolic process",0.745681632864903,0.184505273447998
"positive regulation of nitrogen compound metabolic process",0.410938797307378,0.101679284866234
"cofactor biosynthetic process",0.0384489031574981,0.00951347743888312
"positive regulation of RNA metabolic process",0.310329396966949,0.0767853299890958
"protein homooligomerization",0.0437501529802656,0.0108251746901725
"meiotic cell cycle",-0.00537131194480308,-0.00132903284119101
"negative regulation of hydrolase activity",0.0699157343704719,0.0172993689529143
"positive regulation of transferase activity",0.617677516915506,0.152832997539881
"regulation of cytoskeleton organization",0.273928746816215,0.0677786552719744
"organelle localization",0.0183264208492434,0.00453453745014711
"cyclic purine nucleotide metabolic process",0.003659186766505,0.000905398799159665
"convergent extension",-0.00181654286708469,-0.000449470288189589
"definitive hemopoiesis",0.00384639093671941,0.000951719045084606
"regulation of pathway-restricted SMAD protein phosphorylation",0.00714553156679197,0.00176803101693281
"mesenchyme development",0.00565301020821787,0.00139873392115657
"skeletal muscle organ development",0.00319309494138178,0.000790072906907446
"somite development",0.000296172975805648,7.32825826472096e-05
"connective tissue development",0.00410740858136537,0.00101630308440864
"myeloid cell development",0.00767219556895178,0.00189834438587068
"actin filament bundle organization",-0.00279806367070688,-0.000692329648385231
"regulation of molecular function",0.824330605428837,0.203965522366241
"glycosylation",-0.000712254001933368,-0.000176234217927902
"cellular response to cytokine stimulus",0.342898297890824,0.0848439084842818
"cellular response to estrogen stimulus",0.00660677216243664,0.00163472486207775
"cellular response to xenobiotic stimulus",0,0
"granulocyte chemotaxis",0.0405807166290183,0.0100409556684216
"nucleic acid metabolic process",4.04151935025895,1
"apoptotic signaling pathway",0.136005973490958,0.0336521891160174
"extrinsic apoptotic signaling pathway",0.0425760690290931,0.010534669103184
"myeloid leukocyte migration",0.0450555297301624,0.0111481662774361
"granulocyte migration",0.0411512176532026,0.0101821157062049
"defense response to other organism",0.213130051853331,0.0527351308709373
"regulation of vasculature development",0.00813911812015982,0.00201387582608959
"regulation of signal transduction by p53 class mediator",0.00261359578862549,0.000646686446882416
"positive regulation of intracellular signal transduction",0.382529875222254,0.094650017003567
"neutrophil migration",0.0401791567963861,0.00994159703672128
"negative regulation of cysteine-type endopeptidase activity",0.0190525373679043,0.00471420169414345
"regulation of response to DNA damage stimulus",-0.00728694153506284,-0.00180302032565944
"regulation of apoptotic signaling pathway",0.101209596828282,0.0250424625139545
"negative regulation of intrinsic apoptotic signaling pathway",0.00930064456844139,0.00230127428880069
"Pentose phosphate pathway",0.0115131671175133,0.002848722502535
"Ascorbate and aldarate metabolism",0.00892376488645663,0.00220802230871043
"Selenocompound metabolism",0.00809785366948711,0.00200366569294497
"Other glycan degradation",-0.00234824760128913,-0.000581030894022237
"Glycosaminoglycan degradation",0.0486810183292543,0.0120452270817744
"Sphingolipid metabolism",0.00631840096908593,0.0015633726877198
"Metabolism of xenobiotics by cytochrome P450",-0.124265088060045,-0.0307471218842694
"Drug metabolism - cytochrome P450",-0.0281595273903157,-0.00696755970957098
"Biosynthesis of unsaturated fatty acids",-0.0343571790780482,-0.00850105519743381
"MAPK signaling pathway",0.128159464747277,0.0317107141251385
"Calcium signaling pathway",0.0657413281278386,0.0162664885233387
"Neuroactive ligand-receptor interaction",0.0277453359866144,0.006865075626778
"Oocyte meiosis",0.0997811283606828,0.0246890141338281
"Regulation of autophagy",0.00200916787655494,0.000497131821582447
"Lysosome",0.0854043958924803,0.0211317547909323
"Cell adhesion molecules (CAMs)",0.0187436261703951,0.00463776727165592
"Intestinal immune network for IgA production",0.00912284854296187,0.00225728191611339
"Herpes simplex infection",0.0251960845448975,0.00623431001098216
"arachidonic acid metabolism",-0.141812243277759,-0.0350888443151146
"chondroitin sulfate degradation",0.0178896152253741,0.00442645789243291
"fatty acid oxidation",0.407385226602591,0.100800018828684
"glycine, serine, alanine and threonine metabolism",0.0122728630779709,0.00303669536487177
"heparan sulfate degradation",0.0730925400755518,0.0180854113864056
"keratan sulfate degradation",1.0841764933147e-05,2.68259631924126e-06
"n-glycan degradation",-0.00200413692119463,-0.000495887003749276
"selenoamino acid metabolism",0.0034231364162431,0.00084699245990837
"steroid metabolism",0.0221497133687446,0.00548054121461163
"tyrosine metabolism",0.0131914560728805,0.00326398439043358
