"","Unnormalized DAC","DAC"
"positive regulation of cell differentiation",0.0204513570475245,0.00225076984624966
"positive regulation of transcription from RNA polymerase II promoter",0.0473977664602053,0.00521635132966038
"cGMP metabolic process",-0.00147805552331793,-0.000162667093202475
"pigment biosynthetic process",0.00340547220507255,0.000374788535235437
"inositol lipid-mediated signaling",0.0214792739544776,0.00236389702765107
"regulation of retinoic acid receptor signaling pathway",0.000743582532834946,8.18348209956771e-05
"embryonic organ morphogenesis",-0.00565080429436602,-0.000621898091322828
"digestive tract development",-7.55244877894087e-05,-8.31183179555451e-06
"embryonic organ development",0.00856500010891203,0.000942619305577951
"eye morphogenesis",-0.000116343780830542,-1.28041906013156e-05
"camera-type eye morphogenesis",0.00258322013449171,0.000284295754625374
"embryonic camera-type eye morphogenesis",-0.0001271222570601,-1.39904135609771e-05
"gland development",0.00154167272435735,0.00016966847103132
"appendage development",0.00180754149583527,0.000198928603379084
"calcium ion-regulated exocytosis of neurotransmitter",0,0
"stem cell differentiation",0.00696781712608113,0.000766841664595734
"regulation of neurogenesis",-0.0593423492963863,-0.00653090990937877
"regulation of immune response",0.602852479632174,0.0663468042604624
"positive regulation of immune response",0.386619669172119,0.0425493472788866
"synapse organization",0.00625088686952355,0.000687940054322437
"leukocyte migration",0.0998671747741198,0.0109908611486953
"sensory perception of light stimulus",0.00709883863717135,0.000781261209748003
"actin filament bundle assembly",0.00356781641986183,0.000392655294028591
"regulation of cellular component organization",-0.260822589149787,-0.0287047758011815
"regulation of nitrogen compound metabolic process",2.411220653578,0.265366387527065
"positive regulation of nitrogen compound metabolic process",0.444037886583106,0.0488684972538121
"cofactor biosynthetic process",0.00848340861251075,0.000933639770411476
"positive regulation of RNA metabolic process",0.250781146404719,0.0275996669083622
"protein homooligomerization",0.0582833850662591,0.00641436582128288
"meiotic cell cycle",0.00205388718759997,0.000226040127249555
"negative regulation of hydrolase activity",0.0528835992234437,0.00582009351343689
"positive regulation of transferase activity",0.120631899241565,0.013276118581168
"regulation of cytoskeleton organization",-0.0349523596961971,-0.00384667467672982
"organelle localization",-0.00144511619648406,-0.000159041962438724
"cyclic purine nucleotide metabolic process",-0.000232535353454847,-2.55916299601511e-05
"convergent extension",0.00124148684700497,0.000136631576734053
"definitive hemopoiesis",0.00122822676597653,0.000135172241274392
"regulation of pathway-restricted SMAD protein phosphorylation",0.00254812675363673,0.000280433559894345
"mesenchyme development",-0.00200411505584438,-0.000220562465641149
"skeletal muscle organ development",-0.00312176919721456,-0.000343565659712154
"somite development",0.000909050488007452,0.00010004536238701
"connective tissue development",0.00200373093606037,0.000220520191418212
"myeloid cell development",0.0107454767790778,0.00118259121200232
"actin filament bundle organization",0.00356781641986183,0.000392655294028591
"regulation of molecular function",0.00427709737562582,0.000470715062094005
"glycosylation",-0.00629882512100724,-0.000693215888618943
"cellular response to cytokine stimulus",0.231586895805452,0.0254872476508139
"cellular response to estrogen stimulus",-0.000348101962805157,-3.83102891158514e-05
"cellular response to xenobiotic stimulus",0,0
"granulocyte chemotaxis",0.0600671649090849,0.00661067934088212
"nucleic acid metabolic process",9.08638307981666,1
"apoptotic signaling pathway",0.0389531808047451,0.00428698421171244
"extrinsic apoptotic signaling pathway",0.0117302067250576,0.00129096546139614
"myeloid leukocyte migration",0.0673481889401168,0.00741199092625926
"granulocyte migration",0.0600671649090849,0.00661067934088212
"defense response to other organism",0.333771149138342,0.0367331143983725
"regulation of vasculature development",0.0247035645581603,0.00271874565942896
"regulation of signal transduction by p53 class mediator",8.06474778135219e-05,8.87564139714315e-06
"positive regulation of intracellular signal transduction",0.0697699223240043,0.00767851429013403
"neutrophil migration",0.0609161639694627,0.00670411575589126
"negative regulation of cysteine-type endopeptidase activity",0.0285560279306824,0.00314272771462972
"regulation of response to DNA damage stimulus",0.0161030651937724,0.00177221949067299
"regulation of apoptotic signaling pathway",0.0483117205047452,0.0053169363519417
"negative regulation of intrinsic apoptotic signaling pathway",0.0252996212792895,0.00278434455790081
"Pentose phosphate pathway",0.0023410463377746,0.000257643367796665
"Ascorbate and aldarate metabolism",0.00122382766297546,0.000134688098908565
"Selenocompound metabolism",0.00279992429528315,0.000308145085969636
"Other glycan degradation",0.000666461689527341,7.33473026255886e-05
"Glycosaminoglycan degradation",0.00494785551328696,0.000544535209425354
"Sphingolipid metabolism",0.00071442885575196,7.86263191278939e-05
"Metabolism of xenobiotics by cytochrome P450",0.000728851122557485,8.02135587015324e-05
"Drug metabolism - cytochrome P450",0.00234344298544268,0.000257907130357304
"Biosynthesis of unsaturated fatty acids",0.000675779643635873,7.43727881269901e-05
"MAPK signaling pathway",-0.0327894386491138,-0.00360863485075245
"Calcium signaling pathway",-0.0292410532499174,-0.00321811803366179
"Neuroactive ligand-receptor interaction",0.026851285402138,0.00295511263021499
"Oocyte meiosis",-0.0120332780410166,-0.00132431991203912
"Regulation of autophagy",-0.000121637110898867,-1.33867469410415e-05
"Lysosome",0.0266199358816173,0.00292965150685177
"Cell adhesion molecules (CAMs)",-0.00368739843784932,-0.000405815868146704
"Intestinal immune network for IgA production",0.00320449132093104,0.000352669625832648
"Herpes simplex infection",0.028782718701316,0.00316767612024308
"arachidonic acid metabolism",0.00436745533357396,0.00048065938836271
"chondroitin sulfate degradation",0.00234043681305144,0.000257576286680031
"fatty acid oxidation",0.00934869387071552,0.00102886855953515
"glycine, serine, alanine and threonine metabolism",0.0021544917157946,0.000237112137675585
"heparan sulfate degradation",0.00426624308759893,0.000469520495682757
"keratan sulfate degradation",0.00375758091222293,0.000413539785766851
"n-glycan degradation",0.000550650099394469,6.06016821608163e-05
"selenoamino acid metabolism",0.00277959837904184,0.000305908121485224
"steroid metabolism",0.00100994270026195,0.000111149033822413
"tyrosine metabolism",0.00175721448848345,0.00019338987505234
