"chromosome_name","start_position","end_position","strand","ensembl_gene_id","entrezgene","external_gene_id"
"13",98981909,98985490,-1,"ENSG00000269599",NA,"RP11-261P24.2"
"13",25517713,25518636,1,"ENSG00000251299",NA,"SLC25A15P3"
"13",99087659,99088094,-1,"ENSG00000231194",NA,"FARP1-AS1"
"13",99205497,99206034,1,"ENSG00000271437",NA,"RP11-295B17.6"
"13",25562715,25563063,-1,"ENSG00000232858",NA,"RPL34P27"
"13",99229498,99231084,1,"ENSG00000224418",NA,"STK24-AS1"
"13",25715794,25716046,1,"ENSG00000256305",NA,"AL359757.1"
"13",99262546,99263130,-1,"ENSG00000217686",NA,"NUS1P4"
"13",25746966,25754217,-1,"ENSG00000234056",NA,"AMER2-AS1"
"13",99281940,99282243,-1,"ENSG00000233549",NA,"CYCSP35"
"13",25755579,25763898,1,"ENSG00000238169",NA,"LINC01053"
"13",99293068,99293493,-1,"ENSG00000233662",NA,"CALM2P4"
"13",25767245,25784433,-1,"ENSG00000225105",NA,"LINC01076"
"13",99324234,99324529,1,"ENSG00000243366",NA,"RN7SL60P"
"13",25780187,25780644,1,"ENSG00000235315",NA,"RPL23AP69"
"13",99484338,99486883,1,"ENSG00000229918",100874096,"DOCK9-AS1"
"13",25820669,25820753,1,"ENSG00000221324",NA,"AL590787.1"
"13",25874262,25875576,-1,"ENSG00000260509",NA,"RP11-271M24.2"
"13",99601973,99602701,-1,"ENSG00000231981",NA,"RPL7L1P12"
"13",25939937,25940293,-1,"ENSG00000234152",NA,"TCEB2P1"
"13",26027137,26027428,-1,"ENSG00000265546",NA,"RN7SL289P"
"13",99677488,99677599,1,"ENSG00000207298",100873782,"RNU6-83P"
"13",26091257,26091363,1,"ENSG00000199767",100873778,"RNU6-78P"
"13",99740073,99740879,1,"ENSG00000260992",100861541,"DOCK9-AS2"
"13",26437388,26437805,-1,"ENSG00000180803",NA,"RP11-467D10.2"
"13",99825847,99826744,1,"ENSG00000230871",NA,"RPS6P23"
"13",26518632,26518891,1,"ENSG00000242381",NA,"RN7SL741P"
"13",26524842,26524959,-1,"ENSG00000223158",NA,"RNY1P3"
"13",26626414,26627523,-1,"ENSG00000231983",NA,"LINC00415"
"13",99842833,99843245,-1,"ENSG00000234005",NA,"GAPDHP22"
"13",99848631,99852964,-1,"ENSG00000228889",100289373,"UBAC2-AS1"
"13",26688547,26728313,-1,"ENSG00000233963",NA,"ATP8A2P3"
"13",99857962,99858260,1,"ENSG00000201793",NA,"RN7SKP9"
"13",99867626,99868012,-1,"ENSG00000218502",NA,"H2AFZP3"
"13",100008385,100008482,1,"ENSG00000207719",693208,"MIR623"
"13",26691686,26693102,-1,"ENSG00000234706",NA,"PRUNEP1"
"13",100024427,100024940,1,"ENSG00000228808",NA,"HMGB3P4"
"13",26803469,26803781,-1,"ENSG00000271559",NA,"RP11-380N8.6"
"13",100060035,100061316,-1,"ENSG00000238241",NA,"CCR12P"
"13",26808350,26811266,1,"ENSG00000227882",NA,"PRKRIRP6"
"13",100105650,100105723,-1,"ENSG00000266207",NA,"AL583784.1"
"13",100151981,100153306,-1,"ENSG00000203441",NA,"LINC00449"
"13",27151023,27151812,1,"ENSG00000234031",NA,"RPS3AP44"
"13",100188573,100188650,-1,"ENSG00000212197",NA,"RNY3P6"
"13",100229366,100232622,1,"ENSG00000234168",NA,"LINC01039"
"13",27180681,27215501,-1,"ENSG00000237001",NA,"WASF3-AS1"
"13",100234960,100235434,1,"ENSG00000234239",NA,"CFL1P8"
"13",27479499,27479998,1,"ENSG00000230256",NA,"FGFR1OP2P1"
"13",27551680,27551926,1,"ENSG00000223782",NA,"RPS21P8"
"13",100295313,100295403,1,"ENSG00000263615",100422861,"MIR4306"
"13",27591688,27592046,-1,"ENSG00000218198",NA,"RPS20P32"
"13",100342335,100343225,-1,"ENSG00000227659",100874063,"CLYBL-AS2"
"13",27736992,27743272,1,"ENSG00000232162",NA,"USP12-AS1"
"13",100378501,100379745,-1,"ENSG00000234303",101927465,"CLYBL-AS1"
"13",27746396,27757135,1,"ENSG00000230641",100874071,"USP12-AS2"
"13",27810419,27810948,-1,"ENSG00000234772",NA,"LINC00412"
"13",100436111,100436237,-1,"ENSG00000201245",NA,"SNORA25"
"13",100436308,100436411,-1,"ENSG00000238305",NA,"snoU13"
"13",27829201,27829272,1,"ENSG00000207500",26771,"SNORD102"
"13",100647153,100650163,-1,"ENSG00000260738",100861542,"LINC00554"
"13",27829538,27829663,1,"ENSG00000207051",619499,"SNORA27"
"13",27894150,27894296,1,"ENSG00000221756",NA,"AL159977.1"
"13",100680023,100680428,-1,"ENSG00000225999",NA,"NDUFA12P1"
"13",27917785,27917883,-1,"ENSG00000252247",NA,"RNU6-70P"
"13",27947485,27948503,1,"ENSG00000229609",NA,"LINC01079"
"13",100714550,100715855,-1,"ENSG00000236554",NA,"ASNSP3"
"13",27976613,27976724,-1,"ENSG00000201242",NA,"RNY1P1"
"13",28008286,28008752,-1,"ENSG00000203602",NA,"AL137059.1"
"13",28062275,28062369,1,"ENSG00000252499",100873768,"RNU6-63P"
"13",100802735,100803346,-1,"ENSG00000228501",NA,"RPL15P18"
"13",28270530,28271341,-1,"ENSG00000226703",NA,"NPM1P4"
"13",100850441,100850723,-1,"ENSG00000270632",NA,"RP11-340C20.3"
"13",28402900,28403006,1,"ENSG00000207330",NA,"RNU6-73P"
"13",101116694,101133411,-1,"ENSG00000234650",100885777,"PCCA-AS1"
"13",28407581,28495541,-1,"ENSG00000247381",100861550,"PDX1-AS1"
"13",28527663,28529507,1,"ENSG00000260704",NA,"LINC00543"
"13",28563435,28563721,-1,"ENSG00000242360",NA,"RN7SL272P"
"13",101187995,101232371,-1,"ENSG00000224356",NA,"RP11-151A6.4"
"13",28641724,28642471,1,"ENSG00000271026",NA,"KATNBL1P1"
"13",28681568,28682014,1,"ENSG00000235115",NA,"CHCHD2P8"
"13",101192089,101192528,-1,"ENSG00000234354",NA,"RPS26P47"
"13",28710980,28712330,-1,"ENSG00000261485",100288730,"PAN3-AS1"
"13",101276129,101276683,-1,"ENSG00000237082",NA,"COX5BP6"
"13",28788650,28790034,1,"ENSG00000232587",NA,"EEF1A1P3"
"13",28806638,28806744,1,"ENSG00000200840",100873781,"RNU6-82P"
"13",101360579,101711638,1,"ENSG00000233009",100885778,"NALCN-AS1"
"13",29172970,29174189,1,"ENSG00000235472",NA,"EIF4A1P7"
"13",29277839,29277944,-1,"ENSG00000202237",100873762,"RNU6-53P"
"13",101408805,101409313,-1,"ENSG00000214051",NA,"ARF4P3"
"13",29296523,29298158,-1,"ENSG00000233588",NA,"CYP51A1P2"
"13",101593116,101596618,-1,"ENSG00000229599",NA,"LINC00411"
"13",29352695,29353074,1,"ENSG00000236339",NA,"POM121L13P"
"13",102369198,102369728,-1,"ENSG00000272349",NA,"RP11-397O8.7"
"13",29796699,29796778,1,"ENSG00000221670",NA,"AL596092.1"
"13",102431234,102431398,-1,"ENSG00000201155",NA,"RNU1-24P"
"13",29813516,29824691,-1,"ENSG00000236758",NA,"MTUS2-AS2"
"13",102454228,102454838,1,"ENSG00000215399",NA,"HMGB3P7"
"13",102619992,102620096,-1,"ENSG00000265164",100616110,"MIR2681"
"13",29880915,29881922,1,"ENSG00000223460",NA,"GAPDHP69"
"13",102654475,102655660,1,"ENSG00000229975",NA,"LIPT1P1"
"13",29913703,29914006,-1,"ENSG00000270680",NA,"RP11-351N4.4"
"13",102669303,102669419,-1,"ENSG00000201690",NA,"RNY1P2"
"13",30050652,30064242,-1,"ENSG00000179141",100874107,"MTUS2-AS1"
"13",102698284,102698354,-1,"ENSG00000264482",100616239,"MIR4705"
"13",102915396,102915552,-1,"ENSG00000236860",NA,"RPL39P29"
"13",30440096,30440306,-1,"ENSG00000236258",NA,"TIMM8BP1"
"13",30446750,30462542,-1,"ENSG00000224329",100874059,"LINC00297"
"13",102944677,103046869,-1,"ENSG00000243319",283480,"FGF14-IT1"
"13",30492784,30500788,-1,"ENSG00000224405",100861573,"LINC00572"
"13",103019889,103026016,1,"ENSG00000234445",100874081,"FGF14-AS1"
"13",30510042,30524625,1,"ENSG00000122043",440131,"LINC00544"
"13",103046980,103048053,1,"ENSG00000272143",283481,"FGF14-AS2"
"13",30596158,30597937,-1,"ENSG00000266505",NA,"RP11-629E24.2"
"13",103053821,103054807,-1,"ENSG00000270581",NA,"RP11-811P12.3"
"13",103241722,103242163,-1,"ENSG00000261057",NA,"LINC00555"
"13",30677315,30683012,-1,"ENSG00000224511",NA,"LINC00365"
"13",103331776,103332308,1,"ENSG00000269942",NA,"RP11-29B2.5"
"13",30726023,30733758,-1,"ENSG00000232117",101928980,"LINC00384"
"13",103374152,103374255,1,"ENSG00000238869",NA,"snoU13"
"13",103395340,103397574,1,"ENSG00000231633",NA,"LINC00283"
"13",30728203,30728723,1,"ENSG00000232643",NA,"LINC00385"
"13",103472343,103472419,1,"ENSG00000222301",NA,"RNY5P8"
"13",30780753,30780836,-1,"ENSG00000266816",NA,"AL356750.1"
"13",30855902,30856006,1,"ENSG00000252928",100873769,"RNU6-64P"
"13",103532449,103548383,1,"ENSG00000250878",121952,"METTL21EP"
"13",30870284,30870872,1,"ENSG00000215049",NA,"PRDX2P1"
"13",103541208,103542184,1,"ENSG00000272542",NA,"RP11-255P5.2"
"13",30890497,30894040,-1,"ENSG00000236463",100507040,"LINC00427"
"13",104077550,104080035,1,"ENSG00000234551",101930454,"RP11-123H22.1"
"13",104096970,104097318,-1,"ENSG00000230474",NA,"ATP6V1G1P7"
"13",105466678,105467420,1,"ENSG00000225823",NA,"RPL7P45"
"13",106111404,106158030,-1,"ENSG00000232307",282706,"DAOA-AS1"
"13",30914407,30951282,-1,"ENSG00000238121",100188949,"LINC00426"
"13",106356629,106416789,1,"ENSG00000226620",144920,"LINC00343"
"13",30993656,30996374,-1,"ENSG00000225039",NA,"LINC01058"
"13",106549872,106549992,-1,"ENSG00000252550",NA,"SNORA25"
"13",31002084,31002656,1,"ENSG00000236444",NA,"UBE2L5P"
"13",106780720,106780837,1,"ENSG00000222643",NA,"AL603632.1"
"13",106807721,106807839,-1,"ENSG00000222682",NA,"RNA5SP38"
"13",31113734,31117598,-1,"ENSG00000213411",NA,"RBM22P2"
"13",107028911,107030565,1,"ENSG00000233532",728192,"LINC00460"
"13",31115780,31117034,-1,"ENSG00000232489",NA,"MFAP1P1"
"13",107078121,107078470,1,"ENSG00000174418",NA,"RPL35P9"
"13",31127807,31128830,1,"ENSG00000224117",NA,"PTPN2P2"
"13",107270158,107283707,1,"ENSG00000272274",283483,"LINC00551"
"13",107306264,107324511,1,"ENSG00000230156",100874173,"LINC00443"
"13",31377343,31384782,1,"ENSG00000237879",100874158,"LINC00398"
"13",107315785,107316195,1,"ENSG00000227590",NA,"ATP5G1P5"
"13",107516164,107516634,-1,"ENSG00000174408",NA,"PPIAP24"
"13",31456070,31507983,-1,"ENSG00000224743",100507064,"TEX26-AS1"
"13",107594562,107594907,-1,"ENSG00000196777",NA,"AL162574.1"
"13",107627286,107627374,-1,"ENSG00000239050",NA,"AL354741.1"
"13",107773381,107773471,1,"ENSG00000221316",NA,"AL445204.1"
"13",107973243,107973311,-1,"ENSG00000201847",NA,"SNORD31"
"13",108183519,108183596,-1,"ENSG00000221650",100302286,"MIR1267"
"13",108288379,108288464,1,"ENSG00000221473",NA,"AL138710.1"
"13",108440690,108487799,-1,"ENSG00000227248",100874375,"FAM155A-IT1"
"13",108953560,108953679,-1,"ENSG00000223177",NA,"RNA5SP39"
"13",109132574,109134165,1,"ENSG00000232087",NA,"HCFC2P1"
"13",109753609,109754267,-1,"ENSG00000229938",NA,"MYO16-AS2"
"13",31456688,31457532,1,"ENSG00000236094",440132,"LINC00545"
"13",109816250,109853831,-1,"ENSG00000236242",100885782,"MYO16-AS1"
"13",31547426,31551760,-1,"ENSG00000238185",NA,"RP11-252M21.6"
"13",109934321,109940081,1,"ENSG00000223617",NA,"LINC00370"
"21",19986749,20022678,1,"ENSG00000230233",NA,"AF240627.2"
"13",31569299,31570275,-1,"ENSG00000230403",NA,"LINC01066"
"13",109962483,109964121,1,"ENSG00000236053",NA,"LINC01067"
"21",20058408,20058482,-1,"ENSG00000265841",100422920,"MIR548X"
"13",31651391,31689836,1,"ENSG00000231894",NA,"WDR95P"
"13",110053043,110053988,1,"ENSG00000229792",NA,"LINC00399"
"21",20076689,20076772,-1,"ENSG00000221041",NA,"AP001537.1"
"13",110380629,110382354,1,"ENSG00000234854",101409253,"LINC00676"
"21",20230097,20230594,1,"ENSG00000198618",NA,"PPIAP22"
"13",31885426,31887058,1,"ENSG00000229427",NA,"ANKRD26P4"
"13",110407168,110407615,-1,"ENSG00000255813",NA,"AL162497.1"
"13",110567443,110567767,1,"ENSG00000201161",NA,"RN7SKP10"
"13",110705632,110707299,1,"ENSG00000231428",NA,"LINC00396"
"21",20290252,20308177,-1,"ENSG00000232193",NA,"AL157359.4"
"13",32420978,32527609,1,"ENSG00000229715",NA,"EEF1DP3"
"21",20325582,20339376,-1,"ENSG00000226204",NA,"AL157359.3"
"13",110750200,110750498,-1,"ENSG00000265885",NA,"RN7SL783P"
"13",111066552,111066653,1,"ENSG00000238629",NA,"snoU13"
"21",20418629,20420003,-1,"ENSG00000235965",NA,"AP000431.1"
"13",111108743,111115634,-1,"ENSG00000224821",100129836,"COL4A2-AS2"
"13",32559822,32565134,1,"ENSG00000235822",NA,"LINC01073"
"21",20502841,20506741,1,"ENSG00000229289",NA,"AP000431.2"
"13",32599451,32605776,-1,"ENSG00000237637",100507099,"FRY-AS1"
"13",111154922,111160526,-1,"ENSG00000232814",100874203,"COL4A2-AS1"
"21",20616860,20618709,1,"ENSG00000226818",NA,"SLC6A6P1"
"13",32872291,32872849,1,"ENSG00000230633",NA,"RP11-37E23.5"
"13",111291555,111292340,1,"ENSG00000255831",NA,"AL139385.1"
"21",20673930,20676056,1,"ENSG00000231620",NA,"AP000855.4"
"13",32958797,32960245,1,"ENSG00000215515",NA,"IFIT1P1"
"13",111415021,111415480,-1,"ENSG00000225239",NA,"RPL21P107"
"21",20717465,20717629,1,"ENSG00000212609",NA,"RNU1-139P"
"13",111462023,111465431,-1,"ENSG00000259831",NA,"LINC00567"
"13",32994527,32994653,-1,"ENSG00000212293",NA,"SNORA16"
"21",20966155,20966422,1,"ENSG00000230198",NA,"RPL37P4"
"13",32999495,33007091,-1,"ENSG00000270008",NA,"RP11-298P3.4"
"13",111547406,111551519,-1,"ENSG00000229152",NA,"ANKRD10-IT1"
"21",20993009,20993859,1,"ENSG00000271486",NA,"AP000403.3"
"21",21112023,21112464,1,"ENSG00000229336",NA,"AP000568.2"
"13",33051411,33052978,1,"ENSG00000229800",NA,"ATP8A2P2"
"13",111589106,111592131,1,"ENSG00000227105",NA,"PARP1P1"
"21",21131673,21132442,-1,"ENSG00000215353",NA,"C1QBPP"
"21",21265593,21272069,-1,"ENSG00000233480",NA,"AP000946.2"
"13",111635654,111642911,1,"ENSG00000225760",NA,"LINC00431"
"21",21629065,21631133,-1,"ENSG00000233236",NA,"AP001171.1"
"13",111748185,111755444,1,"ENSG00000225870",101927802,"LINC00368"
"21",21728060,21728164,-1,"ENSG00000251851",NA,"RNU6-772P"
"21",21728965,21729208,1,"ENSG00000252963",NA,"RN7SKP147"
"13",111766159,111768025,-1,"ENSG00000235875",NA,"ARHGEF7-AS2"
"13",33337576,33337690,-1,"ENSG00000207325",NA,"RNY1P4"
"21",21760646,21761157,1,"ENSG00000233676",NA,"FDPSP6"
"13",33451569,33485788,-1,"ENSG00000226968",100874167,"LINC00423"
"13",111774999,111796611,1,"ENSG00000233644",NA,"ARHGEF7-IT1"
"21",21797261,21798518,-1,"ENSG00000234439",NA,"KRT18P2"
"13",111796652,111797080,-1,"ENSG00000227352",NA,"ARHGEF7-AS1"
"13",33528195,33528539,-1,"ENSG00000227604",NA,"TOMM22P3"
"21",21802755,21803074,-1,"ENSG00000233206",NA,"RPS3AP1"
"13",33615489,33615580,1,"ENSG00000221677",NA,"AL161898.1"
"13",112248356,112294426,1,"ENSG00000215881",NA,"RP11-65D24.1"
"13",33732724,33738546,-1,"ENSG00000230300",NA,"STARD13-IT1"
"13",112554299,112555490,1,"ENSG00000226903",101928616,"LINC00354"
"21",22114908,22175534,-1,"ENSG00000224924",387486,"LINC00320"
"13",112563079,112563148,-1,"ENSG00000264989",NA,"AL136302.1"
"13",112706392,112706452,1,"ENSG00000200072",NA,"SNORD44"
"13",112737863,112739785,1,"ENSG00000260385",NA,"RP11-450H6.3"
"13",112760409,112761196,-1,"ENSG00000229520",NA,"LINC00404"
"21",22200445,22200940,-1,"ENSG00000215351",NA,"PPIAP1"
"13",112761433,112762329,1,"ENSG00000224243",100505996,"LINC00403"
"21",22595616,22599150,-1,"ENSG00000226771",NA,"AP001136.2"
"13",112851664,112855314,1,"ENSG00000260102",101928698,"LINC01070"
"21",22770068,22770146,-1,"ENSG00000221210",NA,"AP001137.1"
"21",22939084,22987758,1,"ENSG00000234730",NA,"AF241725.4"
"13",112967781,112976072,1,"ENSG00000260343",101928752,"LINC01043"
"21",23006773,23007049,-1,"ENSG00000198434",NA,"AF241725.1"
"13",112976881,112985539,-1,"ENSG00000223626",NA,"LINC01044"
"21",23027359,23058649,-1,"ENSG00000237527",NA,"AF241725.6"
"13",113372159,113372228,-1,"ENSG00000264726",NA,"AL162711.1"
"13",113399763,113409007,-1,"ENSG00000232684",100874205,"ATP11A-AS1"
"21",23095613,23109639,-1,"ENSG00000238265",378828,"LINC00317"
"13",113539551,113539994,1,"ENSG00000234603",NA,"AL356740.1"
"13",33845516,33855471,1,"ENSG00000236581",100874241,"STARD13-AS"
"13",113619149,113620445,-1,"ENSG00000267868",NA,"RP11-120K24.3"
"15",20169919,20170354,-1,"ENSG00000188403",NA,"IGHV1OR15-9"
"13",113621798,113623138,-1,"ENSG00000235280",NA,"MCF2L-AS1"
"13",113663092,113663738,1,"ENSG00000269356",NA,"RP11-120K24.4"
"21",23119293,23169735,1,"ENSG00000233997",101927821,"AP000475.2"
"13",113663985,113664633,1,"ENSG00000269376",NA,"RP11-120K24.5"
"13",113782469,113783194,-1,"ENSG00000231882",NA,"F10-AS1"
"13",113784730,113786368,1,"ENSG00000230371",NA,"KARSP2"
"15",20192909,20193370,-1,"ENSG00000259490",NA,"IGHV3OR15-7"
"13",113819316,113819497,-1,"ENSG00000269125",NA,"RP11-98F14.11"
"21",23305635,23348000,-1,"ENSG00000227075",NA,"AP000472.3"
"13",113930931,113932049,1,"ENSG00000232662",NA,"LDHBP1"
"15",20209093,20209115,-1,"ENSG00000270961",NA,"IGHD5OR15-5A"
"13",114005988,114016183,1,"ENSG00000225083",101930262,"GRTP1-AS1"
"13",114005988,114016183,1,"ENSG00000225083",101930007,"GRTP1-AS1"
"21",23381263,23470778,-1,"ENSG00000233215",101927843,"AP000472.2"
"13",114123216,114130450,1,"ENSG00000233613",NA,"DCUN1D2-AS"
"15",20210050,20210068,-1,"ENSG00000271317",NA,"IGHD4OR15-4A"
"13",114133230,114133393,-1,"ENSG00000202347",NA,"RNU1-16P"
"13",114451484,114454062,-1,"ENSG00000227208",100130386,"LINC00552"
"15",20211158,20211188,-1,"ENSG00000270783",NA,"IGHD3OR15-3A"
"13",114518603,114542321,1,"ENSG00000233695",NA,"GAS6-AS1"
"15",20213655,20213685,-1,"ENSG00000271197",NA,"IGHD2OR15-2A"
"13",114567141,114569806,1,"ENSG00000272695",100506394,"GAS6-AS2"
"21",23470936,23488847,1,"ENSG00000184856",54143,"LINC00308"
"13",33907816,33909414,-1,"ENSG00000227911",NA,"RP11-141M1.1"
"13",114580581,114582349,1,"ENSG00000237699",NA,"RP11-199F6.4"
"15",20216406,20216422,-1,"ENSG00000271336",NA,"IGHD1OR15-1A"
"13",33911020,33911109,-1,"ENSG00000264288",NA,"AL138999.1"
"18",21852889,21853170,-1,"ENSG00000265259",NA,"RN7SL247P"
"21",23507018,23508403,-1,"ENSG00000234340",NA,"AP000705.8"
"13",33929343,34250905,-1,"ENSG00000230490",NA,"RP11-141M1.3"
"18",21901650,21901699,1,"ENSG00000212051",100302195,"MIR320C2"
"13",114581673,114586624,-1,"ENSG00000226921",100874178,"LINC00454"
"18",21944751,21947948,1,"ENSG00000264365",NA,"RP11-621L6.2"
"18",21982117,21982678,1,"ENSG00000273321",NA,"RP11-621L6.3"
"13",34185104,34185659,1,"ENSG00000234535",NA,"RP11-37L2.1"
"13",34231573,34234065,1,"ENSG00000232986",NA,"RP11-179A7.2"
"18",22009469,22009573,1,"ENSG00000199636",NA,"Y_RNA"
"18",22015328,22019602,1,"ENSG00000265094",NA,"RP11-178F10.1"
"13",34403676,34403786,-1,"ENSG00000252397",NA,"RNU5A-4P"
"13",34486129,34486218,1,"ENSG00000263663",NA,"AL161891.1"
"13",34656566,34657447,-1,"ENSG00000227254",NA,"VDAC1P12"
"13",114586640,114626485,1,"ENSG00000229373",643365,"LINC00452"
"13",34674848,34674975,-1,"ENSG00000199196",NA,"SNORA25"
"15",20737094,20747114,-1,"ENSG00000215405",727832,"GOLGA6L6"
"13",34922180,35188307,1,"ENSG00000271850",NA,"RP11-16D22.2"
"13",35009587,35214822,-1,"ENSG00000225179",100874179,"LINC00457"
"21",23526270,23526619,-1,"ENSG00000231136",NA,"AP000705.6"
"13",114629487,114631817,-1,"ENSG00000260910",100861555,"LINC00565"
"13",35120066,35245319,-1,"ENSG00000271901",NA,"RP11-266E6.3"
"21",23577511,23577651,1,"ENSG00000202339",NA,"RNU4-45P"
"13",114873044,114874295,-1,"ENSG00000232487",NA,"RASA3-IT1"
"21",23582258,23793139,1,"ENSG00000226043",NA,"AP000705.7"
"13",35148341,35148803,-1,"ENSG00000231910",NA,"GAMTP2"
"13",115009980,115010036,1,"ENSG00000264539",100847035,"MIR548AR"
"13",35499971,35502213,-1,"ENSG00000261728",NA,"RP11-307O13.1"
"21",23808610,23810669,-1,"ENSG00000223488",NA,"MAPK6PS2"
