"","type","gene","immune_cells","cor","p.value","pvalue"
"cor62","LUAD","CD96","NKcells_EPIC",0.273824504514606,7.08930902742415e-10,"p<0.05"
"cor72","LUAD","CD96","otherCells_EPIC",-0.870936042707891,1.0865153147684e-152,"p<0.05"
"cor10","LUSC","CD96","Bcells_EPIC",0.0875609637611076,0.0665063836197847,"p≥0.05"
"cor13","LUSC","CD96","CAFs_EPIC",0.252186136688679,8.24166749527643e-08,"p<0.05"
"cor23","LUSC","CD96","CD4_Tcells_EPIC",0.320479855984879,5.74767288909898e-12,"p<0.05"
"cor33","LUSC","CD96","CD8_Tcells_EPIC",0.0405750798681328,0.395859787476799,"p≥0.05"
"cor43","LUSC","CD96","Endothelial_EPIC",0.0045462163281052,0.924242181804348,"p≥0.05"
"cor53","LUSC","CD96","Macrophages_EPIC",0.182284454253824,0.000120544745760221,"p<0.05"
"cor63","LUSC","CD96","NKcells_EPIC",0.200647575649714,2.23477584130984e-05,"p<0.05"
"cor73","LUSC","CD96","otherCells_EPIC",-0.370036681778671,1.00251187025138e-15,"p<0.05"
"cor14","PRAD","CD96","Bcells_EPIC",0.299005357086781,1.54191543665348e-10,"p<0.05"
"cor15","PRAD","CD96","CAFs_EPIC",-0.167647023838069,0.000413028651731262,"p<0.05"
"cor24","PRAD","CD96","CD4_Tcells_EPIC",0.212081876948695,7.21799183351853e-06,"p<0.05"
"cor34","PRAD","CD96","CD8_Tcells_EPIC",0.588242011592839,2.61162827435903e-42,"p<0.05"
"cor44","PRAD","CD96","Endothelial_EPIC",0.0872118115736351,0.0676020747734105,"p≥0.05"
"cor54","PRAD","CD96","Macrophages_EPIC",-0.076753473254627,0.107881828147347,"p≥0.05"
"cor64","PRAD","CD96","NKcells_EPIC",-0.0806269834583417,0.09118381447375,"p≥0.05"
"cor74","PRAD","CD96","otherCells_EPIC",-0.539306359354463,1.4394939115261e-34,"p<0.05"
"cor16","UCEC","CD96","Bcells_EPIC",0.351322932981457,8.79938833100499e-07,"p<0.05"
"cor17","UCEC","CD96","CAFs_EPIC",-0.0656795625106791,0.373104373840693,"p≥0.05"
"cor25","UCEC","CD96","CD4_Tcells_EPIC",0.292966467607712,4.94958332378155e-05,"p<0.05"
"cor35","UCEC","CD96","CD8_Tcells_EPIC",0.33678107172303,2.59966049116698e-06,"p<0.05"
"cor45","UCEC","CD96","Endothelial_EPIC",-0.0169930377331243,0.817929807770027,"p≥0.05"
"cor55","UCEC","CD96","Macrophages_EPIC",-0.011104981720532,0.880421103120933,"p≥0.05"
"cor65","UCEC","CD96","NKcells_EPIC",0.0831966667884197,0.258914440473207,"p≥0.05"
"cor75","UCEC","CD96","otherCells_EPIC",-0.466954739553321,1.83777451072925e-11,"p<0.05"
"cor18","BLCA","CD96","Bcells_EPIC",0.0444968646977311,0.387052814599848,"p≥0.05"
"cor19","BLCA","CD96","CAFs_EPIC",-0.0155922556680808,0.761915704873028,"p≥0.05"
"cor26","BLCA","CD96","CD4_Tcells_EPIC",0.141961635179643,0.00556654026684858,"p<0.05"
"cor36","BLCA","CD96","CD8_Tcells_EPIC",0.190619462442746,0.000185530132116217,"p<0.05"
"cor46","BLCA","CD96","Endothelial_EPIC",-0.0261402266615591,0.611470953200237,"p≥0.05"
"cor56","BLCA","CD96","Macrophages_EPIC",-0.0197079510279335,0.70175667030522,"p≥0.05"
"cor66","BLCA","CD96","NKcells_EPIC",0.0375810423959409,0.465124966059745,"p≥0.05"
"cor76","BLCA","CD96","otherCells_EPIC",-0.185567654875559,0.000275724039048966,"p<0.05"
"cor20","TGCT","CD96","Bcells_EPIC",-0.290099273361381,0.000813990867992474,"p<0.05"
"cor110","TGCT","CD96","CAFs_EPIC",-0.142949302344192,0.104701660294685,"p≥0.05"
"cor27","TGCT","CD96","CD4_Tcells_EPIC",0.572926911853926,1.05751110698406e-12,"p<0.05"
"cor37","TGCT","CD96","CD8_Tcells_EPIC",0.405091537240848,1.7466821426397e-06,"p<0.05"
"cor47","TGCT","CD96","Endothelial_EPIC",0.0204649945251653,0.817231344377545,"p≥0.05"
"cor57","TGCT","CD96","Macrophages_EPIC",-0.0840761319151043,0.341583003873921,"p≥0.05"
"cor67","TGCT","CD96","NKcells_EPIC",-0.271976146376299,0.00174638608517607,"p<0.05"
"cor77","TGCT","CD96","otherCells_EPIC",-0.249561144033098,0.00419115387051418,"p<0.05"
"cor28","ESCA","CD96","Bcells_EPIC",0.235632662026454,0.00262079960751131,"p<0.05"
"cor111","ESCA","CD96","CAFs_EPIC",-0.250052069549839,0.00137876661150305,"p<0.05"
"cor29","ESCA","CD96","CD4_Tcells_EPIC",0.469660744229212,3.27713894538771e-10,"p<0.05"
"cor38","ESCA","CD96","CD8_Tcells_EPIC",0.607831591143501,1.22880427204147e-17,"p<0.05"
"cor48","ESCA","CD96","Endothelial_EPIC",0.0916179792151895,0.247731650281032,"p≥0.05"
"cor58","ESCA","CD96","Macrophages_EPIC",-0.254843866760746,0.00110454157865958,"p<0.05"
"cor68","ESCA","CD96","NKcells_EPIC",0.0243500431192363,0.759143702817336,"p≥0.05"
"cor78","ESCA","CD96","otherCells_EPIC",-0.56404736836917,6.63639413046809e-15,"p<0.05"
"cor30","PAAD","CD96","Bcells_EPIC",0.305622265649137,6.22417262417352e-05,"p<0.05"
"cor112","PAAD","CD96","CAFs_EPIC",-0.23036880370622,0.00282713794664996,"p<0.05"
"cor210","PAAD","CD96","CD4_Tcells_EPIC",0.355896397108202,2.52925751987627e-06,"p<0.05"
"cor39","PAAD","CD96","CD8_Tcells_EPIC",0.720804515202114,6.73171560519813e-28,"p<0.05"
"cor49","PAAD","CD96","Endothelial_EPIC",-0.179813692875307,0.0204406837057527,"p<0.05"
"cor59","PAAD","CD96","Macrophages_EPIC",-0.0432379356430087,0.58017363399551,"p≥0.05"
"cor69","PAAD","CD96","NKcells_EPIC",-0.0820419113660122,0.293340645154938,"p≥0.05"
"cor79","PAAD","CD96","otherCells_EPIC",-0.569291126978356,1.21335160997289e-15,"p<0.05"
"cor40","KIRP","CD96","Bcells_EPIC",-0.178958868641715,0.00779593972916239,"p<0.05"
"cor113","KIRP","CD96","CAFs_EPIC",-0.0948646014835975,0.160850159281285,"p≥0.05"
"cor211","KIRP","CD96","CD4_Tcells_EPIC",0.399172897272544,8.03288658481623e-10,"p<0.05"
"cor310","KIRP","CD96","CD8_Tcells_EPIC",0.151952339927301,0.0241909356662524,"p<0.05"
"cor410","KIRP","CD96","Endothelial_EPIC",0.023653745387124,0.727170454583561,"p≥0.05"
"cor510","KIRP","CD96","Macrophages_EPIC",-0.111923316688634,0.0977540963124926,"p≥0.05"
"cor610","KIRP","CD96","NKcells_EPIC",-0.135133262934835,0.0452713084011302,"p<0.05"
"cor710","KIRP","CD96","otherCells_EPIC",-0.259731784659988,9.71506729247484e-05,"p<0.05"
"cor50","LIHC","CD96","Bcells_EPIC",-0.118978680223705,0.0384666858976515,"p<0.05"
"cor114","LIHC","CD96","CAFs_EPIC",0.00373180323805873,0.948420156405112,"p≥0.05"
"cor212","LIHC","CD96","CD4_Tcells_EPIC",0.442047535754733,6.31563733661973e-16,"p<0.05"
"cor311","LIHC","CD96","CD8_Tcells_EPIC",0.389337494380465,2.08901740013812e-12,"p<0.05"
"cor411","LIHC","CD96","Endothelial_EPIC",0.230335581086614,5.1787741984397e-05,"p<0.05"
"cor511","LIHC","CD96","Macrophages_EPIC",-0.00066887339250192,0.990748826244006,"p≥0.05"
"cor611","LIHC","CD96","NKcells_EPIC",-0.0283203324164503,0.62340523528206,"p≥0.05"
"cor711","LIHC","CD96","otherCells_EPIC",-0.520882874426438,1.79339571954202e-22,"p<0.05"
"cor60","CESC","CD96","Bcells_EPIC",0.450628192994545,2.32857840112826e-16,"p<0.05"
"cor115","CESC","CD96","CAFs_EPIC",0.0098943668169535,0.8647135571006,"p≥0.05"
"cor213","CESC","CD96","CD4_Tcells_EPIC",0.209695885791003,0.000260741040822424,"p<0.05"
"cor312","CESC","CD96","CD8_Tcells_EPIC",0.477489915729117,1.96289225002781e-18,"p<0.05"
"cor412","CESC","CD96","Endothelial_EPIC",-0.125640873382314,0.0298520595011831,"p<0.05"
"cor512","CESC","CD96","Macrophages_EPIC",0.133393191024603,0.0210412950153551,"p<0.05"
"cor612","CESC","CD96","NKcells_EPIC",0.13570154788146,0.0188978682160084,"p<0.05"
"cor712","CESC","CD96","otherCells_EPIC",-0.536494035064824,1.0994108104958e-23,"p<0.05"
"cor70","SARC","CD96","Bcells_EPIC",-0.062155479091556,0.375970193378904,"p≥0.05"
"cor116","SARC","CD96","CAFs_EPIC",-0.045799626018902,0.51434737154393,"p≥0.05"
"cor214","SARC","CD96","CD4_Tcells_EPIC",0.489724615176843,9.19722466335974e-14,"p<0.05"
"cor313","SARC","CD96","CD8_Tcells_EPIC",0.390679959229394,6.98472502570203e-09,"p<0.05"
"cor413","SARC","CD96","Endothelial_EPIC",0.0904638411526793,0.19706052146952,"p≥0.05"
"cor513","SARC","CD96","Macrophages_EPIC",0.146638040915081,0.0359003953138991,"p<0.05"
"cor613","SARC","CD96","NKcells_EPIC",0.134917328312152,0.0537634079994964,"p≥0.05"
"cor713","SARC","CD96","otherCells_EPIC",-0.445900215319473,2.08200936577766e-11,"p<0.05"
"cor80","BRCA","CD96","Bcells_EPIC",0.487844663955077,3.26672646361041e-61,"p<0.05"
"cor117","BRCA","CD96","CAFs_EPIC",-0.162605954587684,2.18336703922718e-07,"p<0.05"
"cor215","BRCA","CD96","CD4_Tcells_EPIC",0.58307856246631,1.38771919041213e-92,"p<0.05"
"cor314","BRCA","CD96","CD8_Tcells_EPIC",0.663057354755543,2.71256503058001e-128,"p<0.05"
"cor414","BRCA","CD96","Endothelial_EPIC",-0.157824077964106,4.94028818177426e-07,"p<0.05"
"cor514","BRCA","CD96","Macrophages_EPIC",-0.0633308899411343,0.0447267024551201,"p<0.05"
"cor614","BRCA","CD96","NKcells_EPIC",0.0497615919540305,0.114900872036533,"p≥0.05"
"cor714","BRCA","CD96","otherCells_EPIC",-0.648932030806901,3.38268639347637e-121,"p<0.05"
"cor81","THYM","CD96","Bcells_EPIC",0.0603121558360102,0.520137871662666,"p≥0.05"
"cor118","THYM","CD96","CAFs_EPIC",-0.0774763191523174,0.408434190196912,"p≥0.05"
"cor216","THYM","CD96","CD4_Tcells_EPIC",0.346093973557872,0.000141530150828627,"p<0.05"
"cor315","THYM","CD96","CD8_Tcells_EPIC",0.458222991720766,2.31251805985374e-07,"p<0.05"
"cor415","THYM","CD96","Endothelial_EPIC",-0.0997368203533594,0.286774638952067,"p≥0.05"
"cor515","THYM","CD96","Macrophages_EPIC",0.143832473671865,0.123470747437547,"p≥0.05"
"cor615","THYM","CD96","NKcells_EPIC",0.256433557368083,0.00545962890373579,"p<0.05"
"cor715","THYM","CD96","otherCells_EPIC",-0.482867487636523,4.02986367841633e-08,"p<0.05"
"cor82","MESO","CD96","Bcells_EPIC",-0.353285212982924,0.000911408232253982,"p<0.05"
"cor119","MESO","CD96","CAFs_EPIC",0.0995703619861525,0.364588185201927,"p≥0.05"
"cor217","MESO","CD96","CD4_Tcells_EPIC",0.506085057704641,7.7699704133813e-07,"p<0.05"
"cor316","MESO","CD96","CD8_Tcells_EPIC",-0.349598459779823,0.00103972106138333,"p<0.05"
"cor416","MESO","CD96","Endothelial_EPIC",0.255703531536625,0.0181778230645758,"p<0.05"
"cor516","MESO","CD96","Macrophages_EPIC",0.104649939751174,0.34050916396207,"p≥0.05"
"cor616","MESO","CD96","NKcells_EPIC",0.148111825591512,0.176126114220614,"p≥0.05"
"cor716","MESO","CD96","otherCells_EPIC",-0.180279457578994,0.0987298729287219,"p≥0.05"
"cor83","COAD","CD96","Bcells_EPIC",0.392117564151638,2.95367720836787e-05,"p<0.05"
"cor120","COAD","CD96","CAFs_EPIC",-0.0626220394249644,0.52166016303791,"p≥0.05"
"cor218","COAD","CD96","CD4_Tcells_EPIC",0.298477800789377,0.00179188387614249,"p<0.05"
"cor317","COAD","CD96","CD8_Tcells_EPIC",0.600848014899666,7.81220501335099e-12,"p<0.05"
"cor417","COAD","CD96","Endothelial_EPIC",0.0954288363344884,0.32819159075697,"p≥0.05"
"cor517","COAD","CD96","Macrophages_EPIC",0.0120105824183801,0.902278458742092,"p≥0.05"
"cor617","COAD","CD96","NKcells_EPIC",-0.0108829079871844,0.911414357980666,"p≥0.05"
"cor717","COAD","CD96","otherCells_EPIC",-0.580615978948247,5.54983503496087e-11,"p<0.05"
"cor84","STAD","CD96","Bcells_EPIC",-0.08194123994775,0.121199742268454,"p≥0.05"
"cor121","STAD","CD96","CAFs_EPIC",-0.125381878660687,0.0174659771947026,"p<0.05"
"cor219","STAD","CD96","CD4_Tcells_EPIC",0.732978696884243,1.0524713265013e-61,"p<0.05"
"cor318","STAD","CD96","CD8_Tcells_EPIC",0.338518676474761,4.48411851328502e-11,"p<0.05"
"cor418","STAD","CD96","Endothelial_EPIC",-0.272656696010027,1.53884235437848e-07,"p<0.05"
"cor518","STAD","CD96","Macrophages_EPIC",-0.125739773924544,0.0171448131533337,"p<0.05"
"cor618","STAD","CD96","NKcells_EPIC",-0.151586658971523,0.00399198621397053,"p<0.05"
"cor718","STAD","CD96","otherCells_EPIC",-0.329173505316402,1.613188465343e-10,"p<0.05"
"cor85","SKCM","CD96","Bcells_EPIC",0.095523555814217,0.0657092878933749,"p≥0.05"
"cor122","SKCM","CD96","CAFs_EPIC",0.0523743977785568,0.313717241980578,"p≥0.05"
"cor220","SKCM","CD96","CD4_Tcells_EPIC",0.687038040905048,2.90608143532502e-53,"p<0.05"
"cor319","SKCM","CD96","CD8_Tcells_EPIC",0.460504229171931,6.32247081366174e-21,"p<0.05"
"cor419","SKCM","CD96","Endothelial_EPIC",-0.332671302142073,4.6050336653455e-11,"p<0.05"
"cor519","SKCM","CD96","Macrophages_EPIC",-0.0776937356502628,0.13472635763208,"p≥0.05"
"cor619","SKCM","CD96","NKcells_EPIC",-0.2087732573495,4.95107730185201e-05,"p<0.05"
"cor719","SKCM","CD96","otherCells_EPIC",-0.378454513508741,4.10108454232618e-14,"p<0.05"
"cor86","CHOL","CD96","Bcells_EPIC",0.577364027329919,0.000227124171889789,"p<0.05"
"cor123","CHOL","CD96","CAFs_EPIC",-0.275274350062388,0.104178719995553,"p≥0.05"
"cor221","CHOL","CD96","CD4_Tcells_EPIC",0.305704159949549,0.0698046727076913,"p≥0.05"
"cor320","CHOL","CD96","CD8_Tcells_EPIC",0.680166574541032,5.0350939603253e-06,"p<0.05"
"cor420","CHOL","CD96","Endothelial_EPIC",-0.0943539056337758,0.584126223541858,"p≥0.05"
"cor520","CHOL","CD96","Macrophages_EPIC",-0.00516721436349231,0.976139404620611,"p≥0.05"
"cor620","CHOL","CD96","NKcells_EPIC",0.0380448555080451,0.825643186776761,"p≥0.05"
"cor720","CHOL","CD96","otherCells_EPIC",-0.598875184305626,0.000113967919031259,"p<0.05"
"cor87","KIRC","CD96","Bcells_EPIC",0.197142876010459,5.37159533548118e-05,"p<0.05"
"cor124","KIRC","CD96","CAFs_EPIC",-0.0999441519573797,0.0421024964451865,"p<0.05"
"cor222","KIRC","CD96","CD4_Tcells_EPIC",0.159456878042207,0.0011318825942438,"p<0.05"
"cor321","KIRC","CD96","CD8_Tcells_EPIC",0.576692875846717,4.55151085401193e-38,"p<0.05"
"cor421","KIRC","CD96","Endothelial_EPIC",-0.136533714532507,0.00539098192629971,"p<0.05"
"cor521","KIRC","CD96","Macrophages_EPIC",-0.0413350533799181,0.401548121377723,"p≥0.05"
"cor621","KIRC","CD96","NKcells_EPIC",-0.0315777847854486,0.521698106323971,"p≥0.05"
"cor721","KIRC","CD96","otherCells_EPIC",-0.374242818874169,3.27744178053484e-15,"p<0.05"
"cor88","THCA","CD96","Bcells_EPIC",0.341714340454713,1.28573282799082e-12,"p<0.05"
"cor125","THCA","CD96","CAFs_EPIC",0.0232026390177154,0.640288586386782,"p≥0.05"
"cor223","THCA","CD96","CD4_Tcells_EPIC",0.333149780663356,4.9521675052198e-12,"p<0.05"
"cor322","THCA","CD96","CD8_Tcells_EPIC",0.528083308201916,1.11817026767696e-30,"p<0.05"
"cor422","THCA","CD96","Endothelial_EPIC",-0.119127959265436,0.0160637891576955,"p<0.05"
"cor522","THCA","CD96","Macrophages_EPIC",0.126154955638258,0.0107542309998066,"p<0.05"
"cor622","THCA","CD96","NKcells_EPIC",0.117606155305776,0.0174781320587031,"p<0.05"
"cor722","THCA","CD96","otherCells_EPIC",-0.495958928029279,1.01867537426866e-26,"p<0.05"
"cor89","HNSC","CD96","Bcells_EPIC",0.396631330237429,3.92217049057984e-09,"p<0.05"
"cor126","HNSC","CD96","CAFs_EPIC",0.348290626712538,3.0976237447496e-07,"p<0.05"
"cor224","HNSC","CD96","CD4_Tcells_EPIC",0.76946154365492,2.15948541046119e-41,"p<0.05"
"cor323","HNSC","CD96","CD8_Tcells_EPIC",0.538875744505041,7.75926177556812e-17,"p<0.05"
"cor423","HNSC","CD96","Endothelial_EPIC",-0.128434349514808,0.0664666076411533,"p≥0.05"
"cor523","HNSC","CD96","Macrophages_EPIC",-0.201456343104573,0.00377308576345025,"p<0.05"
"cor623","HNSC","CD96","NKcells_EPIC",-0.159948423342316,0.0219704399221949,"p<0.05"
"cor723","HNSC","CD96","otherCells_EPIC",-0.723733001406228,1.52325466241799e-34,"p<0.05"
"cor90","LAML","CD96","Bcells_EPIC",-0.217743441345097,0.0381375307942254,"p<0.05"
"cor127","LAML","CD96","CAFs_EPIC",-0.0557282938672559,0.599810464211589,"p≥0.05"
"cor225","LAML","CD96","CD4_Tcells_EPIC",0.236613840658203,0.023938344696575,"p<0.05"
"cor324","LAML","CD96","CD8_Tcells_EPIC",0.185364385187743,0.0785608250637381,"p≥0.05"
"cor424","LAML","CD96","Endothelial_EPIC",0.102952516841131,0.331492789331636,"p≥0.05"
"cor524","LAML","CD96","Macrophages_EPIC",-0.0228130844511352,0.830046070548904,"p≥0.05"
"cor624","LAML","CD96","NKcells_EPIC",-0.115963508991415,0.27368011283251,"p≥0.05"
"cor724","LAML","CD96","otherCells_EPIC",-0.279010468225704,0.00740180679009378,"p<0.05"
"cor91","READ","CD96","Bcells_EPIC",-0.160776200862317,0.223811797706347,"p≥0.05"
"cor128","READ","CD96","CAFs_EPIC",-0.107127579819891,0.419329901460324,"p≥0.05"
"cor226","READ","CD96","CD4_Tcells_EPIC",0.43356880160869,0.000602767554144767,"p<0.05"
"cor325","READ","CD96","CD8_Tcells_EPIC",0.210146867125349,0.110148197807871,"p≥0.05"
"cor425","READ","CD96","Endothelial_EPIC",-0.043053289326657,0.746109821756365,"p≥0.05"
"cor525","READ","CD96","Macrophages_EPIC",-0.0441520822336569,0.739855794199407,"p≥0.05"
"cor625","READ","CD96","NKcells_EPIC",0.0193348867386397,0.884434545750311,"p≥0.05"
"cor725","READ","CD96","otherCells_EPIC",-0.0904596596303553,0.495639903022111,"p≥0.05"
"cor92","LGG","CD96","Bcells_EPIC",0.0922261847843382,0.120321144259189,"p≥0.05"
"cor129","LGG","CD96","CAFs_EPIC",-0.115502733015983,0.0514311255189185,"p≥0.05"
"cor227","LGG","CD96","CD4_Tcells_EPIC",0.135840570286721,0.0218010305376765,"p<0.05"
"cor326","LGG","CD96","CD8_Tcells_EPIC",0.588605756958281,5.81204925128292e-28,"p<0.05"
"cor426","LGG","CD96","Endothelial_EPIC",-0.291936757486227,5.26204369744342e-07,"p<0.05"
"cor526","LGG","CD96","Macrophages_EPIC",0.0053321878490818,0.928587033268845,"p≥0.05"
"cor626","LGG","CD96","NKcells_EPIC",-0.182606639888609,0.00196631834135963,"p<0.05"
"cor726","LGG","CD96","otherCells_EPIC",-0.260940539096942,8.0672811339149e-06,"p<0.05"
"cor93","DLBC","CD96","Bcells_EPIC",0.689762124770612,0.000136344324362843,"p<0.05"
"cor130","DLBC","CD96","CAFs_EPIC",-0.2885322265691,0.16188510999336,"p≥0.05"
"cor228","DLBC","CD96","CD4_Tcells_EPIC",0.462367274431809,0.0199586255505876,"p<0.05"
"cor327","DLBC","CD96","CD8_Tcells_EPIC",0.759505629371371,1.06793225939634e-05,"p<0.05"
"cor427","DLBC","CD96","Endothelial_EPIC",0.177300523670837,0.396513616774565,"p≥0.05"
"cor527","DLBC","CD96","Macrophages_EPIC",-0.139645852161217,0.505566711050968,"p≥0.05"
"cor627","DLBC","CD96","NKcells_EPIC",0.12018368862404,0.567163192430319,"p≥0.05"
"cor727","DLBC","CD96","otherCells_EPIC",-0.67150606343378,0.000237644954185912,"p<0.05"
"cor94","KICH","CD96","Bcells_EPIC",-0.193793309923935,0.264647134797804,"p≥0.05"
"cor131","KICH","CD96","CAFs_EPIC",0.389178701723748,0.0208475315330631,"p<0.05"
"cor229","KICH","CD96","CD4_Tcells_EPIC",0.746202126831647,2.66532991873118e-07,"p<0.05"
"cor328","KICH","CD96","CD8_Tcells_EPIC",0.267265626673675,0.120631337417087,"p≥0.05"
"cor428","KICH","CD96","Endothelial_EPIC",0.173570397890762,0.318687449358426,"p≥0.05"
"cor528","KICH","CD96","Macrophages_EPIC",0.35660415714822,0.0354860397554858,"p<0.05"
"cor628","KICH","CD96","NKcells_EPIC",0.0715916499067962,0.682770748046666,"p≥0.05"
"cor728","KICH","CD96","otherCells_EPIC",-0.596270166437664,0.000156841225166873,"p<0.05"
"cor95","UCS","CD96","Bcells_EPIC",0.398935865180959,0.0021129005094367,"p<0.05"
"cor132","UCS","CD96","CAFs_EPIC",-0.281007694348872,0.0342233801689989,"p<0.05"
"cor230","UCS","CD96","CD4_Tcells_EPIC",0.547208785335732,1.05946659307051e-05,"p<0.05"
"cor329","UCS","CD96","CD8_Tcells_EPIC",0.462350072247529,0.000293666568126818,"p<0.05"
"cor429","UCS","CD96","Endothelial_EPIC",-0.186891018431188,0.163911578837829,"p≥0.05"
"cor529","UCS","CD96","Macrophages_EPIC",-0.250845434673896,0.05982261793997,"p≥0.05"
"cor629","UCS","CD96","NKcells_EPIC",0.140080725821714,0.298669398418832,"p≥0.05"
"cor729","UCS","CD96","otherCells_EPIC",-0.384950423126975,0.00310862970541616,"p<0.05"
"cor96","ACC","CD96","Bcells_EPIC",-0.115644744452512,0.358959342893085,"p≥0.05"
"cor133","ACC","CD96","CAFs_EPIC",-0.0342949370025138,0.78622990740153,"p≥0.05"
"cor231","ACC","CD96","CD4_Tcells_EPIC",0.296357614880571,0.0165267718002037,"p<0.05"
"cor330","ACC","CD96","CD8_Tcells_EPIC",-0.164540168205296,0.190272634979209,"p≥0.05"
"cor430","ACC","CD96","Endothelial_EPIC",0.120557889384586,0.338766956827351,"p≥0.05"
"cor530","ACC","CD96","Macrophages_EPIC",-0.0686817682500398,0.586697089263641,"p≥0.05"
"cor630","ACC","CD96","NKcells_EPIC",0.201231727566739,0.107968215685624,"p≥0.05"
"cor730","ACC","CD96","otherCells_EPIC",-0.0333596026076788,0.791927444676526,"p≥0.05"
"cor97","PCPG","CD96","Bcells_EPIC",0.319806304480614,0.000233392479851935,"p<0.05"
"cor134","PCPG","CD96","CAFs_EPIC",0.261212644850669,0.00289966905596223,"p<0.05"
"cor232","PCPG","CD96","CD4_Tcells_EPIC",-0.0361186453669229,0.685654437885999,"p≥0.05"
"cor331","PCPG","CD96","CD8_Tcells_EPIC",0.434527257879698,2.97805252534428e-07,"p<0.05"
"cor431","PCPG","CD96","Endothelial_EPIC",-0.0982190183932016,0.270031572708456,"p≥0.05"
"cor531","PCPG","CD96","Macrophages_EPIC",0.28576801055743,0.00107606335956159,"p<0.05"
"cor631","PCPG","CD96","NKcells_EPIC",0.394671120617348,4.02770437816241e-06,"p<0.05"
"cor731","PCPG","CD96","otherCells_EPIC",-0.517824446200682,3.86167251298114e-10,"p<0.05"
"cor98","UVM","CD96","Bcells_EPIC",0.215878445587084,0.0666056744917337,"p≥0.05"
"cor135","UVM","CD96","CAFs_EPIC",-0.182954680989234,0.121311041075365,"p≥0.05"
"cor233","UVM","CD96","CD4_Tcells_EPIC",0.248625370051109,0.0339201693855874,"p<0.05"
"cor332","UVM","CD96","CD8_Tcells_EPIC",0.263469460624405,0.0243106602527331,"p<0.05"
"cor432","UVM","CD96","Endothelial_EPIC",-0.0315908827187025,0.790762808319423,"p≥0.05"
"cor532","UVM","CD96","Macrophages_EPIC",0.127731399035418,0.281516084785616,"p≥0.05"
"cor632","UVM","CD96","NKcells_EPIC",-0.253426552207333,0.030513833852948,"p<0.05"
"cor732","UVM","CD96","otherCells_EPIC",-0.272783201314394,0.0195484775020506,"p<0.05"
