	mean_treat	mean_ctrl	FoldChange	log2FoldChange	pvalue	padj
ABCA3	3.31548092018252	3.27930957771508	1.01103017010448	0.0158260492791771	0.309090726451805	0.39944204866309
STGD1	1.69832769048618	1.50067591471871	1.13170850136855	0.178502405355382	0.0586234201889805	0.0986614467555899
HSA275973	3.19771140573006	3.21669957535711	0.994097002476541	-0.00854146023880765	0.570629699788722	0.652893024292077
ABCA6	3.02246386667424	2.51629840536178	1.20115478364327	0.264422072114402	1.25914647902213e-09	2.19854170360001e-08
ABCA7	3.16361144417729	3.25333255443046	0.972421783278507	-0.0403458832608691	0.0018279349623326	0.00492109081136872
ABCA8	3.19076793910543	2.36030786422727	1.35184396385937	0.434928638633735	2.06923117520573e-13	1.20663030132798e-11
ABCA9	2.76384240877832	2.5039915831261	1.10377464021976	0.142445644375272	0.000312845480911992	0.00104109197503233
ABCB10	3.29259032913187	3.20833739481092	1.02626062160956	0.0373971537099205	2.74253887305618e-07	2.25514041456148e-06
ABCB1	2.64941038888188	2.64367774265232	1.00216843609078	0.0031250050309909	0.926526242272653	0.946600770993821
ABCB4	2.91862249990145	2.84615426736752	1.02546180766264	0.036273761031063	0.366485425890189	0.458797471054598
ABCB5	2.11231715066779	3.02914492223176	0.697331162720177	-0.520084139869156	7.37261724517923e-08	7.35720746386991e-07
ABCB6	3.40267915936886	3.39017394787049	1.00368866367645	0.00531182603540108	0.427358773795735	0.518848326927149
ABCB7	3.27560143841415	3.24093502078563	1.01069642476822	0.0153497309212612	0.000988065777923335	0.00287865540715345
ABCB8	3.42783380330599	3.46216247706801	0.99008461503774	-0.0143762682013509	0.0318019892402705	0.0585245472913577
ABCB9	3.19194267329606	3.12991406194085	1.01981799184504	0.0283116956351426	0.0249465596030461	0.0476714868812181
ABCC10	3.33434064285217	3.39454199634333	0.98226525005258	-0.025815433624178	3.39485544243324e-06	1.98342644166329e-05
EWWD	1.99875449536596	2.31035052374566	0.865130409789711	-0.2090104738421	0.00498067962890409	0.0117812081390922
ABCC1	3.46151646400875	3.45694486378579	1.00132243943803	0.0019066164044371	0.754607568191734	0.810182320929959
ABCC2	2.31154524598162	3.0054189231277	0.769125804124511	-0.378708499116092	2.91745623332752e-10	6.25145811118905e-09
ABCC3	2.61071393657017	2.75968154141114	0.94602000172643	-0.0800574080600369	0.0253293500674783	0.0482891759774217
ABCC4	3.28873610608298	3.1095285443541	1.05763174679784	0.080837387802046	3.85262853991728e-08	4.18637687289162e-07
ABCC5	3.43784820236891	3.47130733492095	0.990361230129223	-0.0139732567034235	0.0112856072090859	0.0239640732370276
PXE	1.61885374469673	1.30512906746073	1.24037827756483	0.310780165726262	0.000558858991693988	0.00173824260486579
ABCC9	2.99644053822618	2.78484656902315	1.07598047646742	0.105651900609058	4.21805002108113e-06	2.40191458151612e-05
ABCD1	3.37912633395905	3.55145696071894	0.95147607625097	-0.0717607128052972	1.6138129096996e-16	2.37075323407601e-14
ABCD2	1.82708854305445	2.00083688864778	0.913162164002907	-0.131057010769571	0.0361450873787219	0.0651823235330635
ABCD3	3.45124335896384	3.44065927375007	1.00307617940972	0.0044311767209356	0.485451482312173	0.573704299471056
ABCD4	3.33873871723138	3.33198488642239	1.00202696922081	0.00292133871028253	0.544983721151572	0.629430217026608
ABCE1	3.58418106929737	3.54093543109387	1.01221305472665	0.0175129863234807	1.22253511588888e-05	6.12189167504107e-05
ABCF1	3.62704166851599	3.65360079723776	0.992730697688197	-0.0105256901275369	0.00356170526747081	0.00878949007856874
ABCF2	3.61020921150462	3.6019161496756	1.00230240280018	0.00331784705576222	0.336805181962421	0.428559138004653
ABCF3	3.46917800985676	3.51119746268457	0.988032728641903	-0.0173692629283012	3.16348029777559e-07	2.55054162239713e-06
ABCG1	3.11238523128343	3.16387976513083	0.983724244386615	-0.0236741360406826	0.125827441996822	0.188156176845203
ABCG2	2.70285443227904	2.66429037182287	1.01447442098054	0.0207324893530698	0.487483139373803	0.575383761074858
ABCG4	1.65476678277318	1.5368481522584	1.07672757412078	0.10665327571196	0.130309081109083	0.193739017242562
ABCG5	1.63936836421737	1.5607228262203	1.05039045798256	0.070925715589657	0.437405033539276	0.528274632601823
ABHD10	3.37578584852262	3.33304134441123	1.01282447461477	0.0183841726146108	0.000199588859851596	0.000700670634377914
ABHD11	3.212791051689	3.23390539669761	0.993470945368355	-0.009450319245257	0.27859690366475	0.366993523925918
C20orf22	3.54757164852903	3.59827023313777	0.985910289854876	-0.0204717163060958	1.99452853784537e-05	9.41094545244075e-05
ABHD13	3.32495424863785	3.26015290794859	1.01987677956186	0.0283948578305279	2.84761483413251e-06	1.71013598411464e-05
ABHD14A	3.22206526037193	3.22639444582984	0.998658197089475	-0.00193711230716338	0.81907403370528	0.862962077577358
ABHD14B	3.49795328653277	3.57651496467623	0.978034013860036	-0.0320434550944302	2.68328633997023e-07	2.21390126996643e-06
ABHD15	3.21084782936703	3.24978990315699	0.988017048809178	-0.0173921583200804	0.015494950209871	0.0315054364261923
ABHD1	2.08130638717617	1.59084852749203	1.30829953399608	0.387692882379076	2.06200969762578e-10	4.6671680237521e-09
LOC654057	3.73671894598673	3.66818068065036	1.01868453909534	0.0267073544044866	0.000518280989442886	0.0016269358859068
ABHD3	3.13922872916295	3.15435020605286	0.995206151536096	-0.00693269185133199	0.367164945739618	0.459271822581455
ABHD4	3.37379377523752	3.43256673144193	0.982877840169557	-0.0249159767277462	0.000167014328912096	0.000598685807534215
ABHD5	3.25507595275648	3.2685617892016	0.995874076332386	-0.00596476317226325	0.249190797343182	0.33437001596778
ABHD6	3.15565815857833	3.2809488941805	0.961812652484652	-0.0561721901368353	4.21877752876425e-08	4.53904810453945e-07
ABHD8	3.18034511943517	3.14921528903955	1.00988494832473	0.0141909425454586	0.0781548785604275	0.125570536822611
ABI1	3.43817441916085	3.48784015436565	0.985760317845233	-0.0206911889443312	6.41526565303595e-06	3.46702434115877e-05
ABI2	3.60274963624588	3.49774857596019	1.03001961347575	0.0426718092481023	1.90653253222687e-18	5.11017614515124e-16
FLJ21551	2.8457674234997	2.89638577532831	0.982523615376177	-0.0254360113057827	0.494527224819468	0.582123964927331
ABI3	2.93180503084818	3.09680959483219	0.946717885316756	-0.0789935172303548	7.58133066137928e-06	4.03158962215637e-05
LOC116063	3.61623337229076	3.6269937306904	0.997033256961934	-0.00428646704037532	0.366905935323127	0.459077517282357
ABL2	3.55862673506516	3.62052869870224	0.982902507122988	-0.024879770351547	1.08468618832531e-05	5.53686454568461e-05
ABLIM1	3.25546681248976	3.34401399806227	0.973520689320134	-0.038716455374371	0.00963803308568285	0.0209102342350274
ABLIM2	2.49764400565465	2.47262921624237	1.01011667630875	0.0145219450662065	0.670357353667532	0.738727614637375
ABLIM3	3.34341198674109	3.27966847153328	1.01943596304355	0.0277711537742222	0.035501945134346	0.0641664163921138
AOC1	1.68648866168129	1.7309332851071	0.97432331805725	-0.0375275012693566	0.621861680884255	0.697628700732078
ABR	3.70049931446739	3.72363132493647	0.993787781751063	-0.00899029028602578	0.0335666199886821	0.0612189113270962
ABT1	3.37431654072716	3.41528655206537	0.98800393152562	-0.0174113122057188	0.000634710425397463	0.00194291842901672
ABTB1	3.270266931289	3.32278932656096	0.984193281574574	-0.0229864266941798	0.0020028092874351	0.00532989379784592
ABTB2	3.35289629041483	3.34761309866043	1.00157819664301	0.00227506169488676	0.810258231479837	0.855999440637456
ACAA1	3.41583146758324	3.46487014904811	0.985846891988625	-0.0205644901913572	3.28811905704753e-05	0.000145274386794598
LOC147548	3.44866558307933	3.43709122781383	1.00336748561453	0.00485009306266515	0.483908547622766	0.572402817480692
ACACA	3.52997993311953	3.50039215858685	1.00845270278077	0.012143422013589	0.00304033464672627	0.00766126220232294
ACACB	3.20164530017498	3.22057706353575	0.994121623862034	-0.00850572860418499	0.416157075859275	0.508237234610552
ACAD10	3.31808095067131	3.33538190373516	0.994812901921522	-0.00750287661933784	0.168203547784518	0.239185945928133
ACAD11	3.26667758205793	3.1962942956556	1.02202027719975	0.0314238200772201	9.40503456470574e-06	4.8742598338828e-05
ACAD8	3.2563716744287	3.25672643745274	0.9998910676009	-0.000157164792298442	0.976910323674823	0.983411472959343
ACAD9	3.41634569740753	3.43333583459679	0.995051419957799	-0.00715701505886515	0.0462744933111334	0.0805860833018917
ACADM	3.42314817131989	3.40245695401844	1.00608125762679	0.00874683122788223	0.0681912269327495	0.112072457517055
LOC654185	3.24305575316676	3.2395497742113	1.0010822426571	0.00156050184584037	0.827376417684641	0.869251609777606
ACADS	3.21987889688392	3.2800632415223	0.981651468216676	-0.0267172030642351	0.0157406745068626	0.0319328143826645
ACADVL	3.69272364845055	3.67725517078325	1.00420652822524	0.00605600893494781	0.123042020851827	0.184605322063656
ACAN	2.92685456226988	2.55172589526315	1.14700978177284	0.197877694801854	8.84434239290392e-07	6.22117233327744e-06
ACAP1	2.53880667343762	2.93616408035951	0.864667846875492	-0.209782051956226	1.89493350675074e-09	3.13999936183708e-08
ACAP2	3.49871329810504	3.46218710973823	1.01055003303087	0.0151407523149705	0.00068070878417995	0.00206633594371176
ACAP3	3.44635917698485	3.39788478260371	1.01426605005247	0.020436132367099	0.0105652286396448	0.022645281026444
ACAT1	3.42252909069388	3.43377655185627	0.996724463286259	-0.00473335695442246	0.382252264274039	0.47449220779808
ACAT2	3.23830501951363	3.26545961705647	0.991684295404846	-0.0120471859135917	0.184337475299653	0.258756702281156
ACBD3	3.54919115040757	3.51108231520777	1.01085387119372	0.0155744566460544	0.000184635833464935	0.000654341513263113
ACBD4	3.00037316873221	3.06950820628829	0.977476835730736	-0.0328655810836089	0.00389761264028623	0.00949270299988729
ACBD5	3.31888479939928	3.3210974957199	0.999333745449067	-0.00096152248154534	0.869651451132326	0.901393139104455
ACBD6	3.34021324798991	3.3402305543528	0.999994818811874	-7.47489377921579e-06	0.998552584127669	0.999075728899969
ACBD7	2.26751076879501	2.25151427749095	1.00710477009361	0.0102137761272241	0.812538382516803	0.857783029149845
ASIC1	2.8325564482521	2.71601210191485	1.04291009832213	0.0606147989938744	0.035806407695701	0.0646249612256255
ASIC3	2.16558840538363	2.27202080196282	0.953155183928226	-0.0692169753403932	0.133492428063757	0.197530006388192
ACCS	3.05760477524959	3.11937710510612	0.98019722278675	-0.0288560357518731	0.00564369940385315	0.0131339587954407
ACD	3.28292762096596	3.30252789836425	0.994065068335079	-0.00858780578397413	0.072969336772766	0.118346658939949
ACER2	2.49263910634541	2.4482682051799	1.01812338250835	0.0259124067443783	0.285820708750165	0.374283773745181
ACER3	3.33366535469875	3.29507243853837	1.01171231190823	0.0167991070396409	0.0190109011815791	0.0376423727646663
LOC654142	3.1383385706185	3.145751586338	0.997643483435979	-0.00340374683056918	0.820065370910783	0.86364918568794
ACEE	2.5347477884667	2.55781165186213	0.990982970392432	-0.0130678293438982	0.683424457932083	0.750097619848158
ACIN1	3.65405672154317	3.65588005513496	0.999501260007358	-0.000719709202881147	0.776265846099361	0.828005562994909
ACLY	3.74390540185436	3.72576438717595	1.0048690718986	0.00700753958568704	0.0327697092374201	0.0600018717316999
SDHAF3	3.22999630650012	3.16203766682166	1.02149203989299	0.0306779617298246	4.43899807965175e-05	0.000188700647359264
IREB1	3.39432580535457	3.40431535263577	0.997065622233422	-0.00423963564483659	0.431071702512164	0.522112145947614
LOC115645	3.67889600980042	3.71123769788148	0.991285471124763	-0.0126275092533939	0.0015010063601298	0.00414840361252951
ACOT11	2.95421730512605	2.73145007753372	1.08155639725016	0.113108895916396	1.34706274446551e-05	6.67112629171609e-05
ACOT13	3.31026195139351	3.33441288929072	0.992757064377128	-0.0104873730025518	0.0311158927814452	0.0574487746120748
LOC145480	3.20386228370405	3.28708847559211	0.974680878684573	-0.0369981530509121	8.58960607307255e-05	0.000335203069181105
ACOT2	3.10901697790203	3.19121252733921	0.974243160324482	-0.0376461969001205	5.12551784023805e-05	0.000213140069578543
ACOT4	2.60376982644072	2.61451208186692	0.995891296314634	-0.00593981727920207	0.840616091946791	0.879472207954741
ACOT7	3.58989705261743	3.66097160281409	0.980585877764793	-0.028284110568894	4.01990229790579e-07	3.11915019336742e-06
ACOT8	3.29218819627281	3.29430786444509	0.999356566459633	-0.000928577148717154	0.848491138070696	0.885770249910768
ACOT9	3.33578660366279	3.37826647862248	0.987425540516564	-0.0182561329154581	5.93454473382172e-05	0.000241841127729943
ACOX1	3.46224179232297	3.46438072424045	0.999382593286436	-0.000891004688320734	0.812354818125411	0.857657170293693
ACOX2	2.74017299793674	2.26937292507043	1.20745822234206	0.271973273149977	5.87819019113977e-08	6.03541597716623e-07
ACOX3	3.20632085597321	3.26076619560873	0.983302899880143	-0.0242921973023808	0.00031873275382432	0.00105860848107129
ACP1	3.51105496551416	3.49177451093562	1.00552167802307	0.00794418501397451	0.00954327854562266	0.0207361648562313
LOC96117	3.47458984574458	3.50098432616148	0.992460840164389	-0.0109179163750496	0.0167053899599207	0.0336619556591491
ACP5	3.5715112819141	3.66741030353922	0.973851024650129	-0.0382270026997061	0.00322000635451318	0.00804501342342638
LOC116107	3.36764299717497	3.1840591300135	1.05765717898608	0.0808720789417824	9.79119544504375e-12	3.28768975844788e-10
PXYLP1	3.31056428630386	3.10326033058981	1.06680198682353	0.0932924168947893	9.91507063532424e-16	1.09769890700351e-13
ACPP	2.62086902836756	2.07170904986711	1.26507582159554	0.339223854612692	1.63804335754858e-07	1.44408692536799e-06
ACRBP	2.41360235379394	2.32926397987198	1.03620816474678	0.0513138563837881	0.0750027813032034	0.121181524191026
NAAR1	2.39965836932165	2.27660392229901	1.05405175920912	0.0759457122511118	0.0108240896794291	0.0231416795581189
ACRV1	1.55150090813624	1.37475639334191	1.12856424283627	0.174488545409053	0.0357461334003218	0.0645314222013608
ACSBG1	2.74411383370628	2.5400942435217	1.0803196931393	0.111458304478398	0.00753480355510962	0.0168867139086057
ACSF2	3.09326282012814	3.19003022504183	0.969665677724913	-0.0444406756566991	0.00260423585978845	0.00669485368767422
ACSF3	3.25521237384066	3.29246330249358	0.988686000349735	-0.0164156908558236	0.00729633505675714	0.0164463568895154
FACL1	3.45163842246122	3.52720877089213	0.978575028205148	-0.0312456271013512	6.48703931476453e-05	0.000261922518670178
PRO2194	3.73186979698298	3.69391125635167	1.01027597524603	0.0147494451881683	0.0137014996590135	0.0283224884035189
MRX63	3.50023971460199	3.46691650350619	1.00961177203492	0.0138006373005565	0.0553016005729581	0.0939211414114675
ACSL5	2.96751549758332	3.07957955931814	0.963610596973949	-0.0534778356844734	0.00639635762618266	0.0146424261032093
ACSL6	1.56964075666113	1.58931143485866	0.987623144359191	-0.0179674493129192	0.854800441548055	0.890189622326316
ACSM3	2.20866422589767	2.00425697480543	1.10198654846247	0.140106613577916	0.0189218436857163	0.0374950192384987
ACSM5	1.6185168993211	2.00245850011496	0.808264889998061	-0.307099914709228	0.000158064304260366	0.000570495261159903
LOC89850	3.53011584752409	3.47955934054379	1.01452957171651	0.0208109176790821	0.00958738908500259	0.0208180969927046
ACSS2	3.5028357947764	3.45385679264894	1.01418095916186	0.0203150937543878	0.00976776757446785	0.0211526510280255
ACSS3	2.63880775128393	2.23714435353612	1.17954290571948	0.238227897375943	0.000523735748329461	0.00164136097702103
LOC115745	1.72597832696595	1.61884231545355	1.06618063445073	0.0924518830776797	0.151412397394614	0.219253178966572
ACTA2	3.56076070989486	3.5609258615536	0.999953621146532	-6.69120935648907e-05	0.993223888912252	0.995635101030207
LOC115571	4.12169162656307	4.15542050532632	0.991883161109683	-0.0117579065485865	1.52578891847979e-08	1.91230542219312e-07
DFNA26	4.08915495120603	4.13138520565852	0.989778185196905	-0.0148228494646902	5.97574379758883e-07	4.42761463334443e-06
LOC115664	2.88050027386792	2.92325284227228	0.985375001509918	-0.0212552232526352	0.399532673035701	0.491735525756813
ACTL6A	3.48655287629331	3.45317331246198	1.00966634478231	0.0138786174771274	0.00293584388664356	0.00744091288987066
ACTN1	3.70558136942446	3.76966628379692	0.982999844137949	-0.0247369070716848	0.000195164575727505	0.000686998114577325
ACTN2	2.2629184632367	1.9176324934047	1.18005846846022	0.238858342695477	0.0064580004473451	0.0147724705546547
FSGS1	3.89938311479137	3.88088898154695	1.00476543733468	0.00685874330370063	0.0511141095110737	0.0876947069186057
ACTR10	3.43242760330931	3.44218183051317	0.997166266140449	-0.00409401720744971	0.265633719893417	0.352379263048679
ACTR1A	3.57588250225629	3.64385890944282	0.98134493983552	-0.0271677662717546	4.21053211295329e-14	2.94644103742459e-12
LOC130640	3.48210043466452	3.46383335398596	1.0052736603675	0.00758829216230758	0.0696534763696024	0.113997408888568
ACTR2	3.77071207172222	3.74692034523427	1.00634967501196	0.00913168362355671	0.000480860009042113	0.0015241865597812
ACTR3B	3.15120121247905	3.05183214808402	1.03256046190398	0.0462262615819096	1.65051881128238e-05	7.97489765932072e-05
LOC155033	1.91722283430082	1.85666704974578	1.0326153170884	0.0463029032928488	0.516157436013145	0.602663607750006
ACTR3	3.68810970411345	3.69250273448027	0.998810283787796	-0.00171741950301811	0.598155077936471	0.676879382802236
ACTR5	3.13826020282846	3.17205172732711	0.98934710799085	-0.0154513220120228	0.0073400140817514	0.0165301791186612
ACTR6	3.2967623828273	3.23371421890254	1.01949713538575	0.0278577216315223	4.47992077338872e-08	4.77295882676659e-07
ACTR8	3.35123842968297	3.34481617973552	1.00192006065576	0.00276740604192279	0.420421474670018	0.512257699179244
ACVR1B	3.37083496458755	3.37056451106422	1.00008023982999	0.000115756960707749	0.982539488977696	0.987841426204346
ACVR1C	2.47804774615292	2.51349670709487	0.985896555646208	-0.0204918138879472	0.665532918022905	0.73485275770952
FOP	3.48322143484399	3.42184448911734	1.01793680160564	0.0256479947727472	1.91631491086745e-05	9.0895557926833e-05
ACVR2A	3.22364989987917	3.12006601248392	1.03319926148383	0.0471185173509707	3.15648372717754e-09	4.8564711363362e-08
ACVR2B	3.30298965820518	3.2663114353734	1.01122924851395	0.0161100973418394	0.0858673343137711	0.136115494256671
ACVRL1	3.23057766746668	3.23225423883317	0.999481299661906	-0.000748520551193432	0.945990952101276	0.961728091975199
ACY1	3.42348698564745	3.45251041522376	0.991593528741193	-0.0121792386336157	0.0722417548400578	0.117390930700532
ACYP1	2.96855011073862	2.98039682407636	0.996025122144127	-0.00574596390357446	0.5762817711477	0.658078548441181
LOC115706	2.87541547868127	2.84778228625111	1.00970340765289	0.0139315750095714	0.213040551698595	0.292543011760843
ADAL	3.19718685930998	3.11185185961625	1.02742257779078	0.0390296826216267	1.93479528528027e-08	2.32754349358362e-07
ADAM10	3.58540082474682	3.55809283162884	1.00767489619024	0.0110302605577573	0.0178051696566501	0.0356056782741231
ADAM11	2.54582118772659	2.5887316024149	0.983424154652308	-0.0241143041287393	0.490047261758172	0.577868307551168
CAR10	3.45878828072051	3.29984815072062	1.04816589210785	0.0678670687655578	1.08399606858732e-06	7.39673601423721e-06
ADAM15	3.63347741306695	3.65828310680294	0.993219307251029	-0.00981578846264282	0.0394917729605051	0.0703047433337912
LOC129645	3.44393921743493	3.33367250946078	1.03307664674956	0.0469472956195758	4.241509756246e-15	4.03126949351526e-13
ADAM19	3.35641793893197	3.26178783313094	1.02901172934666	0.0412594271043968	0.0192488368105947	0.0380696409109495
ADAM21	1.82209474246207	1.38447494263339	1.31609080551237	0.396259033254658	5.46947499886818e-05	0.0002250542392478
MDC2	2.63450621575075	2.26173228342223	1.16481788541501	0.220104412951309	8.26040621676921e-05	0.000324261269732271
ADAM23	3.03906124149043	2.89352256668825	1.05029809564221	0.0707988517666094	0.0971151584703784	0.150885013962804
EMDCII	2.4087474149582	2.50386001111124	0.96201361268962	-0.0558707863173472	0.301057423035951	0.390819552140646
DJ964F7.1	2.23327579283509	2.16780730770993	1.03020032495154	0.0429249002368371	0.449046310053228	0.539561897364784
ADAM6	3.40431420910906	3.78761028312074	0.89880266306177	-0.153923695803101	4.42536978938384e-08	4.72947568241021e-07
ADAM8	2.96636413029963	3.08666757022651	0.961024814888617	-0.0573544111780981	0.0159686777379194	0.0323395358536497
ADAM9	3.53657783482871	3.4752380370074	1.01765053132134	0.0252422143716202	0.000865998826030593	0.00256012578639617
ADAMDEC1	2.19712401077846	2.64541051167549	0.830541801010269	-0.267875314306458	0.000243740441222058	0.000834760470968528
WMS	2.65281611642762	2.58927435915896	1.02454037249622	0.0349768355472801	0.330766409671108	0.42217620776568
ADAMTS12	2.76974734235891	2.57863345509247	1.07411440617472	0.10314766597744	0.00338946238754171	0.00841609074546761
DKFZp434C2322	2.80052722325443	2.70673728999281	1.03465054906081	0.0491435829271275	0.026922466008897	0.0508180671712292
ADAMTS14	2.70899632082254	2.70411168248421	1.00180637448149	0.00260369658824057	0.938933661751498	0.957228645685266
ADAMTS15	2.26644955652878	2.06441840323625	1.09786347233479	0.134698655406628	0.0265649510029095	0.0502923570535874
ADAMTS16	2.25206845056117	2.30999359660096	0.974924109692328	-0.0366381743140992	0.613770245963403	0.690259979229214
ADAMTS17	2.70805593672723	2.72305059261549	0.994493434705574	-0.0079662479600415	0.782617738388076	0.833693613658696
ADAMTS1	3.5318830993628	3.39180543149486	1.04129885121571	0.0583841793876409	3.78178591913069e-08	4.12406318861375e-07
ADAMTS2	2.98951616699854	3.07201630383166	0.973144629235784	-0.0392738598961919	0.143307121391766	0.209416183703816
KIAA0366	2.82199095569018	2.41534214965803	1.16836074594638	0.224485793081317	9.85789152359401e-06	5.08641900362949e-05
ADAMTS4	3.52813774951958	3.30498763743138	1.06751919721601	0.094262014088673	2.33647341656772e-11	7.03225667539464e-10
ADAMTS5	3.06380974297602	2.77389754670286	1.1045143850456	0.143412208280162	6.47019392203634e-13	3.13194457928046e-11
LOC345667	2.6058064524997	2.26664660747289	1.14963066757237	0.201170452785097	1.22360912482605e-06	8.18848016166992e-06
DKFZP434H204	3.23222455137446	3.02416469603414	1.06879911521127	0.0959907186124419	1.39402750643703e-07	1.26397342690474e-06
ADAMTS8	1.81759440751137	1.64135514719827	1.10737423927657	0.14714286611747	0.101018204793049	0.155910307387434
ADAMTS9	3.41248503711806	3.05823453516337	1.11583496879704	0.158123669367924	9.07482521521255e-16	1.02700133065198e-13
ADAMTSL1	2.86437597886834	2.67177202106219	1.07208847023167	0.10042396390951	0.00121781735658426	0.00344743627457741
ADAMTSL2	2.70093112472163	2.73648051524893	0.987009083262534	-0.018864733288249	0.645041329230844	0.71776703772679
ADAMTSL3	2.36407127787229	2.37481406310263	0.995476367856643	-0.00654102744054036	0.904820101790776	0.929646369546703
LOC105371437	3.09546885232037	3.07914244679073	1.00530225730435	0.00762933180533984	0.61102739111037	0.688045668854051
ADAMTSL5	2.39731248371445	2.67202928113729	0.897187953978589	-0.156517844561281	0.000808273646408919	0.00240764374533739
ADAP1	2.9124954228832	3.00218007101825	0.970126825835391	-0.0437547300172413	0.0921477750772343	0.144348785771556
ADAP2	3.04073504318052	3.12927036462366	0.971707359503344	-0.0414061993285981	0.00579808521799989	0.0134420555327166
ADARB1	3.41632868022297	3.42508471234364	0.997443557501186	-0.00369288925866205	0.64542832864508	0.717874505139033
IFI4	3.80809632650335	3.82633015353999	0.995234643560547	-0.00689138913840039	0.0136145094873216	0.0281807988006096
ADAT1	3.23290300149185	3.17666369193538	1.01770389157003	0.0253178597386531	0.000734651883639309	0.00221075664334082
ADAT2	3.0330843725359	2.97110076533385	1.02086216930953	0.0297880953277285	0.00563712746620576	0.0131246622110167
ADAT3	2.71983207442997	2.75686333577336	0.986567610783289	-0.0195101707511455	0.310820803394245	0.401175993432228
ADA	3.13340286337912	3.1765492704394	0.986417208301539	-0.0197301267415616	0.0369672586569902	0.0664141319098656
ADCK1	3.10409667789181	3.18661565694691	0.974104508375458	-0.0378515324085793	1.89319251451947e-05	8.99384180249639e-05
