	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	GO_INTERMEDIATE_FILAMENT_CYTOSKELETON	65	0.620508969578147	1.92738173838685	0.0169491525423729	0.187642745522298	0.171241904496787	1117	tags=18%, list=7%, signal=17%	TRIM29/EVPL/KRT5/PKP1/KRT80/HOXA13/FLG/KRT10/JUP/SLC1A4/SYNC/NFATC4
GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	GO_MULTICELLULAR_ORGANISMAL_WATER_HOMEOSTASIS	25	0.718708806150858	1.86741583041435	0.00645161290322581	0.103824409710675	0.0947496776527284	340	tags=28%, list=2%, signal=27%	SFN/ADCY2/SCNN1A/ALOX12/CLDN4/FLG/HRNR
GO_MAMMARY_GLAND_MORPHOGENESIS	GO_MAMMARY_GLAND_MORPHOGENESIS	GO_MAMMARY_GLAND_MORPHOGENESIS	28	0.673538519199917	1.84594097064747	0.0065359477124183	0.104463628454795	0.0953330257316986	588	tags=25%, list=4%, signal=24%	ELF3/FGFR2/MSX2/WNT4/NTN1/SOSTDC1/NRG3
GO_INTERMEDIATE_FILAMENT	GO_INTERMEDIATE_FILAMENT	GO_INTERMEDIATE_FILAMENT	35	0.657772651468352	1.84585402691297	0.00775193798449612	0.114880777156314	0.104839667611773	1076	tags=23%, list=7%, signal=21%	KRT5/PKP1/KRT80/FLG/KRT10/JUP/SLC1A4/SYNC
GO_RESPIRATORY_CHAIN	GO_RESPIRATORY_CHAIN	GO_RESPIRATORY_CHAIN	59	0.594968916841515	1.84102907759095	0.0128205128205128	0.161393713813069	0.147287159171709	4541	tags=73%, list=30%, signal=51%	NDUFS7/NDUFA8/NDUFA3/NDUFB7/NDUFS8/UQCRC1/NDUFA7/CYC1/NDUFB10/NDUFS6/NDUFV1/NDUFA11/COX8A/NDUFC2/COX5A/SDHA/NDUFB9/UQCRQ/COX4I1/UQCR11/NDUFB1/HIGD2A/UQCR10/FOXRED1/UQCRFS1/SURF1/NDUFB11/OXA1L/NDUFS2/COX4I2/NDUFC1/UQCRHL/NDUFA2/NDUFS5/NDUFB8/NDUFA1/NDUFS3/UQCRH/COX7A2/NDUFA6/NDUFA12/UQCRB/NDUFV2
GO_WATER_HOMEOSTASIS	GO_WATER_HOMEOSTASIS	GO_WATER_HOMEOSTASIS	29	0.676906570085254	1.82814616910027	0.00714285714285714	0.109672131147541	0.100086281276963	340	tags=24%, list=2%, signal=24%	SFN/ADCY2/SCNN1A/ALOX12/CLDN4/FLG/HRNR
GO_PIGMENT_GRANULE_ORGANIZATION	GO_PIGMENT_GRANULE_ORGANIZATION	GO_PIGMENT_GRANULE_ORGANIZATION	16	0.777396900260903	1.82747304255501	0.0053475935828877	0.0978233622994652	0.089273149451168	1158	tags=25%, list=8%, signal=23%	TYRP1/GPR143/TRAPPC6A/RAB32
GO_OXIDATIVE_PHOSPHORYLATION	GO_OXIDATIVE_PHOSPHORYLATION	GO_OXIDATIVE_PHOSPHORYLATION	66	0.572658298219967	1.81808757973243	0.0153846153846154	0.177017577017577	0.161545424703319	4950	tags=76%, list=32%, signal=51%	NDUFS7/NDUFA8/ATP5D/FXN/NDUFA3/NDUFB7/NDUFS8/UQCRC1/NDUFA7/CYC1/NDUFB10/NDUFS6/COX6B1/COX5B/NDUFV1/NDUFA11/COX8A/NDUFC2/COX5A/NDUFB9/UQCRQ/COX6C/COX4I1/UQCR11/NDUFB1/COQ9/UQCR10/UQCRFS1/SURF1/NDUFB11/NDUFS2/COX4I2/NDUFC1/UQCRHL/NDUFA2/NDUFS5/NDUFB8/NDUFA1/NDUFS3/UQCRH/NDUFA6/COX10/AK2/NDUFA12/UQCRB/NDUFV2/CHCHD10/SDHAF2/COX7C/TAZ
GO_HINDLIMB_MORPHOGENESIS	GO_HINDLIMB_MORPHOGENESIS	GO_HINDLIMB_MORPHOGENESIS	14	0.796750790933944	1.81359890834867	0.01	0.13733137829912	0.125327982713382	2148	tags=64%, list=14%, signal=55%	PITX2/MSX2/WNT3/AFF3/BMP4/HOXD10/OSR2/MSX1/HOXD9
GO_REGULATION_OF_PROTEIN_PHOSPHATASE_TYPE_2A_ACTIVITY	GO_REGULATION_OF_PROTEIN_PHOSPHATASE_TYPE_2A_ACTIVITY	GO_REGULATION_OF_PROTEIN_PHOSPHATASE_TYPE_2A_ACTIVITY	18	0.745766350034718	1.81011977291537	0.00584795321637427	0.100497012772971	0.0917131105472788	26	tags=6%, list=0%, signal=6%	PPP2R2C
GO_PIGMENT_GRANULE	GO_PIGMENT_GRANULE	GO_PIGMENT_GRANULE	74	0.561030453963924	1.80499114643529	0.0204081632653061	0.211441213653603	0.19296027679819	1677	tags=23%, list=11%, signal=21%	TYRP1/GPR143/SLC45A2/MLANA/DCT/TYR/SLC24A5/RAB17/SLC1A4/SYNGR1/RAB32/SLC2A1/SLC3A2/HPS4/MREG/ATP6V0A1/GPNMB
GO_PIGMENT_CELL_DIFFERENTIATION	GO_PIGMENT_CELL_DIFFERENTIATION	GO_PIGMENT_CELL_DIFFERENTIATION	18	0.741777415859749	1.8004378549492	0.00584795321637427	0.100497012772971	0.0917131105472788	2429	tags=56%, list=16%, signal=47%	TYRP1/KIT/RAB32/HPS4/MREG/BLOC1S3/CITED1/RAB27A/EDNRB/BCL2
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	12	0.802939410728847	1.79468486780324	0.0135746606334842	0.166413967923053	0.151868619928205	1555	tags=50%, list=10%, signal=45%	PITX2/MSX2/WNT3/AFF3/BMP4/OSR2
GO_NADH_DEHYDROGENASE_COMPLEX	GO_NADH_DEHYDROGENASE_COMPLEX	GO_NADH_DEHYDROGENASE_COMPLEX	33	0.644981856834775	1.78406795594891	0.00735294117647059	0.112162291626748	0.102358790250199	4541	tags=76%, list=30%, signal=53%	NDUFS7/NDUFA8/NDUFA3/NDUFB7/NDUFS8/NDUFA7/NDUFB10/NDUFS6/NDUFV1/NDUFA11/NDUFC2/NDUFB9/NDUFB1/FOXRED1/NDUFB11/NDUFS2/NDUFC1/NDUFA2/NDUFS5/NDUFB8/NDUFA1/NDUFS3/NDUFA6/NDUFA12/NDUFV2
GO_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	GO_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	GO_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	16	0.756497324640228	1.77834316946856	0.0053475935828877	0.0978233622994652	0.089273149451168	446	tags=12%, list=3%, signal=12%	PPP2R2C/NKD1
GO_PIGMENTATION	GO_PIGMENTATION	GO_PIGMENTATION	57	0.581119812443435	1.77650043081939	0.0125	0.159069293478261	0.14516590389016	1681	tags=25%, list=11%, signal=22%	TYRP1/GPR143/SLC45A2/KIT/DCT/TYR/MC1R/SNAI2/RAB17/TRAPPC6A/RAB32/HPS4/MREG/BLOC1S3
GO_MELANIN_METABOLIC_PROCESS	GO_MELANIN_METABOLIC_PROCESS	GO_MELANIN_METABOLIC_PROCESS	10	0.802526630462667	1.73696972611151	0.0127659574468085	0.161393713813069	0.147287159171709	667	tags=50%, list=4%, signal=48%	TYRP1/SLC45A2/DCT/TYR/MC1R
GO_M_BAND	GO_M_BAND	GO_M_BAND	12	0.772306228854258	1.72621530804768	0.0135746606334842	0.166413967923053	0.151868619928205	1298	tags=33%, list=8%, signal=31%	TRIM63/MYOM3/MYOM2/OBSCN
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	49	0.577090068177932	1.71741625014078	0.0104166666666667	0.140098657749353	0.127853389182008	4606	tags=69%, list=30%, signal=49%	NDUFS7/SAMM50/NDUFA8/NDUFA3/NDUFB7/NDUFS8/SDHAF1/NDUFA7/NDUFB10/NDUFS6/NDUFV1/NDUFA11/NDUFC2/CHCHD5/NDUFB9/NDUFB1/UQCR10/FOXRED1/NDUFB11/OXA1L/NDUFS2/NDUFAF4/NDUFC1/NDUFA2/NDUFS5/NDUFB8/NDUFA1/NDUFS3/NDUFA6/NDUFA12/UQCRB/NDUFV2/ECSIT/COX19
GO_MELANOCYTE_DIFFERENTIATION	GO_MELANOCYTE_DIFFERENTIATION	GO_MELANOCYTE_DIFFERENTIATION	11	0.782140081080509	1.70972222975533	0.0222222222222222	0.220014094432699	0.200783848274668	2429	tags=73%, list=16%, signal=61%	TYRP1/KIT/HPS4/MREG/CITED1/RAB27A/EDNRB/BCL2
GO_SYNCYTIUM_FORMATION	GO_SYNCYTIUM_FORMATION	GO_SYNCYTIUM_FORMATION	12	0.763723305984064	1.70703124310973	0.0226244343891403	0.223053107882829	0.203557237938858	1881	tags=42%, list=12%, signal=37%	PITX2/KCNH1/CACNA1H/DYRK1B/CDON
GO_PROXIMAL_DISTAL_PATTERN_FORMATION	GO_PROXIMAL_DISTAL_PATTERN_FORMATION	GO_PROXIMAL_DISTAL_PATTERN_FORMATION	21	0.66787961971127	1.69899746960334	0.0174418604651163	0.189954029204976	0.173351171330164	1476	tags=43%, list=10%, signal=39%	IRX1/IRX2/IRX3/HOXA11/GLI1/HOXA9/LRP4/HOXD10/DLL1
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS	GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_BIOGENESIS	40	0.581956058643606	1.68774097188805	0.0176991150442478	0.190979160719383	0.174286701624172	4573	tags=70%, list=30%, signal=49%	NDUFS7/NDUFA8/NDUFA3/NDUFB7/NDUFS8/NDUFA7/NDUFB10/NDUFS6/NDUFV1/NDUFA11/NDUFC2/NDUFB9/NDUFB1/FOXRED1/NDUFB11/OXA1L/NDUFS2/NDUFAF4/NDUFC1/NDUFA2/NDUFS5/NDUFB8/NDUFA1/NDUFS3/NDUFA6/NDUFA12/NDUFV2/ECSIT
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	38	0.584247738822179	1.68379303430273	0.016260162601626	0.183044090056285	0.167045192719134	4541	tags=68%, list=30%, signal=48%	NQO1/NDUFS7/DCXR/NDUFA8/NQO2/NDUFA3/NDUFB7/NDUFS8/NDUFA7/NDUFB10/NDUFS6/AKR1C1/NDUFV1/NDUFC2/NDUFB9/NDUFB1/NDUFS2/NDUFC1/NDUFA2/NDUFS5/NDUFB8/NDUFA1/NDUFS3/NDUFA6/NDUFA12/NDUFV2
GO_REGULATION_OF_COLLATERAL_SPROUTING	GO_REGULATION_OF_COLLATERAL_SPROUTING	GO_REGULATION_OF_COLLATERAL_SPROUTING	12	0.747719888390679	1.67126130704206	0.0271493212669683	0.249294649986691	0.227505148284606	430	tags=33%, list=3%, signal=32%	FSTL4/LPAR3/WNT3/CRABP2
GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	39	0.574725321098271	1.66471729132224	0.0166666666666667	0.186276849642005	0.169995394213457	1368	tags=21%, list=9%, signal=19%	B3GNT4/B3GNT3/HAS3/GYG2/IMPA2/EPM2A/SLC2A1/GYS1
GO_ORGANELLE_MEMBRANE_CONTACT_SITE	GO_ORGANELLE_MEMBRANE_CONTACT_SITE	GO_ORGANELLE_MEMBRANE_CONTACT_SITE	10	0.766134357468884	1.65820314808763	0.0340425531914894	0.293795155121122	0.268116104114941	83	tags=10%, list=1%, signal=10%	ESYT3
GO_NEUROBLAST_PROLIFERATION	GO_NEUROBLAST_PROLIFERATION	GO_NEUROBLAST_PROLIFERATION	18	0.6818271274906	1.65492686164155	0.0350877192982456	0.301875151082615	0.275489871179162	412	tags=22%, list=3%, signal=22%	FGFR2/DCT/FZD9/ARTN
GO_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	12	0.738659782775772	1.6510106701565	0.0316742081447964	0.278293277189646	0.253969161781126	720	tags=25%, list=5%, signal=24%	OVOL1/WNT11/SNAI2
GO_SOMATIC_STEM_CELL_DIVISION	GO_SOMATIC_STEM_CELL_DIVISION	GO_SOMATIC_STEM_CELL_DIVISION	17	0.688326667719515	1.64750384105983	0.0388888888888889	0.321760895170789	0.293637509557167	1253	tags=35%, list=8%, signal=32%	FGFR2/KIT/DCT/CDKN2A/VANGL2/TEAD3
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	60	0.524417045060945	1.63746915083908	0.0135135135135135	0.166413967923053	0.151868619928205	673	tags=18%, list=4%, signal=18%	DLX3/TYRP1/FGFR2/PTK6/WNT11/KIT/WNT4/GATA4/KLF5/MCOLN3/STRC
GO_STEM_CELL_DIVISION	GO_STEM_CELL_DIVISION	GO_STEM_CELL_DIVISION	23	0.633461639822508	1.63379931894907	0.0239520958083832	0.22938172734286	0.209332706882006	1253	tags=26%, list=8%, signal=24%	FGFR2/KIT/DCT/CDKN2A/VANGL2/TEAD3
GO_PIGMENT_METABOLIC_PROCESS	GO_PIGMENT_METABOLIC_PROCESS	GO_PIGMENT_METABOLIC_PROCESS	44	0.542088831825472	1.62326855505003	0.018018018018018	0.192837730255031	0.175982823614063	667	tags=16%, list=4%, signal=15%	TYRP1/GPR143/SLC45A2/DCT/TYR/PPARGC1A/MC1R
GO_METANEPHRIC_NEPHRON_DEVELOPMENT	GO_METANEPHRIC_NEPHRON_DEVELOPMENT	GO_METANEPHRIC_NEPHRON_DEVELOPMENT	19	0.651456365987285	1.62130206340052	0.0391061452513966	0.322987792261535	0.294757170185966	1328	tags=37%, list=9%, signal=34%	IRX1/IRX2/WNT4/SIX2/FOXD1/SOX9/BMP4
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS	28	0.588980021671826	1.61419476674972	0.0065359477124183	0.104463628454795	0.0953330257316986	192	tags=14%, list=1%, signal=14%	ALDH3B2/ALDH3A1/GAPDHS/OGDHL
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_ALDEHYDE_OR_OXO_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	23	0.625779428201035	1.61398566122119	0.029940119760479	0.267994167819501	0.244570242050681	157	tags=13%, list=1%, signal=13%	ALDH3B2/ALDH3A1/GAPDHS
GO_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	GO_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	GO_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	24	0.606369058548697	1.60172504057835	0.0304878048780488	0.271434201984605	0.247709601370578	149	tags=12%, list=1%, signal=12%	CRB3/MARVELD3/WNT11
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	17	0.668657121383688	1.60042495444987	0.0444444444444444	0.347468002225932	0.317097696941296	1063	tags=35%, list=7%, signal=33%	RDH12/ALDH3A1/AKR7A3/AKR7L/RDH13/KCNAB2
GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	12	0.714092528240734	1.5960993289415	0.0588235294117647	0.411676572324039	0.375694141999753	41	tags=8%, list=0%, signal=8%	TYRP1
GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS	GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS	GO_MAMMARY_GLAND_DUCT_MORPHOGENESIS	18	0.657093463901333	1.59489345638334	0.0409356725146199	0.332815545808967	0.303725932765637	478	tags=28%, list=3%, signal=27%	FGFR2/MSX2/WNT4/NTN1/SOSTDC1
GO_APICAL_JUNCTION_ASSEMBLY	GO_APICAL_JUNCTION_ASSEMBLY	GO_APICAL_JUNCTION_ASSEMBLY	31	0.588409458598022	1.58906042739349	0.0144927536231884	0.171771265084547	0.156757664619679	149	tags=10%, list=1%, signal=10%	CRB3/MARVELD3/WNT11
GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION	GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION	GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION	35	0.565494519265847	1.58690139101093	0.00775193798449612	0.114880777156314	0.104839667611773	899	tags=23%, list=6%, signal=22%	DLX3/TYRP1/WNT11/KIT/WNT4/MCOLN3/STRC/JAG2
GO_PIGMENT_BIOSYNTHETIC_PROCESS	GO_PIGMENT_BIOSYNTHETIC_PROCESS	GO_PIGMENT_BIOSYNTHETIC_PROCESS	37	0.550557582327251	1.57504938253594	0.0158730158730159	0.181051280465174	0.165226563873497	667	tags=16%, list=4%, signal=16%	TYRP1/GPR143/SLC45A2/DCT/TYR/MC1R
GO_CELL_PROJECTION_CYTOPLASM	GO_CELL_PROJECTION_CYTOPLASM	GO_CELL_PROJECTION_CYTOPLASM	36	0.551590809068765	1.56780944606496	0.00763358778625954	0.114211155281321	0.104228573775731	399	tags=8%, list=3%, signal=8%	KIF1A/HAP1/AP3B2
GO_ALCOHOL_DEHYDROGENASE_NADP_ACTIVITY	GO_ALCOHOL_DEHYDROGENASE_NADP_ACTIVITY	GO_ALCOHOL_DEHYDROGENASE_NADP_ACTIVITY	11	0.714690046936637	1.56227955859824	0.0755555555555556	0.461889835131811	0.421518534145937	1017	tags=27%, list=7%, signal=25%	RDH12/ALDH3A1/RDH13
GO_LIPASE_INHIBITOR_ACTIVITY	GO_LIPASE_INHIBITOR_ACTIVITY	GO_LIPASE_INHIBITOR_ACTIVITY	10	0.721688425660265	1.56200542072264	0.0638297872340425	0.425568572758582	0.388371917551691	51	tags=10%, list=0%, signal=10%	SNCB
GO_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	GO_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	GO_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	11	0.714030736260423	1.56083833579595	0.0755555555555556	0.461889835131811	0.421518534145937	1280	tags=36%, list=8%, signal=33%	LHB/CACNA1H/FDXR/STARD5
GO_KETONE_BIOSYNTHETIC_PROCESS	GO_KETONE_BIOSYNTHETIC_PROCESS	GO_KETONE_BIOSYNTHETIC_PROCESS	16	0.663490796448912	1.55970720244293	0.0588235294117647	0.411676572324039	0.375694141999753	786	tags=19%, list=5%, signal=18%	LHB/HSD17B1/CACNA1H
GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	11	0.707423609400053	1.5463954604834	0.0888888888888889	0.506407137064071	0.462144818656536	667	tags=45%, list=4%, signal=44%	TYRP1/SLC45A2/DCT/TYR/MC1R
GO_ALPHA_TUBULIN_BINDING	GO_ALPHA_TUBULIN_BINDING	GO_ALPHA_TUBULIN_BINDING	14	0.677776805034787	1.54278513143899	0.065	0.428449146116236	0.391000715517925	474	tags=14%, list=3%, signal=14%	SNCB/PPARGC1A
GO_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	GO_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	GO_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	17	0.644152493182142	1.54177334180852	0.0555555555555556	0.400873138161274	0.365834977788591	5178	tags=76%, list=34%, signal=51%	ATP5D/ATP5G1/PPIF/ATP5I/ATP5G3/ATP5G2/ATP5H/ATP5B/ATP5O/USMG5/ATP5J2/ATP5J/ATP5L
GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	44	0.511486126228171	1.53162968190028	0.027027027027027	0.248659268305634	0.226925301891696	1402	tags=27%, list=9%, signal=25%	DLX3/PITX2/MSX2/BMP7/SLC24A4/SOSTDC1/PERP/JAG2/WDR72/LRP4/BMP4/ITGB4
GO_ODONTOGENESIS	GO_ODONTOGENESIS	GO_ODONTOGENESIS	62	0.482442248727257	1.52057704708611	0.0298507462686567	0.267994167819501	0.244570242050681	968	tags=23%, list=6%, signal=21%	DLX3/FGFR2/PITX2/PAX9/MSX2/BMP7/SLC24A4/SOSTDC1/AXIN2/PERP/JAG2/TUFT1/WDR72/SDC1
GO_NEURONAL_STEM_CELL_DIVISION	GO_NEURONAL_STEM_CELL_DIVISION	GO_NEURONAL_STEM_CELL_DIVISION	10	0.699064615957237	1.51303898016874	0.11063829787234	0.573024563736542	0.522939575119494	273	tags=20%, list=2%, signal=20%	FGFR2/DCT
GO_PENTOSE_METABOLIC_PROCESS	GO_PENTOSE_METABOLIC_PROCESS	GO_PENTOSE_METABOLIC_PROCESS	10	0.689987174891542	1.49339198065101	0.119148936170213	0.588689578277694	0.53723539517121	1618	tags=30%, list=11%, signal=27%	DHDH/DCXR/RBKS
GO_PHOTORECEPTOR_CELL_MAINTENANCE	GO_PHOTORECEPTOR_CELL_MAINTENANCE	GO_PHOTORECEPTOR_CELL_MAINTENANCE	17	0.622369898608638	1.48963689277773	0.0944444444444444	0.52279353821907	0.477098972806326	581	tags=24%, list=4%, signal=23%	RDH12/RP1L1/CDHR1/TUB
GO_PROTEIN_INSERTION_INTO_MEMBRANE	GO_PROTEIN_INSERTION_INTO_MEMBRANE	GO_PROTEIN_INSERTION_INTO_MEMBRANE	13	0.656224513005338	1.48850806531319	0.0926829268292683	0.519534050179212	0.474124379047978	4145	tags=69%, list=27%, signal=50%	EGFR/BBC3/GET4/OXA1L/BAD/BAX/BAG6/UBL4A/ASNA1
