	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO_LYMPHOCYTE_DIFFERENTIATION	GO_LYMPHOCYTE_DIFFERENTIATION	GO_LYMPHOCYTE_DIFFERENTIATION	147	0.816736748245772	1.86496645431912	0.00106609808102345	0.0344625053228198	0.0300319098702662	1200	tags=40%, list=8%, signal=37%	FLT3/THEMIS/CD40LG/ZNF683/SLAMF1/CLEC4E/FUT7/LY9/CD79A/IL7R/CD3D/RHOH/SLAMF6/CCR7/TNFSF8/PTPN22/IL10/IL7/ITK/LCK/BLNK/BCL11B/ZAP70/CD8A/IL15/IL18R1/CD3E/VAV1/SPN/IKZF1/CD1D/CD79B/PTPRC/POU2F2/CD28/GPR183/RORC/PTGER4/BMX/DOCK2/RIPK3/RSAD2/NFAM1/FLT3LG/EOMES/PLCL2/BATF/MFNG/IL6/VCAM1/HDAC9/IRF1/SPI1/ITGA4/FCER1G/SYK/JAK3/SEMA4A/CD4
GO_T_CELL_DIFFERENTIATION	GO_T_CELL_DIFFERENTIATION	GO_T_CELL_DIFFERENTIATION	93	0.833624517350516	1.85934009285603	0.00112485939257593	0.0344625053228198	0.0300319098702662	1200	tags=42%, list=8%, signal=39%	THEMIS/CLEC4E/FUT7/LY9/IL7R/CD3D/RHOH/SLAMF6/CCR7/TNFSF8/PTPN22/IL7/ITK/LCK/BCL11B/ZAP70/CD8A/IL15/IL18R1/CD3E/VAV1/SPN/CD1D/PTPRC/CD28/RORC/PTGER4/BMX/DOCK2/RIPK3/RSAD2/EOMES/BATF/IL6/IRF1/FCER1G/SYK/SEMA4A/CD4
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	128	0.824525055351499	1.85875635493483	0.0010752688172043	0.0344625053228198	0.0300319098702662	1670	tags=36%, list=11%, signal=32%	BLK/THEMIS/CD3G/LAX1/CD79A/CD38/CD3D/SLA2/PRKCQ/RLTPR/SKAP1/CD247/ITK/LCK/ZAP70/TXK/CD3E/HLA-DQA2/MNDA/PRKCB/CD79B/PTPRC/CD28/NCKAP1L/BTK/GRAP2/NFAM1/KLHL6/INPP5D/FYB/LIME1/LAT/HLA-DRB5/LCP2/SYK/CD4/HLA-DRA/HLA-DRB1/LYN/VAV3/TEC/NFATC2/DENND1B/CACNB4/RFTN1/BTN3A1
GO_LEUKOCYTE_CELL_CELL_ADHESION	GO_LEUKOCYTE_CELL_CELL_ADHESION	GO_LEUKOCYTE_CELL_CELL_ADHESION	183	0.809670024878965	1.85796731462148	0.00105042016806723	0.0344625053228198	0.0300319098702662	1200	tags=42%, list=8%, signal=39%	THEMIS/CD3G/CD40LG/CRTAM/CCL19/CLEC4E/CD80/FUT7/LY9/IL7R/CD3D/CD1C/SLA2/HSH2D/RHOH/SLAMF6/CCR7/TNFSF8/TNF/PTPN22/EBI3/CCL21/IL7/ITK/LCK/PIK3CG/SELP/BCL11B/ZAP70/CD7/CD8A/IL15/CD2/IL18R1/LILRB1/CD3E/VAV1/SPN/OLR1/ITGAL/CD1D/PTPRC/CLEC7A/APBB1IP/CD28/AMICA1/NLRC3/RORC/PTGER4/BMX/CD86/IL23A/ITGB7/DOCK2/RIPK3/RSAD2/IL1B/EOMES/BATF/IL6/SELE/GCNT1/VCAM1/LAT/DOCK8/DPP4/TNFRSF4/IRF1/CD209/ITGB2/ITGA4/FCER1G/MICB/SYK/SEMA4A/CD4
GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION	207	0.800817749679813	1.85587269267435	0.0010351966873706	0.0344625053228198	0.0300319098702662	1547	tags=40%, list=10%, signal=36%	FLT3/THEMIS/CD40LG/TNFSF11/CCL19/ZNF683/SLAMF1/CLEC4E/FUT7/LY9/CD79A/IL7R/CD3D/RHOH/SLAMF6/CCR7/TNFSF8/TNF/PTPN22/IL10/IL7/ITK/LCK/BLNK/BCL11B/ZAP70/CD8A/CAMK4/IL15/IL18R1/LILRB1/UBD/CD3E/TSPAN2/VAV1/SPN/IKZF1/CD1D/CD79B/PTPRC/POU2F2/CD28/GPR183/RORC/CBFA2T3/PTGER4/BMX/GAB3/CD86/DOCK2/RIPK3/RSAD2/NFAM1/FLT3LG/EOMES/PLCL2/BATF/MFNG/IL6/VCAM1/HDAC9/IRF1/SPI1/CEBPA/ITGA4/FCER1G/TREM2/SYK/JAK3/SEMA4A/CD4/CASP10/CSF1R/BATF2/BATF3/MMP9/LYN/CD74/PTK2B/CSF1/LYL1/SATB1
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	243	0.786450453685559	1.8347319859609	0.00102459016393443	0.0344625053228198	0.0300319098702662	1675	tags=40%, list=11%, signal=36%	XCL1/LTA/CD40LG/ZBP1/CRTAM/CCL19/SLAMF1/CLEC4E/CD80/LY9/TIGIT/PRKCQ/SLAMF6/FFAR3/CCR7/RLTPR/TNF/CD244/KLRK1/PTPN22/CD274/EBI3/IL10/LTB/IL12A/AIM2/NLRP2/IL12RB1/IL15/TNFRSF13C/CD2/IL18R1/GBP5/CD6/TXK/TLR9/CD3E/RASGRP1/TNFRSF8/FCN1/ALOX15B/SPN/TICAM2/IL18/IRF8/CD28/CARD9/LILRB2/SASH3/PTGER4/CD86/IL33/IL23A/RSAD2/C3/FGR/HAVCR2/NFAM1/IL1B/CCL3/HTR2B/IL6/TLR6/HLA-G/C3AR1/IRF1/CYP1B1/TLR3/CD40/ADAM8/FCER1G/TLR4/CLU/SYK/MB21D1/CD4/IRF5/CSF1R/C5AR1/CCBE1/CASP1/CCL2/TLR2/IFIH1/HPSE/CD74/MAPK13/JAK2/CD14/DDX58/TNFSF4/FFAR2/CCL20/SULF1/LY96/DHX58
GO_LYMPHOCYTE_COSTIMULATION	GO_LYMPHOCYTE_COSTIMULATION	GO_LYMPHOCYTE_COSTIMULATION	49	0.880217494694762	1.83367900403015	0.00126103404791929	0.0344625053228198	0.0300319098702662	1352	tags=61%, list=9%, signal=56%	BTLA/CD3G/CD40LG/CCL19/CD80/ICOS/CD3D/KLRK1/CD247/CD274/CD5/CCL21/LCK/PDCD1LG2/TNFRSF13C/CD3E/VAV1/HLA-DQA2/SPN/CD28/CD86/GRAP2/DPP4/HLA-DRB5/CD24/CD4/HLA-DRA/HLA-DRB1/ICOSLG/LYN
GO_CELL_ACTIVATION	GO_CELL_ACTIVATION	GO_CELL_ACTIVATION	387	0.777699721288773	1.83182893375846	0.00100502512562814	0.0344625053228198	0.0300319098702662	1613	tags=39%, list=11%, signal=35%	MS4A1/BANK1/FLT3/IKZF3/THEMIS/CD3G/CD40LG/TREML1/LAX1/CRTAM/CCL19/ZNF683/SLAMF1/CLEC4E/CD80/FUT7/LY9/CD79A/P2RX1/P2RY12/IL7R/CD3D/CD1C/SLA2/PRKCQ/HSH2D/RHOH/SH2D1B/GAPT/SLAMF6/CCR7/IL21R/TNFSF8/CD244/KLRK1/PTPN22/EBI3/CCL21/IL10/IL7/ITK/TSPAN32/LCK/PIK3CG/BLNK/BCL11B/GP1BA/ZAP70/CD7/CD8A/CAMK4/IL15/CD2/IL18R1/CD6/LILRB1/UBD/CD3E/CXCL10/RASGRP1/MILR1/VAV1/PRF1/SPN/CD180/IKZF1/IL18/PIK3R6/ITGAL/CD1D/PRKCB/CD79B/PTPRC/CLEC7A/APBB1IP/POU2F2/CD28/GPR183/AMICA1/CX3CR1/IL2RB/NLRC3/RORC/GNA14/PTGER4/BMX/CD86/IL23A/BTK/DOCK2/PLEK/RIPK3/RSAD2/HAVCR2/NFAM1/FLT3LG/EOMES/CCL3/PIK3R5/PLCL2/BATF/HTR2B/MFNG/IL6/F5/CORO1A/VCAM1/LAT/DOCK8/DPP4/SELPLG/TNFRSF4/HDAC9/IRF1/TLR3/SPI1/CD40/CD24/ITGB2/ITGA4/LCP2/FCER1G/TLR4/CLU/MICB/SYK/JAK3/PDPN/SEMA4A/CD4/BATF2/IGF1/BATF3/ICOSLG/UNC13D/LYN/FERMT3/PRLR/CD74/PTK2B/VAV3/CSF1/LYL1/SATB1/DGKG/ELF4/TNFSF4/VAMP8/FAS
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	110	0.817780456061347	1.82805842265857	0.00110253583241455	0.0344625053228198	0.0300319098702662	1699	tags=46%, list=11%, signal=42%	STAP1/XCL1/LTA/CRTAM/MZB1/SH2D1A/CCL19/CD80/SH2D1B/CD226/SLAMF6/FFAR3/TNF/CD244/KLRK1/LAG3/IL12A/ZAP70/IL12RB1/LILRB1/CD84/RASGRP1/VAV1/CD28/SASH3/CD86/IL33/IL23A/RSAD2/C3/FGR/IL1B/MYB/CD300A/IL6/FOXF1/HLA-DMB/TNFRSF4/CD40/FCER1G/TLR4/SYK/UNC13D/LYN/CCL2/CD74/TNFSF4/VAMP8/FFAR2/DHX58/STXBP2
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	92	0.820111740782758	1.82767973261377	0.00112739571589628	0.0344625053228198	0.0300319098702662	1452	tags=46%, list=10%, signal=42%	CD40LG/SLAMF1/CLEC4E/LY9/CD1C/SH2D1B/GAPT/SLAMF6/CD244/PIK3CG/ZAP70/IL18R1/LILRB1/RASGRP1/MILR1/CD180/ITGAL/CLEC7A/APBB1IP/GPR183/CX3CR1/RORC/PTGER4/CD86/DOCK2/HAVCR2/EOMES/CCL3/PLCL2/BATF/MFNG/IL6/CORO1A/LAT/TLR3/FCER1G/TLR4/SYK/SEMA4A/UNC13D/LYN/PTK2B
GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	138	0.804646954140952	1.82575409970539	0.00107296137339056	0.0344625053228198	0.0300319098702662	1633	tags=54%, list=11%, signal=49%	XCL1/IKZF3/CD40LG/MZB1/CCL19/SLAMF1/CD80/CD38/PRKCQ/RLTPR/CD244/PTPN22/CD274/EBI3/IL10/IL7/SPTA1/IL2RA/TACR1/IL12A/ZAP70/PDCD1LG2/IL12RB1/IL15/TNFRSF13C/CD6/LILRB1/CD3E/SPN/RASAL3/IL18/CD1D/MNDA/PTPRC/CD28/GPR183/LILRB2/SASH3/LST1/CD86/IL23A/NCKAP1L/RIPK3/HAVCR2/FLT3LG/IL1B/INPP5D/CD300A/IL6/CORO1A/VCAM1/HLA-G/HLA-DMB/TNFRSF4/IRF1/PRDM1/CD209/HLA-DRB5/CD40/CD24/TLR4/SYK/JAK3/CD4/CDKN2A/HLA-DRB1/IGF1/ICOSLG/LYN/CD74/VAV3/CSF1/NFATC2/TNFSF4/TNFAIP3
GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	62	0.846669439040081	1.82367197361487	0.00120627261761158	0.0344625053228198	0.0300319098702662	1452	tags=44%, list=10%, signal=40%	CD40LG/CLEC4E/LY9/CD1C/GAPT/SLAMF6/CD244/IL18R1/LILRB1/CD180/ITGAL/APBB1IP/GPR183/RORC/PTGER4/CD86/EOMES/PLCL2/BATF/MFNG/IL6/CORO1A/FCER1G/TLR4/SEMA4A/UNC13D/PTK2B
GO_REGULATION_OF_CELL_CELL_ADHESION	GO_REGULATION_OF_CELL_CELL_ADHESION	GO_REGULATION_OF_CELL_CELL_ADHESION	245	0.780341152267222	1.82049648161322	0.00102564102564103	0.0344625053228198	0.0300319098702662	1490	tags=40%, list=10%, signal=36%	XCL1/BTLA/CD3G/CD40LG/LAX1/TNFSF11/CCL19/SLAMF1/CD80/ICOS/SIT1/IL7R/CD3D/TIGIT/PRKCQ/CCR7/RLTPR/TNF/CD244/KLRK1/PTPN22/CD247/CD274/CD5/EBI3/CCL21/IL10/IL7/SPTA1/LCK/IL2RA/LAG3/IL12A/ZAP70/PDCD1LG2/IL12RB1/CAMK4/IL15/TNFRSF13C/CD2/CD6/LILRB1/VNN1/CD3E/RASGRP1/VAV1/HLA-DQA2/SPN/RASAL3/IL18/PIK3R6/CD1D/PTPRC/TNFAIP8L2/CD28/HLA-DOA/LILRB2/SASH3/CD86/IL23A/NCKAP1L/RIPK3/GRAP2/HAVCR2/IL1B/MYB/CD300A/IL6/CORO1A/VCAM1/LAT/HLA-G/DPP4/HLA-DMB/IRF1/CD209/HLA-DRB5/CD24/ADAM8/ITGA4/ADRB2/SYK/JAK3/CD4/CDKN2A/HLA-DRA/HLA-DRB1/IGF1/CXCL12/ICOSLG/LYN/FERMT3/CCL2/CD74/JAK2/NFKBID/DTX1
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	372	0.772996035922924	1.82045080811036	0.00100401606425703	0.0344625053228198	0.0300319098702662	1672	tags=37%, list=11%, signal=34%	BLK/XCL1/THEMIS/CD3G/LTA/TLR10/LAX1/CRTAM/SH2D1A/CCL19/CLEC4E/CD80/CD79A/CD38/CD3D/SLA2/PRKCQ/SH2D1B/CD226/SLAMF6/FFAR3/CCR7/RLTPR/TNF/SKAP1/KLRK1/CD247/ITK/LCK/LAG3/IL12A/AIM2/ZAP70/CR1/C7/IL12RB1/MARCO/IL15/TNFRSF13C/GBP5/TXK/LILRB1/TLR9/CD3E/RASGRP1/CLEC4A/FCN1/VAV1/HLA-DQA2/CD180/TICAM2/CD1D/MNDA/PRKCB/CD79B/PTPRC/CLEC7A/BIRC3/NLRC4/CD28/CARD9/CFP/SASH3/CD86/IL33/IL23A/NCKAP1L/BTK/GRAP2/RSAD2/C3/FGR/HAVCR2/NFAM1/IL1B/KLHL6/INPP5D/MYB/HCK/PIK3AP1/IL6/FYB/CFB/LIME1/LAT/TLR6/HLA-DMB/FCGR3A/C3AR1/CD209/TLR3/HLA-DRB5/CD40/ITGAM/VSIG4/ITGB2/ADAM8/C1QB/LCP2/FCER1G/TLR4/CLU/MICB/SYK/CFD/JAK3/C2/MB21D1/CD4/ICAM2/C4A/HLA-DRA/NLRC5/C5AR1/IRAK2/HLA-DRB1/ELMO1/LYN/TLR2/IFIH1/CD74/FCN3/VAV3/TEC/CD14/NFATC2/C1S/DDX58/SERPING1/TNFSF4/DENND1B/VAMP8/FFAR2/CACNB4/TNFAIP3/RFTN1/IRAK3/BTN3A1/LY96
