	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO_RESPONSE_TO_INTERFERON_GAMMA	GO_RESPONSE_TO_INTERFERON_GAMMA	GO_RESPONSE_TO_INTERFERON_GAMMA	94	-0.729767318556023	-2.17912230036221	0.00277008310249307	0.0505818965517241	0.0436025408348457	1893	tags=54%, list=12%, signal=48%	CD44/ICAM1/TRIM34/HLA-C/IRF9/TRIM22/HLA-E/GBP1/OAS1/EDN1/TRIM21/IRF7/IRF5/HLA-DRB1/IFI30/CD86/HLA-DRA/DAPK1/TLR3/OAS2/HLA-H/HLA-DRB5/FCGR1B/IRF1/ASS1/GCH1/KYNU/CITED1/HCK/HLA-F/IRF8/CCL13/CCL3/STAR/GBP5/OASL/HLA-DQA2/MEFV/CIITA/CCL14/HLA-G/IL12RB1/UBD/CCL18/CCL3L1/CCL21/XCL1/CCL22/XCL2/CCL19/CCL17
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	128	-0.707762546677318	-2.1776951068823	0.00301204819277108	0.0505818965517241	0.0436025408348457	2128	tags=36%, list=14%, signal=31%	PSME2/LYN/TRAF6/NFKBIA/PSME1/RFTN1/BTN3A1/SYK/CD4/CD28/PSMB8/MNDA/FYB/HLA-DRB1/LAT/INPP5D/HLA-DRA/BCL2/NCKAP1L/TEC/PSMB10/PTPRC/HLA-DRB5/NFAM1/LIME1/BTK/PIK3CD/KLHL6/CD38/PRKCB/HLA-DQA2/CD79B/CD247/CD3E/LCK/RLTPR/ZAP70/THEMIS/SLA2/ITK/LAX1/CD3D/PRKCQ/CD3G/CD79A/BLK
GO_REGULATION_OF_T_CELL_PROLIFERATION	GO_REGULATION_OF_T_CELL_PROLIFERATION	GO_REGULATION_OF_T_CELL_PROLIFERATION	97	-0.720071175599685	-2.16572206032454	0.00274725274725275	0.0505818965517241	0.0436025408348457	1777	tags=47%, list=12%, signal=42%	MAD1L1/SYK/CD4/CD28/HLA-E/LGALS3/HAVCR2/HLA-DRB1/HLA-DMB/CD86/NCKAP1L/LILRB1/IL10/LILRB2/PTPRC/PYCARD/HLA-DRB5/CORO1A/IRF1/IL2RA/SASH3/RIPK3/RASAL3/SPN/IL23A/IL18/PDCD1LG2/TNFRSF13C/EBI3/CD3E/CD6/HLA-G/CD80/RLTPR/IL12RB1/CD24/CD274/ZAP70/CDKN2A/SLAMF1/SPTA1/CD244/PRKCQ/XCL1/CD40LG/CCL19
GO_T_CELL_DIFFERENTIATION	GO_T_CELL_DIFFERENTIATION	GO_T_CELL_DIFFERENTIATION	93	-0.723645130456443	-2.16181091628741	0.00273972602739726	0.0505818965517241	0.0436025408348457	1748	tags=43%, list=11%, signal=38%	NHEJ1/DOCK2/SYK/CD4/CD28/CD74/ITPKB/FCER1G/BCL2/PTGER4/PTPRC/IL7R/IRF1/PTPN22/TNFSF8/SEMA4A/IL18R1/PIK3CD/RIPK3/IL7/VAV1/KIT/SPN/BATF/CD8A/EOMES/WNT4/CD3E/LCK/RHOH/SLAMF6/ZAP70/THEMIS/BCL11B/ITK/CLEC4E/CD3D/CCR7/LY9/FUT7
GO_REGULATION_OF_CELL_CELL_ADHESION	GO_REGULATION_OF_CELL_CELL_ADHESION	GO_REGULATION_OF_CELL_CELL_ADHESION	245	-0.64869396088454	-2.15818955436568	0.00332225913621262	0.0505818965517241	0.0436025408348457	1713	tags=39%, list=11%, signal=35%	SYK/CD83/CD4/CELSR2/CD28/VNN1/CXCL12/SOX13/HLA-E/LGALS3/ADAM8/CD74/ITPKB/HAVCR2/HLA-DRB1/SNAI2/LAT/HLA-DMB/CD86/HLA-DRA/NCKAP1L/DPP4/LILRB1/IL10/LILRB2/PTPRC/IL7R/PYCARD/HLA-DRB5/IL1RN/CORO1A/CEACAM1/IRF1/CCL28/NFKBID/PTPN22/ASS1/IL2RA/PIK3R6/KLRK1/HLA-DOA/TNFAIP8L2/SASH3/ZNF703/RIPK3/IL7/MYB/VAV1/ADRB2/RASAL3/SPN/ALOX12/IL23A/NR4A3/IL18/HLA-DQA2/PDCD1LG2/TNFRSF13C/SPINK5/LAG3/EBI3/CD247/SLC46A2/WNT4/CD3E/CD6/CD2/LCK/HLA-G/CD80/RLTPR/IL12RB1/TIGIT/CD24/CD274/CD5/ZAP70/CDKN2A/SLAMF1/LAX1/SPTA1/CD244/CD3D/CDH1/PRKCQ/TNF/CCR7/SIT1/CCL21/XCL1/CD3G/ICOS/BTLA/CD40LG/CCL19
GO_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GO_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GO_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	221	-0.655010333903308	-2.15567428265673	0.0033112582781457	0.0505818965517241	0.0436025408348457	2245	tags=35%, list=15%, signal=31%	RIPK2/FCGR3A/PIK3CB/PRKCD/NFATC1/PSME2/RPS6KA5/LYN/TRAF6/NFKBIA/PSME1/CD209/BAIAP2/RFTN1/CD40/BTN3A1/SYK/CD4/CD28/ICAM3/PSMB8/CARD9/MNDA/CLEC4A/PPAPDC1A/FCER1G/FYB/HLA-DRB1/LAT/CLEC7A/INPP5D/ICAM2/HLA-DRA/BCL2/NCKAP1L/TEC/LILRB1/PSMB10/LILRB2/PTPRC/HLA-DRB5/FCGR1B/NFAM1/KLRK1/LIME1/HCK/FGR/BTK/PIK3CD/MICB/KLHL6/FCN1/VAV1/CD38/KIT/NR4A3/PRKCB/HLA-DQA2/CD79B/CD247/CD3E/LCK/HLA-G/RLTPR/FFAR2/CD24/ZAP70/THEMIS/SLA2/PIGR/ITK/CLEC4E/LAX1/CD3D/PRKCQ/CD3G/CD79A/BLK
GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION	GO_LEUKOCYTE_DIFFERENTIATION	207	-0.662806369091226	-2.1542579924541	0.00316455696202532	0.0505818965517241	0.0436025408348457	1748	tags=33%, list=11%, signal=30%	NHEJ1/DOCK2/SYK/CD4/GAS6/LYL1/CD28/DLL1/PTK2B/CD74/ITPKB/FCER1G/TREM2/PIR/CD86/POU2F2/BCL2/SPI1/MFNG/LILRB1/PTGER4/IL10/BATF2/PTPRC/IL7R/IRF1/NFAM1/PTPN22/FLT3LG/TNFSF8/FZD9/SEMA4A/IL18R1/PIK3CD/RIPK3/IL7/VAV1/IKZF1/CEBPA/KIT/SPN/BATF/CD8A/BLNK/EOMES/CD79B/WNT4/CD3E/LCK/RHOH/CBFA2T3/UBD/SLAMF6/ZAP70/THEMIS/BCL11B/ITK/CLEC4E/SLAMF1/CD3D/TNF/CCR7/LY9/CD79A/ZNF683/FUT7/CD40LG/CCL19/FLT3
GO_LEUKOCYTE_CHEMOTAXIS	GO_LEUKOCYTE_CHEMOTAXIS	GO_LEUKOCYTE_CHEMOTAXIS	74	-0.749029353218538	-2.14776078062251	0.002710027100271	0.0505818965517241	0.0436025408348457	1713	tags=54%, list=11%, signal=48%	SYK/GAS6/CX3CR1/ITGB2/LGALS3/ADAM8/EDN1/FCER1G/NCKAP1L/IL10/CHGA/IL6R/CORO1A/S100A9/IL16/CSF3R/AMICA1/PIK3CD/CXCL3/CXCL10/VAV1/CCR6/KIT/CCL13/CCL3/CXCL11/CCL14/S100A8/CXCR2/FFAR2/CCL18/CCL3L1/CXCR3/CCR7/CCL21/XCL1/CCL22/XCL2/CCL19/CCL17
GO_CHEMOKINE_RECEPTOR_BINDING	GO_CHEMOKINE_RECEPTOR_BINDING	GO_CHEMOKINE_RECEPTOR_BINDING	30	-0.874885699920294	-2.13774088500925	0.0023696682464455	0.0505818965517241	0.0436025408348457	754	tags=60%, list=5%, signal=57%	CCL28/CXCL3/CXCL10/CCL13/CCL3/CXCL9/CXCL11/CXCL2/CCL14/CCL18/CCL3L1/CCL21/XCL1/S100A14/CCL22/XCL2/CCL19/CCL17
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	68	-0.75119358096918	-2.13292263471307	0.00259067357512953	0.0505818965517241	0.0436025408348457	1713	tags=53%, list=11%, signal=47%	SYK/CD4/CD28/HLA-E/HAVCR2/HLA-DMB/CD86/NCKAP1L/LILRB2/PTPRC/PYCARD/CORO1A/IL2RA/SASH3/RASAL3/SPN/IL23A/IL18/PDCD1LG2/TNFRSF13C/EBI3/CD3E/CD6/CD80/RLTPR/IL12RB1/CD24/CD274/ZAP70/SLAMF1/SPTA1/CD244/PRKCQ/XCL1/CD40LG/CCL19
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	160	-0.672342731383238	-2.11655276247473	0.00308641975308642	0.0505818965517241	0.0436025408348457	1713	tags=40%, list=11%, signal=36%	SYK/CD83/CD4/CD28/VNN1/HLA-E/ADAM8/CD74/ITPKB/HAVCR2/HLA-DRB1/HLA-DMB/CD86/HLA-DRA/NCKAP1L/DPP4/LILRB1/LILRB2/PTPRC/IL7R/PYCARD/HLA-DRB5/CORO1A/IL2RA/PIK3R6/KLRK1/SASH3/IL7/MYB/VAV1/RASAL3/SPN/IL23A/NR4A3/IL18/HLA-DQA2/PDCD1LG2/TNFRSF13C/EBI3/CD247/CD3E/CD6/LCK/HLA-G/CD80/RLTPR/IL12RB1/CD24/CD274/CD5/ZAP70/SLAMF1/SPTA1/CD244/CD3D/PRKCQ/TNF/CCL21/XCL1/CD3G/ICOS/BTLA/CD40LG/CCL19
GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	GO_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	80	-0.724715491607166	-2.11084232826795	0.00273972602739726	0.0505818965517241	0.0436025408348457	1893	tags=56%, list=12%, signal=50%	CD44/ICAM1/TRIM34/HLA-C/IRF9/TRIM22/HLA-E/GBP1/OAS1/EDN1/TRIM21/IRF7/IRF5/HLA-DRB1/IFI30/HLA-DRA/DAPK1/TLR3/OAS2/HLA-H/HLA-DRB5/FCGR1B/IRF1/ASS1/HCK/HLA-F/IRF8/CCL13/CCL3/STAR/GBP5/OASL/HLA-DQA2/CIITA/CCL14/HLA-G/IL12RB1/CCL18/CCL3L1/CCL21/XCL1/CCL22/XCL2/CCL19/CCL17
GO_REGULATION_OF_CELL_ACTIVATION	GO_REGULATION_OF_CELL_ACTIVATION	GO_REGULATION_OF_CELL_ACTIVATION	322	-0.622668279499903	-2.11039427896021	0.00383141762452107	0.0546646636155073	0.0471219624017245	1713	tags=39%, list=11%, signal=36%	DUSP3/BTN2A2/THBD/HMOX1/MAP3K14/CD40/CD300A/MAD1L1/SYK/STXBP2/CD83/CD4/VAMP8/GAS6/SAMSN1/CD28/VNN1/SOX13/HLA-E/MICA/LGALS3/ADAM8/CD74/MNDA/ITPKB/FCER1G/HAVCR2/HLA-DRB1/LAT/HLA-DMB/CD86/INPP5D/HLA-DRA/BCL2/NCKAP1L/TNFAIP3/ZC3H12A/TEC/DPP4/LILRB1/IL10/LILRB2/PTPRC/IL7R/PYCARD/PLEK/CD84/HLA-DRB5/LST1/CORO1A/CEACAM1/IRF1/NFAM1/IL33/NFKBID/PTPN22/FLT3LG/IL2RA/PIK3R6/KLRK1/FGR/BTK/HLA-DOA/UNC13D/TNFAIP8L2/SASH3/RIPK3/IL7/MYB/VAV1/ADRB2/CD38/RASAL3/SPN/ALOX12/TSPAN32/PRAM1/IL23A/NR4A3/IL18/HLA-DQA2/PDCD1LG2/TNFRSF13C/SPINK5/LAG3/EBI3/CD247/SLC46A2/CD3E/CD6/CD2/CD226/LCK/HLA-G/CD80/CD27/TBC1D10C/RLTPR/TACR1/IL12RB1/TIGIT/CD24/CD274/CD5/ZAP70/SLA2/CDKN2A/SLAMF1/LAX1/SPTA1/SELP/CD244/CD3D/PRKCQ/CCR7/SIT1/CCL21/XCL1/BANK1/IKZF3/CD3G/ICOS/BTLA/MZB1/CD40LG/CCL19/STAP1
GO_LEUKOCYTE_PROLIFERATION	GO_LEUKOCYTE_PROLIFERATION	GO_LEUKOCYTE_PROLIFERATION	57	-0.759737027791676	-2.10469854779917	0.00251256281407035	0.0505818965517241	0.0436025408348457	1309	tags=40%, list=9%, signal=37%	CD86/BCL2/ELF4/LILRB1/DOCK8/P2RX7/IL10/PSMB10/PTPRC/IL7R/CD180/KIT/GAPT/IL23A/EBI3/WNT4/CRTAM/SLAMF6/SLAMF1/CD79A/CD40LG/MS4A1/FLT3
GO_CELL_ACTIVATION	GO_CELL_ACTIVATION	GO_CELL_ACTIVATION	387	-0.608726931776023	-2.10348359787481	0.00408163265306122	0.0571505101419631	0.0492648085990416	1761	tags=36%, list=12%, signal=32%	BTN3A1/NHEJ1/DOCK2/SYK/STXBP2/CD4/VAMP8/GAS6/ARRB1/LYL1/CD28/DLL1/PTK2B/CX3CR1/ITGB2/P2RX4/HLA-E/MICA/EDN1/CD74/ITPKB/PDPN/DGKE/LYPD1/FCER1G/RAB27A/HAVCR2/LAT/CLEC7A/CD86/POU2F2/BCL2/DPP4/SPI1/MFNG/ELF4/LILRB1/DOCK8/PTGER4/P2RX7/ADRA2C/IL10/PSMB10/BATF2/TLR3/PTPRC/PIK3R5/IL7R/CHGA/SELPLG/PYCARD/PLEK/CORO1A/IRF1/NFAM1/PTPN22/FLT3LG/PIK3R6/APBB1IP/KLRK1/TNFSF8/FZD9/CD180/BTK/SEMA4A/AMICA1/UNC13D/IL18R1/PIK3CD/MICB/NLRC3/IL2RB/RIPK3/IL7/CXCL10/VAV1/IKZF1/KIT/CCL3/GAPT/SPN/P2RY12/TSPAN32/ITGAL/PRF1/GP1BA/IL23A/NR4A3/IL18/PRKCB/IL21R/BATF/CD8A/EBI3/BLNK/EOMES/CD79B/WNT4/CD3E/CD6/CD2/LCK/CRTAM/CD80/P2RX1/RHOH/CD1C/CXCR2/CD7/UBD/CD24/SLAMF6/ZAP70/THEMIS/SLA2/BCL11B/ITK/CLEC4E/SLAMF1/LAX1/CD244/HSH2D/CD3D/PRKCQ/CCR7/TREML1/CCL21/BANK1/IKZF3/LY9/CD3G/CD79A/ZNF683/FUT7/CD40LG/MS4A1/CCL19/FLT3
GO_LYMPHOCYTE_CHEMOTAXIS	GO_LYMPHOCYTE_CHEMOTAXIS	GO_LYMPHOCYTE_CHEMOTAXIS	22	-0.910792633254402	-2.10256141804171	0.00238095238095238	0.0505818965517241	0.0436025408348457	830	tags=68%, list=5%, signal=65%	PIK3CD/CXCL10/CCL13/CCL3/CXCL11/CCL14/CCL18/CCL3L1/CXCR3/CCL21/XCL1/CCL22/XCL2/CCL19/CCL17
