Chr18	8993063	10121244	Chr1	28030398	27321133
Chr18	8272685	10339161	Chr1	28836294	27551032
Chr18	7866758	10339161	Chr1	31330135	30693570
Chr18	8060449	9193392	Chr8	101421636	101815648
Chr18	8913446	10369976	Chr6	30290722	28568673
Chr18	8574447	10251550	Chr12	16632439	18291289
Chr18	7866360	9974042	Chr2	52513029	55757791
Chr18	8060449	9192270	Chr2	3694947	5369791
Chr18	8709880	10339161	Chr8	91313098	93650398
Chr18	8946695	10381584	Chr1	58938044	59909411
Chr18	8412749	10121244	Chr9	21284881	20008248
Chr18	7281159	8874670	Chr18	4099208	2341315
Chr18	7866758	10382310	Chr8	12715000	14283815
Chr18	8380665	10075514	Chr8	10098439	11345075
Chr18	6975640	8962206	Chr14	36155875	34975282
Chr18	9191983	10370671	Chr8	112288344	111695471
Chr18	6975640	8843805	Chr3	65917161	67699906
Chr18	8574447	10229072	Chr13	21791200	23523115
Chr18	8832286	10369976	Chr10	26222236	27797075
Chr18	7866758	10339161	Chr3	138537145	135541309
Chr18	8272685	10381584	Chr3	138712905	136356296
Chr18	8412749	10370671	Chr5	22302739	23664066
Chr18	6975640	10018075	Chr11	23497435	24700681
Chr18	8731892	10369976	Chr2	60455338	59165679
Chr18	8444396	10229072	Chr10	29363915	31094376
Chr18	6976109	10121244	Chr8	35185906	36518400
Chr18	8272685	10018575	Chr3	6055011	4602801
Chr18	8574447	9192270	Chr2	76439173	76727709
Chr18	8272685	9170095	Chr6	24589017	27035570
Chr18	8380665	10121244	Chr3	41205152	42105985
Chr18	8380665	10382310	Chr3	40895623	41812991
Chr18	7866758	10018075	Chr3	41929653	43715164
Chr9	41152541	43775402	Chr9	41722849	43334062
Chr9	41636835	42362581	Chr15	4753156	3876529
Chr9	41722849	43775402	Chr2	22186682	22819572
Chr9	41234578	42660752	Chr9	32323406	33664399
Chr9	41709427	43790182	Chr3	5834764	4101800
Chr8	153600078	152234386	Chr6	24806059	25904155
Chr5	8735262	9527640	Chr3	151081269	150224200
Chr3	101885299	104620667	Chr3	102247247	104586453
Chr3	101906830	104620667	Chr3	99992313	103326951
Chr3	101576389	103376920	Chr2	67970807	69237949
Chr3	102027883	104620667	Chr3	157835179	160368332
Chr3	102430432	102909577	Chr4	4103292	3624085
Chr3	102430432	103884829	Chr2	44775572	43397299
Chr3	102027883	104262794	Chr3	17886485	16720749
Chr2	7374294	5498719	Chr18	8961931	10382310
Chr2	7373599	5628511	Chr3	94071805	96232010
Chr2	7457411	6523570	Chr3	5981523	4891037
Chr1	49287126	48243393	Chr12	28207658	29018176
Chr15	4309834	3473101	Chr5	28972855	29847584
Chr15	4753156	3812866	Chr3	157745713	160368332
Chr15	4481580	3473101	Chr1	51982692	53148677
Chr15	4131087	3473101	Chr3	16965393	15860344
Chr11	2939834	1739145	Chr11	2913173	1931636
Chr11	3129922	1803093	Chr3	8106022	8660638
Chr3	115741032	114659898	Chr4	3997137	3242218
Chr3	115772952	114571407	Chr14	36856839	36446271
Chr3	116651756	114527032	Chr2	44691339	44047735
Chr3	116651756	114499585	Chr3	91894499	89747101
Chr6	357021	1095917	Chr2	88485905	87520398
Chr1	28678005	27345324	Chr2	50820988	51288898
Chr1	28836294	27180637	Chr14	43135332	42011117
Chr1	31330135	30692469	Chr14	43135332	41703340
Chr1	28678005	27180637	Chr14	44128015	42768701
Chr1	31236133	30424194	Chr14	42834311	41703340
Chr1	28000268	27315830	Chr2	41277323	39851498
Chr1	28030398	27344187	Chr18	8652953	10047280
Chr1	29420733	27160666	Chr18	8652953	9732624
Chr1	27820487	27160666	Chr1	28030398	27310543
Chr1	28912499	27716463	Chr1	31629044	30052506
Chr1	31235443	30536575	Chr1	28678005	27447347
Chr1	28912499	27446600	Chr5	28480476	29557415
Chr1	28000268	27353287	Chr3	47168726	47824072
Chr1	28836294	27344187	Chr6	30271411	29227667
Chr1	28030398	27353287	Chr6	30270989	28557777
Chr1	28468983	27345324	Chr12	16923994	18291289
Chr1	28678005	27321133	Chr2	53296628	55339579
Chr1	28030398	27713978	Chr2	1207610	2022812
Chr1	28171842	27180637	Chr9	21370580	20053602
Chr1	28030398	27344187	Chr8	2154028	2686614
Chr1	27940347	27160666	Chr8	9978326	11246152
Chr1	28030398	27345324	Chr8	10114213	11246152
Chr1	28030398	27180637	Chr8	12050489	14251873
Chr1	27988727	27160666	Chr3	51269863	51862899
Chr1	31453419	30478449	Chr1	64112883	65970823
Chr1	28635617	27160666	Chr19	10755184	11974096
Chr1	28000268	27353635	Chr19	10994766	11949336
Chr1	28030398	27353635	Chr14	36689803	34728528
Chr1	27940347	27344187	Chr8	112349668	111695471
Chr1	27797377	27160666	Chr18	14186241	15301555
Chr1	28912499	27434185	Chr1	8148340	9111895
Chr1	28240847	27345324	Chr1	8149036	9404566
Chr1	28912499	27160666	Chr4	14193047	15289782
Chr1	28000268	27713978	Chr12	28208764	29018176
Chr1	27939924	27315830	Chr17	16500569	15262296
Chr1	28030398	27310543	Chr5	22302739	23602062
Chr1	28586279	27381808	Chr14	2057368	1428258
Chr1	27939924	27180637	Chr1	94312243	95064933
Chr1	28000268	27352586	Chr1	94313344	94980426
Chr1	28030398	27160666	Chr11	23497861	24345391
Chr1	28171842	27434185	Chr11	23497435	24472997
Chr1	31423203	30692469	Chr11	24701077	25681642
Chr1	27940347	27345324	Chr2	59452715	59164561
Chr1	28836294	27180637	Chr8	35186784	36302523
Chr1	27797377	27321133	Chr8	39169880	39570565
Chr1	28678005	27344187	Chr3	108678197	110217766
Chr1	28678005	27353635	Chr3	6055890	4466212
Chr1	27470768	27160666	Chr3	5695135	4906326
Chr1	31453419	30590817	Chr3	16965393	15732889
Chr1	27940347	27315830	Chr19	4514281	6272422
Chr1	28240847	27344187	Chr19	4514281	5946688
Chr1	28240847	27353635	Chr19	4514281	6075213
Chr1	31330135	30692469	Chr3	39626928	41040829
Chr1	28030398	27344187	Chr3	41735327	42105985
Chr8	171558800	172159939	Chr1	27798484	27321133
Chr8	171656606	172395570	Chr8	6439603	7972595
Chr8	171011425	172259799	Chr1	8217867	9404566
Chr8	171657329	172395570	Chr7	2649734	3598111
Chr9	18800457	18308827	Chr3	5695135	4907232
Chr8	144827622	145839199	Chr14	44204395	42372488
Chr8	3113684	4034721	Chr14	44238832	42432395
Chr8	3113684	4034721	Chr2	53362829	54856732
Chr5	28413084	29421570	Chr14	52178797	51414830
Chr5	28561326	29412276	Chr14	51480610	51392282
Chr5	28413084	29421570	Chr14	44110809	42011117
Chr5	28428464	30001989	Chr14	44209122	42852512
Chr5	28480476	29703270	Chr14	42432111	41703340
Chr5	28413084	29421570	Chr14	44238832	42373557
Chr5	28481196	29421570	Chr14	42996172	41704030
Chr5	28546500	29579112	Chr8	58419206	56883122
Chr5	28413084	29952649	Chr2	41617310	39869248
Chr5	28560135	29558510	Chr18	9719028	10382310
Chr5	28481196	30001989	Chr1	31629044	30693159
Chr5	29098422	30022068	Chr1	28000268	27344583
Chr5	28561326	29412276	Chr8	101025145	101592711
Chr5	28413084	29362006	Chr6	30290722	28567551
Chr5	28546500	30001989	Chr2	3770584	4937197
Chr5	28561326	30001989	Chr2	17704	2022812
Chr5	28480476	29421570	Chr2	274483	1726025
Chr5	28428464	29362006	Chr9	21297767	20008248
Chr5	28413084	29098298	Chr9	21370580	20758139
Chr5	28481196	29952649	Chr19	10829260	11831935
Chr5	28546500	29660979	Chr14	35843537	34691986
Chr5	28480476	29412276	Chr8	6028255	7972595
Chr5	28481196	29558510	Chr3	67238573	68177431
Chr5	28481196	29579112	Chr3	68238455	68951651
Chr5	28480476	30001989	Chr17	27146224	28166114
Chr5	28481196	29412276	Chr1	8217162	9335389
Chr5	29098422	30001989	Chr3	117053565	117475430
Chr5	28481619	29703270	Chr12	27550939	28934209
Chr5	28636766	29421570	Chr2	17657797	18827667
Chr5	28413084	29362006	Chr3	136964091	136198927
Chr5	28481196	29402574	Chr10	36081336	37057741
Chr5	28481196	29579112	Chr1	94126402	95064933
Chr5	28481619	30022068	Chr11	23637637	25746326
Chr5	28413084	29703270	Chr2	60455338	59164561
Chr5	28972855	29558510	Chr3	173835072	175350698
Chr5	29310776	30022068	Chr10	55875434	57175230
Chr5	28561326	29421570	Chr12	20201279	21069851
Chr5	28413084	30001989	Chr3	5981919	4907232
Chr5	28560912	29703270	Chr3	6087559	4906821
Chr5	28546500	30001989	Chr3	119205085	120065976
Chr5	28481196	29558510	Chr12	14504035	14885099
Chr5	28413084	29421570	Chr3	41008427	42452689
Chr5	28636766	29610732	Chr3	40985989	42334451
Chr5	28481196	29703270	Chr3	41688613	43714753
Chr5	28636766	29421570	Chr3	40486194	41363055
Chr8	101025145	101605319	Chr14	43560386	42012263
Chr8	101022404	101623077	Chr18	7862734	9128726
Chr8	101237780	101524839	Chr1	28240847	27180637
Chr8	101022404	101524839	Chr1	31453419	31106271
Chr8	101025873	101421964	Chr5	28480476	29389353
Chr8	100982041	101423062	Chr5	39774316	37708696
Chr8	101026296	101358095	Chr6	30290722	29490273
Chr8	101025145	101605319	Chr2	51822634	52808532
Chr8	101026296	101605319	Chr9	21297767	20043722
Chr8	101071852	101605319	Chr18	3966769	2539263
Chr8	101025145	101358095	Chr8	10098439	10300866
Chr8	100982041	101605319	Chr3	51308202	52115592
Chr8	101025873	101605319	Chr14	35828975	34787500
Chr8	101025145	101423062	Chr8	112349668	111467077
Chr8	101025145	101623077	Chr18	14500966	15334930
Chr8	100982041	101623077	Chr1	111942916	111559445
Chr8	101025145	101524839	Chr10	36069017	36884895
Chr8	101008282	101605319	Chr11	23637637	25693607
Chr8	101025145	101358095	Chr11	23637637	24701448
Chr8	101025873	101461223	Chr11	23637637	24916008
Chr8	101026296	101421964	Chr2	59452715	58984372
Chr8	101008282	101605319	Chr3	190103762	190779265
Chr8	101025873	101524839	Chr3	40605164	41887441
Chr8	101025873	101605319	Chr3	41761567	42453088
Chr8	101008282	101423062	Chr3	39566094	40614023
Chr8	166174892	165638573	Chr8	165821722	165521057
Chr3	47168291	47764910	Chr14	52174951	51414830
Chr3	47092494	47656071	Chr14	42432111	41689850
Chr3	47092494	47656071	Chr12	15478859	15922561
Chr3	47168291	47656071	Chr6	30271411	29490273
Chr3	47092494	47880429	Chr2	3832949	4927850
Chr3	47168726	47656071	Chr2	933284	1961608
Chr3	47168291	47655660	Chr8	112349668	111466324
Chr3	47169398	47764910	Chr8	112285413	111467077
Chr3	47092494	47713589	Chr4	14161261	15344644
Chr3	47092494	47737089	Chr12	27504629	28729127
Chr3	47168291	47713589	Chr3	138442965	136939436
Chr3	47211163	47713589	Chr5	22302739	23572068
Chr3	47259285	47656071	Chr10	36473585	36883749
Chr3	47169398	47737089	Chr11	23917530	24691286
Chr3	47092494	47824072	Chr10	56018519	57067585
Chr11	46703307	47206375	Chr8	13026655	14251873
Chr5	21268719	19418592	Chr3	116080785	114243093
Chr5	20825009	18523122	Chr8	116931335	118871978
Chr5	21432972	19418592	Chr3	91770377	89747101
Chr5	20278495	19006674	Chr3	192414578	192805280
Chr18	15767284	16760155	Chr8	35731267	36608420
Chr9	32323406	34287598	Chr18	8709880	10125765
Chr9	32441479	34287598	Chr9	41152541	42660752
Chr7	26606848	25846150	Chr11	23862606	25531837
Chr5	11431328	10744368	Chr9	7110121	6230528
Chr5	39542006	38978419	Chr1	27940347	27353635
Chr5	39633525	37684769	Chr2	52799532	54856732
Chr5	39774316	38330636	Chr9	44079756	44801366
Chr5	39774316	38978419	Chr18	2792795	2364065
Chr5	39633525	38302328	Chr19	10953071	11949336
Chr5	39774316	37708696	Chr14	36725833	35262989
Chr5	39774316	38302328	Chr4	13804427	14736420
Chr5	39542006	37297368	Chr13	21649730	23196999
Chr5	39774316	37297368	Chr14	1641986	638304
Chr5	39774316	37325198	Chr11	23599985	25746326
Chr5	39773449	38302328	Chr8	35186784	36517482
Chr5	39774316	38993758	Chr8	35186784	36378244
Chr5	39773449	37325198	Chr10	56514461	57176073
Chr5	39774316	37550617	Chr3	142428267	141203621
Chr5	39774316	38181934	Chr7	16481439	17089633
Chr5	39433106	37550617	Chr4	16366334	17460519
Chr5	39774316	37325198	Chr3	6055890	4656008
Chr5	39774316	38302328	Chr3	5808245	3699317
Chr5	39542006	38330636	Chr3	119406842	120065976
Chr5	39773449	37325198	Chr19	4547888	5626231
Chr8	86828789	87821821	Chr3	102044337	102893736
Chr8	86658908	87536330	Chr8	80680918	82022345
Chr6	30271411	28567974	Chr14	51625849	51414830
Chr6	30088828	28568673	Chr2	41422762	39857640
Chr6	30290722	28567551	Chr1	28000268	27353635
Chr6	30270989	28567551	Chr1	27940347	27344583
Chr6	30271411	27996273	Chr8	12283637	14282693
Chr6	30115975	28567551	Chr8	10183251	11317380
Chr6	29823093	27996273	Chr8	10795417	12051927
Chr6	30290722	28012565	Chr14	36626685	34862967
Chr6	30271411	28567551	Chr8	112349668	111695471
Chr6	30290722	28557777	Chr3	138549751	136813786
Chr6	29041874	28558968	Chr1	94313344	94601844
Chr6	30290722	29490273	Chr1	94312243	94980426
Chr6	30290722	28558968	Chr11	23637637	24691286
Chr6	30115975	28557777	Chr11	23497861	24916008
Chr6	30115975	28557777	Chr11	23842771	25416517
Chr6	30290722	29485189	Chr14	8305382	7098654
Chr6	29490058	27996273	Chr3	5846032	4656008
Chr6	30290722	28567551	Chr19	4514281	5706545
Chr2	67757928	68324812	Chr1	51982692	53028684
Chr12	17156728	18742721	Chr14	52672976	51392282
Chr12	16579536	18720181	Chr2	50820988	51409869
Chr12	17034709	18742721	Chr14	44204395	42161306
Chr12	17519124	18189730	Chr14	42852267	42011117
Chr12	16579536	18721308	Chr8	57431648	56257417
Chr12	16579536	18189730	Chr2	41617310	38787561
Chr12	16923994	18784018	Chr18	9973755	10382310
Chr12	16798616	17949401	Chr18	8427595	8915056
Chr12	16579536	18784018	Chr1	27940347	27160666
Chr12	16579536	18189730	Chr5	28546500	30001989
Chr12	16790889	17520560	Chr12	15479957	15922561
Chr12	17049369	18063126	Chr5	39774316	38181934
Chr12	16790889	18784018	Chr6	30290722	28567551
Chr12	16790889	18291289	Chr12	16672040	18777643
Chr12	17049369	18784018	Chr12	17035828	18777643
Chr12	16579536	18052650	Chr12	16814760	18189730
Chr12	16579536	18777643	Chr2	3770584	4927850
Chr12	16579536	17252558	Chr2	3694947	4617300
Chr12	17050769	18644344	Chr9	11328656	12541504
Chr12	16579536	17520560	Chr2	1207610	2022812
Chr12	16934891	18189730	Chr9	44079756	44897617
Chr12	16672040	17519408	Chr9	21370580	20204616
Chr12	16804727	18063126	Chr9	21339309	20008248
Chr12	17520222	18777643	Chr8	10098439	11268815
Chr12	16579536	18063126	Chr8	9978326	11246152
Chr12	17965726	18784018	Chr19	10994766	11949336
Chr12	16790889	18384826	Chr14	35942009	34719270
Chr12	17049369	18145307	Chr4	14161261	15344644
Chr12	16579536	18117114	Chr12	27432616	28666013
Chr12	18062839	18784018	Chr3	136939212	135815163
Chr12	16698767	18063126	Chr3	136939212	135733722
Chr12	16923994	18052650	Chr1	94385709	95025716
Chr12	17034709	18721308	Chr11	23530441	24691286
Chr12	17035828	18784018	Chr2	59439313	59164561
Chr12	16923994	17643218	Chr2	59453837	59165679
Chr12	16790889	18063126	Chr10	29571936	31045194
Chr12	16804727	18777643	Chr14	8280522	7098384
Chr12	16804727	18118303	Chr14	8356009	7336087
Chr12	17965726	18784018	Chr8	35485573	36470140
Chr12	16579536	17643218	Chr3	70995694	70241348
Chr12	17027544	18644344	Chr3	70995694	70281728
Chr12	17035828	17965995	Chr7	16481439	17089633
Chr12	16798616	18784018	Chr8	39218045	39669534
Chr12	17588607	18720181	Chr12	20202383	21069851
Chr12	16579536	17721765	Chr12	20202383	21069851
Chr12	16579536	18063126	Chr3	6055890	4907232
Chr12	17050769	18784018	Chr19	4514281	5707872
Chr12	16798616	17643218	Chr19	4514281	5707872
Chr12	17027544	18118303	Chr10	53089417	54189625
Chr2	52564438	55758544	Chr14	44110809	41703340
Chr2	52268018	53363539	Chr14	42767669	41704030
Chr2	52807393	55758544	Chr14	43484824	42011117
Chr2	52564864	54611449	Chr14	44128015	42373183
Chr2	54611231	55758544	Chr2	41167217	39869248
Chr2	52500570	54088103	Chr2	41617310	39851498
Chr2	52808200	55757392	Chr18	7866758	10382310
Chr2	52500570	54220496	Chr18	8682151	10075514
Chr2	52600573	55351388	Chr1	31272815	30478449
Chr2	54171965	55351388	Chr1	28678005	27310543
Chr2	52564438	52601984	Chr1	27798484	27344187
Chr2	52500570	55758544	Chr5	28480476	29819723
Chr2	52500570	54611449	Chr5	28481619	30022068
Chr2	52590702	53511094	Chr12	15423153	15922561
Chr2	52500570	55082368	Chr6	30290722	28557777
Chr2	52500570	54088103	Chr2	3770584	4927850
Chr2	52600986	53408099	Chr2	1113581	1961608
Chr2	52600986	54853445	Chr1	59051234	59909810
Chr2	53362829	55757392	Chr9	21370580	20043722
Chr2	52500570	54088103	Chr19	10829260	11851186
Chr2	52799532	55758544	Chr8	6028255	8097122
Chr2	52807393	54220919	Chr8	112288344	111465925
Chr2	52500570	53408513	Chr3	65613735	66595104
Chr2	52500570	54220496	Chr12	27504629	29018176
Chr2	52500570	55758544	Chr3	138442965	135827704
Chr2	52600986	55834325	Chr3	138549751	135815559
Chr2	52807393	55082368	Chr3	136824922	135529515
Chr2	52500570	53363116	Chr1	94312243	94980426
Chr2	52564864	55758544	Chr11	23599574	25443103
Chr2	51636294	52807638	Chr8	35186784	36470140
Chr2	54220620	55834325	Chr3	141464430	141146937
Chr2	52564864	53538196	Chr3	142119632	141146937
Chr2	52590702	53511094	Chr3	190279054	190779265
Chr2	51822634	53408099	Chr12	20201279	20853358
Chr2	52500570	55757392	Chr3	5620597	3699317
Chr2	52799532	54890487	Chr3	6055011	4101800
Chr2	52564438	55758544	Chr19	4514281	5312953
Chr2	52500570	54993997	Chr3	41688613	43725275
Chr2	52513029	55758544	Chr3	40899830	42978607
Chr2	53363240	55757791	Chr3	39690098	41363055
Chr2	52564864	53684765	Chr3	39576143	41009110
Chr8	85551624	84611631	Chr10	18016009	18634564
Chr1	100224067	102021228	Chr3	99886244	102460206
Chr1	100239116	101839786	Chr3	157746208	159443018
Chr1	100891564	102021228	Chr3	17421867	16010636
Chr2	4360919	4979197	Chr2	40294852	39024012
Chr2	4024130	4864840	Chr3	47475194	47880429
Chr2	3832949	4979197	Chr5	39774316	38181934
Chr2	3841567	4864840	Chr6	30290722	28557777
Chr2	3832949	4979197	Chr12	16589938	18189730
Chr2	3841567	4828816	Chr12	17027544	18777643
Chr2	3770584	4979197	Chr12	16579536	17157015
Chr2	3832949	4979197	Chr2	3770584	4927850
Chr2	3694947	4318494	Chr9	44079756	45237626
Chr2	4496638	4979197	Chr18	2734046	2341315
Chr2	4038134	4617300	Chr3	51269863	51886511
Chr2	3936140	4864840	Chr19	10829260	11949336
Chr2	4333285	4979197	Chr19	11771833	11949336
Chr2	3770584	4828816	Chr14	36689803	34691986
Chr2	4496638	4979197	Chr4	14259553	15344644
Chr2	3832949	4927850	Chr4	14161261	15344644
Chr2	3694947	4979197	Chr12	27504629	29048721
Chr2	3694947	4828816	Chr9	23577773	25508126
Chr2	4024130	4828816	Chr1	94384604	95027180
Chr2	3694947	4842117	Chr2	60492618	59265617
Chr2	3825046	4828816	Chr2	59453837	59164561
Chr2	3832949	4842117	Chr10	29571936	31045194
Chr2	3825046	4864840	Chr3	70979385	70254727
Chr2	3694947	4650493	Chr7	16481439	17089633
Chr2	3770584	4828816	Chr3	5808245	4907232
Chr2	3694947	4864840	Chr3	119205085	119669044
Chr2	3890543	4979197	Chr2	76230171	77058158
Chr2	3780221	4864840	Chr19	4699797	5634218
Chr2	4148554	4927850	Chr10	53535444	54197090
Chr2	3890543	4650493	Chr10	53535444	54189625
Chr1	25841659	26993235	Chr14	53395495	52638867
Chr8	72706297	73711088	Chr12	17027544	18117114
Chr8	72670086	73711088	Chr10	56301056	57067585
Chr17	34253121	33149656	Chr17	33316919	32999983
Chr17	34991659	33851513	Chr1	64112883	65357021
Chr8	90778430	93336606	Chr8	91391681	93602641
Chr14	24007089	24623267	Chr18	4020255	2539263
Chr14	24007089	25301811	Chr19	10953071	11881494
Chr8	147517293	148233907	Chr6	30223757	28557777
Chr8	147517293	148233907	Chr2	54829212	55834325
Chr8	147517293	147838866	Chr1	94312243	94891686
Chr8	147621693	148233907	Chr11	23599985	24345790
Chr6	2415120	3582235	Chr18	8752562	9225478
Chr3	96774471	98102010	Chr2	41637784	40108355
Chr3	94027395	95543339	Chr3	101336388	102909577
Chr3	97037966	97707038	Chr8	11268447	12051927
Chr3	94435404	97105544	Chr14	36856839	34867365
Chr3	94484360	96244735	Chr3	54117413	53178342
Chr3	94435404	95308903	Chr3	5524017	4602801
Chr3	97178224	98279453	Chr3	39938402	41674255
Chr3	96230952	97058295	Chr3	39664778	40895925
Chr9	49984703	50723038	Chr3	5719497	3632355
